RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
105,0,31202,William McGirt,70.46,2607,37
108,0,33141,Keegan Bradley,70.48,3242,46
108,0,29926,Danny Lee,70.48,3242,46
110,0,34563,Chesson Hadley,70.50,3243,46
110,0,46601,Trey Mullinax,70.50,2679,38
112,0,26596,Ryan Moore,70.51,2468,35
113,0,27141,J.B. Holmes,70.53,2398,34
113,0,33122,Russell Knox,70.53,3315,47
115,0,28679,Fabián Gómez,70.54,3245,46
116,0,35506,Mackenzie Hughes,70.55,2963,42
116,0,34360,Patrick Reed,70.55,2822,40
118,0,46402,Talor Gooch,70.56,2540,36
119,0,34098,Russell Henley,70.57,2964,42
119,0,29485,Brett Stegmaier,70.57,2611,37
121,0,36699,Patrick Rodgers,70.61,3813,54
121,0,25892,Steve Wheatcroft,70.61,1977,28
123,0,24502,Adam Scott,70.63,2825,40
124,0,29535,Brice Garnett,70.64,3532,50
125,0,32366,Kevin Chappell,70.66,3109,44
125,0,47128,Richy Werenski,70.66,3533,50
127,0,27958,Ryan Blaum,70.67,2968,42
128,0,25686,Jason Dufner,70.69,2262,32
129,0,25900,Lucas Glover,70.70,2333,33
130,0,34021,Bud Cauley,70.71,1980,28
131,0,29479,Scott Brown,70.72,3536,50
131,0,33418,Shawn Stefani,70.72,2758,39
131,0,47287,Ethan Tracy,70.72,2546,36
134,0,45609,Tyler Duncan,70.73,3466,49
134,0,39328,Conrad Shindler,70.73,2122,30
136,0,47347,Adam Schenk,70.74,3254,46
137,0,31420,Anirban Lahiri,70.76,2972,42
138,0,39327,Ben Silverman,70.80,3257,46
139,0,24924,Bill Haas,70.84,2692,38
139,0,35879,Kelly Kraft,70.84,3471,49
139,0,33413,Ben Martin,70.84,2196,31
142,0,23541,Ben Crane,70.86,2480,35
143,0,27556,Ted Potter Jr.,70.87,3331,47
143,0,48081,Xander Schauffele,70.87,2764,39
145,0,24925,Jonathan Byrd,70.92,2553,36
145,0,34099,Harris English,70.92,2695,38
147,0,12510,Chad Campbell,70.93,3050,43
147,0,28132,Tyrone Van Aswegen,70.93,3830,54
149,0,29222,Billy Hurley III,70.94,2341,33
150,0,27942,Rob Oppenheim,70.97,2697,38
150,0,27963,Chris Stroud,70.97,2697,38
152,0,45526,Abraham Ancer,70.98,3407,48
152,0,27644,Brian Harman,70.98,3052,43
154,0,36799,Stephan Jaeger,71.03,2841,40
155,0,28500,Martin Flores,71.04,3694,52
156,0,32254,Xinjun Zhang,71.05,2771,39
157,0,29518,Brendan Steele,71.06,2487,35
158,0,37189,Harold Varner III,71.08,3554,50
159,0,35376,Roberto Díaz,71.11,2560,36
159,0,33204,Shane Lowry,71.11,1991,28
161,0,50526,Tom Lovelady,71.12,2916,41
161,0,25572,Graeme McDowell,71.12,2347,33
163,0,23353,J.J. Henry,71.17,2918,41
164,0,24140,Sean O'Hair,71.21,2065,29
165,0,25632,Jimmy Walker,71.25,3135,44
166,0,37454,Whee Kim,71.28,3279,46
167,0,34431,Robert Streb,71.30,2852,40
168,0,39975,Michael Kim,71.31,2282,32
169,0,37455,Si Woo Kim,71.36,3568,50
170,0,34264,Hudson Swafford,71.38,2784,39
171,0,20593,Greg Chalmers,71.42,1857,26
172,0,27064,Jhonattan Vegas,71.43,3643,51
173,0,48084,Wesley Bryan,71.44,2786,39
174,0,30978,Kiradech Aphibarnrat,71.48,1787,25
175,0,31416,Derek Fathauer,71.62,2793,39
175,0,25240,D.A. Points,71.62,2077,29
177,0,20572,Rod Pampling,71.64,2364,33
178,0,37338,Zecheng Dou,71.68,1792,25
179,0,20157,Retief Goosen,71.70,1936,27
180,0,27895,Jonas Blixt,71.75,2583,36
181,0,28307,Matt Every,71.76,3014,42
181,0,32876,Martin Piller,71.76,2727,38
183,0,34358,Jonathan Randolph,71.81,2585,36
183,0,26331,Charl Schwartzel,71.81,2226,31
183,0,33419,Cameron Tringale,71.81,2298,32
186,0,27974,Sung Kang,71.88,3091,43
186,0,22582,Kyle Thompson,71.88,1797,25
188,0,32816,Satoshi Kodaira,72.13,1731,24
189,0,39954,Cody Gribble,72.16,2237,31
190,0,25834,Daniel Summerhays,72.17,1732,24
191,0,47125,Matt Atkins,72.38,1882,26
192,0,35544,Andrew Yun,72.82,1602,22
193,0,34213,Grayson Murray,72.88,2405,33
