"playerId","tourCode","events","wins","winsTitle","internationalWins","majorWins","cutsMade","runnerUp","second","third","top10","top25","officialMoney"
"23797","R","40","","PGA TOUR WINS","0","","19/40","","","","1","4","$517,941"
"06573","R","337","","PGA TOUR WINS","12","","192/337","4","4","2","22","61","$9,000,273"
"18613","R","370","30","PGA TOUR WINS","0","","349/370","34","34","19","193","295","$73,596"
"46443","R","24","","PGA TOUR WINS","0","","9/24","","","","","2","$282,083"
"08243","R","31","","PGA TOUR WINS","0","","8/31","","","","","","$60,429"
"05534","R","32","","PGA TOUR WINS","0","","12/32","","","","","1","$1,608"
"16318","R","15","1","PGA TOUR WINS","0","","15/15","1","1","","9","13","$613"
"01824","R","52","","PGA TOUR WINS","0","","29/52","1","1","","2","4","$250,028"
"29908","R","200","1","PGA TOUR WINS","0","","116/200","3","3","4","17","40","$11,521,443"
"01577","R","631","8","PGA TOUR WINS","0","","407/631","7","7","8","66","188","$16,040,639"
"01127","R","173","","PGA TOUR WINS","0","","72/173","","","1","5","14","$916,591"
"24140","R","435","4","PGA TOUR WINS","0","","273/435","7","7","4","46","117","$25,383,494"
"29772","R","13","","PGA TOUR WINS","0","","8/13","","","","","1","$228,403"
"59020","R","3","","PGA TOUR WINS","0","","","","","","","",""
"18490","R","56","","PGA TOUR WINS","0","","50/56","1","1","","5","15","$4,666"
"59866","R","26","2","PGA TOUR WINS","0","","15/26","","","","4","7","$2,930,385"
"10809","R","636","17","PGA TOUR WINS","3","","512/636","31","31","17","188","329","$71,507,269"
"17447","R","23","1","PGA TOUR WINS","0","","18/23","","","","2","12","$954"
"01069","R","538","11","PGA TOUR WINS","0","","389/538","13","13","9","104","198","$1,018,442"
"01593","R","45","","PGA TOUR WINS","0","","11/45","","","","","","$27,592"
"06256","R","84","","PGA TOUR WINS","0","","34/84","","","","1","5","$24,541"
"12645","R","296","2","PGA TOUR WINS","0","","178/296","3","3","4","25","65","$7,374,382"
"57259","R","3","","PGA TOUR WINS","1","","3/3","","","","2","2","$464,793"
"23548","R","148","1","PGA TOUR WINS","0","","77/148","1","1","","8","21","$3,716,287"
"02215","R","72","","PGA TOUR WINS","0","","28/72","","","","","3","$106,994"
"17502","R","140","","PGA TOUR WINS","0","","128/140","","","1","9","44","$17,385"
"34262","R","93","","PGA TOUR WINS","0","","44/93","2","2","","8","10","$3,172,284"
"01086","R","72","","PGA TOUR WINS","0","","25/72","","","","","4","$68,327"
"13668","R","338","16","PGA TOUR WINS","0","","311/338","21","21","12","122","211",""
"06893","R","101","","PGA TOUR WINS","0","","58/101","","","","5","7","$28,860"
"07781","R","53","","PGA TOUR WINS","0","","18/53","","","","","1","$85,783"
"18927","R","6","1","PGA TOUR WINS","0","","5/6","","","","1","4",""
"01205","R","586","8","PGA TOUR WINS","7","","436/586","6","6","7","71","192","$1,553,136"
"60203","R","2","","PGA TOUR WINS","0","","","","","","","",""
"52372","R","153","3","PGA TOUR WINS","0","","72/153","","","","12","32","$8,549,809"
"15753","R","38","1","PGA TOUR WINS","0","","34/38","1","1","1","8","23","$416"
"17294","R","68","","PGA TOUR WINS","0","","62/68","1","1","","13","33","$4,409"
"08531","R","31","","PGA TOUR WINS","0","","8/31","","","","","1","$7,788"
"32070","R","81","1","PGA TOUR WINS","0","","33/81","1","1","1","7","13","$3,083,281"
"01897","R","343","1","PGA TOUR WINS","0","","234/343","3","3","3","27","85","$736,692"
"54422","R","5","","PGA TOUR WINS","0","","3/5","","","","","1","$76,674"
"02242","R","692","21","PGA TOUR WINS","1","","486/692","21","21","15","139","259","$6,355,681"
"16201","R","156","","PGA TOUR WINS","0","","132/156","1","1","2","16","48","$67,267"
"48051","R","9","","PGA TOUR WINS","1","","6/9","","","","","3","$301,476"
"06344","R","373","36","PGA TOUR WINS","4","","360/373","27","27","31","218","309","$236,834"
"17806","R","159","","PGA TOUR WINS","0","","130/159","","","","15","50","$60,643"
"02307","R","180","2","PGA TOUR WINS","0","","136/180","2","2","1","16","47",""
"39954","R","124","1","PGA TOUR WINS","0","","53/124","","","","4","10","$2,737,119"
"01878","R","507","3","PGA TOUR WINS","5","","315/507","7","7","4","50","121","$1,365,530"
"11747","R","112","","PGA TOUR WINS","0","","69/112","","","","3","14","$42,675"
"05354","R","35","","PGA TOUR WINS","0","","26/35","","","","2","11","$4,638"
"06128","R","124","","PGA TOUR WINS","0","","66/124","","","","2","17","$405,952"
"08835","R","71","","PGA TOUR WINS","0","","23/71","","","1","1","5","$759,736"
"34409","R","232","1","PGA TOUR WINS","0","","126/232","3","3","2","17","46","$11,446,261"
"18209","R","42","","PGA TOUR WINS","0","","26/42","1","1","","2","5","$3,872"
"18659","R","58","","PGA TOUR WINS","0","","54/58","1","1","","1","3","$2,340"
"58944","R","2","","PGA TOUR WINS","0","","2/2","","","","","","$51,962"
"19418","R","39","","PGA TOUR WINS","0","","23/39","","","","2","2","$3,508"
"02254","R","105","","PGA TOUR WINS","0","","37/105","","","","","1","$49,251"
"16647","R","7","1","PGA TOUR WINS","0","","7/7","1","1","","3","7",""
"14695","R","158","1","PGA TOUR WINS","0","","146/158","","","1","10","47","$19,222"
"48102","R","3","","PGA TOUR WINS","0","","","","","","","",""
"02311","R","100","","PGA TOUR WINS","0","","26/100","","","","1","5","$98,599"
"40162","R","96","","PGA TOUR WINS","0","","57/96","1","1","1","10","20","$4,562,655"
"24389","R","7","","PGA TOUR WINS","0","","2/7","","","","","1","$76,857"
"01497","R","459","1","PGA TOUR WINS","0","","429/459","18","18","10","99","228","$205,228"
"17543","R","57","","PGA TOUR WINS","0","","27/57","","","1","3","5","$16,362"
"02038","R","90","","PGA TOUR WINS","0","","51/90","","","","3","9","$60,045"
"02192","R","44","","PGA TOUR WINS","0","","13/44","","","","1","2","$25,781"
"11244","R","34","","PGA TOUR WINS","0","","18/34","","","","2","3","$10,173"
"12891","R","41","","PGA TOUR WINS","0","","19/41","","","","1","4","$13,412"
"49590","R","4","","PGA TOUR WINS","0","","2/4","","","","","","$89,465"
"58381","R","4","","PGA TOUR WINS","0","","1/4","","","","","","$15,900"
"01614","R","33","","PGA TOUR WINS","0","","10/33","","","","","1","$21,329"
"16978","R","25","1","PGA TOUR WINS","0","","24/25","1","1","","8","18","$542"
"15657","R","27","","PGA TOUR WINS","0","","9/27","","","","","","$376"
"67092","R","1","","PGA TOUR WINS","0","","","","","","","",""
"06581","R","215","","PGA TOUR WINS","0","","110/215","1","1","2","8","32","$2,186,462"
"01751","R","101","","PGA TOUR WINS","0","","61/101","","","","4","17","$26,229"
"18120","R","21","1","PGA TOUR WINS","0","","14/21","1","1","1","8","10","$313"
"65410","R","1","","PGA TOUR WINS","0","","","","","","","",""
"21099","R","35","","PGA TOUR WINS","0","","23/35","2","2","","3","7","$2,721,881"
"51661","R","2","","PGA TOUR WINS","1","","1/2","","","","","","$73,350"
"02203","R","35","","PGA TOUR WINS","0","","10/35","","","","","1","$4,045"
"05196","R","35","","PGA TOUR WINS","0","","23/35","","","","","2","$4,767"
"15196","R","36","","PGA TOUR WINS","0","","32/36","1","1","1","8","20","$115"
"17451","R","47","2","PGA TOUR WINS","0","","44/47","1","1","2","9","26","$984"
"12716","R","515","4","PGA TOUR WINS","0","","353/515","10","10","6","61","152","$35,284,543"
"25936","R","52","","PGA TOUR WINS","0","","10/52","","","","","","$132,515"
"01993","R","271","1","PGA TOUR WINS","0","","176/271","","","1","11","38","$101,441"
"05179","R","229","","PGA TOUR WINS","0","","198/229","3","3","1","21","62","$51,567"
"33948","R","202","","PGA TOUR WINS","4","","142/202","5","5","4","27","60","$18,883,345"
"08931","R","477","1","PGA TOUR WINS","1","","277/477","4","4","5","38","111","$9,241,922"
"11213","R","98","","PGA TOUR WINS","0","","63/98","","","","3","12","$29,038"
"14441","R","129","3","PGA TOUR WINS","0","","116/129","3","3","4","39","88","$17,469"
"28938","R","23","","PGA TOUR WINS","9","","15/23","","","","1","4","$706,578"
"14504","R","62","1","PGA TOUR WINS","0","","61/62","3","3","4","23","47","$105"
"10117","R","155","","PGA TOUR WINS","0","","60/155","1","1","","6","15","$2,228,350"
"01706","R","791","21","PGA TOUR WINS","1","","571/791","30","30","16","179","318","$44,959,243"
"15102","R","25","","PGA TOUR WINS","0","","16/25","","","","","4","$3,529"
"01511","R","138","2","PGA TOUR WINS","0","","116/138","3","3","2","20","60","$203,182"
"19822","R","35","","PGA TOUR WINS","0","","10/35","","","","","1","$134,797"
"22621","R","290","4","PGA TOUR WINS","0","","162/290","3","3","1","19","52","$13,779,910"
"01141","R","128","","PGA TOUR WINS","0","","90/128","1","1","","6","33","$41,729"
"48084","R","131","1","PGA TOUR WINS","0","","67/131","1","1","1","9","19","$5,173,563"
"14343","R","53","","PGA TOUR WINS","0","","39/53","","","","1","4","$1,723"
"07095","R","25","","PGA TOUR WINS","0","","1/25","","","","","","$3,173"
"32334","R","146","1","PGA TOUR WINS","0","","46/146","1","1","2","6","14","$3,864,894"
"05417","R","136","","PGA TOUR WINS","0","","108/136","","","1","9","41","$65,977"
"19434","R","41","","PGA TOUR WINS","0","","37/41","","","1","2","10","$4,486"
"39981","R","","","","","","","","","","","",""
"01907","R","48","","PGA TOUR WINS","0","","26/48","","","","","2","$17,931"
"17580","R","5","1","PGA TOUR WINS","0","","5/5","","","1","2","3",""
"12782","R","567","4","PGA TOUR WINS","0","","364/567","7","7","6","59","141","$19,382,388"
"22764","R","32","","PGA TOUR WINS","0","","5/32","","","","","1","$326,371"
"02151","R","26","","PGA TOUR WINS","0","","11/26","","","","","","$11,062"
"21631","R","26","","PGA TOUR WINS","0","","8/26","","","","","","$36,703"
"39201","R","5","","PGA TOUR WINS","2","","1/5","","","","","","$20,160"
"01268","R","450","","PGA TOUR WINS","0","","296/450","1","1","2","25","96","$564,809"
"16954","R","212","1","PGA TOUR WINS","0","","177/212","4","4","2","34","72","$170,762"
"14590","R","5","1","PGA TOUR WINS","0","","5/5","1","1","","3","4",""
"02014","R","462","5","PGA TOUR WINS","0","","341/462","6","6","7","62","160","$482,771"
"11116","R","49","","PGA TOUR WINS","0","","26/49","","","","","6","$12,464"
"08337","R","212","1","PGA TOUR WINS","0","","90/212","2","2","","9","23","$1,848,216"
"35449","R","162","1","PGA TOUR WINS","0","","81/162","2","2","1","7","37","$7,611,884"
"01815","R","412","25","PGA TOUR WINS","6","","332/412","16","16","10","105","190","$2,747,484"
"19176","R","1","1","PGA TOUR WINS","0","","1/1","","","","1","1",""
"21959","R","300","1","PGA TOUR WINS","1","","148/300","2","2","1","13","46","$7,431,369"
"01116","R","402","4","PGA TOUR WINS","2","","205/402","2","2","3","21","57","$5,672,529"
"17168","R","5","1","PGA TOUR WINS","0","","5/5","1","1","","2","3",""
"29939","R","23","","PGA TOUR WINS","3","","13/23","","","","","2","$198,471"
"23821","R","26","","PGA TOUR WINS","4","","12/26","","","","","2","$238,442"
"33122","R","316","2","PGA TOUR WINS","1","","205/316","3","3","3","25","83","$17,448,861"
"18272","R","45","","PGA TOUR WINS","0","","29/45","","","","3","8","$24,810"
"65312","R","1","","PGA TOUR WINS","0","","","","","","","",""
"29485","R","83","","PGA TOUR WINS","0","","42/83","1","1","","3","8","$1,768,312"
"06515","R","403","1","PGA TOUR WINS","1","","206/403","1","1","1","20","57","$9,139,260"
"24937","R","29","","PGA TOUR WINS","0","","10/29","","","","","2","$154,675"
"29256","R","14","","PGA TOUR WINS","2","","7/14","","","","","3","$278,104"
"02106","R","334","1","PGA TOUR WINS","0","","165/334","","","2","18","41","$5,016,813"
"16515","R","73","3","PGA TOUR WINS","0","","71/73","13","13","4","43","68","$2,606"
"45527","R","1","","PGA TOUR WINS","0","","","","","","","",""
"66247","R","1","","PGA TOUR WINS","0","","","","","","","",""
"02043","R","77","","PGA TOUR WINS","0","","29/77","","","","1","7","$63,199"
"06450","R","271","21","PGA TOUR WINS","0","","257/271","27","27","20","159","223","$54,938"
"20098","R","551","9","PGA TOUR WINS","3","","371/551","13","13","3","69","172","$29,828,521"
"01550","R","199","","PGA TOUR WINS","0","","87/199","1","1","","7","23","$732,769"
"57330","R","1","","PGA TOUR WINS","0","","1/1","","","","","1","$30,733"
"36789","R","3","","PGA TOUR WINS","0","","","","","","","",""
"16295","R","107","","PGA TOUR WINS","0","","87/107","","","1","4","21","$16,716"
"02239","R","644","5","PGA TOUR WINS","1","","418/644","14","14","8","93","205","$27,500,225"
"13078","R","42","","PGA TOUR WINS","0","","42/42","2","2","1","25","40","$325"
"01946","R","146","1","PGA TOUR WINS","0","","81/146","","","","5","19","$642,996"
"46464","R","14","","PGA TOUR WINS","2","","8/14","","","","1","4","$840,732"
"09025","R","63","","PGA TOUR WINS","0","","42/63","","","","4","8","$19,910"
"15006","R","44","","PGA TOUR WINS","0","","30/44","","","","","3","$1,077"
"31109","R","8","","PGA TOUR WINS","1","","3/8","","","","","","$30,077"
"48929","R","8","","PGA TOUR WINS","0","","2/8","","","","","","$17,491"
"01045","R","446","2","PGA TOUR WINS","0","","339/446","","","1","30","98","$329,706"
"02110","R","153","","PGA TOUR WINS","0","","72/153","","","1","6","14","$1,900,122"
"58303","R","1","","PGA TOUR WINS","0","","","","","","","",""
"20574","R","279","","PGA TOUR WINS","3","","142/279","2","2","3","17","49","$7,368,691"
"06016","R","106","","PGA TOUR WINS","0","","33/106","","","","","1","$202,731"
"20124","R","35","","PGA TOUR WINS","0","","6/35","","","","","2","$80,998"
"01679","R","172","3","PGA TOUR WINS","0","","161/172","4","4","2","48","112","$101,275"
"01383","R","413","5","PGA TOUR WINS","0","","391/413","6","6","12","101","243","$152,189"
"11229","R","38","","PGA TOUR WINS","0","","25/38","","","","","2","$643"
"61081","R","1","","PGA TOUR WINS","0","","","","","","","",""
"66744","R","1","","PGA TOUR WINS","0","","","","","","","",""
"48138","R","2","","PGA TOUR WINS","0","","","","","","","",""
"13490","R","48","1","PGA TOUR WINS","0","","46/48","","","1","10","35","$50"
"39978","R","2","","PGA TOUR WINS","0","","","","","","","",""
"05114","R","115","","PGA TOUR WINS","0","","77/115","","","","3","4","$6,896"
"14705","R","175","","PGA TOUR WINS","0","","130/175","","","1","17","33","$139,341"
"01157","R","603","1","PGA TOUR WINS","0","","330/603","6","6","5","41","110","$6,554,699"
"57737","R","3","","PGA TOUR WINS","0","","2/3","","","","","2","$128,345"
"01507","R","79","","PGA TOUR WINS","0","","37/79","","","","1","10","$180,379"
"01012","R","31","","PGA TOUR WINS","0","","13/31","","","","","","$16,279"
"13886","R","20","2","PGA TOUR WINS","0","","16/20","1","1","1","7","12","$295"
"27120","R","282","2","PGA TOUR WINS","0","","142/282","4","4","2","22","49","$9,392,206"
"39997","R","190","2","PGA TOUR WINS","0","","140/190","1","1","3","27","78","$22,648,554"
"13185","R","46","","PGA TOUR WINS","0","","41/46","","","2","11","36","$7,734"
"65580","R","1","","PGA TOUR WINS","0","","","","","","","",""
"14990","R","11","3","PGA TOUR WINS","0","","10/11","2","2","","6","7",""
"20935","R","52","","PGA TOUR WINS","19","","20/52","","","1","3","4","$505,131"
"63454","R","1","","PGA TOUR WINS","0","","1/1","","","","","1","$86,515"
"61193","R","4","","PGA TOUR WINS","2","","2/4","","","","","","$131,942"
"13306","R","29","","PGA TOUR WINS","0","","18/29","","","","1","4","$2,087"
"02002","R","224","","PGA TOUR WINS","0","","109/224","","","","3","25","$2,240,539"
"66343","R","1","","PGA TOUR WINS","0","","","","","","","",""
"10195","R","59","","PGA TOUR WINS","0","","24/59","","","","1","6","$233,764"
"34130","R","31","","PGA TOUR WINS","2","","13/31","1","1","","1","1","$597,103"
"01209","R","276","4","PGA TOUR WINS","0","","232/276","7","7","5","47","116","$190,261"
"55454","R","62","","PGA TOUR WINS","0","","24/62","","","","4","10","$2,180,372"
"06036","R","204","","PGA TOUR WINS","9","","105/204","","","3","13","36","$2,930,471"
"20104","R","314","1","PGA TOUR WINS","3","","182/314","3","3","1","25","55","$10,836,211"
"18182","R","34","","PGA TOUR WINS","0","","14/34","","","","","","$2,361"
"01659","R","58","","PGA TOUR WINS","0","","32/58","","","","4","9","$130,308"
"08881","R","115","","PGA TOUR WINS","0","","55/115","","","","3","10","$1,198,393"
"46628","R","2","","PGA TOUR WINS","0","","1/2","","","","","","$22,140"
"56278","R","65","1","PGA TOUR WINS","0","","45/65","4","4","","7","21","$7,607,287"
"32139","R","139","1","PGA TOUR WINS","7","","81/139","1","1","3","12","29","$8,180,686"
"11659","R","45","","PGA TOUR WINS","0","","24/45","","","","1","1","$10,985"
"19286","R","69","5","PGA TOUR WINS","0","","64/69","8","8","5","37","56","$10,228"
"56297","R","2","","PGA TOUR WINS","0","","","","","","","",""
"02130","R","197","1","PGA TOUR WINS","0","","123/197","1","1","","14","36","$142,045"
"35490","R","3","","PGA TOUR WINS","0","","2/3","","","","","","$39,126"
"37157","R","7","","PGA TOUR WINS","2","","2/7","","","","","","$75,649"
"30692","R","355","3","PGA TOUR WINS","0","","185/355","4","4","4","31","76","$18,706,161"
"05476","R","108","","PGA TOUR WINS","0","","76/108","","","","1","11","$8,256"
"01435","R","338","2","PGA TOUR WINS","0","","186/338","2","2","","24","68","$2,077,433"
"15026","R","44","","PGA TOUR WINS","0","","31/44","","","","3","7","$16,658"
"28308","R","66","","PGA TOUR WINS","0","","21/66","1","1","","1","1","$926,099"
"01065","R","92","","PGA TOUR WINS","0","","45/92","","","","1","11","$72,809"
"01570","R","346","4","PGA TOUR WINS","0","","279/346","7","7","4","59","134","$232,720"
"46501","R","102","","PGA TOUR WINS","0","","58/102","1","1","3","9","18","$4,155,653"
"01120","R","129","","PGA TOUR WINS","0","","53/129","1","1","","8","13","$141,485"
"20387","R","25","","PGA TOUR WINS","0","","7/25","","","","","2","$76,196"
"05163","R","125","5","PGA TOUR WINS","208","","115/125","5","5","5","40","78","$201,100"
"01823","R","617","4","PGA TOUR WINS","0","","411/617","11","11","9","86","197","$7,947,092"
"32640","R","347","2","PGA TOUR WINS","0","","182/347","4","4","4","26","63","$15,080,048"
"20850","R","291","2","PGA TOUR WINS","9","","136/291","1","1","1","17","43","$8,007,885"
"02022","R","467","6","PGA TOUR WINS","0","","391/467","19","19","13","113","218","$436,446"
"08585","R","123","","PGA TOUR WINS","0","","75/123","","","","6","14","$73,705"
"16061","R","44","","PGA TOUR WINS","0","","31/44","","","","1","11","$4,213"
"66699","R","1","","PGA TOUR WINS","0","","","","","","","",""
"06431","R","49","","PGA TOUR WINS","0","","29/49","3","3","","4","10","$1,461,346"
"08993","R","207","","PGA TOUR WINS","0","","110/207","4","4","1","12","29","$3,489,893"
"59836","R","36","","PGA TOUR WINS","0","","18/36","1","1","","2","5","$1,416,490"
"15708","R","160","1","PGA TOUR WINS","0","","145/160","3","3","1","31","74","$51,252"
"51856","R","2","","PGA TOUR WINS","0","","","","","","","",""
"06124","R","151","","PGA TOUR WINS","0","","76/151","","","1","5","22","$729,584"
"24956","R","25","","PGA TOUR WINS","5","","14/25","","","","2","5","$493,826"
"19681","R","26","","PGA TOUR WINS","0","","18/26","","","","","1","$931"
"02167","R","555","3","PGA TOUR WINS","0","","332/555","6","6","3","44","118","$2,301,255"
"14119","R","32","","PGA TOUR WINS","0","","22/32","","","","","3","$1,132"
"13326","R","4","1","PGA TOUR WINS","0","","4/4","1","1","","2","2",""
"01032","R","50","","PGA TOUR WINS","0","","20/50","1","1","","2","5","$84,432"
"01462","R","100","","PGA TOUR WINS","0","","41/100","","","","2","12","$78,240"
"01198","R","26","","PGA TOUR WINS","0","","14/26","","","","","3","$56,422"
"01931","R","100","","PGA TOUR WINS","0","","38/100","","","","1","11","$129,659"
"26341","R","7","","PGA TOUR WINS","3","","6/7","","","","","","$57,953"
"11032","R","461","2","PGA TOUR WINS","0","","274/461","4","4","3","43","99","$11,841,515"
"05421","R","278","8","PGA TOUR WINS","0","","272/278","17","17","13","135","232","$61,155"
"15972","R","8","1","PGA TOUR WINS","0","","6/8","","","","1","4",""
"32617","R","26","","PGA TOUR WINS","0","","8/26","","","","","","$91,343"
"47347","R","215","","PGA TOUR WINS","0","","126/215","2","2","1","17","46","$11,700,770"
"39958","R","14","","PGA TOUR WINS","3","","8/14","","","","","1","$182,880"
"05134","R","92","","PGA TOUR WINS","0","","62/92","","","","2","13","$23,580"
"01177","R","584","51","PGA TOUR WINS","14","","495/584","31","31","21","236","380","$1,691,583"
"15564","R","198","4","PGA TOUR WINS","0","","191/198","13","13","13","100","160","$76,733"
"01527","R","644","11","PGA TOUR WINS","6","","497/644","17","17","23","162","307","$18,530,156"
"18593","R","4","1","PGA TOUR WINS","0","","4/4","","","","1","3",""
"01248","R","174","","PGA TOUR WINS","0","","64/174","","","","1","8","$158,139"
"18069","R","25","","PGA TOUR WINS","0","","12/25","","","","","1","$6,958"
"01618","R","44","","PGA TOUR WINS","0","","4/44","","","","","","$4,540"
"33293","R","53","","PGA TOUR WINS","6","","40/53","1","1","","6","15","$3,024,506"
"06427","R","368","2","PGA TOUR WINS","0","","330/368","5","5","8","70","167","$87,706"
"19678","R","30","","PGA TOUR WINS","0","","27/30","1","1","","3","19","$3,915"
"02034","R","295","28","PGA TOUR WINS","0","","273/295","19","19","22","161","233","$50,947"
"13330","R","193","","PGA TOUR WINS","0","","166/193","1","1","","12","48","$25,324"
"02171","R","37","","PGA TOUR WINS","0","","9/37","","","","1","2","$88,116"
"29221","R","373","7","PGA TOUR WINS","0","","280/373","11","11","9","84","161","$45,753,288"
"24940","R","54","","PGA TOUR WINS","2","","13/54","","","","","2","$209,217"
"06132","R","121","","PGA TOUR WINS","0","","47/121","","","","","7","$226,981"
"18086","R","35","","PGA TOUR WINS","0","","22/35","","","","1","6","$958"
"05067","R","98","","PGA TOUR WINS","0","","82/98","1","1","","11","36","$15,772"
"40181","R","6","","PGA TOUR WINS","1","","2/6","","","","","","$31,359"
"01927","R","234","1","PGA TOUR WINS","0","","124/234","3","3","2","18","48","$4,983,871"
"46405","R","9","","PGA TOUR WINS","1","","6/9","","","","1","1","$210,951"
"01474","R","79","","PGA TOUR WINS","0","","50/79","","","1","4","9","$25,992"
"15437","R","29","","PGA TOUR WINS","0","","24/29","","","3","8","19","$253"
"01024","R","634","4","PGA TOUR WINS","0","","372/634","8","8","5","56","160","$12,494,805"
"01161","R","762","13","PGA TOUR WINS","6","","527/762","27","27","17","142","260","$24,216,436"
"64431","R","2","","PGA TOUR WINS","0","","","","","","","",""
"12960","R","32","","PGA TOUR WINS","0","","15/32","","","","2","2","$8,660"
"02063","R","26","","PGA TOUR WINS","0","","4/26","","","","","","$16,215"
"35310","R","148","1","PGA TOUR WINS","0","","97/148","","","1","11","32","$7,961,755"
"22986","R","58","","PGA TOUR WINS","5","","38/58","","","","5","10","$1,886,862"
"13222","R","45","","PGA TOUR WINS","0","","34/45","1","1","","2","7","$8,338"
"20112","R","","","","","","","","","","","",""
"06020","R","37","","PGA TOUR WINS","0","","18/37","","","","1","4","$123,542"
"31646","R","242","2","PGA TOUR WINS","0","","180/242","6","6","4","34","77","$22,442,258"
"02126","R","64","","PGA TOUR WINS","0","","30/64","","","","","5","$83,219"
"57869","R","6","","PGA TOUR WINS","0","","1/6","","","","","",""
"16535","R","7","1","PGA TOUR WINS","0","","6/7","","","","1","6",""
"21646","R","90","","PGA TOUR WINS","1","","42/90","","","","3","11","$1,335,814"
"45157","R","153","2","PGA TOUR WINS","1","","101/153","","","3","20","41","$15,266,422"
"29626","R","2","2","PGA TOUR WINS","0","","2/2","","","1","2","2",""
"52411","R","39","","PGA TOUR WINS","0","","12/39","","","","","","$348,379"
"01423","R","25","","PGA TOUR WINS","0","","5/25","","","","","","$1,122"
"27141","R","367","5","PGA TOUR WINS","0","","238/367","5","5","3","41","97","$25,846,355"
"01970","R","70","","PGA TOUR WINS","0","","23/70","","","","","4","$50,113"
"26300","R","364","2","PGA TOUR WINS","2","","222/364","2","2","3","30","79","$17,330,501"
"23552","R","133","","PGA TOUR WINS","2","","57/133","2","2","1","8","19","$2,761,274"
"19506","R","66","2","PGA TOUR WINS","0","","66/66","1","1","2","23","52","$8,676"
"16309","R","287","9","PGA TOUR WINS","0","","278/287","15","15","12","139","226","$62,438"
"35469","R","10","","PGA TOUR WINS","0","","3/10","","","","","","$59,517"
"01835","R","85","","PGA TOUR WINS","0","","27/85","","","","3","5","$147,916"
"37454","R","136","","PGA TOUR WINS","2","","64/136","3","3","2","10","18","$4,794,398"
"05175","R","250","8","PGA TOUR WINS","0","","236/250","3","3","5","60","141","$84,991"
"01771","R","616","5","PGA TOUR WINS","0","","335/616","2","2","6","40","110","$5,227,278"
"45985","R","","","","","","","","","","","",""
"01321","R","32","","PGA TOUR WINS","0","","8/32","","","","1","1","$33,655"
"26951","R","362","3","PGA TOUR WINS","0","","186/362","5","5","2","23","57","$12,591,106"
"02018","R","26","","PGA TOUR WINS","0","","7/26","","","","","3","$12,387"
"18946","R","10","1","PGA TOUR WINS","0","","10/10","1","1","","2","7",""
"08045","R","74","","PGA TOUR WINS","0","","36/74","","","1","1","8","$407,286"
"29718","R","122","3","PGA TOUR WINS","0","","84/122","4","4","7","22","43","$12,206,409"
"67118","R","1","","PGA TOUR WINS","0","","","","","","","",""
"13936","R","89","7","PGA TOUR WINS","0","","86/89","5","5","8","49","79","$8,368"
"01458","R","125","","PGA TOUR WINS","0","","56/125","","","","4","16","$321,059"
"35557","R","8","","PGA TOUR WINS","0","","5/8","","","","","","$63,046"
"16667","R","50","","PGA TOUR WINS","0","","34/50","","","","3","8","$44,109"
"25804","R","369","12","PGA TOUR WINS","0","","266/369","14","14","6","74","145","$48,049,778"
"47238","R","24","","PGA TOUR WINS","11","","11/24","","","","","2","$356,220"
"48319","R","30","","PGA TOUR WINS","2","","11/30","","","","","3","$505,177"
"01376","R","149","","PGA TOUR WINS","1","","70/149","1","1","","3","11","$965,128"
"30978","R","106","","PGA TOUR WINS","6","","59/106","","","2","9","19","$4,011,324"
"22046","R","411","8","PGA TOUR WINS","2","","262/411","9","9","5","57","130","$30,626,566"
"01233","R","513","14","PGA TOUR WINS","0","","468/513","19","19","20","136","272","$1,376,193"
"20094","R","331","2","PGA TOUR WINS","0","","195/331","8","8","2","31","66","$10,597,848"
"45194","R","9","","PGA TOUR WINS","2","","5/9","","","","","2","$172,690"
"35296","R","46","","PGA TOUR WINS","4","","31/46","","","1","3","11","$1,636,239"
"57900","R","32","","PGA TOUR WINS","0","","21/32","","","1","2","9","$1,748,533"
"18291","R","35","1","PGA TOUR WINS","0","","22/35","2","2","2","11","12","$2,150"
"07867","R","545","4","PGA TOUR WINS","1","","317/545","4","4","3","52","119","$16,580,132"
"17534","R","328","8","PGA TOUR WINS","0","","317/328","21","21","15","134","236","$156,042"
"19480","R","25","","PGA TOUR WINS","0","","15/25","","","","","","$263"
"40115","R","130","1","PGA TOUR WINS","0","","84/130","","","","9","28","$8,509,992"
"24604","R","125","","PGA TOUR WINS","0","","57/125","","","1","6","14","$1,983,545"
"33968","R","78","","PGA TOUR WINS","9","","46/78","","","1","8","15","$2,109,382"
"02223","R","683","8","PGA TOUR WINS","0","","465/683","11","11","10","103","221","$15,785,815"
"31113","R","11","","PGA TOUR WINS","2","","4/11","","","","1","3","$146,552"
"22400","R","11","","PGA TOUR WINS","16","","8/11","","","","1","1","$108,093"
"18141","R","58","","PGA TOUR WINS","0","","40/58","","","","2","10","$2,626"
"05266","R","40","","PGA TOUR WINS","0","","15/40","","","","1","2","$6,299"
"21739","R","52","","PGA TOUR WINS","2","","20/52","","","","2","6","$655,192"
"14477","R","26","","PGA TOUR WINS","0","","14/26","","","","","","$59"
"32816","R","126","1","PGA TOUR WINS","7","","66/126","","","","1","12","$3,893,235"
"27747","R","50","","PGA TOUR WINS","6","","21/50","","","1","3","7","$1,064,810"
