"id","isActive","firstName","lastName","shortName","displayName","alphaSort","country","countryFlag","headshot","age","education","turnedPro"
"13831","False","Henry","Castillo","H Castillo","Henry Castillo","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13831.jpg","","",""
"59440","False","Ricky","Castillo","R Castillo","Ricky Castillo","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_59440.jpg","23","University of Florida","2023"
"32200","False","Roberto","Castro","R Castro","Roberto Castro","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_32200.jpg","39","Georgia Tech","2007"
"45734","False","John","Catlin","J Catlin","John Catlin","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_45734.jpg","34","University of New Mexico","2013"
"34021","True","Bud","Cauley","B Cauley","Bud Cauley","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_34021.jpg","34","University of Alabama","2011"
"13843","False","Gil","Cavanaugh","G Cavanaugh","Gil Cavanaugh","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13843.jpg","","",""
"45702","False","Rodolfo","Cazaubon","R Cazaubon","Rodolfo Cazaubon","C","Mexico","MEX","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_45702.jpg","35","University of North Texas","2013"
"20472","False","Alex","Cejka","A Cejka","Alex Cejka","C","Germany","GER","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20472.jpg","54","","1989"
"58303","False","Ryan","Celano","R Celano","Ryan Celano","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_58303.jpg","29","University of Florida","2019"
"52444","False","Filippo","Celli","F Celli","Filippo Celli","C","Italy","ITA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_52444.jpg","24","",""
"01179","False","Antonio","Cerda","A Cerda","Antonio Cerda","C","Argentina","ARG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01179.jpg","76","",""
"01180","False","Ron","Cerrudo","R Cerrudo","Ron Cerrudo","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01180.jpg","","",""
"06691","False","Greg","Cesario","G Cesario","Greg Cesario","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_06691.jpg","61","",""
"57492","False","Eugenio","Chacarra","E Chacarra","Eugenio Chacarra","C","Spain","ESP","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_57492.jpg","24","",""
"01181","False","Jon","Chaffee","J Chaffee","Jon Chaffee","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01181.jpg","69","",""
"01183","False","Tom","Chain","T Chain","Tom Chain","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01183.jpg","70","",""
"20593","True","Greg","Chalmers","G Chalmers","Greg Chalmers","C","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20593.jpg","51","","1995"
"01185","False","Brandel","Chamblee","B Chamblee","Brandel Chamblee","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01185.jpg","62","",""
"52372","True","Cameron","Champ","C Champ","Cameron Champ","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_52372.jpg","29","Texas A&M University","2017"
"01187","False","Warren","Chancellor","W Chancellor","Warren Chancellor","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01187.jpg","73","",""
"01186","False","Jim","Chancey","J Chancey","Jim Chancey","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01186.jpg","72","",""
"13872","False","Dick","Chapman","D Chapman","Dick Chapman","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13872.jpg","","",""
"32366","True","Kevin","Chappell","K Chappell","Kevin Chappell","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_32366.jpg","38","UCLA","2008"
"01189","False","Bob","Charles","B Charles","Bob Charles","C","New Zealand","NZL","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01189.jpg","88","","1960"
"13877","False","Lee","Chase","L Chase","Lee Chase","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13877.jpg","","",""
"25203","False","SSP","Chawrasia","S Chawrasia","SSP Chawrasia","C","India","IND","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_25203.jpg","46","","1997"
"01191","False","Barry","Cheesman","B Cheesman","Barry Cheesman","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01191.jpg","65","","1986"
"01192","False","T.C.","Chen","T Chen","T.C. Chen","C","Chinese Taipei","TPE","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01192.jpg","66","",""
"05114","False","Don","Cherry","D Cherry","Don Cherry","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05114.jpg","100","",""
"13886","False","Louis","Chiapetta","L Chiapetta","Louis Chiapetta","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13886.jpg","","",""
"51671","False","Alex","Chiarella","A Chiarella","Alex Chiarella","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_51671.jpg","30","University of San Diego","2016"
"66651","False","Jakob","Chicoyne","J Chicoyne","Jakob Chicoyne","C","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_66651.jpg","","",""
"34306","False","John","Chin","J Chin","John Chin","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_34306.jpg","37","University of California-Irvine","2010"
"13897","False","Alex","Chisholm","A Chisholm","Alex Chisholm","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13897.jpg","","",""
"29294","False","Ho Sung","Choi","H Choi","Ho Sung Choi","C","Republic of Korea","KOR","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_29294.jpg","51","",""
"24357","False","K.J.","Choi","K.J Choi","K.J. Choi","C","Republic of Korea","KOR","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_24357.jpg","54","","1994"
"55460","False","Sam","Choi","S Choi","Sam Choi","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_55460.jpg","24","Pepperdine University","2023"
"20850","False","Daniel","Chopra","D Chopra","Daniel Chopra","C","Sweden","SWE","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20850.jpg","50","","1992"
"13905","False","George","Christ","G Christ","George Christ","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13905.jpg","","",""
"23204","False","Gary","Christian","G Christian","Gary Christian","C","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23204.jpg","53","Auburn University","1998"
"13907","False","Neil","Christian","N Christian","Neil Christian","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13907.jpg","","",""
"12387","False","Michael","Christie","M Christie","Michael Christie","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12387.jpg","","",""
"20229","True","Stewart","Cink","S Cink","Stewart Cink","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20229.jpg","51","Georgia Tech","1995"
"13917","False","Pat","Circelli","P Circelli","Pat Circelli","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13917.jpg","","",""
"13921","False","Henry","Ciuci","H Ciuci","Henry Ciuci","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13921.jpg","","",""
"01196","False","Brian","Claar","B Claar","Brian Claar","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01196.jpg","65","",""
"01197","False","Bobby","Clampett","B Clampett","Bobby Clampett","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01197.jpg","64","Brigham Young University","1980"
"66743","False","Luke","Clanton","L Clanton","Luke Clanton","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_66743.jpg","21","Florida State University",""
"13936","False","Clarence","Clark","C Clark","Clarence Clark","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13936.jpg","","",""
"01198","False","Howard","Clark","H Clark","Howard Clark","C","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01198.jpg","70","",""
"01199","False","Jimmy","Clark","J Clark","Jimmy Clark","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01199.jpg","103","",""
"23135","True","Tim","Clark","T Clark","Tim Clark","C","South Africa","RSA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23135.jpg","48","North Carolina State University","1998"
"51766","True","Wyndham","Clark","W Clark","Wyndham Clark","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_51766.jpg","30","University of Oregon","2017"
"12388","False","Michael","Clark II","M Clark II","Michael Clark II","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12388.jpg","55","Georgia Tech","1992"
"19825","False","Darren","Clarke","D Clarke","Darren Clarke","C","Northern Ireland","NIR","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_19825.jpg","56","","1990"
"12826","False","Paul","Claxton","P Claxton","Paul Claxton","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_12826.jpg","56","University of Georgia","1993"
"28455","False","Will","Claxton","W Claxton","Will Claxton","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_28455.jpg","43","Auburn University","2006"
"01200","False","Keith","Clearwater","K Clearwater","Keith Clearwater","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01200.jpg","65","Brigham Young University","1982"
"05119","False","John","Cleary","J Cleary","John Cleary","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05119.jpg","","",""
"01201","False","Lennie","Clements","L Clements","Lennie Clements","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01201.jpg","67","",""
"51151","False","Todd","Clements","T Clements","Todd Clements","C","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_51151.jpg","28","",""
"67090","False","Dominic","Clemons","D Clemons","Dominic Clemons","C","England","ENG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_67090.jpg","22","",""
"19972","False","José","Coceres","J Coceres","José Coceres","C","Argentina","ARG","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_19972.jpg","61","","1986"
"19822","False","Bobby","Cochran","B Cochran","Bobby Cochran","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_19822.jpg","53","",""
"01203","False","Russ","Cochran","R Cochran","Russ Cochran","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01203.jpg","66","University of Kentucky","1979"
"35557","False","Aaron","Cockerill","A Cockerill","Aaron Cockerill","C","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_35557.jpg","32","Finance","2015"
"13984","False","Charles","Coe","C Coe","Charles Coe","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13984.jpg","","",""
"13985","False","Herman","Coelho","H Coelho","Herman Coelho","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13985.jpg","","",""
"28937","False","George","Coetzee","G Coetzee","George Coetzee","C","South Africa","RSA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_28937.jpg","38","University of San Diego","2007"
"13996","False","Gene","Coghill","G Coghill","Gene Coghill","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_13996.jpg","","",""
"01205","False","Jim","Colbert","J Colbert","Jim Colbert","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01205.jpg","83","Kansas State University","1965"
"01206","False","Bobby","Cole","B Cole","Bobby Cole","C","South Africa","RSA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01206.jpg","76","",""
"47591","True","Eric","Cole","E Cole","Eric Cole","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_47591.jpg","36","Nova Southeastern University","2009"
"51458","False","Preston","Cole","P Cole","Preston Cole","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_51458.jpg","30","Furman University","2016"
"51895","False","Ryan","Cole","R Cole","Ryan Cole","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_51895.jpg","29","James Madison University","2017"
"14005","False","Fay","Coleman","F Coleman","Fay Coleman","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14005.jpg","","",""
"20623","False","Gavin","Coles","G Coles","Gavin Coles","C","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_20623.jpg","56","","1992"
"59570","False","Tyler","Collet","T Collet","Tyler Collet","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_59570.jpg","29","",""
"05127","False","Don","Collett","D Collett","Don Collett","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05127.jpg","","",""
"01209","False","Bill","Collins","B Collins","Bill Collins","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01209.jpg","","",""
"25720","False","Chad","Collins","C Collins","Chad Collins","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_25720.jpg","46","Methodist University","2001"
"14019","False","Jock","Collins","J Collins","Jock Collins","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14019.jpg","","",""
"01211","False","Tim","Collins","T Collins","Tim Collins","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01211.jpg","79","",""
"27382","False","Wil","Collins","W Collins","Wil Collins","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_27382.jpg","46","University of New Mexico","2002"
"23452","False","Nicolas","Colsaerts","N Colsaerts","Nicolas Colsaerts","C","Belgium","BEL","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23452.jpg","42","","2000"
"14026","False","Bruce","Coltart","B Coltart","Bruce Coltart","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14026.jpg","","",""
"01212","False","Ron","Commans","R Commans","Ron Commans","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01212.jpg","65","",""
"14036","False","Archie","Compston","A Compston","Archie Compston","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14036.jpg","","",""
"24494","False","Erik","Compton","E Compton","Erik Compton","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_24494.jpg","45","University of Georgia","2001"
"14039","False","Byron","Comstock","B Comstock","Byron Comstock","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14039.jpg","82","",""
"49453","False","Trevor","Cone","T Cone","Trevor Cone","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_49453.jpg","32","Virginia Tech","2015"
"14043","False","Charles","Congdon","C Congdon","Charles Congdon","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14043.jpg","","",""
"10195","False","Tim","Conley","T Conley","Tim Conley","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_10195.jpg","67","",""
"23673","False","Michael","Connell","M Connell","Michael Connell","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23673.jpg","49","Mississippi State University","1998"
"01214","False","Frank","Conner","F Conner","Frank Conner","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01214.jpg","78","Trinity University","1972"
"39997","True","Corey","Conners","C Conners","Corey Conners","C","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_39997.jpg","32","Kent State University","2015"
"05132","False","Joe","Conrad","J Conrad","Joe Conrad","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05132.jpg","","",""
"01215","False","Charles","Coody","C Coody","Charles Coody","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01215.jpg","87","",""
"59442","True","Parker","Coody","Pa Coody","Parker Coody","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_59442.jpg","24","University of Texas","2022"
"59836","True","Pierceson","Coody","Pi Coody","Pierceson Coody","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_59836.jpg","24","University of Texas","2022"
"46435","True","Austin","Cook","A Cook","Austin Cook","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_46435.jpg","33","University of Arkansas","2014"
"01218","False","Jeff","Cook","J Cook","Jeff Cook","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01218.jpg","63","",""
"01219","False","John","Cook","J Cook","John Cook","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01219.jpg","67","Ohio State University","1979"
"05134","False","John","Cook","J Cook","John Cook","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05134.jpg","","",""
"14078","False","Lawrence","Cook","L Cook","Lawrence Cook","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14078.jpg","","",""
"05135","False","Ross","Coon","R Coon","Ross Coon","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05135.jpg","84","",""
"06150","False","Carl","Cooper","C Cooper","Carl Cooper","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_06150.jpg","63","",""
"05136","False","Harry","Cooper","H Cooper","Harry Cooper","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05136.jpg","","",""
"05137","False","Pete","Cooper","P Cooper","Pete Cooper","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_05137.jpg","","",""
"01224","False","Jeff","Coston","J Coston","Jeff Coston","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01224.jpg","69","Seattle University","1977"
"14119","False","Gene","Cotchonis","G Cotchonis","Gene Cotchonis","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14119.jpg","","",""
"08717","False","Kawika","Cotner","K Cotner","Kawika Cotner","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_08717.jpg","58","",""
"14121","False","Henry","Cotton","H Cotton","Henry Cotton","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14121.jpg","","",""
"11123","False","Chris","Couch","C Couch","Chris Couch","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_11123.jpg","51","University of Florida","1995"
"21584","False","Richie","Coughlan","R Coughlan","Richie Coughlan","C","Ireland","IRL","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_21584.jpg","50","",""
"01226","False","Fred","Couples","F Couples","Fred Couples","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01226.jpg","65","University of Houston","1980"
"01227","False","Charles","Courtney","C Courtney","Charles Courtney","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01227.jpg","84","",""
"48936","False","Ugo","Coussaud","U Coussaud","Ugo Coussaud","C","France","FRA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_48936.jpg","","",""
"32982","True","Vince","Covello","V Covello","Vince Covello","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_32982.jpg","42","University of North Florida","2004"
"14130","False","John","Cowan","J Cowan","John Cowan","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14130.jpg","","",""
"08835","False","Kris","Cox","K Cox","Kris Cox","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_08835.jpg","51","Oklahoma State University","1996"
"14132","False","Wiffy","Cox","W Cox","Wiffy Cox","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14132.jpg","","",""
"01232","False","Rick","Cramer","R Cramer","Rick Cramer","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01232.jpg","64","",""
"01233","False","Bruce","Crampton","B Crampton","Bruce Crampton","C","Australia","AUS","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01233.jpg","89","",""
"23541","True","Ben","Crane","B Crane","Ben Crane","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_23541.jpg","48","University of Oregon","1999"
"50488","False","Chris","Crawford","C Crawford","Chris Crawford","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_50488.jpg","30","Drexel University","2017"
"01234","False","Richard","Crawford","R Crawford","Richard Crawford","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01234.jpg","85","",""
"14157","False","Tom","Creavy","T Creavy","Tom Creavy","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14157.jpg","","",""
"14159","False","William","Creavy","W Creavy","William Creavy","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14159.jpg","","",""
"39436","False","Joshua","Creel","J Creel","Joshua Creel","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_39436.jpg","34","University of Central Oklahoma","2012"
"56555","False","Myles","Creighton","M Creighton","Myles Creighton","C","Canada","CAN","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_56555.jpg","29","Radford University","2018"
"01235","False","Ben","Crenshaw","B Crenshaw","Ben Crenshaw","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01235.jpg","72","University of Texas","1973"
"14172","False","Marshall","Crichton","M Crichton","Marshall Crichton","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14172.jpg","","",""
"14176","False","Otey","Crisman","O Crisman","Otey Crisman","C","","","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_14176.jpg","","",""
"39524","False","Sean","Crocker","S Crocker","Sean Crocker","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_39524.jpg","28","University of Southern California","2017"
"01236","False","Richard","Cromwell","R Cromwell","Richard Cromwell","C","United States","USA","https://pga-tour-res.cloudinary.com/image/upload/c_thumb,g_face,w_280,h_350,z_0.7/headshots_01236.jpg","64","",""
