"playerId","year","cutsMade","displaySeason","events","officialMoney","second","standingsPoints","standingsRank","third","top10","top25","tourCode","wins","withdrawn"
"13665","1940","4","1940","4","275","-","-","-","-","2","3","R","1","1"
"13665","1939","6","1939","6","866","-","-","-","1","3","4","R","-","-"
"13665","1938","8","1938","8","3,428","1","-","-","2","4","7","R","-","1"
"13665","1937","12","1937","12","719","1","-","-","-","4","11","R","-","-"
"13665","1936","8","1936","8","453","-","-","-","-","4","7","R","1","-"
"13665","1935","12","1935","12","1,465","2","-","-","-","6","8","R","1","-"
"13665","1934","7","1934","7","1,673","-","-","-","1","5","7","R","-","-"
"13665","1933","7","1933","7","94","-","-","-","-","2","5","R","-","-"
"13665","1932","8","1932","8","678","-","-","-","-","5","8","R","1","-"
"13665","1931","6","1931","7","2,725","-","-","-","2","5","6","R","2","1"
"13665","1930","13","1930","13","-","1","-","-","2","7","12","R","-","-"
"13665","1929","20","1929","20","1,250","3","-","-","1","15","20","R","2","-"
"13665","1928","15","1928","15","300","-","-","-","2","7","15","R","1","-"
"13665","1927","9","1927","9","1,000","1","-","-","1","8","9","R","2","-"
"13666","1962","1","1962","1","100","-","-","-","-","-","-","R","-","-"
"13666","1960","-","1960","1","-","-","-","-","-","-","-","R","-","-"
"13666","1959","1","1959","1","-","-","-","-","-","-","-","R","-","-"
"13666","1958","2","1958","2","100","-","-","-","-","-","-","R","-","-"
"13666","1957","2","1957","2","75","-","-","-","-","-","-","R","-","-"
"13666","1956","1","1956","1","-","-","-","-","-","-","-","R","-","-"
"13666","1955","2","1955","2","-","-","-","-","-","-","-","R","-","1"
"13666","1954","2","1954","2","600","-","-","-","-","1","1","R","-","-"
"13666","1953","2","1953","2","-","-","-","-","-","-","-","R","-","1"
"13666","1952","1","1952","1","360","-","-","-","-","-","1","R","-","-"
"13666","1951","1","1951","1","100","-","-","-","-","-","-","R","-","-"
"13666","1950","3","1950","3","449","-","-","-","-","1","2","R","-","1"
"13666","1949","1","1949","1","200","-","-","-","-","-","1","R","-","-"
"13666","1948","1","1948","2","200","-","-","-","-","-","1","R","-","1"
"13666","1947","1","1947","2","-","-","-","-","-","-","-","R","-","-"
"13666","1946","-","1946","1","-","-","-","-","-","-","-","R","-","-"
"13666","1945","1","1945","1","263","-","-","-","-","-","1","R","-","-"
"13666","1942","2","1942","2","300","-","-","-","-","1","2","R","-","-"
"13666","1940","1","1940","1","25","-","-","-","-","-","-","R","-","-"
"13666","1939","1","1939","1","30","-","-","-","-","-","1","R","-","-"
"13666","1938","1","1938","2","-","-","-","-","-","1","1","R","1","-"
"13666","1937","2","1937","2","-","-","-","-","-","-","-","R","-","-"
"13666","1936","-","1936","1","-","-","-","-","-","-","-","R","-","-"
"13666","1935","1","1935","1","-","1","-","-","-","1","1","R","-","-"
"13666","1934","1","1934","1","65","-","-","-","-","1","1","R","-","-"
"13666","1933","1","1933","1","-","-","-","-","-","-","-","R","-","-"
"06124","1998","-","1998","2","-","-","-","-","-","-","-","R","-","1"
"06124","1997","11","1997","23","89,117","-","-","-","-","-","3","R","-","2"
"06124","1996","14","1996","24","265,083","-","-","-","1","2","7","R","-","2"
"06124","1995","16","1995","24","162,892","-","-","-","-","1","5","R","-","1"
"06124","1994","2","1994","10","5,034","-","-","-","-","-","-","R","-","-"
"06124","1993","11","1993","17","100,717","-","-","-","-","1","5","R","-","-"
"06124","1992","19","1992","28","101,513","-","-","-","-","1","2","R","-","2"
"06124","1990","3","1990","23","5,228","-","-","-","-","-","-","R","-","-"
"13668","1979","-","1979","1","-","-","-","-","-","-","-","R","-","-"
"13668","1977","-","1977","1","-","-","-","-","-","-","-","R","-","-"
"13668","1976","-","1976","1","-","-","-","-","-","-","-","R","-","-"
"13668","1975","-","1975","1","-","-","-","-","-","-","-","R","-","-"
"13668","1974","-","1974","4","-","-","-","-","-","-","-","R","-","-"
"13668","1973","1","1973","1","360","-","-","-","-","-","-","R","-","-"
"13668","1972","1","1972","1","333","-","-","-","-","-","-","R","-","-"
"13668","1971","1","1971","1","217","-","-","-","-","-","-","R","-","-"
"13668","1970","2","1970","3","884","-","-","-","-","-","-","R","-","-"
"13668","1969","2","1969","4","2,041","-","-","-","-","-","1","R","-","-"
"13668","1968","-","1968","1","-","-","-","-","-","-","-","R","-","-"
"13668","1967","7","1967","8","3,589","-","-","-","-","-","1","R","-","1"
"13668","1966","6","1966","6","5,897","-","-","-","-","-","3","R","-","1"
"13668","1965","6","1965","8","7,948","-","-","-","-","1","2","R","-","-"
"13668","1964","7","1964","8","2,991","-","-","-","-","1","1","R","-","-"
"13668","1963","13","1963","15","20,906","-","-","-","-","3","9","R","1","-"
"13668","1962","17","1962","19","14,103","-","-","-","-","5","11","R","-","-"
"13668","1961","16","1961","17","22,225","-","-","-","-","7","11","R","1","-"
"13668","1960","16","1960","17","7,876","-","-","-","-","1","11","R","-","1"
"13668","1959","17","1959","17","12,459","1","-","-","-","4","10","R","1","-"
"13668","1958","14","1958","16","16,870","2","-","-","1","7","11","R","1","-"
"13668","1957","17","1957","17","10,286","2","-","-","2","8","8","R","-","1"
"13668","1956","18","1956","19","24,085","2","-","-","1","8","13","R","2","1"
"13668","1955","20","1955","20","14,967","2","-","-","1","10","17","R","-","1"
"13668","1954","23","1954","23","20,214","2","-","-","2","11","18","R","-","1"
"13668","1953","20","1953","20","12,828","1","-","-","-","10","19","R","1","1"
"13668","1952","21","1952","21","21,003","2","-","-","1","13","17","R","5","1"
"13668","1951","24","1951","24","18,033","5","-","-","2","15","20","R","-","3"
"13668","1950","24","1950","24","18,292","2","-","-","1","16","21","R","4","2"
"13668","1949","9","1949","9","1,371","-","-","-","1","1","2","R","-","1"
"13668","1948","6","1948","6","377","-","-","-","-","1","3","R","-","-"
"13668","1947","2","1947","2","76","-","-","-","-","-","2","R","-","-"
"13668","1946","-","1946","1","-","-","-","-","-","-","-","R","-","-"
"13668","1941","-","1941 (a)","1","-","-","-","-","-","-","-","R","-","1"
"13668","1940","1","1940 (a)","1","-","-","-","-","-","-","-","R","-","-"
"01149","2000","-","2000","1","-","-","-","-","-","-","-","R","-","-"
"01149","1999","1","1999","6","5,198","-","-","-","-","-","-","R","-","-"
"01149","1998","-","1998","2","-","-","-","-","-","-","-","R","-","-"
"01149","1997","-","1997","1","-","-","-","-","-","-","-","R","-","-"
"01149","1996","1","1996","2","5,015","-","-","-","-","-","-","R","-","-"
"01149","1995","-","1995","1","-","-","-","-","-","-","-","R","-","-"
"01149","1992","-","1992","1","-","-","-","-","-","-","-","R","-","-"
"01149","1989","-","1989","1","-","-","-","-","-","-","-","R","-","-"
"01149","1988","-","1988","1","-","-","-","-","-","-","-","R","-","-"
"01149","1982","1","1982","11","473","-","-","-","-","-","-","R","-","-"
"01148","1965","-","1965","2","-","-","-","-","-","-","-","R","-","-"
"01148","1960","-","1960","1","-","-","-","-","-","-","-","R","-","-"
"01148","1954","-","1954","1","-","-","-","-","-","-","-","R","-","-"
"01148","1950","-","1950","1","-","-","-","-","-","-","-","R","-","-"
"01148","1942","-","1942","1","-","-","-","-","-","-","-","R","-","1"
"01148","1941","1","1941","1","119","-","-","-","-","1","1","R","-","-"
"01148","1940","-","1940","1","-","-","-","-","-","-","-","R","-","-"
"01148","1939","-","1939","1","-","-","-","-","-","-","-","R","-","-"
"01148","1937","1","1937","2","15","-","-","-","-","-","1","R","-","-"
"01148","1936","1","1936","1","200","-","-","-","-","1","1","R","1","-"
"01148","1934","2","1934","2","50","-","-","-","-","-","1","R","-","-"
"01148","1932","2","1932","2","83","-","-","-","-","1","1","R","-","-"
"01148","1930","3","1930","3","-","-","-","-","-","1","2","R","-","-"
"01148","1929","2","1929","2","-","-","-","-","-","-","1","R","-","-"
"01148","1928","4","1928","4","-","-","-","-","1","1","3","R","-","-"
"01148","1927","1","1927","1","-","-","-","-","-","-","1","R","-","-"
"01148","1926","1","1926","1","400","-","-","-","1","1","1","R","-","-"
"01148","1925","4","1925","4","-","-","-","-","1","4","4","R","1","-"
"01148","1924","4","1924","4","187","-","-","-","-","4","4","R","-","-"
"01148","1923","4","1923","4","-","-","-","-","-","3","3","R","-","-"
"01148","1922","1","1922","1","-","-","-","-","-","-","-","R","-","-"
"01148","1921","2","1921","2","-","-","-","-","-","-","1","R","-","1"
"01148","1920","1","1920","1","-","1","-","-","-","1","1","R","-","-"
"01148","1919","1","1919","1","-","-","-","-","-","-","-","R","-","-"
"01148","1917","1","1917","1","-","-","-","-","-","-","1","R","-","-"
"05087","1969","-","1969","1","-","-","-","-","-","-","-","R","-","-"
"05087","1967","-","1967","1","-","-","-","-","-","-","-","R","-","-"
"05087","1966","3","1966","3","1,175","-","-","-","-","-","1","R","-","-"
"05087","1965","4","1965","4","2,331","-","-","-","-","-","-","R","-","-"
"05087","1964","3","1964","5","1,527","-","-","-","-","-","1","R","-","-"
"05087","1963","4","1963","5","3,300","-","-","-","-","1","1","R","-","-"
"05087","1962","3","1962","4","1,864","-","-","-","-","-","2","R","-","-"
"05087","1961","3","1961","5","3,641","-","-","-","-","-","3","R","-","-"
"05087","1960","14","1960","16","6,797","-","-","-","-","1","6","R","-","-"
"05087","1959","14","1959","15","5,434","-","-","-","-","2","8","R","-","1"
"05087","1958","14","1958","18","8,948","1","-","-","1","5","12","R","-","-"
"05087","1957","13","1957","14","10,774","-","-","-","1","6","10","R","1","-"
"05087","1956","17","1956","17","8,821","1","-","-","-","6","15","R","-","-"
"05087","1955","16","1955","17","3,266","-","-","-","-","1","8","R","-","-"
"05087","1954","21","1954","22","12,330","1","-","-","-","6","14","R","-","1"
"05087","1953","19","1953","19","12,957","1","-","-","1","6","13","R","1","1"
"05087","1952","10","1952","10","1,261","-","-","-","-","2","4","R","-","1"
"05087","1951","6","1951","7","2,754","1","-","-","-","1","4","R","-","-"
"05087","1950","5","1950","5","1,021","-","-","-","-","1","4","R","-","-"
"05087","1949","1","1949","1","145","-","-","-","-","-","1","R","-","-"
"05087","1948","8","1948","8","221","-","-","-","-","-","3","R","-","2"
"05087","1947","2","1947","2","650","-","-","-","-","1","1","R","-","-"
"05087","1946","2","1946","2","374","-","-","-","-","1","2","R","-","-"
"05087","1941","1","1941 (a)","1","-","-","-","-","-","-","1","R","-","-"
"05087","1940","1","1940 (a)","1","-","-","-","-","1","1","1","R","-","-"
"05087","1939","1","1939 (a)","1","-","-","-","-","-","-","-","R","-","-"
"05087","1937","-","1937","1","-","-","-","-","-","-","-","R","-","-"
"33974","2024","3","2024","3","576,727","-","-","-","-","-","2","R","-","-"
"33974","2023","8","2022-23","9","612,165","-","-","-","-","1","1","R","-","-"
"33974","2022","2","2021-22","5","388,800","-","-","-","-","1","2","R","-","-"
"33974","2021","2","2020-21","2","66,817","-","-","-","-","-","-","R","-","-"
"33974","2019","-","2018-19","1","-","-","-","-","-","-","-","R","-","-"
"33974","2018","2","2017-18","2","25,426","-","-","-","-","-","-","R","-","-"
"33974","2017","1","2016-17","1","67,000","-","-","-","-","-","-","R","-","-"
"33974","2016","1","2015-16","1","11,400","-","-","-","-","-","-","R","-","-"
"66630","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"06809","2011","-","2011","1","-","-","-","-","-","-","-","R","-","-"
"06809","2010","-","2010","1","-","-","-","-","-","-","-","R","-","-"
"06809","2009","-","2009","2","-","-","-","-","-","-","-","R","-","-"
"06809","2008","1","2008","7","6,650","-","24","261","-","-","-","R","-","-"
"06809","2007","2","2007","5","18,153","-","51","248","-","-","-","R","-","1"
"06809","2006","3","2006","9","49,170","-","-","-","-","-","-","R","-","1"
"06809","2005","5","2005","15","44,407","-","-","-","-","-","-","R","-","-"
"06809","2004","13","2004","30","581,421","-","-","-","-","1","4","R","-","-"
"06809","2003","15","2003","28","293,974","-","-","-","-","-","1","R","-","-"
"06809","2002","19","2002","30","1,199,802","-","-","-","1","2","5","R","1","-"
"06809","2001","16","2001","29","353,046","-","-","-","-","1","5","R","-","-"
"06809","2000","16","2000","29","391,075","-","-","-","-","2","4","R","-","-"
"06809","1999","14","1999","31","138,118","-","-","-","-","-","2","R","-","1"
"06809","1995","11","1995","31","59,243","-","-","-","-","-","1","R","-","1"
"06809","1994","12","1994","24","178,168","-","-","-","-","3","6","R","-","1"
"06809","1992","-","1992","1","-","-","-","-","-","-","-","R","-","-"
"01150","2005","-","2005","1","-","-","-","-","-","-","-","R","-","-"
"01150","2004","-","2004","1","-","-","-","-","-","-","-","R","-","-"
"01150","2003","-","2003","1","-","-","-","-","-","-","-","R","-","-"
"01150","2002","-","2002","1","-","-","-","-","-","-","-","R","-","-"
"01150","2000","-","2000","1","-","-","-","-","-","-","-","R","-","1"
"01150","1999","-","1999","4","-","-","-","-","-","-","-","R","-","-"
"01150","1998","-","1998","8","-","-","-","-","-","-","-","R","-","2"
"01150","1997","2","1997","8","5,618","-","-","-","-","-","-","R","-","-"
"01150","1996","1","1996","9","3,456","-","-","-","-","-","-","R","-","1"
"01150","1995","1","1995","7","2,463","-","-","-","-","-","-","R","-","-"
"01150","1994","-","1994","8","-","-","-","-","-","-","-","R","-","1"
"01150","1993","1","1993","9","2,550","-","-","-","-","-","-","R","-","2"
"01150","1992","3","1992","15","6,864","-","-","-","-","-","-","R","-","-"
"01150","1991","-","1991","5","-","-","-","-","-","-","-","R","-","-"
"01150","1990","19","1990","28","96,443","-","-","-","-","1","4","R","-","-"
"01150","1989","3","1989","25","5,646","-","-","-","-","-","-","R","-","3"
"01150","1988","7","1988","22","30,130","-","-","-","-","-","2","R","-","4"
"01150","1987","20","1987","32","216,257","-","-","-","-","3","9","R","1","4"
"01150","1986","15","1986","29","77,474","-","-","-","-","1","7","R","-","-"
"01150","1985","24","1985","29","223,352","1","-","-","-","5","10","R","1","-"
"01150","1984","24","1984","30","167,848","1","-","-","-","6","14","R","-","-"
"01150","1983","14","1983","30","62,371","-","-","-","1","2","6","R","-","4"
"01150","1982","29","1982","32","181,864","1","-","-","1","7","17","R","-","2"
"01150","1981","21","1981","30","105,395","1","-","-","-","6","11","R","-","2"
"01150","1980","23","1980","29","219,928","1","-","-","1","12","20","R","1","-"
"01150","1979","23","1979","32","107,830","1","-","-","-","6","13","R","1","2"
"01150","1978","30","1978","32","71,498","-","-","-","-","4","13","R","-","-"
"01150","1977","26","1977","29","102,026","2","-","-","-","5","14","R","-","-"
"01150","1976","20","1976","26","85,733","-","-","-","3","7","13","R","-","-"
"01150","1975","3","1975","3","6,345","-","-","-","-","1","2","R","-","-"
"01150","1975","1","1975 (a)","1","-","-","-","-","-","-","-","R","-","-"
"47504","2024","18","2024","21","6,185,830","1","-15","12","1","8","12","R","-","-"
"47504","2023","19","2022-23","26","7,139,050","-","-10","9","-","6","13","R","1","1"
"47504","2022","18","2021-22","24","7,073,986","1","-7","24","-","8","14","R","3","-"
"47504","2021","19","2020-21","26","5,160,030","2","-6","18","1","8","13","R","1","1"
"47504","2020","11","2019-20","19","757,500","-","345","111","-","1","5","R","-","-"
"47504","2019","16","2018-19","26","1,117,312","-","493","94","1","3","6","R","-","2"
"47504","2018","8","2017-18","11","495,916","-","-","-","-","1","3","R","-","-"
"47504","2017","1","2016-17 (a)","1","-","-","-","-","-","1","1","R","-","-"
"47504","2016","-","2015-16 (a)","1","-","-","-","-","-","-","-","R","-","-"
"47504","2015","-","2014-15 (a)","2","-","-","-","-","-","-","-","R","-","-"
"01151","1995","3","1995","15","5,218","-","-","-","-","-","-","R","-","2"
"01151","1992","-","1992","2","-","-","-","-","-","-","-","R","-","-"
"01151","1991","7","1991","19","29,377","-","-","-","-","-","1","R","-","1"
"01151","1990","19","1990","29","115,923","-","-","-","-","2","3","R","-","-"
"01151","1989","12","1989","26","124,715","1","-","-","-","2","4","R","-","1"
"01151","1988","15","1988","30","33,671","-","-","-","-","-","1","R","-","2"
"01151","1987","1","1987","2","1,296","-","-","-","-","-","-","R","-","-"
"01151","1986","2","1986","3","1,664","-","-","-","-","-","-","R","-","-"
"01151","1985","1","1985","2","4,800","-","-","-","-","-","1","R","-","-"
"01151","1985","-","1985 (a)","1","4,800","-","-","-","-","-","-","R","-","-"
"01151","1984","1","1984 (a)","1","-","-","-","-","-","-","-","R","-","-"
"10837","2007","-","2007","1","-","-","-","-","-","-","-","R","-","-"
"10837","2003","-","2003","1","-","-","-","-","-","-","-","R","-","-"
"10837","2000","-","2000","1","-","-","-","-","-","-","-","R","-","-"
"10837","1997","10","1997","26","78,534","-","-","-","-","1","1","R","-","-"
"10837","1995","1","1995","1","2,232","-","-","-","-","-","-","R","-","-"
"10837","1993","1","1993","2","2,513","-","-","-","-","-","-","R","-","-"
"65410","2024","-","2024","1","-","-","-","-","-","-","-","R","-","-"
"05090","1971","2","1971","2","705","-","-","-","-","-","-","R","-","-"
"05090","1970","-","1970","3","-","-","-","-","-","-","-","R","-","-"
"05090","1969","-","1969","1","-","-","-","-","-","-","-","R","-","-"
"05090","1968","1","1968","2","446","-","-","-","-","-","-","R","-","-"
"05090","1967","2","1967","3","2,184","-","-","-","-","-","2","R","-","-"
"05090","1966","3","1966","5","3,870","-","-","-","-","-","2","R","-","-"
"05090","1965","3","1965","5","-","-","-","-","-","-","-","R","-","-"
"05090","1964","8","1964","9","5,127","-","-","-","-","-","5","R","-","-"
"01154","1994","-","1994","1","-","-","-","-","-","-","-","R","-","-"
"01154","1993","1","1993","1","6,650","-","-","-","-","1","1","R","-","-"
"01154","1992","2","1992","3","6,187","-","-","-","-","-","-","R","-","-"
"01154","1991","12","1991","28","40,373","-","-","-","-","-","1","R","-","-"
"01154","1990","14","1990","31","107,621","-","-","-","-","-","6","R","-","-"
"01154","1989","17","1989","28","95,601","-","-","-","-","1","4","R","-","-"
"01154","1988","13","1988","30","28,928","-","-","-","-","-","1","R","-","-"
"01154","1987","-","1987","4","-","-","-","-","-","-","-","R","-","-"
"01154","1986","-","1986","1","-","-","-","-","-","-","-","R","-","-"
"01154","1985","8","1985","18","13,486","-","-","-","-","-","1","R","-","-"
"01154","1983","1","1983","2","636","-","-","-","-","-","-","R","-","-"
"01154","1982","4","1982","16","3,729","-","-","-","-","-","1","R","-","-"
"01154","1980","-","1980","2","-","-","-","-","-","-","-","R","-","-"
"01155","2004","-","2004","1","-","-","-","-","-","-","-","R","-","1"
"01155","2003","-","2003","1","-","-","-","-","-","-","-","R","-","1"
"01155","2002","-","2002","1","-","-","-","-","-","-","-","R","-","-"
"01155","1990","-","1990","2","-","-","-","-","-","-","-","R","-","-"
"01155","1988","-","1988","4","-","-","-","-","-","-","-","R","-","-"
"01155","1987","-","1987","2","-","-","-","-","-","-","-","R","-","-"
"01155","1986","1","1986","2","970","-","-","-","-","-","-","R","-","1"
"01155","1984","-","1984","1","-","-","-","-","-","-","-","R","-","-"
"01155","1983","1","1983","24","540","-","-","-","-","-","-","R","-","3"
"01155","1982","14","1982","22","29,007","-","-","-","-","1","4","R","-","-"
"01155","1981","12","1981","27","10,229","-","-","-","-","-","-","R","-","-"
"01155","1980","11","1980","25","12,057","-","-","-","-","-","-","R","-","2"
"01155","1979","20","1979","26","94,243","-","-","-","-","2","11","R","1","1"
"01155","1978","6","1978","10","14,838","-","-","-","-","1","3","R","-","-"
"01155","1976","-","1976 (a)","1","-","-","-","-","-","-","-","R","-","-"
"01155","1972","-","1972 (a)","1","-","-","-","-","-","-","-","R","-","-"
"11480","1983","-","1983","1","-","-","-","-","-","-","-","R","-","-"
"11480","1980","2","1980","12","634","-","-","-","-","-","-","R","-","1"
"11480","1979","5","1979","16","5,080","-","-","-","-","1","1","R","-","-"
"11480","1978","3","1978","6","914","-","-","-","-","-","-","R","-","-"
"11480","1973","-","1973 (a)","1","-","-","-","-","-","-","-","R","-","-"
"24925","2024","2","2024","6","37,287","-","5","227","-","-","-","R","-","-"
"24925","2023","6","2022-23","24","322,026","-","125","183","-","-","2","R","-","-"
"24925","2022","10","2021-22","20","558,025","-","223","159","-","1","3","R","-","-"
"24925","2021","9","2020-21","15","135,425","-","81","206","-","-","-","R","-","-"
"24925","2020","3","2019-20","11","166,222","-","67","203","-","-","1","R","-","-"
"24925","2019","11","2018-19","17","550,547","-","283","151","-","1","6","R","-","-"
"24925","2018","11","2017-18","24","267,055","-","147","181","-","-","4","R","-","-"
"24925","2017","7","2016-17","9","328,337","-","172","170","-","1","2","R","-","-"
"24925","2016","4","2015-16","6","58,655","-","73","207","-","-","-","R","-","-"
"24925","2015","13","2014-15","22","446,732","-","335","158","-","-","6","R","-","-"
"24925","2014","14","2013-14","24","617,014","-","383","136","1","1","4","R","-","-"
"24925","2013","5","2013","16","428,966","1","234","157","-","2","2","R","-","1"
"24925","2012","15","2012","21","1,616,789","-","736","82","1","5","7","R","-","-"
"24925","2011","17","2011","26","2,938,920","1","565","27","-","5","7","R","1","-"
"24925","2010","17","2010","26","1,534,981","-","483","105","-","4","8","R","1","-"
"24925","2009","19","2009","25","1,316,771","-","888","66","1","2","11","R","-","-"
"24925","2008","18","2008","27","1,039,584","-","100,919","55","-","2","6","R","-","-"
"24925","2007","13","2007","23","1,854,906","-","96,061","28","-","4","11","R","1","-"
"24925","2006","13","2006","20","1,408,418","-","-","-","1","5","9","R","-","2"
"24925","2005","22","2005","31","726,023","-","-","-","-","1","5","R","-","1"
"24925","2004","15","2004","27","1,133,165","-","-","-","1","3","5","R","1","-"
"24925","2003","21","2003","29","1,430,538","1","-","-","-","5","9","R","-","-"
"24925","2002","15","2002","32","1,462,713","-","-","-","1","4","10","R","1","-"
"24925","2001","1","2001","1","8,400","-","-","-","-","-","-","R","-","-"
"24925","2000","1","2000","1","14,130","-","-","-","-","-","-","R","-","-"
"58816","2024","1","2024","2","17,925","-","-","-","-","-","-","R","-","-"
"58816","2023","-","2022-23","4","-","-","-","-","-","-","-","R","-","-"
"58816","2022","-","2021-22","1","-","-","-","-","-","-","-","R","-","-"
"13708","1951","1","1951","1","100","-","-","-","-","-","-","R","-","-"
"13708","1950","2","1950","3","100","-","-","-","-","-","-","R","-","-"
"13708","1949","1","1949","1","-","-","-","-","-","-","-","R","-","-"
"13708","1948","5","1948","5","1,209","-","-","-","-","1","4","R","-","-"
"13708","1947","7","1947","7","1,275","-","-","-","1","1","6","R","-","-"
"13708","1946","17","1946","18","8,840","3","-","-","1","7","14","R","-","-"
"13708","1945","24","1945","24","17,039","5","-","-","2","18","24","R","2","-"
"13708","1944","17","1944","17","14,696","1","-","-","2","14","17","R","2","-"
"13708","1943","2","1943","2","1,700","1","-","-","-","2","2","R","1","-"
"13708","1942","16","1942","16","3,831","2","-","-","-","8","16","R","1","-"
"13708","1941","17","1941","18","2,904","1","-","-","1","9","15","R","-","-"
"13708","1940","9","1940","9","858","-","-","-","-","3","8","R","-","-"
"13708","1939","7","1939","7","1,364","1","-","-","-","3","6","R","-","-"
"13708","1938","7","1938","8","1,225","-","-","-","1","4","6","R","-","-"
"13708","1937","5","1937","5","527","-","-","-","-","1","5","R","-","-"
"13708","1936","1","1936","1","-","-","-","-","-","-","-","R","-","-"
"13708","1934","1","1934","1","36","-","-","-","-","-","-","R","-","-"
"13708","1933","2","1933","2","-","-","-","-","-","-","-","R","-","1"
"01156","2002","-","2002","2","-","-","-","-","-","-","-","R","-","-"
"01156","2001","-","2001","1","-","-","-","-","-","-","-","R","-","-"
"01156","2000","2","2000","4","12,041","-","-","-","-","-","-","R","-","-"
"01156","1999","1","1999","1","3,840","-","-","-","-","-","-","R","-","-"
"01156","1998","5","1998","9","88,734","-","-","-","-","1","2","R","-","-"
"01156","1997","5","1997","17","39,705","-","-","-","-","-","2","R","-","2"
"01156","1996","10","1996","17","104,226","-","-","-","-","1","2","R","-","-"
"01156","1995","21","1995","33","173,838","-","-","-","-","1","4","R","-","-"
"01156","1994","13","1994","28","137,587","-","-","-","-","2","5","R","-","-"
"01156","1992","7","1992","14","31,450","-","-","-","-","-","1","R","-","-"
"01156","1991","18","1991","31","78,725","-","-","-","-","1","1","R","-","1"
"01156","1990","17","1990","31","117,134","-","-","-","-","-","5","R","-","2"
"01156","1989","15","1989","33","221,702","-","-","-","-","1","5","R","1","1"
"01156","1988","19","1988","31","208,853","-","-","-","1","3","8","R","-","-"
"01156","1987","24","1987","33","212,450","1","-","-","-","5","9","R","-","-"
"01156","1986","6","1986","10","79,454","1","-","-","1","2","2","R","-","-"
"01156","1985","6","1985","14","6,943","-","-","-","-","-","-","R","-","-"
"01156","1984","14","1984","27","27,836","-","-","-","-","1","2","R","-","-"
"01156","1983","17","1983","31","30,772","-","-","-","-","1","2","R","-","-"
"01156","1982","2","1982","4","1,247","-","-","-","-","-","-","R","-","-"
"01157","2013","-","2013","1","-","-","-","-","-","-","-","R","-","-"
"01157","2012","-","2012","1","-","-","-","-","-","-","-","R","-","-"
"01157","2011","1","2011","1","10,404","-","12","250","-","-","-","R","-","-"
"01157","2010","1","2010","3","13,420","-","11","239","-","-","-","R","-","-"
"01157","2009","1","2009","4","13,872","-","23","234","-","-","-","R","-","-"
"01157","2008","6","2008","12","87,782","-","343","217","-","-","-","R","-","1"
"01157","2007","5","2007","20","201,508","-","792","185","-","-","2","R","-","1"
"01157","2006","3","2006","11","101,094","-","-","-","-","-","1","R","-","1"
"01157","2005","15","2005","27","323,953","-","-","-","-","-","3","R","-","-"
"01157","2004","17","2004","25","873,139","-","-","-","-","2","7","R","-","1"
"01157","2003","17","2003","31","590,720","-","-","-","-","-","7","R","-","1"
"01157","2002","15","2002","23","620,280","-","-","-","-","3","8","R","-","-"
"01157","2001","15","2001","27","391,925","-","-","-","-","1","5","R","-","2"
"01157","2000","18","2000","27","514,193","-","-","-","-","3","6","R","-","-"
"01157","1999","17","1999","27","495,319","1","-","-","-","2","5","R","-","-"
"01157","1998","15","1998","30","252,832","-","-","-","-","2","5","R","-","-"
"01157","1997","21","1997","27","525,161","2","-","-","-","5","11","R","-","-"
"01157","1996","12","1996","26","166,500","-","-","-","1","2","4","R","-","-"
"01157","1995","10","1995","14","145,427","-","-","-","1","2","3","R","-","-"
"01157","1994","7","1994","12","112,259","1","-","-","-","1","3","R","-","-"
"01157","1993","12","1993","26","82,355","-","-","-","-","1","2","R","-","1"
"01157","1992","10","1992","29","94,399","-","-","-","1","1","2","R","-","1"
"01157","1991","16","1991","33","68,871","-","-","-","-","-","2","R","-","-"
"01157","1990","14","1990","32","136,910","-","-","-","1","1","3","R","-","1"
"01157","1989","17","1989","32","320,939","-","-","-","-","4","7","R","1","-"
"01157","1988","23","1988","34","174,378","1","-","-","-","2","11","R","-","-"
"01157","1987","23","1987","33","146,384","-","-","-","1","5","8","R","-","-"
"01157","1986","18","1986","34","89,739","1","-","-","-","4","5","R","-","-"
"01157","1985","1","1985","1","935","-","-","-","-","-","-","R","-","-"
"20848","2019","-","2018-19","2","-","-","-","-","-","-","-","R","-","-"
"20848","2018","1","2017-18","5","20,353","-","11","234","-","-","-","R","-","1"
"20848","2017","4","2016-17","16","210,479","-","96","195","-","1","1","R","-","2"
"20848","2016","12","2015-16","22","277,118","-","187","180","-","-","1","R","-","2"
"20848","2015","9","2014-15","19","381,942","-","208","180","-","-","2","R","-","2"
"20848","2014","12","2013-14","23","1,868,559","-","1,332","50","-","1","6","R","1","1"
"20848","2013","16","2013","21","1,791,183","1","956","65","-","2","6","R","-","1"
"20848","2012","9","2012","20","283,385","-","177","172","-","-","4","R","-","2"
"20848","2011","8","2011","17","628,079","-","237","154","-","3","4","R","-","-"
"20848","2010","15","2010","19","1,266,440","-","1,082","61","1","2","7","R","-","-"
"20848","2009","12","2009","17","2,625,472","-","558","25","-","3","7","R","1","-"
"20848","2008","12","2008","17","868,182","-","100,435","65","-","1","7","R","-","1"
"20848","2007","9","2007","14","1,661,106","-","92,912","47","-","1","4","R","1","-"
"20848","2006","9","2006","12","623,504","-","-","-","-","3","5","R","-","-"
