RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,22295,Darron Stiles,159.4,4321731.000,753
2,0,01035,Tommy Armour III,159.6,5362003.000,933
3,0,08845,Scott Sterling,159.7,4110992.000,715
4,0,06012,Greg Kraft,159.8,4215994.000,733
5,0,23135,Tim Clark,159.9,6085569.000,1057
6,0,01226,Fred Couples,160.2,4341532.000,753
7,0,08931,Glen Day,160.3,6623631.000,1148
7,0,06621,Joe Durant,160.3,4831589.000,837
7,0,26679,Kevin Stadler,160.3,5581941.000,967
10,0,30711,Colt Knost,160.4,5779752.000,1001
11,0,10117,Bob Heintz,160.5,5268907.000,912
12,0,28087,Kris Blanks,160.6,4874539.000,843
13,0,01132,Mark Brooks,160.9,4152503.000,717
13,0,26881,Jarrod Lyle,160.9,5179642.000,894
15,0,31416,Derek Fathauer,161.1,5284260.000,911
16,0,10425,Jay Williamson,161.3,5918424.000,1019
17,0,30927,Brendon Todd,161.4,4857517.000,836
18,0,22548,Patrick Sheehan,161.5,4064980.000,699
19,0,22293,Heath Slocum,161.6,8872732.000,1525
20,0,10860,Justin Leonard,161.7,7823755.000,1344
21,0,21949,Joe Ogilvie,161.8,8037816.000,1380
21,0,26476,Chez Reavie,161.8,7310887.000,1255
23,0,20634,Peter Lonard,162.1,8053787.000,1380
24,0,20104,Ken Duke,162.2,7410849.000,1269
24,0,25190,Jeff Quinney,162.2,7414963.000,1270
24,0,02214,Kirk Triplett,162.2,5764873.000,987
24,0,10423,Mike Weir,162.2,6995934.000,1198
28,0,07223,Brian Bateman,162.3,5023954.000,860
29,0,23048,Eric Axley,162.4,6133552.000,1049
29,0,24507,Jason Bohn,162.4,8581627.000,1468
29,0,01473,Todd Hamilton,162.4,6701238.000,1146
29,0,23800,Bryce Molder,162.4,5659876.000,968
33,0,20850,Daniel Chopra,162.5,8674145.000,1483
33,0,27120,Troy Matteson,162.5,9182837.000,1570
33,0,27683,Leif Olson,162.5,4486584.000,767
33,0,29221,Webb Simpson,162.5,9091925.000,1554
37,0,23778,Brad Adamonis,162.6,6398261.000,1093
37,0,26498,Matt Weibring,162.6,5776643.000,987
39,0,20229,Stewart Cink,162.7,6180892.000,1055
39,0,19846,Brian Gay,162.7,8594097.000,1467
41,0,06251,Chris DiMarco,162.8,9123115.000,1557
41,0,12782,Tim Herron,162.8,8508762.000,1452
41,0,01577,Lee Janzen,162.8,6394983.000,1091
41,0,01724,Jeff Maggert,162.8,7661813.000,1307
45,0,30925,Dustin Johnson,162.9,6690621.000,1141
45,0,06567,Vijay Singh,162.9,5352943.000,913
45,0,12602,Dean Wilson,162.9,7342038.000,1252
48,0,10733,Kent Jones,163.0,6418975.000,1094
48,0,28620,Aron Price,163.0,8098700.000,1380
50,0,06197,Michael Allen,163.2,6103377.000,1039
50,0,27649,Brandt Snedeker,163.2,6833647.000,1163
50,0,26497,Casey Wittenberg,163.2,5680765.000,967
53,0,24357,K.J. Choi,163.3,5274206.000,897
53,0,21805,Harrison Frazar,163.3,8835703.000,1503
53,0,12705,Cliff Kresge,163.3,7076215.000,1204
56,0,01320,Bob Estes,163.4,7265140.000,1235
57,0,26300,Matt Jones,163.5,4748941.000,807
57,0,01797,Rocco Mediate,163.5,6956434.000,1182
59,0,22892,Jason Gore,163.7,6548145.000,1111
60,0,22961,David Mathis,163.8,7288778.000,1236
60,0,24449,Parker McLachlin,163.8,7051950.000,1196
60,0,01945,Kenny Perry,163.8,7724588.000,1310
63,0,23983,Luke Donald,163.9,6438222.000,1091
63,0,07457,Steve Flesch,163.9,6661000.000,1129
63,0,27933,John Merrick,163.9,7152302.000,1212
63,0,22046,Geoff Ogilvy,163.9,6131684.000,1039
67,0,26420,Richard Johnson,164.1,7855252.000,1330
67,0,28158,Steve Marino,164.1,8883172.000,1504
67,0,06527,Steve Stricker,164.1,6556436.000,1110
70,0,27060,John Mallinger,164.2,7464228.000,1263
70,0,02206,David Toms,164.2,8501810.000,1438
72,0,01313,Steve Elkington,164.3,6564027.000,1110
72,0,01677,Tom Lehman,164.3,3720898.000,629
72,0,27214,Kevin Streelman,164.3,9208186.000,1557
75,0,23108,Matt Kuchar,164.5,7544378.000,1274
76,0,01142,Bart Bryant,164.6,5535269.000,934
76,0,21753,Brian Davis,164.6,9635381.000,1626
76,0,01329,Brad Faxon,164.6,5498502.000,928
76,0,22348,Nick O'Hern,164.6,9016288.000,1522
80,0,20157,Retief Goosen,164.7,5945737.000,1003
81,0,06539,Rick Price,164.8,4354171.000,734
81,0,07749,Brett Quigley,164.8,7991892.000,1347
81,0,26668,Marc Turnesa,164.8,7550709.000,1273
81,0,25919,Brian Vranesh,164.8,4581414.000,772
81,0,21878,Mark Wilson,164.8,9370098.000,1579
86,0,12652,Cameron Beckman,164.9,7966554.000,1342
86,0,20472,Alex Cejka,164.9,7535373.000,1269
88,0,06004,Stephen Ames,165.0,6057074.000,1020
88,0,22371,Aaron Baddeley,165.0,6123313.000,1031
88,0,23614,Rich Beem,165.0,6158886.000,1037
88,0,20572,Rod Pampling,165.0,6805539.000,1146
88,0,23325,Vaughn Taylor,165.0,8371895.000,1409
93,0,28089,Jason Day,165.1,5313446.000,894
93,0,31323,Gary Woodland,165.1,3935002.000,662
95,0,23541,Ben Crane,165.2,8521721.000,1433
95,0,21350,Ryuji Imada,165.2,7356406.000,1237
95,0,26695,Michael Letzig,165.2,9144263.000,1538
95,0,20127,Chris Riley,165.2,7101781.000,1194
95,0,20160,Charlie Wi,165.2,8401611.000,1413
100,0,21961,Charles Howell III,165.3,8805088.000,1480
100,0,26851,Marc Leishman,165.3,8960113.000,1506
100,0,27963,Chris Stroud,165.3,8110714.000,1363
103,0,27466,Spencer Levin,165.4,7137721.000,1199
104,0,20070,Matt Bettencourt,165.5,9281438.000,1558
104,0,25345,Carl Pettersson,165.5,7830231.000,1314
106,0,24503,Jeff Klauk,165.6,9418294.000,1580
107,0,24846,Ricky Barnes,165.7,5423212.000,909
107,0,06643,Paul Goydos,165.7,6948156.000,1165
107,0,27141,J.B. Holmes,165.7,6513989.000,1092
107,0,24024,Zach Johnson,165.7,8445080.000,1416
111,0,07867,Woody Austin,165.8,8122063.000,1361
111,0,20498,Briny Baird,165.8,7705188.000,1291
111,0,25686,Jason Dufner,165.8,8327515.000,1395
111,0,10809,Jim Furyk,165.8,6936558.000,1162
111,0,21959,Ted Purdy,165.8,9486240.000,1589
111,0,23497,Tag Ridings,165.8,4375330.000,733
117,0,29718,Anthony Kim,165.9,6422022.000,1075
118,0,12510,Chad Campbell,166.0,7602906.000,1272
118,0,25900,Lucas Glover,166.0,8423841.000,1410
118,0,25804,Bubba Watson,166.0,6113850.000,1023
121,0,20098,Stuart Appleby,166.1,6958647.000,1164
121,0,20593,Greg Chalmers,166.1,7577163.000,1267
121,0,24924,Bill Haas,166.1,8775516.000,1468
121,0,28475,Jeff Overton,166.1,8133571.000,1360
121,0,01928,Corey Pavin,166.1,5807793.000,971
126,0,01766,Billy Mayfair,166.2,7408693.000,1238
126,0,01941,Tom Pernice Jr.,166.2,8030555.000,1342
126,0,06595,Kevin Sutherland,166.2,7850943.000,1312
