RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,28089,Jason Day,34.44
2,0,25804,Bubba Watson,28.24
3,0,28132,Tyrone Van Aswegen,28.17
4,0,20645,John Senden,27.65
5,0,34046,Jordan Spieth,27.46
6,0,36689,Brooks Koepka,27.36
7,0,27141,J.B. Holmes,26.77
8,0,23621,Rory Sabbatini,26.70
9,0,29518,Brendan Steele,26.07
10,0,40026,Daniel Berger,25.88
11,0,26329,Louis Oosthuizen,25.77
12,0,25834,Daniel Summerhays,25.56
13,0,25396,Kevin Na,25.42
14,0,33418,Shawn Stefani,25.20
15,0,33461,Morgan Hoffmann,25.00
15,0,21878,Mark Wilson,25.00
17,0,26851,Marc Leishman,24.88
18,0,32200,Roberto Castro,24.67
18,0,24781,Hunter Mahan,24.67
20,0,25364,Paul Casey,24.64
21,0,30925,Dustin Johnson,24.61
22,0,25345,Carl Pettersson,24.39
23,0,24507,Jason Bohn,24.30
23,0,31323,Gary Woodland,24.30
25,0,30852,Ryo Ishikawa,24.25
26,0,23108,Matt Kuchar,24.20
27,0,26331,Charl Schwartzel,24.10
28,0,29420,Billy Horschel,23.97
29,0,22892,Jason Gore,23.96
30,0,40058,Zac Blair,23.87
31,0,25274,Steven Bowditch,23.75
31,0,34264,Hudson Swafford,23.75
33,0,25632,Jimmy Walker,23.32
34,0,33141,Keegan Bradley,23.21
35,0,35541,John Peterson,23.16
36,0,23983,Luke Donald,23.08
36,0,32102,Rickie Fowler,23.08
38,0,24024,Zach Johnson,23.04
39,0,24925,Jonathan Byrd,22.93
40,0,01810,Phil Mickelson,22.90
41,0,25686,Jason Dufner,22.83
42,0,22405,Justin Rose,22.78
43,0,34431,Robert Streb,22.76
44,0,20691,Greg Owen,22.67
45,0,27895,Jonas Blixt,22.62
46,0,22056,Cameron Percy,22.61
47,0,27466,Spencer Levin,22.54
48,0,23320,Ryan Palmer,22.49
49,0,20848,Ángel Cabrera,22.47
49,0,28780,Nicholas Thompson,22.47
51,0,23800,Bryce Molder,22.38
52,0,27770,Camilo Villegas,22.35
53,0,23623,Bo Van Pelt,22.12
54,0,37454,Whee Kim,22.10
55,0,35545,Blayne Barber,22.06
56,0,12716,Charley Hoffman,22.05
57,0,34265,Will Wilcox,22.03
