RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,25900,Lucas Glover,.09,6,66
2,0,23621,Rory Sabbatini,.08,6,78
3,0,22046,Geoff Ogilvy,.06,5,80
4,0,28307,Matt Every,.04,3,85
4,0,26329,Louis Oosthuizen,.04,2,46
4,0,24138,Ian Poulter,.04,2,56
4,0,21528,Henrik Stenson,.04,2,54
4,0,34264,Hudson Swafford,.04,3,71
9,0,32334,Charlie Beljan,.03,2,72
9,0,27895,Jonas Blixt,.03,2,62
9,0,27436,Graham DeLaet,.03,2,79
9,0,23409,James Driscoll,.03,2,71
9,0,32448,James Hahn,.03,2,80
9,0,28237,Rory McIlroy,.03,2,64
9,0,33418,Shawn Stefani,.03,2,60
9,0,02206,David Toms,.03,2,62
9,0,26289,Boo Weekley,.03,2,72
18,0,07867,Woody Austin,.02,1,59
18,0,25364,Paul Casey,.02,1,56
18,0,34021,Bud Cauley,.02,1,56
18,0,28089,Jason Day,.02,1,48
18,0,25191,Gonzalo Fernandez-Castaño,.02,2,82
18,0,30925,Dustin Johnson,.02,1,57
18,0,33122,Russell Knox,.02,2,92
18,0,23108,Matt Kuchar,.02,2,88
18,0,27936,Martin Laird,.02,1,62
18,0,28092,D.H. Lee,.02,1,50
18,0,29461,Jamie Lovemark,.02,1,60
18,0,01724,Jeff Maggert,.02,1,54
18,0,27120,Troy Matteson,.02,1,58
18,0,25396,Kevin Na,.02,2,94
18,0,35541,John Peterson,.02,1,60
18,0,31193,Jim Renner,.02,1,59
18,0,35732,Wes Roach,.02,1,63
18,0,29221,Webb Simpson,.02,2,84
18,0,32333,Kevin Tway,.02,1,60
18,0,26951,Johnson Wagner,.02,1,65
18,0,20396,Lee Westwood,.02,1,56
18,0,21878,Mark Wilson,.02,1,65
40,0,20098,Stuart Appleby,.01,1,90
40,0,22371,Aaron Baddeley,.01,1,72
40,0,25274,Steven Bowditch,.01,1,93
40,0,33141,Keegan Bradley,.01,1,88
40,0,29479,Scott Brown,.01,1,100
40,0,20848,Ángel Cabrera,.01,1,69
40,0,23135,Tim Clark,.01,1,75
40,0,25720,Chad Collins,.01,1,74
40,0,24494,Erik Compton,.01,1,88
40,0,23541,Ben Crane,.01,1,81
40,0,21753,Brian Davis,.01,1,93
40,0,23638,Brendon de Jonge,.01,1,109
40,0,20104,Ken Duke,.01,1,78
40,0,28500,Martin Flores,.01,1,85
40,0,32102,Rickie Fowler,.01,1,85
40,0,24358,Robert Garrigus,.01,1,80
40,0,20157,Retief Goosen,.01,1,90
40,0,24924,Bill Haas,.01,1,105
40,0,27644,Brian Harman,.01,1,111
40,0,26758,David Hearn,.01,1,97
40,0,34098,Russell Henley,.01,1,92
40,0,33461,Morgan Hoffmann,.01,1,99
40,0,27141,J.B. Holmes,.01,1,86
40,0,29222,Billy Hurley III,.01,1,86
40,0,30926,Chris Kirk,.01,1,104
40,0,29926,Danny Lee,.01,1,80
40,0,10860,Justin Leonard,.01,1,75
40,0,24781,Hunter Mahan,.01,1,85
40,0,32839,Hideki Matsuyama,.01,1,80
40,0,31202,William McGirt,.01,1,96
40,0,24490,George McNeill,.01,1,79
40,0,27933,John Merrick,.01,1,83
40,0,28475,Jeff Overton,.01,1,76
40,0,24361,Pat Perez,.01,1,84
40,0,25345,Carl Pettersson,.01,1,91
40,0,25240,D.A. Points,.01,1,73
40,0,27556,Ted Potter Jr.,.01,1,68
40,0,28486,Michael Putnam,.01,1,102
40,0,34360,Patrick Reed,.01,1,90
40,0,25562,Andres Romero,.01,1,77
40,0,22405,Justin Rose,.01,1,68
40,0,06567,Vijay Singh,.01,1,83
40,0,27649,Brandt Snedeker,.01,1,87
40,0,30110,Kyle Stanley,.01,1,83
40,0,29518,Brendan Steele,.01,1,85
40,0,29425,Andrew Svoboda,.01,1,77
40,0,27330,Josh Teater,.01,1,88
40,0,28780,Nicholas Thompson,.01,1,81
40,0,33419,Cameron Tringale,.01,1,111
40,0,25632,Jimmy Walker,.01,1,96
