RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,47959,Bryson DeChambeau,73.5,36,49,-7.00
2,0,30978,Kiradech Aphibarnrat,68.4,13,19,-3.00
3,0,32102,Rickie Fowler,68.3,28,41,-10.00
4,0,29485,Brett Stegmaier,67.9,19,28,-4.00
5,0,34046,Jordan Spieth,66.0,35,53,-8.00
6,0,37275,Sam Ryder,64.6,31,48,-7.00
7,0,29484,Peter Uihlein,64.1,41,64,-5.00
8,0,31323,Gary Woodland,63.6,28,44,-6.00
9,0,21528,Henrik Stenson,63.2,24,38,-4.00
10,0,32757,Patton Kizzire,62.9,44,70,-6.00
10,0,31420,Anirban Lahiri,62.9,39,62,-11.00
12,0,46970,Jon Rahm,62.2,28,45,-6.00
13,0,35532,Tom Hoge,61.6,45,73,-13.00
14,0,46501,Ollie Schniederjans,61.2,52,85,-22.00
15,0,28252,Seamus Power,60.8,31,51,-8.00
16,0,26300,Matt Jones,60.5,26,43,-3.00
17,0,29725,Tony Finau,60.0,48,80,-10.00
17,0,34264,Hudson Swafford,60.0,27,45,-4.00
19,0,35545,Blayne Barber,59.0,23,39,-3.00
19,0,27095,Nick Watney,59.0,46,78,-7.00
21,0,33418,Shawn Stefani,58.8,30,51,-6.00
22,0,19846,Brian Gay,58.7,37,63,-6.00
23,0,28500,Martin Flores,58.5,55,94,-5.00
24,0,28307,Matt Every,58.1,36,62,-4.00
25,0,32876,Martin Piller,58.0,40,69,-7.00
26,0,24024,Zach Johnson,57.8,37,64,-13.00
27,0,39954,Cody Gribble,57.1,28,49,-5.00
28,0,29221,Webb Simpson,56.9,33,58,-7.00
29,0,29974,Branden Grace,55.9,19,34,E
29,0,36689,Brooks Koepka,55.9,19,34,-3.00
29,0,29926,Danny Lee,55.9,33,59,-11.00
29,0,23320,Ryan Palmer,55.9,33,59,-2.00
29,0,29908,C.T. Pan,55.9,33,59,-9.00
34,0,33419,Cameron Tringale,55.8,29,52,-5.00
34,0,08793,Tiger Woods,55.8,24,43,-3.00
36,0,37189,Harold Varner III,55.6,30,54,-2.00
37,0,27644,Brian Harman,55.4,36,65,-7.00
