RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,24781,Hunter Mahan,80.43,148,184,-0.16
2,0,29420,Billy Horschel,79.69,208,261,-0.19
3,0,30110,Kyle Stanley,78.90,172,218,-0.19
4,0,30926,Chris Kirk,78.50,241,307,-0.23
5,0,26596,Ryan Moore,78.08,171,219,-0.26
6,0,23108,Matt Kuchar,77.89,148,190,-0.22
7,0,29485,Brett Stegmaier,77.71,129,166,-0.18
8,0,35545,Blayne Barber,77.39,154,199,-0.23
9,0,31646,Emiliano Grillo,77.25,180,233,-0.31
10,0,26499,Rafa Cabrera Bello,76.92,110,143,-0.27
11,0,34363,Tyrrell Hatton,76.67,92,120,-0.28
12,0,24024,Zach Johnson,76.65,174,227,-0.28
13,0,19803,Ryan Armour,76.64,233,304,-0.21
14,0,31323,Gary Woodland,76.62,177,231,-0.28
15,0,21961,Charles Howell III,76.38,207,271,-0.19
16,0,45609,Tyler Duncan,76.11,223,293,-0.24
17,0,39324,J.J. Spaun,75.98,174,229,-0.26
18,0,32102,Rickie Fowler,75.94,142,187,-0.20
19,0,26758,David Hearn,75.86,132,174,-0.22
20,0,37275,Sam Ryder,75.81,163,215,-0.15
21,0,32839,Hideki Matsuyama,75.77,147,194,-0.25
21,0,08793,Tiger Woods,75.77,147,194,-0.32
23,0,35450,Patrick Cantlay,75.70,162,214,-0.19
24,0,20229,Stewart Cink,75.66,171,226,-0.21
25,0,26476,Chez Reavie,75.51,148,196,-0.27
26,0,37278,Nicholas Lindheim,75.41,138,183,-0.22
27,0,33122,Russell Knox,75.39,193,256,-0.23
28,0,23353,J.J. Henry,75.33,171,227,-0.23
29,0,29725,Tony Finau,75.25,228,303,-0.22
30,0,47959,Bryson DeChambeau,75.19,203,270,-0.22
30,0,31560,Brian Stuard,75.19,200,266,-0.24
32,0,28132,Tyrone Van Aswegen,75.18,206,274,-0.18
33,0,33419,Cameron Tringale,75.16,118,157,-0.14
34,0,40026,Daniel Berger,75.00,129,172,-0.26
34,0,21528,Henrik Stenson,75.00,99,132,-0.21
36,0,22405,Justin Rose,74.73,136,182,-0.27
37,0,26951,Johnson Wagner,74.71,130,174,-0.17
38,0,39328,Conrad Shindler,74.68,118,158,-0.18
39,0,27958,Ryan Blaum,74.65,159,213,-0.21
40,0,29484,Peter Uihlein,74.63,150,201,-0.08
41,0,34431,Robert Streb,74.44,134,180,-0.25
42,0,25892,Steve Wheatcroft,74.39,122,164,-0.20
43,0,25818,Scott Piercy,74.38,151,203,-0.22
44,0,35310,Lanto Griffin,74.36,145,195,-0.21
45,0,34046,Jordan Spieth,74.29,156,210,-0.26
46,0,37338,Zecheng Dou,74.19,92,124,-0.15
47,0,27214,Kevin Streelman,73.98,182,246,-0.16
48,0,26300,Matt Jones,73.91,119,161,-0.20
49,0,27349,Alex Noren,73.89,116,157,-0.17
50,0,39997,Corey Conners,73.80,200,271,-0.17
51,0,32757,Patton Kizzire,73.79,183,248,-0.24
52,0,33399,Adam Hadwin,73.74,146,198,-0.23
53,0,12716,Charley Hoffman,73.71,171,232,-0.21
54,0,24361,Pat Perez,73.65,109,148,-0.27
55,0,12510,Chad Campbell,73.56,153,208,-0.18
56,0,29535,Brice Garnett,73.49,183,249,-0.14
57,0,30692,Scott Stallings,73.48,205,279,-0.19
58,0,24140,Sean O'Hair,73.45,130,177,-0.18
59,0,34563,Chesson Hadley,73.36,212,289,-0.23
59,0,25632,Jimmy Walker,73.36,157,214,-0.23
61,0,34174,John Huh,73.31,184,251,-0.27
62,0,25364,Paul Casey,73.08,114,156,-0.25
62,0,39546,Keith Mitchell,73.08,209,286,-0.21
62,0,32150,Michael Thompson,73.08,133,182,-0.18
65,0,25493,Nick Taylor,73.04,168,230,-0.21
66,0,29221,Webb Simpson,72.80,190,261,-0.26
67,0,25804,Bubba Watson,72.77,155,213,-0.19
68,0,01810,Phil Mickelson,72.73,160,220,-0.26
68,0,34264,Hudson Swafford,72.73,120,165,-0.08
70,0,48081,Xander Schauffele,72.69,173,238,-0.22
71,0,46601,Trey Mullinax,72.63,138,190,-0.21
72,0,46970,Jon Rahm,72.61,114,157,-0.15
73,0,37454,Whee Kim,72.59,143,197,-0.30
73,0,27095,Nick Watney,72.59,188,259,-0.28
75,0,24925,Jonathan Byrd,72.48,108,149,-0.17
