RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,29725,Tony Finau,59.48,367,617
2,0,27129,Luke List,58.71,354,603
3,0,47959,Bryson DeChambeau,58.70,290,494
4,0,24781,Hunter Mahan,58.44,180,308
5,0,30925,Dustin Johnson,58.06,245,422
6,0,27214,Kevin Streelman,57.93,230,397
7,0,25818,Scott Piercy,57.81,222,384
8,0,28252,Seamus Power,57.58,281,488
9,0,20229,Stewart Cink,57.56,297,516
10,0,34046,Jordan Spieth,57.42,236,411
11,0,34256,Andrew Putnam,57.32,282,492
12,0,30944,Jason Kokrak,57.24,332,580
12,0,31323,Gary Woodland,57.24,265,463
14,0,27095,Nick Watney,57.12,313,548
15,0,34264,Hudson Swafford,57.06,190,333
16,0,33448,Justin Thomas,56.88,273,480
17,0,36799,Stephan Jaeger,56.61,244,431
18,0,33418,Shawn Stefani,56.44,254,450
19,0,35310,Lanto Griffin,56.37,261,463
20,0,35450,Patrick Cantlay,56.35,244,433
21,0,29518,Brendan Steele,56.15,210,374
22,0,21528,Henrik Stenson,55.90,109,195
23,0,39546,Keith Mitchell,55.87,314,562
24,0,12716,Charley Hoffman,55.67,260,467
24,0,29221,Webb Simpson,55.67,270,485
26,0,25198,Francesco Molinari,55.52,191,344
27,0,47347,Adam Schenk,55.51,262,472
28,0,24502,Adam Scott,55.50,227,409
29,0,37275,Sam Ryder,55.28,204,369
30,0,28775,Nate Lashley,55.21,143,259
31,0,25804,Bubba Watson,55.19,255,462
32,0,45526,Abraham Ancer,55.12,269,488
33,0,26596,Ryan Moore,55.05,169,307
34,0,35461,Beau Hossler,55.03,317,576
35,0,29485,Brett Stegmaier,54.93,195,355
36,0,46970,Jon Rahm,54.62,207,379
37,0,24925,Jonathan Byrd,54.60,196,359
38,0,29420,Billy Horschel,54.59,202,370
39,0,32448,James Hahn,54.57,227,416
40,0,50526,Tom Lovelady,54.49,279,512
41,0,23621,Rory Sabbatini,54.35,256,471
42,0,12510,Chad Campbell,54.24,211,389
43,0,32366,Kevin Chappell,54.21,219,404
44,0,26476,Chez Reavie,54.19,181,334
45,0,24358,Robert Garrigus,54.11,250,462
46,0,23325,Vaughn Taylor,54.04,194,359
47,0,29484,Peter Uihlein,53.98,278,515
48,0,40058,Zac Blair,53.97,163,302
49,0,35545,Blayne Barber,53.94,178,330
50,0,23353,J.J. Henry,53.82,190,353
51,0,33122,Russell Knox,53.69,218,406
52,0,27141,J.B. Holmes,53.57,240,448
53,0,19803,Ryan Armour,53.54,212,396
53,0,25900,Lucas Glover,53.54,159,297
55,0,22405,Justin Rose,53.50,168,314
56,0,26499,Rafa Cabrera Bello,53.48,169,316
57,0,25493,Nick Taylor,53.36,262,491
58,0,32839,Hideki Matsuyama,53.32,201,377
59,0,32333,Kevin Tway,53.27,367,689
60,0,37189,Harold Varner III,53.24,271,509
61,0,39324,J.J. Spaun,53.21,199,374
