RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
154,0,57366,Cameron Young,3.18,47,1476
155,0,49766,Hank Lebioda,3.19,46,1440
156,0,29478,Kevin Kisner,3.20,38,1188
157,0,10381,Curtis Thompson,3.21,37,1152
158,0,36326,David Lipsky,3.22,51,1584
158,0,48699,Callum Tarren,3.22,40,1242
160,0,52374,Brandon Wu,3.23,43,1332
161,0,40098,Matt Fitzpatrick,3.25,41,1260
161,0,48117,Kurt Kitayama,3.25,41,1260
163,0,47128,Richy Werenski,3.26,37,1134
164,0,32757,Patton Kizzire,3.27,53,1620
165,0,37212,Paul Barjon,3.29,42,1278
166,0,35110,Brett Drewitt,3.35,35,1044
167,0,27936,Martin Laird,3.37,40,1188
168,0,31323,Gary Woodland,3.38,42,1242
169,0,29974,Branden Grace,3.42,32,936
169,0,49298,Kramer Hickok,3.42,56,1638
171,0,36799,Stephan Jaeger,3.46,53,1530
172,0,34264,Hudson Swafford,3.47,40,1152
173,0,34255,Joseph Bramlett,3.50,51,1458
173,0,21961,Charles Howell III,3.50,34,972
173,0,36689,Brooks Koepka,3.50,29,828
173,0,29518,Brendan Steele,3.50,46,1314
177,0,54628,Lee Hodges,3.52,59,1674
177,0,40250,Taylor Pendrith,3.52,45,1278
179,0,36852,Jim Knous,3.59,33,918
179,0,39953,Chase Seiffert,3.59,33,918
181,0,25493,Nick Taylor,3.60,57,1584
182,0,52372,Cameron Champ,3.67,37,1008
182,0,45540,Jared Wolfe,3.67,39,1062
184,0,27095,Nick Watney,3.73,51,1368
185,0,25900,Lucas Glover,3.88,65,1674
185,0,48822,Sebastián Muñoz,3.88,58,1494
187,0,27974,Sung Kang,3.89,56,1440
188,0,46550,Brandon Hagy,3.92,55,1404
189,0,51997,Andrew Novak,4.02,55,1368
190,0,39546,Keith Mitchell,4.07,63,1548
191,0,25686,Jason Dufner,4.11,37,900
192,0,28114,Dawie van der Walt,4.12,46,1116
193,0,27129,Luke List,4.93,71,1440
