RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,39058,Lucas Herbert,4.65,8,172,95.35
2,0,46402,Talor Gooch,4.70,11,234,95.30
3,0,35891,Cameron Smith,4.92,9,183,95.08
4,0,34363,Tyrrell Hatton,5.03,10,199,94.97
5,0,24024,Zach Johnson,5.84,15,257,94.16
6,0,51766,Wyndham Clark,5.87,20,341,94.13
7,0,35461,Beau Hossler,5.92,18,304,94.08
8,0,51894,Vince Whaley,5.95,16,269,94.05
9,0,19803,Ryan Armour,6.00,9,150,94.00
10,0,45522,Christiaan Bezuidenhout,6.05,15,248,93.95
11,0,27349,Alex Noren,6.11,14,229,93.89
12,0,28775,Nate Lashley,6.23,17,273,93.77
13,0,31323,Gary Woodland,6.25,16,256,93.75
14,0,48081,Xander Schauffele,6.27,17,271,93.73
15,0,47504,Sam Burns,6.33,19,300,93.67
15,0,32816,Satoshi Kodaira,6.33,10,158,93.67
15,0,51634,Sahith Theegala,6.33,26,411,93.67
18,0,45526,Abraham Ancer,6.35,12,189,93.65
19,0,35879,Kelly Kraft,6.49,17,262,93.51
20,0,45157,Cam Davis,6.51,20,307,93.49
21,0,22405,Justin Rose,6.54,10,153,93.46
22,0,33419,Cameron Tringale,6.61,24,363,93.39
23,0,29221,Webb Simpson,6.86,14,204,93.14
24,0,32102,Rickie Fowler,6.87,16,233,93.13
25,0,24925,Jonathan Byrd,6.88,13,189,93.12
26,0,27644,Brian Harman,6.89,23,334,93.11
27,0,30944,Jason Kokrak,6.91,15,217,93.09
28,0,36801,Mark Hubbard,6.92,18,260,93.08
29,0,48887,Matt Wallace,6.93,16,231,93.07
30,0,30978,Kiradech Aphibarnrat,6.94,10,144,93.06
31,0,28089,Jason Day,6.99,16,229,93.01
32,0,22056,Cameron Percy,7.04,10,142,92.96
33,0,27139,David Skinns,7.05,16,227,92.95
34,0,33490,Bo Hoag,7.07,13,184,92.93
35,0,33448,Justin Thomas,7.08,16,226,92.92
36,0,56278,Matthew Wolff,7.10,12,169,92.90
37,0,35310,Lanto Griffin,7.22,21,291,92.78
37,0,24502,Adam Scott,7.22,19,263,92.78
39,0,39997,Corey Conners,7.23,24,332,92.77
40,0,35617,Martin Trainer,7.24,21,290,92.76
41,0,27770,Camilo Villegas,7.25,15,207,92.75
42,0,30926,Chris Kirk,7.27,20,275,92.73
43,0,27214,Kevin Streelman,7.32,24,328,92.68
44,0,47993,Denny McCarthy,7.35,30,408,92.65
45,0,31646,Emiliano Grillo,7.43,24,323,92.57
46,0,35110,Brett Drewitt,7.50,15,200,92.50
47,0,34610,Matthias Schwab,7.51,19,253,92.49
48,0,50525,Collin Morikawa,7.53,14,186,92.47
49,0,47995,Davis Riley,7.58,25,330,92.42
50,0,32839,Hideki Matsuyama,7.59,17,224,92.41
50,0,51950,Max McGreevy,7.59,18,237,92.41
52,0,33141,Keegan Bradley,7.60,20,263,92.40
53,0,29420,Billy Horschel,7.63,19,249,92.37
54,0,48084,Wesley Bryan,7.64,12,157,92.36
55,0,34360,Patrick Reed,7.66,17,222,92.34
55,0,47483,Will Zalatoris,7.66,18,235,92.34
57,0,34563,Chesson Hadley,7.72,25,324,92.28
58,0,49960,Sepp Straka,7.73,28,362,92.27
59,0,30927,Brendon Todd,7.76,27,348,92.24
60,0,26851,Marc Leishman,7.77,22,283,92.23
61,0,40162,Justin Lower,7.83,18,230,92.17
62,0,52374,Brandon Wu,7.84,20,255,92.16
63,0,36871,Matthew NeSmith,7.85,30,382,92.15
64,0,28252,Seamus Power,7.91,20,253,92.09
65,0,46414,Aaron Rai,7.93,26,328,92.07
66,0,35449,Adam Long,7.95,29,365,92.05
67,0,46970,Jon Rahm,7.97,22,276,92.03
68,0,46435,Austin Cook,7.98,19,238,92.02
69,0,35450,Patrick Cantlay,8.02,15,187,91.98
69,0,47347,Adam Schenk,8.02,28,349,91.98
71,0,33597,Harry Higgs,8.03,24,299,91.97
71,0,54783,Dylan Wu,8.03,20,249,91.97
73,0,33399,Adam Hadwin,8.06,25,310,91.94
74,0,31420,Anirban Lahiri,8.11,21,259,91.89
75,0,32448,James Hahn,8.14,21,258,91.86
76,0,49771,J.T. Poston,8.16,31,380,91.84
77,0,45609,Tyler Duncan,8.17,25,306,91.83
77,0,23108,Matt Kuchar,8.17,21,257,91.83
79,0,39436,Joshua Creel,8.22,12,146,91.78
80,0,51890,Greyson Sigg,8.28,25,302,91.72
81,0,32139,Danny Willett,8.29,15,181,91.71
82,0,32150,Michael Thompson,8.31,27,325,91.69
83,0,39977,Max Homa,8.36,25,299,91.64
84,0,29478,Kevin Kisner,8.37,21,251,91.63
85,0,29725,Tony Finau,8.44,27,320,91.56
86,0,46046,Scottie Scheffler,8.48,24,283,91.52
87,0,24138,Ian Poulter,8.50,13,153,91.50
88,0,27649,Brandt Snedeker,8.55,20,234,91.45
89,0,12716,Charley Hoffman,8.56,19,222,91.44
90,0,27895,Jonas Blixt,8.57,15,175,91.43
90,0,47988,Nick Hardy,8.57,18,210,91.43
90,0,40115,Adam Svensson,8.57,30,350,91.43
93,0,53165,Doc Redman,8.60,27,314,91.40
94,0,24361,Pat Perez,8.62,20,232,91.38
95,0,36326,David Lipsky,8.67,28,323,91.33
96,0,32366,Kevin Chappell,8.70,18,207,91.30
97,0,20229,Stewart Cink,8.72,26,298,91.28
97,0,23983,Luke Donald,8.72,19,218,91.28
99,0,34256,Andrew Putnam,8.75,33,377,91.25
100,0,34466,Peter Malnati,8.79,29,330,91.21
101,0,32640,Troy Merritt,8.85,27,305,91.15
102,0,39324,J.J. Spaun,8.92,29,325,91.08
103,0,30911,Tommy Fleetwood,8.98,15,167,91.02
104,0,39971,Sungjae Im,8.99,31,345,91.01
105,0,37455,Si Woo Kim,9.01,31,344,90.99
105,0,46442,Maverick McNealy,9.01,29,322,90.99
105,0,33667,Carlos Ortiz,9.01,20,222,90.99
105,0,36699,Patrick Rodgers,9.01,31,344,90.99
109,0,34174,John Huh,9.13,22,241,90.87
110,0,46601,Trey Mullinax,9.16,25,273,90.84
111,0,36884,Ben Kohles,9.18,18,196,90.82
