RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,08075,Jerry Kelly,48,11,1,13,1996450
2,0,02294,Willie Wood,41,2,1,1,1996290
3,0,01864,Larry Nelson,40,0,3,18,1996430
4,0,01226,Fred Couples,37,0,1,16,1996030
5,0,01457,Jay Haas,31,9,5,6,1996030
5,0,02146,Payne Stewart,31,19,1,7,1996450
7,0,01724,Jeff Maggert,30,0,3,18,1996030
8,0,01161,Mark Calcavecchia,29,0,2,8,1996040
9,0,01098,Jay Don Blake,28,10,4,13,1996030
9,0,09011,David Duval,28,3,3,18,1996030
11,0,01006,John Adams,27,1,1,1,1996030
11,0,01527,Scott Hoch,27,1,2,4,1996450
11,0,02101,Joey Sindelar,27,2,4,14,1996440
11,0,08793,Tiger Woods,27,2,2,8,1996450
15,0,06617,Brian Henninger,26,0,1,4,1996450
15,0,07101,Dave Stockton Jr.,26,0,2,14,1996320
17,0,01014,Fulton Allem,25,1,2,10,1996450
17,0,01408,Kelly Gibson,25,3,1,1,1996060
17,0,06575,Dudley Hart,25,0,3,16,1996430
17,0,20095,Carl Paulson,25,1,2,2,1996450
17,0,01971,Dillard Pruitt,25,2,3,12,1996030
17,0,02010,Loren Roberts,25,0,2,2,1996450
17,0,02135,Mike Standly,25,1,2,18,1996420
24,0,01139,Olin Browne,24,1,4,2,1996370
24,0,01175,Jim Carter,24,1,4,5,1996280
24,0,01334,Keith Fergus,24,0,4,18,1996030
24,0,01444,Ken Green,24,2,2,15,1996430
24,0,06595,Kevin Sutherland,24,2,1,13,1996290
24,0,02321,Fuzzy Zoeller,24,2,3,11,1996030
30,0,01219,John Cook,23,0,2,1,1996320
30,0,01326,Nick Faldo,23,0,4,17,1996010
30,0,01353,Bruce Fleisher,23,0,1,14,1996320
30,0,01388,Robert Gamez,23,2,1,10,1996450
30,0,01487,Jeff Hart,23,0,1,10,1996290
30,0,01682,Wayne Levi,23,1,1,9,1996430
30,0,01706,Davis Love III,23,1,1,13,1996450
30,0,01748,Doug Martin,23,1,2,13,1996440
30,0,02167,Mike Sullivan,23,0,2,7,1996100
39,0,01185,Brandel Chamblee,22,0,1,17,1996070
39,0,01203,Russ Cochran,22,0,1,7,1996320
39,0,07267,Allen Doyle,22,0,3,18,1996030
39,0,06036,Scott Dunlap,22,0,4,14,1996440
39,0,01577,Lee Janzen,22,0,1,10,1996430
39,0,11032,Frank Lickliter II,22,3,2,2,1996420
39,0,01876,Greg Norman,22,6,1,1,1996330
39,0,01945,Kenny Perry,22,0,2,8,1996320
39,0,01996,Mike Reid,22,8,2,16,1996320
39,0,02218,Ted Tryba,22,5,3,1,1996440
39,0,02267,D.A. Weibring,22,0,3,16,1996330
50,0,07867,Woody Austin,21,0,2,11,1996030
50,0,01201,Lennie Clements,21,0,1,15,1996450
50,0,01323,Brad Fabel,21,1,3,1,1996210
50,0,01549,Mike Hulbert,21,4,4,13,1996440
50,0,01633,Tom Kite,21,3,4,1,1996030
50,0,02206,David Toms,21,0,2,9,1996450
56,0,01040,Emlyn Aubrey,20,0,3,9,1996320
56,0,01042,Paul Azinger,20,0,3,16,1996370
56,0,01475,Donnie Hammond,20,1,4,5,1996320
56,0,08337,Mike Heinen,20,1,2,7,1996430
56,0,01943,Chris Perry,20,0,1,15,1996370
56,0,02008,Lee Rinker,20,0,2,1,1996430
56,0,02023,Clarence Rose,20,0,5,9,1996430
56,0,02104,Jeff Sluman,20,0,5,9,1996430
56,0,08385,Omar Uresti,20,2,1,2,1996450
56,0,02279,Mark Wiebe,20,2,1,17,1996060
66,0,01127,Danny Briggs,19,0,2,11,1996370
66,0,06124,Patrick Burke,19,0,2,12,1996410
66,0,01157,Tom Byrum,19,1,3,3,1996030
66,0,08931,Glen Day,19,2,1,5,1996290
66,0,01261,Jay Delsing,19,1,3,2,1996030
66,0,19896,Patrick Lee,19,0,1,11,1996250
66,0,01677,Tom Lehman,19,0,3,17,1996330
66,0,01771,Blaine McCallister,19,10,3,9,1996040
66,0,01958,Dan Pohl,19,1,3,18,1996430
66,0,06066,Gary Rusnak,19,0,2,2,1996420
66,0,02099,Scott Simpson,19,0,2,17,1996040
66,0,02111,Mike Smith,19,1,2,10,1996290
66,0,02303,Robert Wrenn,19,2,2,4,1996120
79,0,01068,Andy Bean,18,5,3,3,1996320
79,0,01093,Ronnie Black,18,3,1,7,1996250
79,0,10569,Mike Brisky,18,1,2,2,1996450
79,0,01142,Bart Bryant,18,5,3,11,1996370
79,0,01143,Brad Bryant,18,0,2,17,1996450
79,0,01374,Robin Freeman,18,13,1,13,1996410
79,0,01553,John Huston,18,0,2,6,1996450
79,0,01690,Bruce Lietzke,18,1,1,18,1996370
79,0,01810,Phil Mickelson,18,0,3,8,1996320
79,0,01823,Larry Mize,18,1,1,9,1996320
79,0,01887,Mark O'Meara,18,0,5,7,1996030
79,0,01928,Corey Pavin,18,1,4,1,1996210
79,0,01975,Tom Purtzer,18,1,3,12,1996430
79,0,02133,Craig Stadler,18,0,4,17,1996430
79,0,02186,Brian Tennyson,18,2,3,8,1996430
79,0,02223,Bob Tway,18,5,4,18,1996440
79,0,02226,Tray Tyner,18,1,4,6,1996070
96,0,20051,Joe Acosta Jr.,17,0,2,16,1996450
96,0,20098,Stuart Appleby,17,0,2,7,1996430
96,0,01116,Michael Bradley,17,0,4,14,1996020
96,0,01306,David Edwards,17,0,2,10,1996290
96,0,01313,Steve Elkington,17,2,4,1,1996130
96,0,06522,Ernie Els,17,4,4,12,1996220
96,0,01361,Dan Forsman,17,2,1,5,1996270
96,0,01381,Fred Funk,17,2,2,16,1996410
96,0,10809,Jim Furyk,17,0,3,18,1996030
96,0,01435,Wayne Grady,17,6,2,11,1996310
96,0,06044,Scott Gump,17,5,2,7,1996320
96,0,01510,Nolan Henke,17,2,3,3,1996450
96,0,12782,Tim Herron,17,4,1,1,1996100
96,0,10962,Bradley Hughes,17,1,3,2,1996410
96,0,06315,Pete Jordan,17,6,3,1,1996320
96,0,01603,Jeff Julian,17,1,3,5,1996070
96,0,06012,Greg Kraft,17,2,1,1,1996450
96,0,01717,Sandy Lyle,17,4,2,11,1996040
96,0,08547,John Maginnes,17,0,1,3,1996450
96,0,01766,Billy Mayfair,17,0,4,2,1996370
96,0,12781,Scott Medlin,17,1,1,9,1996370
96,0,01837,Gil Morgan,17,0,2,5,1996290
96,0,12660,Jesper Parnevik,17,4,2,15,1996030
96,0,06527,Steve Stricker,17,6,1,7,1996070
96,0,02170,Hal Sutton,17,1,3,11,1996320
96,0,02245,Grant Waite,17,0,4,17,1996230
122,0,01024,Billy Andrade,16,0,5,11,1996430
122,0,01060,Dave Barr,16,6,1,14,1996310
122,0,10505,Shane Bertsch,16,1,2,2,1996250
122,0,06214,Guy Boros,16,0,1,9,1996430
122,0,01156,Curt Byrum,16,1,2,9,1996030
122,0,01249,John Daly,16,9,2,5,1996210
122,0,01307,Joel Edwards,16,3,1,4,1996450
122,0,01331,Rick Fehr,16,5,1,13,1996430
122,0,06519,Tom Gieselman,16,0,1,13,1996320
122,0,12626,Joey Gullion,16,1,3,6,1996320
122,0,01559,Hale Irwin,16,6,3,1,1996130
122,0,01569,Peter Jacobsen,16,3,3,3,1996450
122,0,01797,Rocco Mediate,16,0,1,14,1996220
122,0,06140,Sean Murphy,16,3,2,3,1996100
122,0,01884,Mac O'Grady,16,0,1,16,1996320
122,0,01920,Craig Parry,16,0,5,6,1996430
122,0,01949,Mark Pfeil,16,4,3,1,1996260
122,0,01960,Don Pooley,16,6,1,9,1996450
122,0,01968,Nick Price,16,2,3,12,1996190
122,0,01984,Sam Randolph,16,0,3,5,1996290
122,0,12702,Costantino Rocca,16,1,2,9,1996130
122,0,20259,Hisayuki Sasaki,16,0,4,18,1996440
122,0,02241,Bobby Wadkins,16,10,2,5,1996290
122,0,02246,Duffy Waldorf,16,0,2,3,1996040
146,0,01035,Tommy Armour III,15,0,1,14,1996290
146,0,01132,Mark Brooks,15,0,2,4,1996120
146,0,20400,Michael Campbell,15,1,1,17,1996330
146,0,07569,Mark Carnevale,15,1,2,17,1996290
146,0,01196,Brian Claar,15,1,1,9,1996210
146,0,01200,Keith Clearwater,15,2,1,18,1996310
146,0,06599,John Elliott,15,3,1,7,1996320
146,0,01599,Steve Jones,15,1,2,9,1996040
146,0,01604,Steve Jurgensen,15,2,1,18,1996450
146,0,10860,Justin Leonard,15,0,2,15,1996040
146,0,01707,Steve Lowery,15,1,1,12,1996320
146,0,01723,Andrew Magee,15,0,2,17,1996060
146,0,01783,Mark McCumber,15,3,2,4,1996320
