RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,29518,Brendan Steele,56,34,22
2,0,31323,Gary Woodland,92,13,79
3,0,25364,Paul Casey,95,62,33
4,0,49960,Sepp Straka,96,22,74
5,0,30946,Alex Prugh,98,27,71
6,0,47959,Bryson DeChambeau,100,34,66
7,0,40026,Daniel Berger,103,44,59
8,0,28237,Rory McIlroy,106,2,104
9,0,30944,Jason Kokrak,107,17,90
10,0,39997,Corey Conners,108,66,42
11,0,33141,Keegan Bradley,111,61,50
12,0,31646,Emiliano Grillo,112,85,27
12,0,36689,Brooks Koepka,112,10,102
14,0,45526,Abraham Ancer,113,103,10
15,0,46970,Jon Rahm,115,20,95
16,0,26329,Louis Oosthuizen,118,77,41
17,0,21961,Charles Howell III,120,32,88
18,0,29268,Bronson Burgoon,126,79,47
19,0,46435,Austin Cook,129,120,9
20,0,34076,Joel Dahmen,130,106,24
20,0,25900,Lucas Glover,130,79,51
22,0,30911,Tommy Fleetwood,132,59,73
23,0,49298,Kramer Hickok,137,120,17
24,0,27349,Alex Noren,140,43,97
24,0,49964,Aaron Wise,140,33,107
26,0,39971,Sungjae Im,141,81,60
26,0,27936,Martin Laird,141,57,84
26,0,25818,Scott Piercy,141,106,35
29,0,33667,Carlos Ortiz,142,44,98
29,0,27214,Kevin Streelman,142,114,28
31,0,24781,Hunter Mahan,143,85,58
32,0,28089,Jason Day,144,38,106
33,0,32839,Hideki Matsuyama,145,31,114
34,0,35732,Wes Roach,147,93,54
35,0,45486,Joaquin Niemann,149,41,108
35,0,37340,Chase Wright,149,56,93
37,0,28679,Fabián Gómez,150,125,25
38,0,33399,Adam Hadwin,151,119,32
38,0,48081,Xander Schauffele,151,24,127
40,0,32102,Rickie Fowler,152,30,122
40,0,49766,Hank Lebioda,152,95,57
40,0,32640,Troy Merritt,152,103,49
43,0,39546,Keith Mitchell,153,28,125
44,0,34099,Harris English,155,44,111
45,0,34363,Tyrrell Hatton,157,72,85
45,0,22405,Justin Rose,157,28,129
47,0,35449,Adam Long,158,112,46
47,0,27064,Jhonattan Vegas,158,12,146
49,0,26476,Chez Reavie,159,158,1
49,0,25804,Bubba Watson,159,6,153
51,0,25686,Jason Dufner,160,129,31
51,0,30110,Kyle Stanley,160,141,19
53,0,29535,Brice Garnett,161,154,7
53,0,31557,Jim Herman,161,149,12
55,0,47347,Adam Schenk,162,47,115
56,0,45157,Cam Davis,164,10,154
56,0,45609,Tyler Duncan,164,150,14
56,0,29970,Dylan Frittelli,164,73,91
59,0,33410,Andrew Landry,165,159,6
59,0,32150,Michael Thompson,165,147,18
61,0,27974,Sung Kang,166,48,118
62,0,34098,Russell Henley,168,152,16
63,0,47856,Seth Reeves,169,7,162
64,0,33948,Byeong Hun An,170,15,155
64,0,33448,Justin Thomas,170,37,133
66,0,37275,Sam Ryder,171,96,75
67,0,27644,Brian Harman,172,147,25
67,0,37189,Harold Varner III,172,38,134
69,0,23108,Matt Kuchar,173,135,38
70,0,51766,Wyndham Clark,175,5,170
70,0,29478,Kevin Kisner,175,160,15
72,0,52372,Cameron Champ,176,1,175
72,0,29725,Tony Finau,176,9,167
74,0,47504,Sam Burns,178,14,164
74,0,30925,Dustin Johnson,178,4,174
74,0,47993,Denny McCarthy,178,122,56
74,0,23621,Rory Sabbatini,178,136,42
78,0,26596,Ryan Moore,179,177,2
79,0,23320,Ryan Palmer,180,60,120
79,0,21528,Henrik Stenson,180,175,5
81,0,35450,Patrick Cantlay,181,21,160
81,0,21209,Sergio Garcia,181,34,147
83,0,34021,Bud Cauley,182,102,80
83,0,29420,Billy Horschel,182,114,68
83,0,33418,Shawn Stefani,182,81,101
83,0,27095,Nick Watney,182,40,142
87,0,35376,Roberto Díaz,184,154,30
88,0,28259,Sangmoon Bae,185,73,112
88,0,27141,J.B. Holmes,185,16,169
88,0,27129,Luke List,185,3,182
88,0,49771,J.T. Poston,185,98,87
88,0,39327,Ben Silverman,185,156,29
93,0,33486,Roger Sloan,186,84,102
94,0,30978,Kiradech Aphibarnrat,187,106,81
95,0,19803,Ryan Armour,188,184,4
96,0,10809,Jim Furyk,189,186,3
96,0,35421,Brandon Harkins,189,23,166
96,0,24502,Adam Scott,189,54,135
96,0,29221,Webb Simpson,189,145,44
100,0,46523,Joey Garber,190,96,94
100,0,27330,Josh Teater,190,112,78
102,0,25198,Francesco Molinari,191,143,48
103,0,26300,Matt Jones,192,93,99
103,0,37455,Si Woo Kim,192,106,86
103,0,46601,Trey Mullinax,192,8,184
106,0,47990,Kyle Jones,193,170,23
106,0,24138,Ian Poulter,193,117,76
106,0,31560,Brian Stuard,193,185,8
106,0,40115,Adam Svensson,193,130,63
110,0,26758,David Hearn,194,181,13
110,0,33122,Russell Knox,194,139,55
110,0,48822,Sebastián Muñoz,194,58,136
110,0,23325,Vaughn Taylor,194,174,20
110,0,33419,Cameron Tringale,194,70,124
115,0,28775,Nate Lashley,196,132,64
116,0,35461,Beau Hossler,197,53,144
117,0,19846,Brian Gay,198,187,11
117,0,24024,Zach Johnson,198,153,45
119,0,34563,Chesson Hadley,200,63,137
119,0,39324,J.J. Spaun,200,123,77
121,0,26499,Rafa Cabrera Bello,201,132,69
121,0,32333,Kevin Tway,201,25,176
123,0,34306,John Chin,202,50,152
123,0,34360,Patrick Reed,202,71,131
125,0,40098,Matt Fitzpatrick,203,151,52
126,0,40009,Dominic Bozzelli,204,76,128
126,0,01810,Phil Mickelson,204,19,185
126,0,25396,Kevin Na,204,132,72
129,0,46501,Ollie Schniederjans,205,17,188
130,0,27895,Jonas Blixt,206,136,70
130,0,29479,Scott Brown,206,145,61
132,0,32200,Roberto Castro,207,171,36
132,0,23353,J.J. Henry,207,142,65
132,0,29926,Danny Lee,207,42,165
135,0,39977,Max Homa,208,49,159
136,0,34261,Scott Langley,209,188,21
137,0,32757,Patton Kizzire,210,91,119
137,0,32816,Satoshi Kodaira,210,176,34
137,0,30786,Brady Schnell,210,173,37
140,0,35617,Martin Trainer,211,25,186
141,0,26951,Johnson Wagner,212,172,40
142,0,46402,Talor Gooch,213,65,148
142,0,36699,Patrick Rodgers,213,52,161
144,0,30692,Scott Stallings,214,69,145
145,0,32791,K.H. Lee,216,163,53
146,0,47128,Richy Werenski,217,101,116
147,0,26851,Marc Leishman,218,78,140
148,0,29223,Sam Saunders,219,51,168
149,0,25493,Nick Taylor,220,111,109
150,0,20472,Alex Cejka,222,183,39
150,0,35506,Mackenzie Hughes,222,67,155
152,0,24361,Pat Perez,226,164,62
153,0,35532,Tom Hoge,228,123,105
153,0,25632,Jimmy Walker,228,55,173
155,0,24924,Bill Haas,230,117,113
156,0,35891,Cameron Smith,233,92,141
157,0,27958,Ryan Blaum,234,139,95
157,0,29908,C.T. Pan,234,167,67
159,0,49303,Anders Albertson,235,105,130
159,0,35879,Kelly Kraft,235,125,110
161,0,32139,Danny Willett,236,98,138
162,0,12716,Charley Hoffman,237,87,150
162,0,27649,Brandt Snedeker,237,156,81
164,0,36799,Stephan Jaeger,239,100,139
165,0,34264,Hudson Swafford,246,88,158
166,0,39954,Cody Gribble,247,67,180
167,0,20572,Rod Pampling,249,160,89
168,0,36852,Jim Knous,250,73,177
169,0,32058,José de Jesús Rodríguez,251,125,126
169,0,29484,Peter Uihlein,251,64,187
171,0,29974,Branden Grace,252,90,162
171,0,28252,Seamus Power,252,81,171
173,0,31420,Anirban Lahiri,257,125,132
173,0,25572,Graeme McDowell,257,165,92
175,0,34431,Robert Streb,260,143,117
176,0,27556,Ted Potter Jr.,263,180,83
177,0,37454,Whee Kim,269,169,100
177,0,34046,Jordan Spieth,269,88,181
179,0,27963,Chris Stroud,279,130,149
180,0,21731,Freddie Jacobson,288,166,122
181,0,34466,Peter Malnati,289,110,179
182,0,30191,Julián Etulain,292,114,178
183,0,34256,Andrew Putnam,300,179,121
184,0,37380,Curtis Luck,308,136,172
185,0,06522,Ernie Els,311,168,143
186,0,22371,Aaron Baddeley,319,162,157
187,0,24925,Jonathan Byrd,329,178,151
188,0,39975,Michael Kim,364,181,183
