RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,34046,Jordan Spieth,+2.11,68.94,71.05
2,0,32102,Rickie Fowler,+1.97,69.57,71.54
3,0,33448,Justin Thomas,+1.78,69.39,71.17
4,0,32839,Hideki Matsuyama,+1.66,69.66,71.32
5,0,25364,Paul Casey,+1.64,69.67,71.31
5,0,30925,Dustin Johnson,+1.64,69.61,71.25
7,0,46970,Jon Rahm,+1.61,69.64,71.25
8,0,28237,Rory McIlroy,+1.51,70.15,71.66
9,0,26851,Marc Leishman,+1.39,69.66,71.05
9,0,25198,Francesco Molinari,+1.39,70.13,71.52
11,0,22405,Justin Rose,+1.38,69.92,71.30
12,0,21209,Sergio Garcia,+1.34,69.92,71.26
13,0,23108,Matt Kuchar,+1.30,70.04,71.34
14,0,35450,Patrick Cantlay,+1.26,70.00,71.26
15,0,24502,Adam Scott,+1.21,70.57,71.78
16,0,27649,Brandt Snedeker,+1.20,70.02,71.22
17,0,36689,Brooks Koepka,+1.18,70.25,71.43
18,0,29725,Tony Finau,+1.10,69.86,70.96
19,0,28089,Jason Day,+1.03,70.42,71.45
20,0,25900,Lucas Glover,+.99,70.16,71.15
20,0,01810,Phil Mickelson,+.99,70.39,71.38
20,0,24361,Pat Perez,+.99,70.24,71.23
23,0,24924,Bill Haas,+.97,70.18,71.15
24,0,24138,Ian Poulter,+.96,70.07,71.03
25,0,40026,Daniel Berger,+.95,70.07,71.02
26,0,20229,Stewart Cink,+.91,70.13,71.04
27,0,29221,Webb Simpson,+.90,69.96,70.86
28,0,34098,Russell Henley,+.88,70.09,70.97
28,0,26329,Louis Oosthuizen,+.88,70.74,71.62
30,0,30110,Kyle Stanley,+.87,69.94,70.81
31,0,12716,Charley Hoffman,+.86,70.43,71.29
32,0,26476,Chez Reavie,+.84,70.00,70.84
33,0,26331,Charl Schwartzel,+.82,70.80,71.62
34,0,33204,Shane Lowry,+.80,71.08,71.88
34,0,29518,Brendan Steele,+.80,70.54,71.34
36,0,27936,Martin Laird,+.79,70.54,71.33
37,0,27129,Luke List,+.74,70.08,70.82
38,0,29478,Kevin Kisner,+.73,70.32,71.05
39,0,25686,Jason Dufner,+.72,70.41,71.13
40,0,29461,Jamie Lovemark,+.71,70.29,71.00
41,0,27436,Graham DeLaet,+.70,70.38,71.08
41,0,34360,Patrick Reed,+.70,70.62,71.32
43,0,33141,Keegan Bradley,+.69,70.26,70.95
43,0,48081,Xander Schauffele,+.69,70.10,70.79
45,0,27644,Brian Harman,+.66,70.27,70.93
46,0,24024,Zach Johnson,+.65,70.65,71.30
47,0,25396,Kevin Na,+.63,70.29,70.92
48,0,33399,Adam Hadwin,+.61,70.62,71.23
49,0,21961,Charles Howell III,+.60,70.11,70.71
50,0,34021,Bud Cauley,+.54,70.33,70.87
50,0,31323,Gary Woodland,+.54,70.48,71.02
52,0,27974,Sung Kang,+.51,70.51,71.02
52,0,25572,Graeme McDowell,+.51,70.93,71.44
54,0,32366,Kevin Chappell,+.50,71.01,71.51
55,0,27141,J.B. Holmes,+.48,71.12,71.60
56,0,28252,Seamus Power,+.47,70.06,70.53
57,0,12510,Chad Campbell,+.46,70.05,70.51
58,0,26499,Rafa Cabrera Bello,+.44,71.10,71.54
58,0,29974,Branden Grace,+.44,71.05,71.49
58,0,26596,Ryan Moore,+.44,70.87,71.31
61,0,34264,Hudson Swafford,+.43,70.53,70.96
62,0,31646,Emiliano Grillo,+.40,70.92,71.32
63,0,24358,Robert Garrigus,+.38,70.28,70.66
64,0,34409,David Lingmerth,+.37,70.89,71.26
65,0,35891,Cameron Smith,+.34,70.71,71.05
66,0,33948,Byeong Hun An,+.33,71.38,71.71
67,0,31557,Jim Herman,+.31,70.85,71.16
68,0,26300,Matt Jones,+.30,70.57,70.87
69,0,25493,Nick Taylor,+.29,70.63,70.92
70,0,32448,James Hahn,+.28,70.84,71.12
70,0,46501,Ollie Schniederjans,+.28,70.45,70.73
72,0,27214,Kevin Streelman,+.27,70.75,71.02
73,0,39975,Michael Kim,+.25,70.52,70.77
73,0,24140,Sean O'Hair,+.25,70.87,71.12
75,0,33122,Russell Knox,+.24,70.71,70.95
76,0,29926,Danny Lee,+.23,70.82,71.05
77,0,19803,Ryan Armour,+.21,70.54,70.75
77,0,32333,Kevin Tway,+.21,70.51,70.72
79,0,19846,Brian Gay,+.20,70.33,70.53
79,0,46550,Brandon Hagy,+.20,70.57,70.77
79,0,29289,S.Y. Noh,+.20,70.68,70.88
79,0,29223,Sam Saunders,+.20,70.59,70.79
79,0,27770,Camilo Villegas,+.20,70.56,70.76
84,0,27095,Nick Watney,+.19,70.70,70.89
85,0,27958,Ryan Blaum,+.18,70.50,70.68
85,0,49771,J.T. Poston,+.18,70.52,70.70
87,0,31420,Anirban Lahiri,+.17,70.67,70.84
88,0,30944,Jason Kokrak,+.16,71.13,71.29
89,0,28500,Martin Flores,+.14,70.44,70.58
89,0,37189,Harold Varner III,+.14,70.84,70.98
91,0,33413,Ben Martin,+.13,70.73,70.86
91,0,34431,Robert Streb,+.13,70.66,70.79
93,0,10809,Jim Furyk,+.12,71.20,71.32
