RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,20396,Lee Westwood,$3399954,3564954
2,0,27408,Martin Kaymer,$1762793,2356459
3,0,26329,Louis Oosthuizen,$1305593,1431426
4,0,19970,Robert Karlsson,$853170,1030920
5,0,22896,Grégory Havret,$810000,810000
6,0,26331,Charl Schwartzel,$676845,1710845
7,0,23814,Edoardo Molinari,$636518,770018
8,0,25198,Francesco Molinari,$358196,568696
9,0,10117,Bob Heintz,$355047,355047
10,0,24748,WC Liang,$245436,315436
11,0,27072,Alvaro Quiros,$232464,549764
12,0,20104,Ken Duke,$220777,220777
13,0,19958,Miguel Angel Jiménez,$213000,371250
14,0,26539,Robert Rock,$186239,186239
15,0,22792,Peter Hanson,$179075,479575
16,0,24512,Simon Dyson,$171071,304321
17,0,25349,Tim Wilkinson,$160706,160706
18,0,22986,Søren Kjeldsen,$158989,246989
19,0,20376,Stephen Gallacher,$149245,149245
20,0,30852,Ryo Ishikawa,$149180,336430
21,0,24511,Thongchai Jaidee,$98685,414185
22,0,26908,Yuta Ikeda,$98463,263713
23,0,31323,Gary Woodland,$95815,95815
24,0,29223,Sam Saunders,$95226,95226
25,0,27506,Oliver Wilson,$90722,464472
26,0,20473,Ignacio Garrido,$87840,87840
27,0,29289,S.Y. Noh,$81422,81422
28,0,24957,Simon Khan,$77646,114021
29,0,24494,Erik Compton,$77245,77245
30,0,07707,Mike Small,$69665,69665
31,0,27896,Ross Fisher,$66582,217796
32,0,26500,Alejandro Cañizares,$55956,55956
33,0,30926,Chris Kirk,$54480,54480
34,0,30004,Ross McGowan,$48722,259722
35,0,22983,Bradley Dredge,$48000,48000
35,0,23481,Marcel Siem,$48000,48000
37,0,30909,David Horsey,$46700,84450
38,0,29461,Jamie Lovemark,$45400,45400
39,0,32366,Kevin Chappell,$44000,44000
39,0,27447,John Ellis,$44000,44000
41,0,19825,Darren Clarke,$43275,43275
42,0,30110,Kyle Stanley,$43090,43090
43,0,21633,Steve Allan,$42000,42000
44,0,28258,K.T. Kim,$38102,38102
45,0,25191,Gonzalo Fernandez-Castaño,$37133,99633
46,0,06573,Brandt Jobe,$35317,35317
47,0,32698,Bobby Gates,$34722,34722
48,0,20935,Toru Taniguchi,$34720,34720
49,0,33204,Shane Lowry,$33792,33792
49,0,25734,Colm Moriarty,$33792,33792
51,0,32416,Benjamin Fox,$33540,33540
52,0,20367,Fredrik Andersson Hed,$31843,31843
53,0,20121,Todd Fischer,$31200,31200
54,0,08635,Colin Montgomerie,$30978,30978
55,0,30924,Rhys Davies,$28762,66512
56,0,23497,Tag Ridings,$28594,28594
57,0,27064,Jhonattan Vegas,$26483,26483
58,0,28486,Michael Putnam,$23850,23850
59,0,23540,Jason Allred,$23385,23385
59,0,26499,Rafa Cabrera Bello,$23385,23385
59,0,31557,Jim Herman,$23385,23385
62,0,32495,Rob Grube,$19890,19890
62,0,33399,Adam Hadwin,$19890,19890
62,0,27768,Brock Mackenzie,$19890,19890
65,0,23699,Danny Chia,$19046,19046
65,0,23984,Zane Scotland,$19046,19046
67,0,33168,Michael O'Neal,$18424,18424
68,0,21284,Hiroyuki Fujita,$18368,18368
69,0,02076,Peter Senior,$18048,18048
70,0,31114,Drew Weaver,$17366,17366
71,0,12682,Hirofumi Miyase,$17126,17126
71,0,27821,Steven Tiley,$17126,17126
73,0,19905,Andrew Coltart,$16742,16742
74,0,31141,Gareth Maybin,$16672,16672
75,0,24461,Thomas Aiken,$16358,16358
76,0,32874,Erick Justesen,$15651,15651
77,0,26525,Grégory Bourdy,$15225,54475
78,0,33464,Danny Wax,$14450,14450
79,0,25431,Rob Labritz,$14150,14150
80,0,21660,Jason Schultz,$13845,13845
81,0,24786,Jeff Burns,$13237,13237
82,0,28302,Matthew Richardson,$13023,13023
83,0,12662,Thomas Levet,$12960,12960
83,0,19985,Santiago Luna,$12960,12960
85,0,25842,Jon Mills,$12818,12818
86,0,34478,Jerry Richardson Jr.,$12725,12725
87,0,23633,Phil Schmitt,$12544,12544
88,0,25450,Ty Tryon,$12293,12293
89,0,23778,Brad Adamonis,$12060,12060
90,0,25457,Alexandre Rocha,$12040,12040
91,0,25972,Pablo Martin Benavides,$11707,11707
91,0,34257,Jason Preeo,$11707,11707
93,0,31437,Chris Rogers,$11704,11704
94,0,26497,Casey Wittenberg,$11200,11200
95,0,25398,Ryuichi Oda,$11165,11165
96,0,33140,Alex Hamilton,$10836,10836
97,0,27324,Seungsu Han,$10812,10812
98,0,32831,Aaron Goldberg,$10615,10615
99,0,29425,Andrew Svoboda,$10556,10556
100,0,33120,Mark Anderson,$10203,10203
101,0,20567,Kevin Hayashi,$9900,9900
102,0,33788,Blake Trimble,$9752,9752
103,0,28860,Daniel Barbetti,$9481,9481
103,0,23465,Peter Gustafsson,$9481,9481
103,0,32532,Manuel Villegas,$9481,9481
106,0,29222,Billy Hurley III,$8560,8560
107,0,10217,Warren Schutte,$8471,8471
108,0,33451,Matt Hill,$7305,7305
