RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,06522,Ernie Els,$5652075
2,2,30925,Dustin Johnson,$5280289
3,-1,23108,Matt Kuchar,$5180477
4,-1,10809,Jim Furyk,$4984622
5,0,23983,Luke Donald,$4630734
6,0,06527,Steve Stricker,$4485235
7,0,20396,Lee Westwood,$4239954
8,0,25364,Paul Casey,$4158908
9,0,24781,Hunter Mahan,$3947550
10,0,23541,Ben Crane,$3897000
11,3,25572,Graeme McDowell,$3869637
12,-1,01810,Phil Mickelson,$3865733
13,-1,22405,Justin Rose,$3738331
14,-1,23135,Tim Clark,$3668202
15,1,25804,Bubba Watson,$3655665
16,-1,20157,Retief Goosen,$3595803
17,0,28475,Jeff Overton,$3528856
18,0,10885,Robert Allenby,$3380497
19,2,32102,Rickie Fowler,$3362308
20,-1,23623,Bo Van Pelt,$3336258
21,-1,27770,Camilo Villegas,$3291273
22,0,28237,Rory McIlroy,$3104280
23,0,24024,Zach Johnson,$3099493
24,0,24924,Bill Haas,$3091136
25,0,23320,Ryan Palmer,$3082046
26,0,28089,Jason Day,$2990577
27,0,29718,Anthony Kim,$2907621
28,7,24138,Ian Poulter,$2884664
29,-1,27095,Nick Watney,$2769714
30,-1,27141,J.B. Holmes,$2746248
31,-1,24502,Adam Scott,$2670852
32,-1,27408,Martin Kaymer,$2636960
33,-1,26596,Ryan Moore,$2612323
34,-1,12716,Charley Hoffman,$2559646
35,-1,27936,Martin Laird,$2540928
36,0,22293,Heath Slocum,$2480187
37,1,24357,K.J. Choi,$2419712
38,-1,22046,Geoff Ogilvy,$2393045
39,0,21753,Brian Davis,$2265516
40,0,24846,Ricky Barnes,$2176445
41,0,23638,Brendon de Jonge,$2167978
42,0,25396,Kevin Na,$2093815
43,0,08793,Tiger Woods,$2090479
44,0,25345,Carl Pettersson,$2074465
45,0,20098,Stuart Appleby,$2044825
46,0,24140,Sean O'Hair,$2041540
47,0,02206,David Toms,$1948498
48,0,24507,Jason Bohn,$1941263
49,0,23788,D.J. Trahan,$1857193
50,0,23325,Vaughn Taylor,$1838861
51,3,02239,Scott Verplank,$1795690
52,-1,26331,Charl Schwartzel,$1788045
53,-1,20229,Stewart Cink,$1778636
54,-1,25198,Francesco Molinari,$1768696
55,0,21731,Freddie Jacobson,$1666252
56,0,21407,Arjun Atwal,$1659643
57,0,20160,Charlie Wi,$1646492
58,4,23621,Rory Sabbatini,$1633058
59,-1,27649,Brandt Snedeker,$1602690
60,-1,24358,Robert Garrigus,$1583275
61,-1,27214,Kevin Streelman,$1564849
62,-1,21961,Charles Howell III,$1557211
63,0,26851,Marc Leishman,$1544837
64,0,24925,Jonathan Byrd,$1534981
65,0,19846,Brian Gay,$1521663
66,0,25900,Lucas Glover,$1511275
67,0,28158,Steve Marino,$1479239
68,0,26329,Louis Oosthuizen,$1459177
69,0,20766,Padraig Harrington,$1458653
70,0,26882,Michael Sim,$1433176
71,0,23800,Bryce Molder,$1428438
