RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,22896,Grégory Havret,5.59,810000,14500000
2,0,20396,Lee Westwood,4.43,3564954,80500000
3,0,26329,Louis Oosthuizen,3.77,1431426,38000000
4,0,10809,Jim Furyk,3.26,4809620,147600000
5,0,06522,Ernie Els,3.23,4558860,141200000
6,0,06527,Steve Stricker,3.21,4190234,130500000
7,0,27408,Martin Kaymer,3.09,2356459,76300000
8,0,25364,Paul Casey,2.94,3613192,122700000
9,0,23108,Matt Kuchar,2.81,4910473,174500000
10,0,30925,Dustin Johnson,2.79,4473121,160100000
11,0,01810,Phil Mickelson,2.72,3821732,140400000
12,0,26539,Robert Rock,2.66,186239,7000000
13,0,10117,Bob Heintz,2.63,355047,13500000
14,0,23983,Luke Donald,2.62,3665233,139900000
14,0,29718,Anthony Kim,2.62,2574921,98400000
16,0,25336,Alistair Presnell,2.52,214300,8500000
17,0,22405,Justin Rose,2.50,3603330,144300000
18,0,20157,Retief Goosen,2.47,3218088,130400000
19,0,25572,Graeme McDowell,2.43,1848636,76100000
20,0,25804,Bubba Watson,2.24,3198995,142800000
21,0,28237,Rory McIlroy,2.19,2554278,116500000
22,0,23135,Tim Clark,2.18,3530000,161600000
23,0,27770,Camilo Villegas,2.15,3035522,141000000
24,0,21407,Arjun Atwal,2.09,1507142,72100000
24,0,24781,Hunter Mahan,2.09,3574547,170800000
24,0,26331,Charl Schwartzel,2.09,1710844,81900000
27,0,28475,Jeff Overton,2.07,3456355,167000000
28,0,10885,Robert Allenby,2.02,2974996,147300000
29,0,24138,Ian Poulter,1.89,2079663,110200000
30,0,28089,Jason Day,1.86,2904324,156200000
30,0,23623,Bo Van Pelt,1.86,3336257,179200000
32,0,24924,Bill Haas,1.83,2905135,158400000
33,0,12716,Charley Hoffman,1.77,2559643,145000000
34,0,22046,Geoff Ogilvy,1.76,2393044,136000000
34,0,23320,Ryan Palmer,1.76,2985295,169200000
36,0,24024,Zach Johnson,1.74,2916992,167500000
36,0,24502,Adam Scott,1.74,2489400,142900000
38,0,23541,Ben Crane,1.71,2841498,165900000
39,0,01928,Corey Pavin,1.69,839193,49700000
40,0,32102,Rickie Fowler,1.64,2857106,173700000
41,0,27095,Nick Watney,1.54,2536711,164600000
42,0,24357,K.J. Choi,1.52,2199960,144600000
43,0,22293,Heath Slocum,1.50,2387682,159100000
44,0,26596,Ryan Moore,1.47,2374823,161700000
45,0,08793,Tiger Woods,1.46,1294763,88700000
46,0,27141,J.B. Holmes,1.43,2386246,166700000
47,0,24358,Robert Garrigus,1.41,1583274,112100000
48,0,30926,Chris Kirk,1.36,54480,4000000
49,0,27936,Martin Laird,1.28,2137926,166500000
50,0,19970,Robert Karlsson,1.27,1030919,81200000
51,0,23814,Edoardo Molinari,1.26,770017,61000000
52,0,20473,Ignacio Garrido,1.25,87839,7000000
53,0,24507,Jason Bohn,1.24,1904760,154000000
54,0,23325,Vaughn Taylor,1.21,1838859,152400000
55,0,25396,Kevin Na,1.18,2021812,171000000
56,0,25345,Carl Pettersson,1.17,1934462,165500000
57,0,23638,Brendon de Jonge,1.16,2167976,186200000
57,0,21731,Freddie Jacobson,1.16,1666252,144200000
59,0,24748,WC Liang,1.15,315435,27500000
60,0,24140,Sean O'Hair,1.12,1859039,166500000
61,0,20766,Padraig Harrington,1.09,1381451,127000000
62,0,02239,Scott Verplank,1.08,1653189,152500000
63,0,20098,Stuart Appleby,1.06,1965824,184700000
64,0,24846,Ricky Barnes,1.04,1835192,176600000
64,0,24925,Jonathan Byrd,1.04,1534978,146900000
64,0,20121,Todd Fischer,1.04,31200,3000000
64,0,26882,Michael Sim,1.04,1338925,128500000
68,0,20376,Stephen Gallacher,1.03,149244,14500000
69,0,23788,D.J. Trahan,1.01,1619690,160800000
70,0,20229,Stewart Cink,1.00,1573634,157500000
70,0,02206,David Toms,1.00,1590996,159000000
72,0,25900,Lucas Glover,.99,1511272,152800000
73,0,27649,Brandt Snedeker,.98,1602687,163500000
74,0,28158,Steve Marino,.97,1479238,153200000
74,0,20160,Charlie Wi,.97,1568490,161800000
76,0,12602,Dean Wilson,.96,832639,87000000
77,0,23621,Rory Sabbatini,.95,1546807,162900000
78,0,20848,Ángel Cabrera,.94,1266438,134600000
78,0,01226,Fred Couples,.94,397406,42400000
80,0,21961,Charles Howell III,.93,1482208,159100000
81,0,20104,Ken Duke,.92,220777,24000000
82,0,23800,Bryce Molder,.91,1428436,157500000
83,0,22792,Peter Hanson,.90,479574,53500000
83,0,26851,Marc Leishman,.90,1488835,165300000
85,0,27214,Kevin Streelman,.89,1472347,165700000
85,0,24663,Y.E. Yang,.89,1301724,146800000
87,0,27447,John Ellis,.88,44000,5000000
87,0,21209,Sergio Garcia,.88,936844,105900000
87,0,25198,Francesco Molinari,.88,568696,64500000
90,0,21753,Brian Davis,.87,1640514,189500000
90,0,06515,Shaun Micheel,.87,1025499,117300000
92,0,01797,Rocco Mediate,.84,1138065,135800000
93,0,12652,Cameron Beckman,.83,1158484,140400000
93,0,01706,Davis Love III,.83,1214471,147100000
95,0,06621,Joe Durant,.81,788754,96800000
95,0,19846,Brian Gay,.81,1521660,188600000
95,0,06567,Vijay Singh,.81,1334259,164700000
98,0,01313,Steve Elkington,.79,955081,120400000
98,0,30946,Alex Prugh,.79,1272604,161200000
100,0,27072,Alvaro Quiros,.78,549764,70500000
101,0,22913,John Rollins,.77,1182735,153400000
101,0,25562,Andres Romero,.77,979168,127100000
101,0,08375,Paul Stankowski,.77,666589,86900000
104,0,08725,Tom Gillis,.76,1166144,152600000
104,0,26300,Matt Jones,.76,1215740,160600000
104,0,20127,Chris Riley,.76,1001580,132000000
104,0,27064,Jhonattan Vegas,.76,26483,3500000
108,0,06197,Michael Allen,.75,726629,96500000
109,0,06643,Paul Goydos,.73,1121249,152900000
110,0,25686,Jason Dufner,.71,1121693,159100000
110,0,01945,Kenny Perry,.71,968810,136600000
112,0,27466,Spencer Levin,.70,1199669,171800000
113,0,22983,Bradley Dredge,.69,47999,7000000
113,0,20645,John Senden,.69,1274054,184100000
113,0,23481,Marcel Siem,.69,47999,7000000
116,0,09011,David Duval,.68,919583,134400000
116,0,23548,Bill Lunde,.68,1075873,158100000
116,0,21528,Henrik Stenson,.68,683069,100400000
116,0,02256,Tom Watson,.68,149371,22000000
120,0,24511,Thongchai Jaidee,.67,414185,62000000
120,0,19958,Miguel Angel Jiménez,.67,371249,55000000
122,0,28087,Kris Blanks,.66,1109176,167000000
122,0,23353,J.J. Henry,.66,1035685,157000000
122,0,08075,Jerry Kelly,.66,1136896,171400000
122,0,27506,Oliver Wilson,.66,464471,70100000
126,0,29910,Blake Adams,.65,963591,148300000
126,0,11123,Chris Couch,.65,888145,137600000
126,0,27436,Graham DeLaet,.65,954009,147600000
126,0,01677,Tom Lehman,.65,356784,54600000
126,0,28620,Aron Price,.65,713735,110500000
126,0,20436,Garrett Willis,.65,871761,133300000
132,0,06004,Stephen Ames,.64,916526,143600000
132,0,23673,Michael Connell,.64,846458,131400000
132,0,21350,Ryuji Imada,.64,1028867,161500000
135,0,27963,Chris Stroud,.63,942081,149300000
136,0,20593,Greg Chalmers,.61,989413,161100000
136,0,23322,Brett Wetterich,.61,510671,83100000
138,0,08537,J.P. Hayes,.60,862521,143100000
138,0,27797,Derek Lamely,.60,972959,163200000
138,0,24361,Pat Perez,.60,947585,159100000
138,0,26679,Kevin Stadler,.60,931720,155600000
142,0,10860,Justin Leonard,.59,1026442,173600000
142,0,27330,Josh Teater,.59,1005321,170200000
142,0,25632,Jimmy Walker,.59,937985,160000000
145,0,22371,Aaron Baddeley,.58,879314,152200000
145,0,12510,Chad Campbell,.58,971150,168100000
145,0,22348,Nick O'Hern,.58,398631,69000000
148,0,20472,Alex Cejka,.57,904252,157800000
148,0,01941,Tom Pernice Jr.,.57,662728,116500000
148,0,25240,D.A. Points,.57,975433,170900000
151,0,06595,Kevin Sutherland,.56,818679,146800000
152,0,25720,Chad Collins,.55,815959,148100000
152,0,30004,Ross McGowan,.55,259722,47500000
152,0,29221,Webb Simpson,.55,972960,177700000
152,0,26287,Roland Thatcher,.55,796155,144800000
152,0,26289,Boo Weekley,.55,872726,158100000
157,0,22621,Ben Curtis,.54,812135,150000000
157,0,06573,Brandt Jobe,.54,35316,6500000
157,0,01948,Tim Petrovic,.54,1028958,189500000
157,0,23349,Charles Warren,.54,574613,106600000
161,0,26500,Alejandro Cañizares,.53,55955,10600000
161,0,30909,David Horsey,.53,84450,16000000
161,0,01724,Jeff Maggert,.53,801578,152400000
164,0,24083,Marcus Fraser,.52,44000,8500000
164,0,02214,Kirk Triplett,.52,258872,50000000
164,0,21878,Mark Wilson,.52,789679,151700000
167,0,26951,Johnson Wagner,.51,753802,146700000
168,0,24512,Simon Dyson,.50,304320,60800000
168,0,20669,James Kingston,.50,42250,8500000
170,0,32640,Troy Merritt,.49,786975,159100000
170,0,23497,Tag Ridings,.49,28594,5800000
172,0,20498,Briny Baird,.48,753575,155600000
172,0,20070,Matt Bettencourt,.48,855899,178500000
172,0,01320,Bob Estes,.48,701158,147100000
172,0,28307,Matt Every,.48,456846,95600000
172,0,30852,Ryo Ishikawa,.48,336429,70500000
172,0,25734,Colm Moriarty,.48,33791,7000000
172,0,22400,Hennie Otto,.48,40750,8500000
179,0,22986,Søren Kjeldsen,.47,246988,52300000
179,0,26881,Jarrod Lyle,.47,422759,90600000
179,0,01766,Billy Mayfair,.47,642230,135600000
179,0,22056,Cameron Percy,.47,620261,131200000
179,0,12714,Chris Tidland,.47,588289,124500000
184,0,07867,Woody Austin,.46,727351,158000000
184,0,26420,Richard Johnson,.46,678514,146900000
184,0,24912,Will MacKenzie,.46,557503,121600000
187,0,28486,Michael Putnam,.45,23850,5300000
188,0,27120,Troy Matteson,.44,736058,167200000
188,0,25818,Scott Piercy,.44,676431,155400000
188,0,10423,Mike Weir,.44,559092,128200000
191,0,25191,Gonzalo Fernandez-Castaño,.43,99633,23000000
191,0,10733,Kent Jones,.43,188746,43500000
191,0,27060,John Mallinger,.43,684685,159100000
194,0,23718,Nathan Green,.42,636179,151500000
194,0,20596,Michael Jonzon,.42,35875,8500000
194,0,24490,George McNeill,.42,664852,159800000
194,0,20686,Jeev Milkha Singh,.42,420244,99500000
198,0,01577,Lee Janzen,.41,603195,146300000
198,0,10585,Scott McCarron,.41,642540,158400000
198,0,20213,Katsumasa Miyamoto,.41,63500,15500000
201,0,21633,Steve Allan,.40,42000,10500000
202,0,19824,Craig Barlow,.39,184621,47100000
202,0,32366,Kevin Chappell,.39,44000,11200000
202,0,32495,Rob Grube,.39,19890,5100000
202,0,33399,Adam Hadwin,.39,19890,5100000
202,0,27768,Brock Mackenzie,.39,19890,5100000
202,0,25190,Jeff Quinney,.39,605863,156300000
208,0,27933,John Merrick,.38,658812,172200000
208,0,27349,Alex Noren,.38,92250,24000000
208,0,21949,Joe Ogilvie,.38,641795,169600000
211,0,20433,Mark Hensby,.37,228383,61800000
211,0,22378,Trevor Immelman,.37,422169,113500000
211,0,24957,Simon Khan,.37,114021,30500000
211,0,26695,Michael Letzig,.37,563727,152300000
211,0,31560,Brian Stuard,.37,536496,144900000
216,0,27324,Seungsu Han,.36,10812,3000000
216,0,19985,Santiago Luna,.36,12960,3600000
218,0,26525,Grégory Bourdy,.34,54475,16000000
218,0,23409,James Driscoll,.34,500622,145400000
218,0,20859,Anders Hansen,.34,151000,45000000
218,0,01619,Skip Kendall,.34,304438,90600000
218,0,28780,Nicholas Thompson,.34,546474,158400000
223,0,26908,Yuta Ikeda,.33,263713,79100000
223,0,26301,James Nitties,.33,525032,160900000
223,0,10425,Jay Williamson,.33,404496,123300000
226,0,06251,Chris DiMarco,.32,409203,127400000
226,0,07457,Steve Flesch,.32,440373,138400000
