RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01945,Kenny Perry,9.22,20,217
2,0,06621,Joe Durant,9.96,23,231
3,0,22293,Heath Slocum,10.06,33,328
4,0,20160,Charlie Wi,10.74,35,326
5,0,20593,Greg Chalmers,10.87,35,322
6,0,08385,Omar Uresti,10.90,23,211
7,0,10585,Scott McCarron,11.26,33,293
8,0,12510,Chad Campbell,11.39,36,316
9,0,01313,Steve Elkington,11.65,29,249
10,0,06004,Stephen Ames,11.69,29,248
11,0,32102,Rickie Fowler,11.78,41,348
12,0,23983,Luke Donald,11.79,27,229
13,0,20645,John Senden,12.03,42,349
14,0,06515,Shaun Micheel,12.17,28,230
15,0,30946,Alex Prugh,12.54,40,319
16,0,23135,Tim Clark,12.59,36,286
17,0,20157,Retief Goosen,12.60,32,254
18,0,06251,Chris DiMarco,12.63,36,285
19,0,06527,Steve Stricker,12.69,34,268
20,0,01948,Tim Petrovic,12.72,44,346
21,0,25900,Lucas Glover,12.96,35,270
22,0,19846,Brian Gay,13.00,42,323
23,0,01619,Skip Kendall,13.04,24,184
24,0,26420,Richard Johnson,13.07,37,283
25,0,27649,Brandt Snedeker,13.21,44,333
26,0,06595,Kevin Sutherland,13.22,39,295
27,0,26289,Boo Weekley,13.26,37,279
28,0,01797,Rocco Mediate,13.30,29,218
29,0,24781,Hunter Mahan,13.31,39,293
30,0,23673,Michael Connell,13.36,41,307
31,0,24846,Ricky Barnes,13.41,48,358
32,0,28158,Steve Marino,13.42,40,298
33,0,23108,Matt Kuchar,13.59,50,368
34,0,01724,Jeff Maggert,13.60,34,250
35,0,25720,Chad Collins,13.61,40,294
36,0,26882,Michael Sim,13.62,29,213
37,0,08375,Paul Stankowski,13.69,33,241
38,0,23325,Vaughn Taylor,13.78,43,312
39,0,20127,Chris Riley,13.81,33,239
40,0,24663,Y.E. Yang,13.93,34,244
41,0,24361,Pat Perez,13.95,47,337
42,0,25892,Steve Wheatcroft,14.11,35,248
43,0,23409,James Driscoll,14.18,38,268
43,0,27466,Spencer Levin,14.18,56,395
45,0,26951,Johnson Wagner,14.19,42,296
46,0,27060,John Mallinger,14.34,37,258
47,0,22371,Aaron Baddeley,14.37,50,348
48,0,20766,Padraig Harrington,14.44,26,180
49,0,20686,Jeev Milkha Singh,14.45,25,173
50,0,20472,Alex Cejka,14.62,38,260
51,0,26596,Ryan Moore,14.64,41,280
52,0,27141,J.B. Holmes,14.67,54,368
53,0,21753,Brian Davis,14.69,47,320
54,0,21731,Freddie Jacobson,14.74,42,285
55,0,23541,Ben Crane,14.75,45,305
55,0,12602,Dean Wilson,14.75,27,183
57,0,12716,Charley Hoffman,14.77,48,325
57,0,21961,Charles Howell III,14.77,52,352
57,0,28475,Jeff Overton,14.77,48,325
60,0,28087,Kris Blanks,14.78,43,291
60,0,27936,Martin Laird,14.78,47,318
62,0,24924,Bill Haas,14.79,46,311
63,0,23349,Charles Warren,14.83,35,236
64,0,20691,Greg Owen,14.86,33,222
65,0,25345,Carl Pettersson,14.87,51,343
66,0,12782,Tim Herron,14.90,38,255
67,0,01810,Phil Mickelson,14.92,44,295
68,0,23322,Brett Wetterich,14.97,28,187
69,0,27095,Nick Watney,14.99,52,347
70,0,26300,Matt Jones,15.00,48,320
71,0,01320,Bob Estes,15.02,38,253
72,0,24357,K.J. Choi,15.03,43,286
73,0,25364,Paul Casey,15.07,33,219
74,0,20663,Brenden Pappas,15.09,32,212
75,0,31560,Brian Stuard,15.15,40,264
76,0,27436,Graham DeLaet,15.17,49,323
77,0,22046,Geoff Ogilvy,15.18,34,224
78,0,20498,Briny Baird,15.27,42,275
79,0,22405,Justin Rose,15.28,44,288
80,0,20436,Garrett Willis,15.33,44,287
81,0,10423,Mike Weir,15.34,27,176
82,0,22621,Ben Curtis,15.35,35,228
83,0,23623,Bo Van Pelt,15.36,59,384
84,0,23638,Brendon de Jonge,15.42,64,415
85,0,27214,Kevin Streelman,15.54,53,341
86,0,01941,Tom Pernice Jr.,15.57,38,244
87,0,23788,D.J. Trahan,15.61,54,346
88,0,29910,Blake Adams,15.66,44,281
89,0,24925,Jonathan Byrd,15.67,47,300
89,0,25240,D.A. Points,15.67,47,300
91,0,10885,Robert Allenby,15.69,43,274
92,0,22913,John Rollins,15.70,46,293
93,0,08075,Jerry Kelly,15.71,52,331
94,0,22946,Henrik Bjornstad,15.87,40,252
94,0,25818,Scott Piercy,15.87,53,334
96,0,21350,Ryuji Imada,15.89,48,302
