RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,01235,Ben Crenshaw,1.51,19,1260
2,0,01876,Greg Norman,1.54,15,972
3,0,01837,Gil Morgan,1.57,24,1530
4,0,01823,Larry Mize,1.61,22,1368
5,0,02099,Scott Simpson,1.85,26,1404
6,0,02159,Curtis Strange,1.90,27,1422
7,0,01219,John Cook,1.98,30,1512
8,0,01042,Paul Azinger,2.01,29,1440
9,0,02322,Richard Zokol,2.13,28,1314
10,0,01475,Donnie Hammond,2.14,32,1494
11,0,01331,Rick Fehr,2.18,38,1746
12,0,01559,Hale Irwin,2.24,27,1206
13,0,01329,Brad Faxon,2.25,34,1512
13,0,02146,Payne Stewart,2.25,38,1692
15,0,01553,John Huston,2.30,46,1998
15,0,01677,Tom Lehman,2.30,39,1692
17,0,01096,Phil Blackmar,2.31,37,1602
18,0,01968,Nick Price,2.33,29,1242
19,0,01098,Jay Don Blake,2.35,33,1404
20,0,02010,Loren Roberts,2.40,41,1710
21,0,01928,Corey Pavin,2.44,40,1638
22,0,01701,Bob Lohr,2.45,37,1512
23,0,01569,Peter Jacobsen,2.46,35,1422
24,0,02267,D.A. Weibring,2.48,33,1332
25,0,01736,Roger Maltbie,2.49,26,1044
26,0,02067,Ted Schulz,2.51,43,1710
27,0,01707,Steve Lowery,2.52,49,1944
27,0,02104,Jeff Sluman,2.52,44,1746
29,0,01006,John Adams,2.54,42,1656
29,0,01203,Russ Cochran,2.54,43,1692
31,0,01197,Bobby Clampett,2.57,25,972
31,0,02223,Bob Tway,2.57,31,1206
33,0,01557,John Inman,2.58,45,1746
33,0,01706,Davis Love III,2.58,46,1782
33,0,02101,Joey Sindelar,2.58,33,1278
36,0,01129,Bill Britton,2.59,41,1584
37,0,02298,Jim Woodward,2.61,24,918
38,0,01361,Dan Forsman,2.62,41,1566
38,0,01849,Bill Murchison,2.62,25,954
40,0,02185,Lance Ten Broeck,2.63,46,1746
41,0,01196,Brian Claar,2.65,51,1926
41,0,01313,Steve Elkington,2.65,42,1584
43,0,01920,Craig Parry,2.66,35,1314
44,0,01443,Hubert Green,2.67,26,972
45,0,01248,Rick Dalpos,2.70,34,1260
46,0,06090,Jim McGovern,2.71,57,2106
47,0,01226,Fred Couples,2.74,35,1278
47,0,02131,Mike Springer,2.74,40,1458
49,0,01457,Jay Haas,2.75,55,1998
50,0,01072,Chip Beck,2.78,44,1584
50,0,02111,Mike Smith,2.78,45,1620
