RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,22405,Justin Rose,73.91,17,23
2,0,34265,Will Wilcox,72.73,8,11
3,0,29926,Danny Lee,71.05,27,38
4,0,23541,Ben Crane,69.57,16,23
5,0,23108,Matt Kuchar,66.67,24,36
5,0,28486,Michael Putnam,66.67,12,18
7,0,27963,Chris Stroud,65.38,17,26
8,0,24925,Jonathan Byrd,65.00,13,20
9,0,34431,Robert Streb,63.83,30,47
10,0,34262,Jon Curran,63.33,19,30
11,0,01810,Phil Mickelson,63.16,24,38
11,0,25804,Bubba Watson,63.16,12,19
13,0,20766,Padraig Harrington,62.96,17,27
14,0,32200,Roberto Castro,62.50,10,16
14,0,34046,Jordan Spieth,62.50,15,24
16,0,23548,Bill Lunde,61.54,8,13
17,0,34130,Sung Joon Park,61.29,19,31
17,0,29221,Webb Simpson,61.29,19,31
17,0,25632,Jimmy Walker,61.29,19,31
20,0,26596,Ryan Moore,61.11,11,18
21,0,30711,Colt Knost,60.71,17,28
22,0,31202,William McGirt,60.61,20,33
23,0,30736,Oscar Fraustro,60.00,9,15
23,0,34563,Chesson Hadley,60.00,30,50
23,0,02206,David Toms,60.00,15,25
23,0,33419,Cameron Tringale,60.00,18,30
23,0,21878,Mark Wilson,60.00,21,35
28,0,31557,Jim Herman,59.38,19,32
28,0,35451,Scott Pinckney,59.38,19,32
30,0,28089,Jason Day,59.26,16,27
31,0,34261,Scott Langley,59.09,13,22
32,0,40058,Zac Blair,58.54,24,41
33,0,25274,Steven Bowditch,57.58,19,33
34,0,25396,Kevin Na,57.50,23,40
35,0,27649,Brandt Snedeker,57.14,20,35
36,0,23638,Brendon de Jonge,56.76,21,37
37,0,12510,Chad Campbell,56.67,17,30
37,0,23983,Luke Donald,56.67,17,30
39,0,25720,Chad Collins,56.00,14,25
39,0,27436,Graham DeLaet,56.00,14,25
41,0,36689,Brooks Koepka,55.56,15,27
41,0,28132,Tyrone Van Aswegen,55.56,10,18
41,0,20396,Lee Westwood,55.56,10,18
44,0,24490,George McNeill,55.26,21,38
45,0,30927,Brendon Todd,55.17,16,29
46,0,22371,Aaron Baddeley,54.55,18,33
46,0,36801,Mark Hubbard,54.55,12,22
48,0,35539,Luke Guthrie,54.17,13,24
49,0,20472,Alex Cejka,53.85,14,26
49,0,29420,Billy Horschel,53.85,14,26
49,0,24024,Zach Johnson,53.85,21,39
52,0,28259,Sangmoon Bae,53.66,22,41
52,0,21753,Brian Davis,53.66,22,41
54,0,29476,Kyle Reifers,53.49,23,43
55,0,06567,Vijay Singh,53.33,16,30
56,0,34360,Patrick Reed,53.13,17,32
57,0,24781,Hunter Mahan,52.78,19,36
57,0,33667,Carlos Ortiz,52.78,19,36
59,0,26476,Chez Reavie,52.63,10,19
60,0,25198,Francesco Molinari,52.38,11,21
61,0,29289,S.Y. Noh,52.17,12,23
62,0,28307,Matt Every,52.00,13,25
63,0,28500,Martin Flores,51.72,15,29
63,0,30692,Scott Stallings,51.72,15,29
65,0,34256,Andrew Putnam,51.61,16,31
66,0,25345,Carl Pettersson,51.52,17,33
67,0,40026,Daniel Berger,51.43,18,35
68,0,32150,Michael Thompson,51.28,20,39
68,0,25892,Steve Wheatcroft,51.28,20,39
70,0,24494,Erik Compton,50.00,16,32
70,0,22892,Jason Gore,50.00,8,16
70,0,24924,Bill Haas,50.00,15,30
70,0,32448,James Hahn,50.00,14,28
70,0,33461,Morgan Hoffmann,50.00,13,26
70,0,30926,Chris Kirk,50.00,16,32
70,0,34409,David Lingmerth,50.00,17,34
70,0,23320,Ryan Palmer,50.00,13,26
70,0,25240,D.A. Points,50.00,11,22
70,0,31193,Jim Renner,50.00,11,22
70,0,28023,Byron Smith,50.00,3,6
70,0,25493,Nick Taylor,50.00,15,30
82,0,27214,Kevin Streelman,48.65,18,37
83,0,33448,Justin Thomas,48.57,17,35
84,0,29518,Brendan Steele,48.39,15,31
85,0,37273,Derek Ernst,48.28,14,29
86,0,27095,Nick Watney,48.15,13,27
86,0,31323,Gary Woodland,48.15,13,27
88,0,24502,Adam Scott,47.37,9,19
89,0,31416,Derek Fathauer,47.22,17,36
90,0,30944,Jason Kokrak,47.06,16,34
90,0,29223,Sam Saunders,47.06,8,17
90,0,21528,Henrik Stenson,47.06,8,17
93,0,20104,Ken Duke,46.88,15,32
93,0,24138,Ian Poulter,46.88,15,32
95,0,23048,Eric Axley,46.67,7,15
96,0,12716,Charley Hoffman,46.51,20,43
97,0,10860,Justin Leonard,46.15,12,26
97,0,33413,Ben Martin,46.15,12,26
97,0,32839,Hideki Matsuyama,46.15,12,26
97,0,20645,John Senden,46.15,12,26
101,0,25191,Gonzalo Fernandez-Castaño,45.71,16,35
102,0,20771,Steven Alker,45.45,10,22
102,0,34174,John Huh,45.45,20,44
102,0,32640,Troy Merritt,45.45,15,33
102,0,27064,Jhonattan Vegas,45.45,10,22
106,0,24507,Jason Bohn,45.16,14,31
107,0,20229,Stewart Cink,45.00,9,20
108,0,27770,Camilo Villegas,44.74,17,38
109,0,26851,Marc Leishman,44.44,12,27
109,0,34358,Jonathan Randolph,44.44,12,27
111,0,34098,Russell Henley,44.12,15,34
111,0,23621,Rory Sabbatini,44.12,15,34
113,0,23800,Bryce Molder,43.75,14,32
113,0,35541,John Peterson,43.75,14,32
113,0,30946,Alex Prugh,43.75,14,32
113,0,25349,Tim Wilkinson,43.75,14,32
117,0,33141,Keegan Bradley,43.48,10,23
117,0,25900,Lucas Glover,43.48,10,23
119,0,24846,Ricky Barnes,43.33,13,30
119,0,32102,Rickie Fowler,43.33,13,30
119,0,26300,Matt Jones,43.33,13,30
119,0,08075,Jerry Kelly,43.33,13,30
119,0,28780,Nicholas Thompson,43.33,13,30
124,0,29478,Kevin Kisner,42.86,15,35
125,0,22056,Cameron Percy,42.31,11,26
126,0,24357,K.J. Choi,42.11,8,19
126,0,25369,Jamie Donaldson,42.11,8,19
128,0,26329,Louis Oosthuizen,41.67,10,24
128,0,20691,Greg Owen,41.67,5,12
130,0,29720,Andres Gonzales,41.18,14,34
130,0,22046,Geoff Ogilvy,41.18,7,17
130,0,33418,Shawn Stefani,41.18,14,34
133,0,28679,Fabián Gómez,40.91,9,22
133,0,23353,J.J. Henry,40.91,9,22
133,0,26289,Boo Weekley,40.91,9,22
136,0,32366,Kevin Chappell,40.74,11,27
136,0,20157,Retief Goosen,40.74,11,27
136,0,31560,Brian Stuard,40.74,11,27
139,0,25364,Paul Casey,40.00,8,20
139,0,25686,Jason Dufner,40.00,10,25
139,0,06522,Ernie Els,40.00,8,20
139,0,34099,Harris English,40.00,16,40
139,0,29535,Brice Garnett,40.00,14,35
139,0,27141,J.B. Holmes,40.00,12,30
139,0,27933,John Merrick,40.00,8,20
139,0,25818,Scott Piercy,40.00,16,40
147,0,21961,Charles Howell III,39.39,13,33
148,0,29479,Scott Brown,39.29,11,28
148,0,24361,Pat Perez,39.29,11,28
150,0,37454,Whee Kim,38.89,7,18
151,0,36699,Patrick Rodgers,38.46,5,13
151,0,33486,Roger Sloan,38.46,5,13
151,0,23623,Bo Van Pelt,38.46,10,26
154,0,32334,Charlie Beljan,38.10,8,21
154,0,20593,Greg Chalmers,38.10,8,21
154,0,27466,Spencer Levin,38.10,16,42
157,0,27644,Brian Harman,37.93,11,29
158,0,25834,Daniel Summerhays,37.78,17,45
159,0,24358,Robert Garrigus,37.50,6,16
160,0,33122,Russell Knox,37.14,13,35
161,0,27936,Martin Laird,36.67,11,30
162,0,26331,Charl Schwartzel,36.36,8,22
163,0,30925,Dustin Johnson,35.48,11,31
164,0,27895,Jonas Blixt,35.00,7,20
165,0,10809,Jim Furyk,34.78,8,23
166,0,25562,Andres Romero,34.62,9,26
167,0,29725,Tony Finau,34.48,10,29
167,0,30852,Ryo Ishikawa,34.48,10,29
169,0,33399,Adam Hadwin,34.15,14,41
170,0,39977,Max Homa,33.33,8,24
170,0,22293,Heath Slocum,33.33,6,18
172,0,28475,Jeff Overton,32.43,12,37
173,0,35532,Tom Hoge,32.26,10,31
174,0,34264,Hudson Swafford,32.14,9,28
175,0,29425,Andrew Svoboda,31.82,7,22
176,0,21209,Sergio Garcia,31.58,6,19
176,0,01706,Davis Love III,31.58,6,19
178,0,35545,Blayne Barber,30.77,8,26
179,0,26758,David Hearn,30.56,11,36
180,0,20848,Ángel Cabrera,30.43,7,23
181,0,26951,Johnson Wagner,30.00,6,20
182,0,24140,Sean O'Hair,29.27,12,41
183,0,29222,Billy Hurley III,28.57,6,21
184,0,10885,Robert Allenby,20.00,3,15
