RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,25396,Kevin Na,63.19,91,144,+37.00
2,0,34130,Sung Joon Park,63.08,82,130,+35.00
2,0,34265,Will Wilcox,63.08,41,65,+13.00
4,0,02206,David Toms,63.04,58,92,+20.00
5,0,25720,Chad Collins,62.81,76,121,+18.00
6,0,30927,Brendon Todd,61.90,91,147,+42.00
7,0,29926,Danny Lee,61.54,104,169,+47.00
8,0,23108,Matt Kuchar,61.49,91,148,+35.00
9,0,23983,Luke Donald,61.17,63,103,+31.00
10,0,28089,Jason Day,61.11,66,108,+11.00
11,0,26329,Louis Oosthuizen,60.82,59,97,+7.00
12,0,22405,Justin Rose,60.75,65,107,+23.00
13,0,30926,Chris Kirk,60.47,78,129,+35.00
14,0,22293,Heath Slocum,60.44,55,91,+20.00
15,0,40058,Zac Blair,60.39,93,154,+36.00
16,0,20766,Padraig Harrington,59.79,58,97,+27.00
17,0,24925,Jonathan Byrd,59.60,59,99,+19.00
18,0,25274,Steven Bowditch,59.39,98,165,+39.00
19,0,29221,Webb Simpson,59.20,74,125,+21.00
20,0,22371,Aaron Baddeley,59.13,68,115,+37.00
21,0,27649,Brandt Snedeker,59.04,98,166,+39.00
21,0,20396,Lee Westwood,59.04,49,83,+24.00
23,0,25369,Jamie Donaldson,58.97,46,78,+26.00
24,0,34046,Jordan Spieth,58.14,75,129,+23.00
25,0,34261,Scott Langley,57.94,73,126,+42.00
26,0,24357,K.J. Choi,57.29,55,96,+20.00
27,0,34262,Jon Curran,57.14,72,126,+43.00
28,0,23548,Bill Lunde,56.90,33,58,+11.00
29,0,27895,Jonas Blixt,56.64,64,113,+36.00
29,0,29223,Sam Saunders,56.64,81,143,+40.00
31,0,28486,Michael Putnam,56.56,69,122,+30.00
32,0,24024,Zach Johnson,56.25,81,144,+46.00
33,0,26596,Ryan Moore,55.86,62,111,+44.00
34,0,32102,Rickie Fowler,55.83,67,120,+38.00
35,0,27644,Brian Harman,55.80,77,138,+45.00
36,0,29476,Kyle Reifers,55.63,89,160,+41.00
37,0,32448,James Hahn,55.47,71,128,+48.00
38,0,23621,Rory Sabbatini,55.45,61,110,+41.00
39,0,30711,Colt Knost,55.34,57,103,+33.00
40,0,33667,Carlos Ortiz,55.19,85,154,+31.00
41,0,32200,Roberto Castro,54.88,45,82,+19.00
42,0,27963,Chris Stroud,54.84,68,124,+31.00
43,0,21878,Mark Wilson,54.63,59,108,+32.00
44,0,29479,Scott Brown,54.20,71,131,+44.00
45,0,24781,Hunter Mahan,54.19,84,155,+44.00
46,0,21753,Brian Davis,54.14,85,157,+60.00
47,0,26300,Matt Jones,54.04,87,161,+37.00
48,0,12510,Chad Campbell,53.91,62,115,+27.00
49,0,28132,Tyrone Van Aswegen,53.85,35,65,+20.00
50,0,36801,Mark Hubbard,53.78,64,119,+39.00
51,0,36689,Brooks Koepka,53.68,73,136,+31.00
51,0,24490,George McNeill,53.68,73,136,+37.00
53,0,23048,Eric Axley,53.54,53,99,+48.00
54,0,25240,D.A. Points,53.49,46,86,+33.00
55,0,33419,Cameron Tringale,53.47,77,144,+44.00
56,0,31202,William McGirt,53.42,78,146,+42.00
56,0,25632,Jimmy Walker,53.42,86,161,+57.00
58,0,40026,Daniel Berger,53.38,71,133,+27.00
59,0,01810,Phil Mickelson,53.29,81,152,+48.00
60,0,20229,Stewart Cink,53.26,49,92,+43.00
61,0,34409,David Lingmerth,53.24,74,139,+53.00
62,0,24361,Pat Perez,52.86,74,140,+40.00
63,0,25349,Tim Wilkinson,52.71,68,129,+42.00
64,0,23541,Ben Crane,52.63,50,95,+44.00
65,0,24138,Ian Poulter,52.54,62,118,+43.00
66,0,34431,Robert Streb,52.53,83,158,+42.00
67,0,24924,Bill Haas,52.50,63,120,+38.00
68,0,34358,Jonathan Randolph,52.29,57,109,+27.00
69,0,28307,Matt Every,52.27,69,132,+50.00
70,0,34360,Patrick Reed,52.24,70,134,+49.00
71,0,23800,Bryce Molder,52.03,64,123,+52.00
72,0,28259,Sangmoon Bae,52.00,91,175,+66.00
73,0,27936,Martin Laird,51.82,57,110,+36.00
73,0,34256,Andrew Putnam,51.82,57,110,+38.00
75,0,24140,Sean O'Hair,51.77,73,141,+43.00
75,0,25892,Steve Wheatcroft,51.77,73,141,+49.00
