RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,28089,Jason Day,72.41,42,58
2,0,30926,Chris Kirk,69.41,59,85
3,0,28132,Tyrone Van Aswegen,68.00,34,50
4,0,23108,Matt Kuchar,67.82,59,87
5,0,25720,Chad Collins,66.28,57,86
6,0,23983,Luke Donald,65.71,46,70
6,0,34265,Will Wilcox,65.71,23,35
8,0,26329,Louis Oosthuizen,65.38,34,52
9,0,40058,Zac Blair,64.96,76,117
10,0,22405,Justin Rose,64.91,37,57
11,0,02206,David Toms,64.47,49,76
12,0,29221,Webb Simpson,64.38,47,73
13,0,34130,Sung Joon Park,64.36,65,101
14,0,25274,Steven Bowditch,64.22,70,109
14,0,27649,Brandt Snedeker,64.22,70,109
16,0,24357,K.J. Choi,64.18,43,67
17,0,24925,Jonathan Byrd,64.00,48,75
18,0,30927,Brendon Todd,63.92,62,97
19,0,20396,Lee Westwood,63.83,30,47
20,0,29926,Danny Lee,63.79,74,116
21,0,34046,Jordan Spieth,63.41,52,82
22,0,25396,Kevin Na,62.14,64,103
23,0,25369,Jamie Donaldson,61.36,27,44
24,0,01810,Phil Mickelson,60.87,56,92
25,0,33667,Carlos Ortiz,60.64,57,94
26,0,34261,Scott Langley,60.55,66,109
27,0,22371,Aaron Baddeley,60.23,53,88
28,0,24140,Sean O'Hair,60.19,62,103
29,0,20766,Padraig Harrington,60.00,45,75
29,0,28486,Michael Putnam,60.00,42,70
31,0,24024,Zach Johnson,59.79,58,97
32,0,27644,Brian Harman,59.18,58,98
33,0,24490,George McNeill,58.89,53,90
34,0,22293,Heath Slocum,58.73,37,63
34,0,25804,Bubba Watson,58.73,37,63
36,0,23548,Bill Lunde,58.70,27,46
37,0,23621,Rory Sabbatini,58.67,44,75
38,0,29476,Kyle Reifers,58.33,70,120
39,0,30711,Colt Knost,58.02,47,81
39,0,35541,John Peterson,58.02,47,81
41,0,27895,Jonas Blixt,57.89,44,76
41,0,34358,Jonathan Randolph,57.89,44,76
43,0,27064,Jhonattan Vegas,57.53,42,73
44,0,36801,Mark Hubbard,57.47,50,87
45,0,33419,Cameron Tringale,57.43,58,101
46,0,32102,Rickie Fowler,57.35,39,68
47,0,26596,Ryan Moore,57.33,43,75
47,0,29518,Brendan Steele,57.33,43,75
49,0,29223,Sam Saunders,57.29,55,96
50,0,34431,Robert Streb,57.14,60,105
51,0,21753,Brian Davis,56.41,66,117
52,0,24781,Hunter Mahan,56.12,55,98
53,0,34262,Jon Curran,55.88,57,102
54,0,34563,Chesson Hadley,55.86,62,111
55,0,29222,Billy Hurley III,55.56,40,72
56,0,21878,Mark Wilson,55.42,46,83
57,0,32448,James Hahn,55.32,52,94
58,0,25632,Jimmy Walker,55.17,48,87
59,0,23048,Eric Axley,54.93,39,71
60,0,29289,S.Y. Noh,54.84,34,62
60,0,25345,Carl Pettersson,54.84,68,124
62,0,27963,Chris Stroud,54.76,46,84
63,0,20691,Greg Owen,54.72,29,53
64,0,28259,Sangmoon Bae,54.69,70,128
65,0,24138,Ian Poulter,54.55,42,77
65,0,27095,Nick Watney,54.55,48,88
67,0,12716,Charley Hoffman,54.46,61,112
68,0,33141,Keegan Bradley,54.43,43,79
68,0,28307,Matt Every,54.43,43,79
70,0,20593,Greg Chalmers,54.24,32,59
