RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
49,2,23108,Matt Kuchar,60.91,215,353
51,11,29725,Tony Finau,60.89,246,404
52,2,27936,Martin Laird,60.87,126,207
52,2,32150,Michael Thompson,60.87,238,391
54,2,36801,Mark Hubbard,60.85,314,516
54,2,37275,Sam Ryder,60.85,258,424
56,2,35449,Adam Long,60.67,310,511
57,17,28237,Rory McIlroy,60.63,211,348
58,1,33948,Byeong Hun An,60.61,280,462
58,18,46046,Scottie Scheffler,60.61,277,457
60,0,40058,Zac Blair,60.60,263,434
60,0,01810,Phil Mickelson,60.60,203,335
62,1,33597,Harry Higgs,60.55,307,507
63,24,35506,Mackenzie Hughes,60.52,279,461
63,9,30925,Dustin Johnson,60.52,164,271
65,-1,34076,Joel Dahmen,60.51,311,514
66,-1,35532,Tom Hoge,60.48,277,458
67,1,49771,J.T. Poston,60.40,299,495
68,1,32102,Rickie Fowler,60.38,160,265
69,1,34256,Andrew Putnam,60.33,181,300
70,1,23621,Rory Sabbatini,60.29,249,413
71,2,25364,Paul Casey,60.14,178,296
72,3,24502,Adam Scott,60.09,131,218
73,4,32640,Troy Merritt,60.00,246,410
73,4,36871,Matthew NeSmith,60.00,219,365
73,4,31323,Gary Woodland,60.00,213,355
76,-33,23320,Ryan Palmer,59.95,250,417
77,4,39977,Max Homa,59.87,267,446
78,4,30692,Scott Stallings,59.84,219,366
79,4,29926,Danny Lee,59.72,255,427
80,4,29479,Scott Brown,59.66,244,409
80,4,29974,Branden Grace,59.66,139,233
82,4,35450,Patrick Cantlay,59.54,156,262
83,5,47128,Richy Werenski,59.52,200,336
84,5,32662,Michael Gligic,59.51,169,284
85,5,29268,Bronson Burgoon,59.49,188,316
86,5,33404,Chris Baker,59.47,157,264
87,-7,50525,Collin Morikawa,59.42,265,446
88,4,49960,Sepp Straka,59.38,247,416
89,4,21407,Arjun Atwal,59.36,111,187
89,4,21209,Sergio Garcia,59.36,149,251
91,4,24361,Pat Perez,59.25,173,292
92,4,33410,Andrew Landry,59.21,241,407
93,-26,35891,Cameron Smith,59.18,245,414
94,3,30944,Jason Kokrak,59.14,207,350
95,3,24924,Bill Haas,59.09,143,242
96,3,26596,Ryan Moore,59.04,147,249
97,3,37189,Harold Varner III,58.93,231,392
98,3,37455,Si Woo Kim,58.82,270,459
99,3,40098,Matt Fitzpatrick,58.79,194,330
100,3,30110,Kyle Stanley,58.78,154,262
101,3,27963,Chris Stroud,58.70,172,293
102,29,34363,Tyrrell Hatton,58.62,136,232
103,3,45609,Tyler Duncan,58.56,284,485
104,3,23325,Vaughn Taylor,58.54,233,398
105,3,33399,Adam Hadwin,58.49,217,371
106,3,48887,Matt Wallace,58.33,168,288
107,3,29518,Brendan Steele,58.31,214,367
108,3,48119,Ben Taylor,58.30,137,235
109,3,36699,Patrick Rodgers,58.23,315,541
110,4,32618,Rhein Gibson,58.15,182,313
111,4,25804,Bubba Watson,58.07,223,384
112,5,26300,Matt Jones,58.01,268,462
112,5,35732,Wes Roach,58.01,134,231
114,5,26329,Louis Oosthuizen,58.00,174,300
115,-10,52372,Cameron Champ,57.99,236,407
115,5,52375,Doug Ghim,57.99,127,219
117,4,32366,Kevin Chappell,57.98,149,257
118,4,26499,Rafa Cabrera Bello,57.97,200,345
119,4,51894,Vince Whaley,57.89,132,228
120,18,45486,Joaquin Niemann,57.86,243,420
120,4,34046,Jordan Spieth,57.86,243,420
122,3,28775,Nate Lashley,57.75,190,329
123,3,39953,Chase Seiffert,57.74,179,310
124,3,27556,Ted Potter Jr.,57.72,142,246
125,3,31420,Anirban Lahiri,57.71,116,201
126,3,56762,Will Gordon,57.67,94,163
127,3,51766,Wyndham Clark,57.66,237,411
128,3,35461,Beau Hossler,57.62,242,420
128,3,23788,D.J. Trahan,57.62,155,269
130,4,53165,Doc Redman,57.54,248,431
130,4,22405,Justin Rose,57.54,145,252
132,4,27129,Luke List,57.52,218,379
133,4,21961,Charles Howell III,57.47,223,388
134,5,46402,Talor Gooch,57.32,282,492
135,5,25818,Scott Piercy,57.28,240,419
136,6,47504,Sam Burns,57.10,197,345
137,6,46550,Brandon Hagy,57.09,153,268
138,6,48045,Michael Gellerman,57.08,137,240
139,6,25900,Lucas Glover,57.03,215,377
140,6,56278,Matthew Wolff,57.01,252,442
141,6,47993,Denny McCarthy,56.98,257,451
141,6,25493,Nick Taylor,56.98,200,351
143,6,19846,Brian Gay,56.89,227,399
144,6,35230,Nelson Ledesma,56.88,153,269
145,6,46435,Austin Cook,56.85,195,343
146,6,28252,Seamus Power,56.82,100,176
147,6,30163,Henrik Norlander,56.78,222,391
148,6,46717,Viktor Hovland,56.67,238,420
149,6,32757,Patton Kizzire,56.61,197,348
150,6,29484,Peter Uihlein,56.45,140,248
151,6,19803,Ryan Armour,56.42,189,335
152,7,30911,Tommy Fleetwood,56.36,133,236
153,7,33490,Bo Hoag,56.35,204,362
154,4,29420,Billy Horschel,56.34,271,481
155,6,32254,Xinjun Zhang,56.26,265,471
156,7,39997,Corey Conners,56.20,213,379
157,7,49964,Aaron Wise,56.19,127,226
158,7,49766,Hank Lebioda,55.94,179,320
159,7,28420,Ryan Brehm,55.87,157,281
160,7,20229,Stewart Cink,55.78,164,294
161,8,27214,Kevin Streelman,55.76,237,425
162,8,33141,Keegan Bradley,55.72,229,411
163,8,27554,Scott Harrington,55.63,242,435
164,8,40042,Tyler McCumber,55.59,179,322
165,8,34213,Grayson Murray,55.56,130,234
166,8,27095,Nick Watney,55.51,131,236
167,8,35658,Kris Ventura,55.38,144,260
168,8,12716,Charley Hoffman,55.36,186,336
169,-2,26851,Marc Leishman,55.32,234,423
170,7,32448,James Hahn,55.05,109,198
171,7,27064,Jhonattan Vegas,54.48,146,268
172,7,25572,Graeme McDowell,54.26,172,317
173,7,29908,C.T. Pan,54.24,179,330
174,7,40009,Dominic Bozzelli,54.17,130,240
174,7,27974,Sung Kang,54.17,247,456
176,7,33449,Zack Sucher,54.15,111,205
177,7,32139,Danny Willett,54.07,146,270
178,8,34563,Chesson Hadley,53.70,167,311
179,8,46441,Robby Shelton,53.66,227,423
180,8,27330,Josh Teater,53.33,112,210
181,8,34255,Joseph Bramlett,53.15,152,286
181,8,31646,Emiliano Grillo,53.15,177,333
183,8,39546,Keith Mitchell,53.10,214,403
184,8,34431,Robert Streb,52.72,155,294
185,8,32333,Kevin Tway,52.32,169,323
186,8,31557,Jim Herman,51.94,201,387
187,8,10809,Jim Furyk,51.93,94,181
188,8,36689,Brooks Koepka,51.46,123,239
189,8,25632,Jimmy Walker,51.44,161,313
190,8,35617,Martin Trainer,51.13,203,397
191,8,39324,J.J. Spaun,50.99,181,355
192,8,23623,Bo Van Pelt,49.26,133,270
193,8,28307,Matt Every,48.76,138,283
