RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,40026,Daniel Berger,67.45,257,381
2,2,48081,Xander Schauffele,66.49,244,367
3,-1,30927,Brendon Todd,66.10,353,534
4,1,25396,Kevin Na,65.96,310,470
5,1,34098,Russell Henley,65.42,210,321
6,-3,34099,Harris English,65.33,260,398
7,1,47347,Adam Schenk,65.29,269,412
8,3,33120,Mark Anderson,65.12,183,281
9,3,27644,Brian Harman,64.94,313,482
10,0,45526,Abraham Ancer,64.77,285,440
11,11,46970,Jon Rahm,64.52,200,310
12,-5,29221,Webb Simpson,64.47,176,273
13,2,34021,Bud Cauley,64.29,243,378
14,2,33419,Cameron Tringale,64.24,221,344
15,2,26758,David Hearn,64.14,195,304
16,-2,29478,Kevin Kisner,63.96,291,455
17,-4,47959,Bryson DeChambeau,63.92,225,352
18,0,49298,Kramer Hickok,63.76,190,298
19,3,32839,Hideki Matsuyama,63.72,267,419
20,0,27349,Alex Noren,63.66,226,355
21,9,34360,Patrick Reed,63.64,294,462
22,2,33122,Russell Knox,63.42,215,339
23,-2,35310,Lanto Griffin,63.40,362,571
24,1,25349,Tim Wilkinson,63.33,171,270
25,-6,33448,Justin Thomas,63.16,228,361
26,0,27649,Brandt Snedeker,63.08,205,325
27,0,33413,Ben Martin,62.91,134,213
28,0,28089,Jason Day,62.80,211,336
29,0,33667,Carlos Ortiz,62.65,270,431
30,2,46442,Maverick McNealy,62.53,292,467
31,2,48822,Sebastián Muñoz,62.48,318,509
32,2,33204,Shane Lowry,62.40,151,242
33,2,31560,Brian Stuard,62.28,317,509
34,2,24138,Ian Poulter,62.23,201,323
35,-5,39971,Sungjae Im,62.12,346,557
36,1,24024,Zach Johnson,62.11,218,351
37,1,29535,Brice Garnett,62.10,195,314
38,1,32791,K.H. Lee,62.08,280,451
39,1,27942,Rob Oppenheim,62.04,237,382
40,1,29970,Dylan Frittelli,61.78,312,505
41,1,25686,Jason Dufner,61.56,221,359
42,2,22371,Aaron Baddeley,61.28,182,297
43,2,34314,Sebastian Cappelen,61.18,208,340
44,2,33486,Roger Sloan,61.08,193,316
45,2,45157,Cam Davis,61.06,196,321
46,2,26476,Chez Reavie,61.01,277,454
47,2,22056,Cameron Percy,60.98,150,246
48,2,34466,Peter Malnati,60.94,234,384
49,2,28679,Fabián Gómez,60.91,201,330
