RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,35891,Cameron Smith,70.83,51,72
1,0,27770,Camilo Villegas,70.83,34,48
3,0,46550,Brandon Hagy,70.37,38,54
3,0,23108,Matt Kuchar,70.37,38,54
5,0,51766,Wyndham Clark,68.25,43,63
6,0,29479,Scott Brown,67.92,36,53
7,0,34563,Chesson Hadley,67.57,25,37
8,0,24361,Pat Perez,67.21,41,61
9,0,24024,Zach Johnson,66.67,36,54
10,0,27644,Brian Harman,66.23,51,77
11,0,29221,Webb Simpson,66.10,39,59
12,0,34360,Patrick Reed,65.79,50,76
13,0,29725,Tony Finau,65.71,46,70
14,0,34099,Harris English,65.57,40,61
15,0,34098,Russell Henley,64.91,37,57
16,0,29970,Dylan Frittelli,64.58,31,48
17,0,33419,Cameron Tringale,64.18,43,67
18,0,20229,Stewart Cink,63.79,37,58
19,0,30926,Chris Kirk,63.75,51,80
20,0,24138,Ian Poulter,63.64,28,44
21,0,29518,Brendan Steele,63.24,43,68
22,0,26851,Marc Leishman,63.16,36,57
22,0,35104,Tom Lewis,63.16,36,57
24,0,32139,Danny Willett,62.96,17,27
25,0,25396,Kevin Na,62.86,44,70
26,0,34256,Andrew Putnam,62.50,30,48
26,0,30927,Brendon Todd,62.50,45,72
28,0,40026,Daniel Berger,62.12,41,66
29,0,22405,Justin Rose,62.07,18,29
29,0,23621,Rory Sabbatini,62.07,36,58
31,0,34466,Peter Malnati,62.00,31,50
31,0,48081,Xander Schauffele,62.00,31,50
33,0,19803,Ryan Armour,61.90,26,42
33,0,28252,Seamus Power,61.90,13,21
35,0,33948,Byeong Hun An,61.76,42,68
36,0,34363,Tyrrell Hatton,61.29,19,31
37,0,31323,Gary Woodland,61.22,30,49
38,0,25364,Paul Casey,61.11,22,36
39,0,35450,Patrick Cantlay,60.98,25,41
40,0,26499,Rafa Cabrera Bello,60.78,31,51
40,0,26329,Louis Oosthuizen,60.78,31,51
42,0,34174,John Huh,60.71,34,56
43,0,49766,Hank Lebioda,60.47,26,43
44,0,24357,K.J. Choi,60.42,29,48
45,0,46970,Jon Rahm,60.34,35,58
46,0,48822,Sebastián Muñoz,60.29,41,68
47,0,34431,Robert Streb,60.00,39,65
47,0,48887,Matt Wallace,60.00,21,35
49,0,26300,Matt Jones,59.74,46,77
50,0,27554,Scott Harrington,59.42,41,69
51,0,24924,Bill Haas,59.38,19,32
52,0,48119,Ben Taylor,59.26,16,27
53,0,46402,Talor Gooch,59.09,39,66
54,0,46441,Robby Shelton,59.04,49,83
55,0,49298,Kramer Hickok,59.02,36,61
56,0,25900,Lucas Glover,58.82,40,68
56,0,37455,Si Woo Kim,58.82,40,68
