RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,36689,Brooks Koepka,65.38,51,78,+7.00
2,0,48081,Xander Schauffele,64.71,66,102,+13.00
3,0,35891,Cameron Smith,63.19,91,144,+39.00
4,0,24357,K.J. Choi,61.90,52,84,+17.00
4,0,48119,Ben Taylor,61.90,39,63,+13.00
6,0,34360,Patrick Reed,61.70,87,141,+38.00
7,0,29221,Webb Simpson,61.68,66,107,+9.00
8,0,24138,Ian Poulter,61.60,77,125,+28.00
9,0,51766,Wyndham Clark,61.42,78,127,+25.00
10,0,23108,Matt Kuchar,60.55,66,109,+21.00
11,0,26851,Marc Leishman,60.00,69,115,+26.00
12,0,25396,Kevin Na,59.60,90,151,+40.00
13,0,35450,Patrick Cantlay,59.41,60,101,+11.00
14,0,34098,Russell Henley,59.29,67,113,+18.00
15,0,27770,Camilo Villegas,59.22,61,103,+25.00
16,0,26329,Louis Oosthuizen,59.09,65,110,+18.00
17,0,27644,Brian Harman,59.06,88,149,+32.00
18,0,24024,Zach Johnson,58.96,79,134,+38.00
19,0,34363,Tyrrell Hatton,58.73,37,63,+14.00
20,0,29479,Scott Brown,58.68,71,121,+33.00
21,0,23621,Rory Sabbatini,58.62,68,116,+36.00
22,0,33948,Byeong Hun An,58.06,72,124,+25.00
23,0,47993,Denny McCarthy,57.82,85,147,+41.00
24,0,46550,Brandon Hagy,57.81,74,128,+29.00
25,0,33419,Cameron Tringale,57.55,80,139,+29.00
26,0,29535,Brice Garnett,57.03,73,128,+32.00
27,0,29518,Brendan Steele,57.01,61,107,+23.00
28,0,20229,Stewart Cink,56.90,66,116,+24.00
29,0,34256,Andrew Putnam,56.82,75,132,+30.00
30,0,27349,Alex Noren,56.80,71,125,+40.00
31,0,29926,Danny Lee,56.57,56,99,+23.00
32,0,53165,Doc Redman,56.44,57,101,+22.00
33,0,30926,Chris Kirk,56.20,77,137,+34.00
34,0,33448,Justin Thomas,56.06,74,132,+37.00
35,0,34046,Jordan Spieth,55.93,66,118,+24.00
36,0,24361,Pat Perez,55.64,74,133,+35.00
37,0,30925,Dustin Johnson,55.56,50,90,+26.00
37,0,46970,Jon Rahm,55.56,60,108,+13.00
37,0,30927,Brendon Todd,55.56,75,135,+48.00
40,0,23325,Vaughn Taylor,55.45,56,101,+39.00
41,0,36801,Mark Hubbard,55.41,87,157,+52.00
42,0,29725,Tony Finau,55.30,73,132,+28.00
43,0,33486,Roger Sloan,55.26,63,114,+32.00
44,0,40026,Daniel Berger,54.92,67,122,+23.00
45,0,33399,Adam Hadwin,54.81,74,135,+43.00
46,0,25686,Jason Dufner,54.62,65,119,+42.00
47,0,24924,Bill Haas,54.55,42,77,+19.00
47,0,34174,John Huh,54.55,48,88,+33.00
49,0,28775,Nate Lashley,54.31,63,116,+30.00
50,0,48822,Sebastián Muñoz,54.30,82,151,+31.00
51,0,46442,Maverick McNealy,54.21,58,107,+23.00
52,0,32791,K.H. Lee,54.02,94,174,+45.00
53,0,40006,Erik van Rooyen,54.00,54,100,+38.00
54,0,50525,Collin Morikawa,53.93,48,89,+16.00
55,0,25493,Nick Taylor,53.85,63,117,+30.00
56,0,49298,Kramer Hickok,53.78,64,119,+44.00
57,0,32640,Troy Merritt,53.33,88,165,+55.00
58,0,49766,Hank Lebioda,53.26,49,92,+31.00
59,0,34466,Peter Malnati,53.23,66,124,+40.00
60,0,46402,Talor Gooch,53.13,68,128,+23.00
61,0,24781,Hunter Mahan,53.10,60,113,+40.00
62,0,35104,Tom Lewis,53.04,61,115,+25.00
63,0,28237,Rory McIlroy,52.99,71,134,+28.00
64,0,34099,Harris English,52.94,63,119,+28.00
65,0,27554,Scott Harrington,52.85,65,123,+39.00
66,0,26300,Matt Jones,52.83,84,159,+36.00
67,0,49771,J.T. Poston,52.80,85,161,+53.00
68,0,46441,Robby Shelton,52.78,76,144,+40.00
69,0,22371,Aaron Baddeley,52.63,40,76,+30.00
70,0,34431,Robert Streb,52.55,72,137,+49.00
71,0,30911,Tommy Fleetwood,52.50,42,80,+27.00
71,0,29908,C.T. Pan,52.50,63,120,+31.00
73,0,37189,Harold Varner III,52.42,65,124,+36.00
74,0,39977,Max Homa,52.38,66,126,+41.00
75,0,30944,Jason Kokrak,52.17,60,115,+37.00
76,0,19846,Brian Gay,51.92,54,104,+44.00
77,0,32139,Danny Willett,51.90,41,79,+28.00
78,0,23788,D.J. Trahan,51.89,55,106,+30.00
79,0,29420,Billy Horschel,51.88,69,133,+42.00
79,0,47347,Adam Schenk,51.88,69,133,+50.00
81,0,25632,Jimmy Walker,51.85,70,135,+49.00
82,0,33122,Russell Knox,51.82,57,110,+37.00
83,0,25900,Lucas Glover,51.80,72,139,+39.00
84,0,25818,Scott Piercy,51.79,58,112,+30.00
85,0,47504,Sam Burns,51.77,73,141,+43.00
86,0,34563,Chesson Hadley,51.72,45,87,+26.00
87,0,31420,Anirban Lahiri,51.52,51,99,+37.00
88,0,39971,Sungjae Im,51.50,86,167,+42.00
89,0,19803,Ryan Armour,51.14,45,88,+28.00
90,0,32448,James Hahn,51.11,46,90,+22.00
91,0,46717,Viktor Hovland,50.96,53,104,+20.00
91,0,45486,Joaquin Niemann,50.96,80,157,+25.00
93,0,29970,Dylan Frittelli,50.93,55,108,+36.00
94,0,52375,Doug Ghim,50.91,56,110,+37.00
94,0,34264,Hudson Swafford,50.91,56,110,+39.00
96,0,24140,Sean O'Hair,50.82,31,61,+23.00
97,0,45526,Abraham Ancer,50.77,66,130,+48.00
98,0,51894,Vince Whaley,50.76,67,132,+32.00
99,0,33597,Harry Higgs,50.74,69,136,+46.00
100,0,26331,Charl Schwartzel,50.71,71,140,+30.00
101,0,32757,Patton Kizzire,50.68,74,146,+53.00
102,0,32150,Michael Thompson,50.44,57,113,+29.00
103,0,27064,Jhonattan Vegas,50.40,63,125,+35.00
104,0,33141,Keegan Bradley,50.00,53,106,+21.00
104,0,40098,Matt Fitzpatrick,50.00,50,100,+23.00
104,0,28679,Fabián Gómez,50.00,40,80,+22.00
104,0,33490,Bo Hoag,50.00,66,132,+44.00
104,0,35461,Beau Hossler,50.00,72,144,+46.00
104,0,23320,Ryan Palmer,50.00,57,114,+22.00
104,0,22056,Cameron Percy,50.00,43,86,+16.00
104,0,28252,Seamus Power,50.00,37,74,+11.00
104,0,35617,Martin Trainer,50.00,49,98,+41.00
113,0,21209,Sergio Garcia,49.56,56,113,+19.00
114,0,32662,Michael Gligic,49.53,53,107,+33.00
115,0,31323,Gary Woodland,49.48,48,97,+36.00
116,0,39975,Michael Kim,49.46,46,93,+34.00
117,0,32333,Kevin Tway,49.33,37,75,+27.00
118,0,45609,Tyler Duncan,49.19,61,124,+49.00
119,0,47959,Bryson DeChambeau,49.07,53,108,+25.00
120,0,49964,Aaron Wise,49.06,52,106,+31.00
121,0,45157,Cam Davis,49.01,74,151,+49.00
122,0,21961,Charles Howell III,48.76,59,121,+31.00
123,0,29478,Kevin Kisner,48.70,56,115,+46.00
124,0,56762,Will Gordon,48.53,66,136,+38.00
125,0,32839,Hideki Matsuyama,48.51,65,134,+37.00
126,0,27974,Sung Kang,48.37,74,153,+70.00
127,0,35449,Adam Long,48.28,56,116,+39.00
128,0,47483,Will Zalatoris,48.15,52,108,+21.00
129,0,49960,Sepp Straka,48.13,77,160,+43.00
130,0,22405,Justin Rose,48.05,37,77,+31.00
131,0,33204,Shane Lowry,48.00,48,100,+37.00
131,0,46046,Scottie Scheffler,48.00,72,150,+41.00
133,0,27942,Rob Oppenheim,47.96,47,98,+43.00
134,0,36871,Matthew NeSmith,47.90,57,119,+36.00
135,0,28420,Ryan Brehm,47.89,34,71,+17.00
136,0,29268,Bronson Burgoon,47.83,55,115,+28.00
137,0,27129,Luke List,47.77,75,157,+33.00
138,0,34076,Joel Dahmen,47.75,53,111,+44.00
139,0,01810,Phil Mickelson,47.74,74,155,+59.00
140,0,48887,Matt Wallace,47.42,46,97,+36.00
141,0,35532,Tom Hoge,47.40,73,154,+57.00
142,0,12716,Charley Hoffman,47.26,69,146,+47.00
143,0,26499,Rafa Cabrera Bello,47.24,60,127,+49.00
144,0,25364,Paul Casey,47.19,42,89,+25.00
145,0,27330,Josh Teater,47.17,25,53,+17.00
146,0,34314,Sebastian Cappelen,47.13,41,87,+38.00
147,0,35310,Lanto Griffin,46.90,68,145,+50.00
148,0,29974,Branden Grace,46.77,58,124,+40.00
149,0,27141,J.B. Holmes,46.75,36,77,+23.00
150,0,39997,Corey Conners,46.67,63,135,+49.00
151,0,27936,Martin Laird,46.59,41,88,+28.00
152,0,56278,Matthew Wolff,46.58,34,73,+34.00
153,0,37455,Si Woo Kim,46.53,67,144,+44.00
153,0,32816,Satoshi Kodaira,46.53,47,101,+34.00
155,0,23983,Luke Donald,46.48,33,71,+31.00
156,0,31646,Emiliano Grillo,46.43,52,112,+24.00
157,0,28089,Jason Day,46.32,44,95,+33.00
158,0,31560,Brian Stuard,46.31,69,149,+74.00
159,0,30692,Scott Stallings,46.30,50,108,+38.00
160,0,20396,Lee Westwood,45.92,45,98,+37.00
161,0,33120,Mark Anderson,45.76,27,59,+24.00
162,0,32070,Rafael Campos,45.56,41,90,+33.00
163,0,26476,Chez Reavie,45.54,51,112,+45.00
164,0,31557,Jim Herman,45.45,40,88,+36.00
164,0,33413,Ben Martin,45.45,30,66,+22.00
164,0,27649,Brandt Snedeker,45.45,65,143,+64.00
164,0,47128,Richy Werenski,45.45,55,121,+50.00
168,0,39324,J.J. Spaun,45.26,43,95,+36.00
169,0,32254,Xinjun Zhang,45.19,47,104,+45.00
170,0,39546,Keith Mitchell,44.90,66,147,+62.00
171,0,32618,Rhein Gibson,44.87,35,78,+36.00
172,0,40042,Tyler McCumber,44.76,47,105,+37.00
173,0,46435,Austin Cook,44.64,50,112,+43.00
174,0,30163,Henrik Norlander,44.54,53,119,+50.00
175,0,26758,David Hearn,44.30,35,79,+42.00
176,0,30110,Kyle Stanley,44.26,54,122,+48.00
177,0,27214,Kevin Streelman,43.94,58,132,+44.00
178,0,35506,Mackenzie Hughes,43.84,64,146,+62.00
179,0,33667,Carlos Ortiz,43.41,56,129,+52.00
180,0,32102,Rickie Fowler,43.12,47,109,+44.00
181,0,36699,Patrick Rodgers,42.75,56,131,+43.00
182,0,24502,Adam Scott,42.48,48,113,+51.00
183,0,35658,Kris Ventura,42.34,47,111,+47.00
184,0,27556,Ted Potter Jr.,41.24,40,97,+46.00
185,0,34213,Grayson Murray,40.51,32,79,+30.00
186,0,25804,Bubba Watson,39.78,37,93,+33.00
187,0,23623,Bo Van Pelt,39.60,40,101,+51.00
188,0,33410,Andrew Landry,38.55,32,83,+37.00
189,0,39953,Chase Seiffert,37.96,41,108,+51.00
190,0,48045,Michael Gellerman,37.93,22,58,+22.00
191,0,37275,Sam Ryder,37.39,43,115,+44.00
192,0,34255,Joseph Bramlett,36.79,39,106,+53.00
193,0,35230,Nelson Ledesma,36.23,25,69,+28.00
194,0,33404,Chris Baker,32.86,23,70,+37.00
195,0,27095,Nick Watney,32.43,24,74,+41.00
196,0,52372,Cameron Champ,29.06,34,117,+63.00
