RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,30925,Dustin Johnson,81.88,113,138,-0.25
2,0,28089,Jason Day,74.31,107,144,-0.34
3,0,32334,Charlie Beljan,73.88,99,134,-0.20
4,0,27141,J.B. Holmes,71.43,110,154,-0.24
5,0,24502,Adam Scott,69.32,61,88,-0.21
6,0,25804,Bubba Watson,68.75,88,128,-0.36
7,0,36699,Patrick Rodgers,68.27,71,104,-0.15
8,0,29725,Tony Finau,66.02,136,206,-0.38
9,0,36689,Brooks Koepka,64.74,101,156,-0.27
10,0,30944,Jason Kokrak,64.20,113,176,-0.25
11,0,33141,Keegan Bradley,62.34,96,154,-0.40
12,0,33448,Justin Thomas,61.17,126,206,-0.32
13,0,31323,Gary Woodland,61.11,77,126,-0.25
14,0,21961,Charles Howell III,59.62,124,208,-0.32
15,0,29518,Brendan Steele,58.43,97,166,-0.30
16,0,24358,Robert Garrigus,57.81,74,128,-0.11
17,0,25274,Steven Bowditch,57.29,110,192,-0.26
18,0,23320,Ryan Palmer,56.43,79,140,-0.33
19,0,27436,Graham DeLaet,54.84,68,124,-0.37
19,0,22405,Justin Rose,54.84,68,124,-0.26
21,0,27064,Jhonattan Vegas,53.80,85,158,-0.38
22,0,40026,Daniel Berger,53.19,100,188,-0.34
23,0,25632,Jimmy Walker,52.53,83,158,-0.13
24,0,34099,Harris English,51.01,101,198,-0.28
25,0,20848,Ángel Cabrera,50.94,54,106,-0.30
25,0,26331,Charl Schwartzel,50.94,54,106,-0.26
27,0,34264,Hudson Swafford,49.46,91,184,-0.42
28,0,01810,Phil Mickelson,49.29,69,140,-0.30
29,0,28500,Martin Flores,48.86,86,176,-0.20
30,0,27936,Martin Laird,48.68,74,152,-0.22
31,0,33667,Carlos Ortiz,47.78,86,180,-0.27
32,0,20396,Lee Westwood,45.45,40,88,-0.23
33,0,22371,Aaron Baddeley,45.21,66,146,-0.33
34,0,25818,Scott Piercy,45.00,81,180,-0.40
35,0,25900,Lucas Glover,44.94,71,158,-0.32
36,0,12716,Charley Hoffman,44.51,81,182,-0.17
37,0,34265,Will Wilcox,43.62,41,94,-0.07
38,0,26300,Matt Jones,43.33,65,150,-0.38
39,0,33461,Morgan Hoffmann,41.88,67,160,-0.28
40,0,26851,Marc Leishman,41.80,51,122,-0.24
41,0,21209,Sergio Garcia,41.67,40,96,-0.28
42,0,33418,Shawn Stefani,41.49,78,188,-0.42
43,0,24140,Sean O'Hair,41.28,71,172,-0.15
44,0,37273,Derek Ernst,41.18,56,136,-0.20
45,0,24781,Hunter Mahan,40.91,63,154,-0.38
45,0,34431,Robert Streb,40.91,90,220,-0.29
45,0,27095,Nick Watney,40.91,72,176,-0.28
48,0,25562,Andres Romero,40.77,53,130,-0.28
49,0,33486,Roger Sloan,40.20,41,102,-0.17
50,0,21528,Henrik Stenson,40.18,45,112,-0.49
51,0,32102,Rickie Fowler,39.71,54,136,-0.20
52,0,34098,Russell Henley,39.61,61,154,-0.07
53,0,30692,Scott Stallings,39.42,41,104,-0.32
54,0,29720,Andres Gonzales,39.41,67,170,-0.43
55,0,01706,Davis Love III,39.36,37,94,-0.11
56,0,25364,Paul Casey,39.10,61,156,-0.34
57,0,29289,S.Y. Noh,38.52,47,122,-0.34
58,0,30946,Alex Prugh,37.97,60,158,-0.33
59,0,32839,Hideki Matsuyama,37.95,63,166,-0.33
60,0,20157,Retief Goosen,37.67,55,146,-0.20
61,0,26329,Louis Oosthuizen,37.29,44,118,-0.30
62,0,32366,Kevin Chappell,37.20,61,164,-0.25
63,0,20229,Stewart Cink,36.99,54,146,-0.22
64,0,32448,James Hahn,36.78,64,174,-0.17
65,0,31557,Jim Herman,36.05,62,172,-0.10
66,0,20766,Padraig Harrington,35.83,43,120,-0.12
67,0,27770,Camilo Villegas,35.54,59,166,-0.31
68,0,20691,Greg Owen,35.45,39,110,-0.13
69,0,34360,Patrick Reed,35.33,65,184,-0.15
70,0,29223,Sam Saunders,35.26,55,156,-0.24
71,0,29420,Billy Horschel,35.23,62,176,-0.15
72,0,28023,Byron Smith,35.19,38,108,-0.39
73,0,25345,Carl Pettersson,34.95,72,206,-0.29
74,0,39977,Max Homa,34.25,50,146,-0.14
75,0,22046,Geoff Ogilvy,34.04,32,94,-0.19
76,0,23353,J.J. Henry,33.71,60,178,-0.23
77,0,26951,Johnson Wagner,33.58,45,134,-0.31
78,0,35451,Scott Pinckney,32.94,56,170,-0.32
79,0,34046,Jordan Spieth,32.72,53,162,-0.17
80,0,25191,Gonzalo Fernandez-Castaño,32.43,48,148,-0.35
81,0,35532,Tom Hoge,31.41,49,156,-0.37
82,0,25493,Nick Taylor,30.77,56,182,-0.23
83,0,25369,Jamie Donaldson,30.23,26,86,-0.08
84,0,26289,Boo Weekley,30.14,44,146,-0.61
85,0,25686,Jason Dufner,29.84,37,124,-0.32
86,0,22892,Jason Gore,28.87,41,142,-0.41
87,0,24924,Bill Haas,28.66,47,164,-0.19
88,0,29478,Kevin Kisner,27.40,57,208,-0.26
89,0,06522,Ernie Els,27.36,29,106,-0.03
90,0,34563,Chesson Hadley,27.32,53,194,-0.40
91,0,34409,David Lingmerth,27.06,46,170,-0.22
92,0,22056,Cameron Percy,26.87,36,134,-0.39
93,0,24494,Erik Compton,26.51,44,166,-0.34
94,0,28259,Sangmoon Bae,26.34,49,186,-0.29
94,0,24490,George McNeill,26.34,49,186,-0.45
96,0,23048,Eric Axley,25.93,28,108,-0.32
97,0,20645,John Senden,25.78,33,128,-0.39
98,0,29221,Webb Simpson,25.64,40,156,-0.15
99,0,27649,Brandt Snedeker,25.57,45,176,-0.16
100,0,28486,Michael Putnam,25.32,40,158,-0.20
101,0,29476,Kyle Reifers,25.28,45,178,-0.33
102,0,23108,Matt Kuchar,25.27,46,182,-0.39
103,0,28307,Matt Every,25.00,31,124,-0.10
104,0,27214,Kevin Streelman,24.70,41,166,-0.20
105,0,06567,Vijay Singh,24.67,37,150,-0.19
106,0,28132,Tyrone Van Aswegen,24.53,26,106,-0.08
107,0,30852,Ryo Ishikawa,24.40,41,168,-0.17
107,0,35541,John Peterson,24.40,41,168,-0.32
109,0,31416,Derek Fathauer,24.34,37,152,-0.30
110,0,25892,Steve Wheatcroft,24.07,39,162,-0.36
111,0,28780,Nicholas Thompson,24.05,38,158,-0.24
112,0,29535,Brice Garnett,24.00,36,150,-0.11
113,0,33399,Adam Hadwin,23.89,43,180,-0.21
114,0,32150,Michael Thompson,23.72,37,156,-0.11
115,0,35545,Blayne Barber,23.65,35,148,-0.20
116,0,29479,Scott Brown,23.40,44,188,-0.39
117,0,23623,Bo Van Pelt,23.38,36,154,E
118,0,33413,Ben Martin,22.78,41,180,-0.24
119,0,27644,Brian Harman,22.41,39,174,-0.46
120,0,23621,Rory Sabbatini,22.30,33,148,-0.45
121,0,30736,Oscar Fraustro,21.70,23,106,-0.22
122,0,24925,Jonathan Byrd,21.55,25,116,-0.20
123,0,27895,Jonas Blixt,21.43,27,126,-0.30
124,0,24138,Ian Poulter,21.31,26,122,-0.15
125,0,12510,Chad Campbell,20.83,40,192,-0.43
126,0,28475,Jeff Overton,20.59,35,170,-0.40
127,0,34358,Jonathan Randolph,20.15,27,134,-0.48
128,0,29425,Andrew Svoboda,20.13,31,154,-0.45
129,0,25198,Francesco Molinari,19.81,21,106,E
130,0,27933,John Merrick,19.72,28,142,-0.39
131,0,32640,Troy Merritt,19.54,34,174,-0.18
132,0,26596,Ryan Moore,19.29,27,140,-0.30
133,0,33122,Russell Knox,19.27,37,192,-0.35
134,0,24846,Ricky Barnes,19.18,28,146,-0.39
135,0,30926,Chris Kirk,18.84,26,138,-0.69
136,0,10809,Jim Furyk,18.75,24,128,-0.50
137,0,24361,Pat Perez,18.48,34,184,-0.50
138,0,24024,Zach Johnson,18.45,31,168,-0.32
139,0,23548,Bill Lunde,17.78,16,90,-0.19
140,0,29926,Danny Lee,17.70,40,226,-0.25
141,0,27466,Spencer Levin,17.55,33,188,-0.33
142,0,20472,Alex Cejka,17.39,32,184,-0.47
143,0,26476,Chez Reavie,17.27,19,110,-0.26
144,0,23638,Brendon de Jonge,17.17,34,198,-0.26
145,0,37454,Whee Kim,16.42,22,134,-0.32
146,0,25834,Daniel Summerhays,16.34,33,202,-0.48
147,0,28679,Fabián Gómez,15.85,26,164,-0.50
148,0,27963,Chris Stroud,15.63,25,160,-0.36
148,0,33419,Cameron Tringale,15.63,30,192,-0.47
150,0,25396,Kevin Na,15.52,27,174,-0.30
151,0,34256,Andrew Putnam,15.08,19,126,-0.42
152,0,35539,Luke Guthrie,14.67,22,150,-0.05
153,0,31193,Jim Renner,14.62,19,130,+0.05
154,0,25240,D.A. Points,14.49,20,138,-0.30
155,0,34174,John Huh,13.78,27,196,-0.33
156,0,31202,William McGirt,13.59,28,206,-0.18
157,0,10885,Robert Allenby,12.96,14,108,-0.07
158,0,32200,Roberto Castro,12.50,11,88,-0.73
159,0,20104,Ken Duke,12.21,21,172,-0.14
160,0,34130,Sung Joon Park,12.16,18,148,-0.22
161,0,25349,Tim Wilkinson,12.12,16,132,-0.31
162,0,34261,Scott Langley,12.09,22,182,-0.18
163,0,23983,Luke Donald,11.94,16,134,-0.13
164,0,23800,Bryce Molder,11.90,20,168,-0.30
165,0,08075,Jerry Kelly,11.84,18,152,-0.17
166,0,20593,Greg Chalmers,11.70,11,94,-0.18
167,0,31560,Brian Stuard,11.36,20,176,-0.35
168,0,34262,Jon Curran,11.18,17,152,-0.65
169,0,26758,David Hearn,10.31,20,194,-0.25
170,0,21878,Mark Wilson,10.00,17,170,-0.59
171,0,24357,K.J. Choi,9.48,11,116,-0.09
172,0,25720,Chad Collins,9.21,14,152,-0.71
173,0,30711,Colt Knost,9.04,15,166,-0.40
174,0,24507,Jason Bohn,8.95,17,190,-0.47
175,0,30927,Brendon Todd,8.52,15,176,-0.20
176,0,22293,Heath Slocum,8.33,8,96,-0.38
177,0,20771,Steven Alker,7.63,9,118,-0.33
178,0,40058,Zac Blair,7.43,15,202,-0.40
179,0,21753,Brian Davis,7.05,11,156,-0.09
180,0,36801,Mark Hubbard,6.08,9,148,-0.33
181,0,10860,Justin Leonard,5.74,7,122,-0.71
182,0,29222,Billy Hurley III,4.11,6,146,-0.33
183,0,23541,Ben Crane,3.51,4,114,-0.75
184,0,02206,David Toms,2.59,3,116,E
