RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23541,Ben Crane,57.02,65,114,-0.08
2,0,22293,Heath Slocum,53.13,51,96,-0.20
3,0,10860,Justin Leonard,49.18,60,122,-0.03
4,0,24507,Jason Bohn,48.95,93,190,-0.10
5,0,02206,David Toms,48.28,56,116,-0.09
6,0,40058,Zac Blair,47.52,96,202,-0.14
7,0,23983,Luke Donald,46.27,62,134,-0.15
8,0,36801,Mark Hubbard,45.27,67,148,-0.04
9,0,20771,Steven Alker,44.92,53,118,-0.09
10,0,30927,Brendon Todd,44.32,78,176,-0.21
11,0,23800,Bryce Molder,44.05,74,168,-0.18
12,0,34262,Jon Curran,43.42,66,152,-0.14
12,0,08075,Jerry Kelly,43.42,66,152,-0.17
14,0,31560,Brian Stuard,42.61,75,176,+0.05
15,0,30711,Colt Knost,42.17,70,166,-0.19
16,0,34256,Andrew Putnam,42.06,53,126,+0.02
17,0,32200,Roberto Castro,42.05,37,88,-0.03
18,0,25198,Francesco Molinari,41.51,44,106,-0.14
19,0,25720,Chad Collins,41.45,63,152,-0.17
20,0,29222,Billy Hurley III,40.41,59,146,-0.10
21,0,21753,Brian Davis,40.38,63,156,-0.14
22,0,20593,Greg Chalmers,39.36,37,94,+0.08
23,0,34174,John Huh,39.29,77,196,+0.08
24,0,20472,Alex Cejka,39.13,72,184,-0.17
25,0,20104,Ken Duke,38.95,67,172,-0.10
26,0,31202,William McGirt,38.35,79,206,-0.16
27,0,34261,Scott Langley,37.36,68,182,-0.18
28,0,25240,D.A. Points,36.96,51,138,-0.08
29,0,21878,Mark Wilson,36.47,62,170,-0.06
30,0,26758,David Hearn,35.57,69,194,-0.04
31,0,24361,Pat Perez,35.33,65,184,-0.18
32,0,10809,Jim Furyk,35.16,45,128,+0.02
33,0,25349,Tim Wilkinson,34.85,46,132,-0.13
34,0,27466,Spencer Levin,34.57,65,188,-0.14
35,0,32640,Troy Merritt,34.48,60,174,-0.18
36,0,33419,Cameron Tringale,34.38,66,192,E
37,0,25396,Kevin Na,33.91,59,174,+0.02
38,0,29926,Danny Lee,33.63,76,226,-0.09
39,0,24357,K.J. Choi,33.62,39,116,-0.03
40,0,37454,Whee Kim,33.58,45,134,-0.13
41,0,26596,Ryan Moore,32.86,46,140,-0.15
42,0,24024,Zach Johnson,32.74,55,168,-0.22
43,0,33413,Ben Martin,32.22,58,180,-0.07
44,0,23638,Brendon de Jonge,31.82,63,198,-0.11
45,0,34130,Sung Joon Park,31.76,47,148,-0.19
46,0,34358,Jonathan Randolph,31.34,42,134,+0.10
47,0,27933,John Merrick,30.99,44,142,-0.18
48,0,35541,John Peterson,30.95,52,168,-0.17
49,0,33122,Russell Knox,30.73,59,192,E
50,0,24138,Ian Poulter,30.33,37,122,+0.05
51,0,12510,Chad Campbell,29.17,56,192,-0.02
52,0,26476,Chez Reavie,29.09,32,110,-0.13
53,0,27963,Chris Stroud,28.75,46,160,-0.22
