RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
169,0,25686,Jason Dufner,358,The Barclays,1,2,781
169,0,29740,Brad Fritsch,358,Canadian Open,2,8,032
169,0,35532,Tom Hoge,358,Canadian Open,3,18,032
169,0,34409,David Lingmerth,358,The Barclays,1,7,781
169,0,29461,Jamie Lovemark,358,Honda Classic,3,2,734
169,0,47993,Denny McCarthy,358,U.S. Open,4,1,818
169,0,28023,Byron Smith,358,Canadian Open,1,16,032
169,0,10381,Curtis Thompson,358,Sony Open,2,15,006
179,0,10944,Thomas Bjørn,357,WGC-Bridgestone,2,9,036
179,0,22892,Jason Gore,357,The Barclays,3,2,781
179,0,35539,Luke Guthrie,357,Canadian Open,2,16,032
179,0,24511,Thongchai Jaidee,357,WGC-Bridgestone,3,16,036
179,0,29908,C.T. Pan,357,U.S. Open,4,1,818
179,0,33449,Zack Sucher,357,Canadian Open,2,8,032
185,0,39997,Corey Conners,356,Canadian Open,2,8,032
185,0,23125,Brad Elder,356,U.S. Open,4,1,818
185,0,31416,Derek Fathauer,356,Texas Open,1,1,770
185,0,22961,David Mathis,356,Canadian Open,1,8,032
185,0,35732,Wes Roach,356,Shriners Hosp.,2,9,538
185,0,29425,Andrew Svoboda,356,Phoenix Open,3,15,510
191,0,20850,Daniel Chopra,355,Puerto Rico,3,2,742
191,0,33780,Nick Cullen,355,WGC-Bridgestone,1,8,036
191,0,23983,Luke Donald,355,The Barclays,2,2,781
191,0,27896,Ross Fisher,355,WGC-Cadillac,1,1,008
191,0,45534,Jimmy Gunn,355,U.S. Open,4,1,818
191,0,46440,Smylie Kaufman,355,Barbasol Champ,1,14,819
191,0,25572,Graeme McDowell,355,WGC-Bridgestone,4,8,036
191,0,27933,John Merrick,355,Canadian Open,1,18,032
191,0,02106,Chris Smith,355,AT&T Pebble,2,10,769
191,0,26289,Boo Weekley,355,Sony Open,3,5,006
201,0,22371,Aaron Baddeley,354,Quicken Loans,2,13,616
201,0,30852,Ryo Ishikawa,354,Valspar Champ,2,18,665
201,0,39537,Chris Naegel,354,John Deere Clas,3,10,669
201,0,40028,Justin Shin,354,Canadian Open,1,16,032
205,0,30996,Mark Baldwin,353,Shriners Hosp.,2,9,538
205,0,01326,Nick Faldo,353,The Open,1,1,668
205,0,29478,Kevin Kisner,353,Texas Open,1,10,770
205,0,28486,Michael Putnam,353,AT&T Pebble,1,9,005
205,0,29531,Richie Ramsay,353,The Open,2,1,668
205,0,34358,Jonathan Randolph,353,Canadian Open,1,8,032
205,0,27649,Brandt Snedeker,353,WGC-Bridgestone,4,16,036
205,0,25834,Daniel Summerhays,353,Sony Open,3,12,006
213,0,12510,Chad Campbell,352,Canadian Open,4,13,032
213,0,27767,David Carr,352,AT&T Pebble,2,9,005
213,0,46435,Austin Cook,352,Canadian Open,3,11,032
213,0,29936,Ryan Fox,352,The Open,2,2,668
213,0,08725,Tom Gillis,352,Canadian Open,1,8,032
213,0,06573,Brandt Jobe,352,Barbasol Champ,1,2,819
213,0,19904,Paul Lawrie,352,The Open,4,1,668
213,0,28300,Joost Luiten,352,WGC-Bridgestone,4,8,036
221,0,34174,John Huh,351,Canadian Open,2,8,032
222,0,30911,Tommy Fleetwood,350,The Open,1,1,668
222,0,47420,Jake Knapp,350,Farmers Ins.,2,9,004
222,0,24912,Will MacKenzie,350,Memorial Tourn,2,13,023
222,0,46601,Trey Mullinax,350,Sony Open,2,9,006
222,0,31193,Jim Renner,350,Canadian Open,2,1,032
222,0,22913,John Rollins,350,Canadian Open,1,8,032
222,0,30110,Kyle Stanley,350,John Deere Clas,1,2,669
222,0,40115,Adam Svensson,350,Canadian Open,2,18,032
222,0,24457,Jaco Van Zyl,350,The Open,2,1,668
231,0,23135,Tim Clark,349,Hyundai T of C,1,6,656
231,0,47959,Bryson DeChambeau,349,U.S. Open,1,18,818
231,0,09011,David Duval,349,The Open,4,1,668
231,0,37454,Whee Kim,349,Canadian Open,1,16,032
231,0,32757,Patton Kizzire,349,Barbasol Champ,1,5,819
231,0,34087,Carlos Sainz Jr,349,Barbasol Champ,1,5,819
231,0,31560,Brian Stuard,349,Canadian Open,3,11,032
231,0,35181,Daniel van Tonder,349,WGC-Cadillac,1,1,008
239,0,47985,Jared Becher,348,U.S. Open,1,18,818
239,0,20593,Greg Chalmers,348,WGC-Cadillac,1,1,008
239,0,01249,John Daly,348,Sony Open,1,14,006
239,0,28751,Andrew Dodt,348,WGC-Bridgestone,3,16,036
239,0,21284,Hiroyuki Fujita,348,WGC-Cadillac,1,1,008
239,0,20376,Stephen Gallacher,348,WGC-Bridgestone,3,14,036
239,0,39954,Cody Gribble,348,U.S. Open,2,18,100
239,0,47791,T.J. Howe,348,Wells Fargo,2,12,698
239,0,32876,Martin Piller,348,Barbasol Champ,3,5,819
239,0,34259,Mark Silvers,348,U.S. Open,3,18,818
239,0,32333,Kevin Tway,348,Shriners Hosp.,2,9,538
239,0,23623,Bo Van Pelt,348,Honda Classic,1,18,734
251,0,24461,Thomas Aiken,347,Memorial Tourn,4,13,023
251,0,32200,Roberto Castro,347,Barbasol Champ,2,14,819
251,0,39563,Michael Davan,347,U.S. Open,1,18,818
251,0,30736,Oscar Fraustro,347,Wells Fargo,2,16,698
251,0,28679,Fabián Gómez,347,The Barclays,3,7,781
251,0,20433,Mark Hensby,347,Canadian Open,1,10,032
251,0,33122,Russell Knox,347,Memorial Tourn,4,2,023
251,0,24748,WC Liang,347,WGC-Bridgestone,2,16,036
251,0,24361,Pat Perez,347,The Barclays,2,7,781
251,0,25345,Carl Pettersson,347,Valspar Champ,3,6,665
261,0,23063,Scott Hend,346,The Open,1,1,668
261,0,34261,Scott Langley,346,John Deere Clas,2,15,669
261,0,36326,David Lipsky,346,The Open,2,1,668
261,0,48116,Ben Schlottman,346,Barbasol Champ,1,14,819
261,0,06567,Vijay Singh,346,The Barclays,2,7,781
261,0,35314,Andy Sullivan,346,The Open,1,1,668
261,0,28780,Nicholas Thompson,346,Sony Open,4,12,006
261,0,29484,Peter Uihlein,346,Sanderson Farms,2,14,746
269,0,29910,Blake Adams,345,Texas Open,4,18,770
269,0,35545,Blayne Barber,345,Canadian Open,2,18,032
269,0,47516,James Beale,345,Canadian Open,2,3,032
269,0,40058,Zac Blair,345,The Barclays,2,2,781
269,0,24357,K.J. Choi,345,Canadian Open,3,18,032
269,0,35260,Kelvin Day,345,Shell Houston,1,8,729
269,0,36801,Mark Hubbard,345,St. Jude,2,9,513
269,0,22378,Trevor Immelman,345,John Deere Clas,1,2,669
269,0,33904,Grant Leaver,345,Barbasol Champ,1,14,819
269,0,46441,Robby Shelton,345,Barbasol Champ,4,2,819
279,0,26499,Rafa Cabrera Bello,344,Puerto Rico,4,2,742
279,0,29535,Brice Garnett,344,Canadian Open,1,8,032
279,0,35720,Joseph Juszczyk,344,John Deere Clas,2,15,669
279,0,22986,Søren Kjeldsen,344,WGC-Bridgestone,3,16,036
279,0,34579,Alexander Levy,344,WGC-Cadillac,1,12,008
279,0,23548,Bill Lunde,344,Shriners Hosp.,4,9,538
279,0,23814,Edoardo Molinari,344,The Open,1,1,668
279,0,46970,Jon Rahm,344,Phoenix Open,1,17,510
279,0,26476,Chez Reavie,344,Canadian Open,1,16,032
279,0,22540,Anthony Wall,344,The Open,4,1,668
279,0,25349,Tim Wilkinson,344,Canadian Open,2,8,032
290,0,34262,Jon Curran,343,The Barclays,2,2,781
290,0,30711,Colt Knost,343,Canadian Open,1,6,032
290,0,06527,Steve Stricker,343,Zurich Classic,1,12,714
293,0,25191,Gonzalo Fernandez-Castaño,342,The Greenbrier,4,6,771
293,0,32815,Masahiro Kawamura,342,U.S. Open,2,18,100
293,0,28308,Troy Kelly,342,U.S. Open,1,1,818
293,0,23788,D.J. Trahan,342,Barbasol Champ,1,5,819
297,0,32081,Drew Scott,341,Northern Trust,2,3,500
297,0,28132,Tyrone Van Aswegen,341,Canadian Open,1,16,032
297,0,36836,Cory Whitsett,341,The McGladrey,4,14,776
300,0,46504,Ashley Chesters,340,The Open,4,1,668
300,0,21753,Brian Davis,340,Texas Open,1,10,770
300,0,29954,Robert Dinwiddie,340,The Open,1,1,668
300,0,36799,Stephan Jaeger,340,U.S. Open,2,18,100
300,0,10860,Justin Leonard,340,The Open,1,1,668
300,0,34466,Peter Malnati,340,Barbasol Champ,2,14,819
300,0,31202,William McGirt,340,Shriners Hosp.,1,9,538
300,0,23325,Vaughn Taylor,340,Canadian Open,2,18,032
300,0,33419,Cameron Tringale,340,The Barclays,1,12,781
300,0,47128,Richy Werenski,340,Barbasol Champ,3,5,819
310,0,30978,Kiradech Aphibarnrat,339,PGA Championshi,4,6,706
310,0,24671,David Bradshaw,339,The Greenbrier,1,16,771
310,0,24925,Jonathan Byrd,339,AT&T Pebble,2,9,005
310,0,29222,Billy Hurley III,339,U.S. Open,1,18,818
310,0,27652,Johan Kok,339,PGA Championshi,2,6,706
310,0,28158,Steve Marino,339,U.S. Open,2,18,100
310,0,27120,Troy Matteson,339,Barbasol Champ,4,5,819
310,0,28723,John Parry,339,U.S. Open,2,18,100
310,0,47483,Will Zalatoris,339,Northern Trust,1,3,500
319,0,45862,Jean-Philip Cornellier,338,Travelers Champ,2,1,503
319,0,21805,Harrison Frazar,338,Shriners Hosp.,2,12,538
319,0,08075,Jerry Kelly,338,Sony Open,4,1,006
319,0,06332,Neal Lancaster,338,Canadian Open,2,8,032
319,0,26881,Jarrod Lyle,338,Shriners Hosp.,4,9,538
319,0,34305,Daniel Miernicki,338,Farmers Ins.,2,9,104
319,0,25198,Francesco Molinari,338,U.S. Open,2,18,100
319,0,23175,Timothy O'Neal,338,U.S. Open,2,18,100
319,0,01945,Kenny Perry,338,Sony Open,4,1,006
328,0,01116,Michael Bradley,337,St. Jude,2,6,513
328,0,34195,Christopher Brown,337,Byron Nelson,1,7,019
328,0,21731,Freddie Jacobson,337,Honda Classic,1,6,734
328,0,01666,Bernhard Langer,337,The Open,1,1,668
328,0,40162,Justin Lower,337,The McGladrey,2,18,776
328,0,47996,Jack Maguire,337,U.S. Open,4,18,818
328,0,46442,Maverick McNealy,337,Barbasol Champ,2,5,819
328,0,31559,Garrett Osborn,337,St. Jude,1,3,513
328,0,27072,Alvaro Quiros,337,Mayakoba,4,5,733
328,0,32493,Gary Stal,337,WGC-Bridgestone,3,16,036
338,0,20098,Stuart Appleby,336,Sony Open,2,10,006
338,0,47504,Sam Burns,336,Texas Open,1,4,770
338,0,20572,Rod Pampling,336,AT&T Pebble,3,9,005
338,0,35891,Cameron Smith,336,U.S. Open,2,18,100
342,0,29891,Scott Arnold,335,The Open,1,1,668
342,0,21407,Arjun Atwal,335,St. Jude,2,9,513
342,0,28937,George Coetzee,335,U.S. Open,1,18,818
342,0,06575,Dudley Hart,335,Shriners Hosp.,4,13,538
342,0,39882,Alex Kim,335,U.S. Open,1,18,818
342,0,27302,Garth Mulroy,335,U.S. Open,2,18,100
342,0,36871,Matthew NeSmith,335,U.S. Open,2,18,100
342,0,24080,Scott Strange,335,The Open,1,1,668
350,0,33120,Mark Anderson,334,The McGladrey,2,18,776
350,0,34709,Eddie Pepperell,334,The Open,3,1,668
350,0,47995,Davis Riley,334,U.S. Open,2,18,100
350,0,22293,Heath Slocum,334,Canadian Open,1,16,032
350,0,47234,Kyle Suppa,334,Sony Open,1,5,006
350,0,02206,David Toms,334,Wyndham Champ,2,2,752
350,0,35729,Billy Walsh,334,Canadian Open,1,1,032
357,0,20771,Steven Alker,333,Shriners Hosp.,2,9,538
357,0,23540,Jason Allred,333,U.S. Open,2,18,100
357,0,24980,Scott Gutschewski,333,Wells Fargo,1,11,698
357,0,25444,Justin Hicks,333,AT&T Pebble,1,9,005
357,0,01677,Tom Lehman,333,The Open,1,1,668
357,0,36528,Yanwei Liu,333,Sony Open,2,6,006
357,0,46584,Kevin Lucas,333,U.S. Open,2,18,100
357,0,23800,Bryce Molder,333,The Barclays,1,1,781
357,0,02239,Scott Verplank,333,Canadian Open,1,8,032
357,0,31114,Drew Weaver,333,Canadian Open,1,11,032
357,0,24663,Y.E. Yang,333,Honda Classic,1,18,734
368,0,32354,Seuk-hyun Baek,332,U.S. Open,2,18,100
368,0,22764,Michael Block,332,Barbasol Champ,1,5,819
368,0,01226,Fred Couples,332,Northern Trust,1,3,500
368,0,30750,Tommy Gainey,332,Shriners Hosp.,2,18,538
368,0,47988,Nick Hardy,332,U.S. Open,2,18,100
368,0,26908,Yuta Ikeda,332,Sony Open,1,1,006
368,0,33410,Andrew Landry,332,Shell Houston,1,6,729
368,0,37250,Romain Langasque,332,The Open,1,1,668
368,0,27349,Alex Noren,332,WGC-Cadillac,2,12,008
368,0,36444,Michael Weaver,332,AT&T Pebble,2,10,769
378,0,19803,Ryan Armour,331,Canadian Open,1,8,032
378,0,45854,Thomas Birdsey,331,Texas Open,1,1,770
378,0,35213,Andrés Echavarría,331,Wells Fargo,2,16,698
378,0,34296,Wes Homan,331,Shriners Hosp.,2,18,538
378,0,47989,Sam Horsfield,331,U.S. Open,1,1,818
378,0,26420,Richard Johnson,331,AT&T Pebble,3,10,769
378,0,47127,David Pastore,331,Travelers Champ,1,18,503
378,0,33592,Andy Pope,331,The McGladrey,2,18,776
386,0,31289,Benjamín Alvarado,330,AT&T Pebble,3,10,769
386,0,07867,Woody Austin,330,Phoenix Open,1,5,510
386,0,26949,Josh Broadaway,330,Barbasol Champ,1,18,819
386,0,19825,Darren Clarke,330,PGA Championshi,2,15,706
386,0,10585,Scott McCarron,330,AT&T Pebble,3,10,769
386,0,27506,Oliver Wilson,330,WGC-Bridgestone,3,8,036
392,0,46443,Brian Campbell,329,U.S. Open,4,1,818
392,0,47225,Ryan Kennedy,329,PGA Championshi,2,2,706
392,0,35139,Richard Lee,329,U.S. Open,2,18,100
392,0,48120,Mark Young,329,The Open,2,1,668
396,0,12652,Cameron Beckman,328,Barbasol Champ,1,13,819
396,0,34363,Tyrrell Hatton,328,The Open,2,2,668
396,0,34073,Creighton Honeck,328,Byron Nelson,1,1,019
396,0,12195,Tom Johnson,328,Sony Open,4,8,006
396,0,46302,Paul Kinnear,328,The Open,1,1,668
396,0,48139,Austin Peters,328,PGA Championshi,2,2,706
396,0,23497,Tag Ridings,328,St. Jude,2,7,513
396,0,20127,Chris Riley,328,Barbasol Champ,1,2,819
396,0,48102,Carson Schaake,328,John Deere Clas,2,2,669
396,0,31677,Jake Younan,328,Sanderson Farms,2,5,746
406,0,48118,Alister Balcombe,327,The Open,2,1,668
406,0,15704,David Holmes,327,St. Jude,2,6,513
406,0,37092,Hyung-Sung Kim,327,Sony Open,4,5,006
406,0,24449,Parker McLachlin,327,Barbasol Champ,2,14,819
406,0,29256,James Morrison,327,The Open,4,1,668
406,0,34611,Jason Palmer,327,U.S. Open,1,18,818
406,0,20657,Nigel Spence,327,Shriners Hosp.,1,12,538
406,0,20160,Charlie Wi,327,St. Jude,2,6,513
414,0,33803,Lucas Bjerregaard,326,U.S. Open,2,18,100
414,0,37351,Oliver Goss,326,AT&T Pebble,1,6,769
414,0,28380,Ryan Helminen,326,PGA Championshi,1,9,706
414,0,31558,J.J. Killeen,326,Texas Open,1,14,770
414,0,45961,Michael Kinkopf,326,Valspar Champ,1,18,665
414,0,32421,Romain Wattel,326,The Open,1,1,668
414,0,22000,Chris Wood,326,PGA Championshi,1,15,706
421,0,23778,Brad Adamonis,325,Travelers Champ,2,12,503
421,0,08931,Glen Day,325,St. Jude,2,3,513
421,0,01766,Billy Mayfair,325,St. Jude,2,3,513
421,0,21959,Ted Purdy,325,Barbasol Champ,2,16,819
421,0,30237,Cory Renfrew,325,Phoenix Open,1,2,510
421,0,02246,Duffy Waldorf,325,Barbasol Champ,1,14,819
427,0,27554,Scott Harrington,324,Phoenix Open,1,14,510
427,0,35461,Beau Hossler,324,U.S. Open,2,18,100
427,0,35296,Haotong Li,324,WGC-HSBC Champ.,4,14,766
427,0,46048,Jordan Niebrugge,324,The Open,2,1,668
427,0,46488,Adam Rainaud,324,PGA Championshi,2,15,706
427,0,39480,T.J. Vogel,324,Frys.com Open,2,10,552
433,0,47906,Austin Connelly,323,Canadian Open,1,8,032
433,0,24083,Marcus Fraser,323,The Open,1,1,668
433,0,21350,Ryuji Imada,323,Barbasol Champ,1,18,819
433,0,26595,Derek Tolan,323,Puerto Rico,2,2,742
437,0,20070,Matt Bettencourt,322,AT&T Pebble,3,9,005
437,0,31640,Gary Boyd,322,The Open,2,2,668
437,0,32115,Daniel Brooks,322,The Open,2,2,668
437,0,12782,Tim Herron,322,Barbasol Champ,1,14,819
437,0,19970,Robert Karlsson,322,Wells Fargo,2,16,698
437,0,47992,Matt Mabrey,322,U.S. Open,2,18,100
437,0,47472,MJ Maguire,322,Arnold Palmer,1,9,009
437,0,33941,Nick Mason,322,St. Jude,2,9,513
437,0,01887,Mark O'Meara,322,The Open,1,1,668
437,0,07749,Brett Quigley,322,Barbasol Champ,2,5,819
437,0,48026,Zack Vervaecke,322,John Deere Clas,1,2,669
448,0,12809,John Faidley,321,RBC Heritage,1,16,012
