RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,02206,David Toms,25.20,193,766,+0.016
2,0,10860,Justin Leonard,24.97,188,753,+0.059
3,0,24357,K.J. Choi,22.99,183,796,+0.055
4,0,34262,Jon Curran,22.87,207,905,+0.106
5,0,23541,Ben Crane,22.77,166,729,+0.133
6,0,40058,Zac Blair,22.29,274,1229,+0.018
7,0,23983,Luke Donald,22.10,166,751,+0.012
8,0,29222,Billy Hurley III,21.46,188,876,+0.117
9,0,25240,D.A. Points,20.67,167,808,+0.006
10,0,22293,Heath Slocum,20.59,112,544,+0.196
11,0,30927,Brendon Todd,20.51,218,1063,-0.009
12,0,34174,John Huh,19.68,244,1240,-0.012
13,0,23800,Bryce Molder,19.63,211,1075,+0.047
14,0,30711,Colt Knost,19.57,202,1032,+0.188
15,0,24490,George McNeill,19.40,241,1242,+0.075
16,0,25396,Kevin Na,19.13,189,988,+0.048
17,0,21753,Brian Davis,18.62,184,988,+0.109
18,0,34256,Andrew Putnam,18.41,139,755,+0.129
19,0,10885,Robert Allenby,18.40,131,712,+0.229
20,0,25720,Chad Collins,18.18,160,880,+0.038
21,0,20104,Ken Duke,17.57,191,1087,+0.052
22,0,27963,Chris Stroud,17.56,167,951,+0.078
23,0,25349,Tim Wilkinson,17.55,142,809,+0.127
24,0,08075,Jerry Kelly,17.48,161,921,+0.106
25,0,24846,Ricky Barnes,17.45,153,877,+0.144
26,0,31560,Brian Stuard,17.32,191,1103,+0.058
27,0,26758,David Hearn,17.13,203,1185,-0.025
28,0,25686,Jason Dufner,17.09,114,667,E
29,0,33419,Cameron Tringale,16.73,184,1100,+0.082
30,0,20771,Steven Alker,16.62,116,698,+0.017
31,0,25198,Francesco Molinari,16.11,96,596,-0.052
32,0,31202,William McGirt,16.01,217,1355,+0.032
33,0,12510,Chad Campbell,15.68,199,1269,+0.065
34,0,20472,Alex Cejka,15.64,172,1100,+0.093
35,0,25834,Daniel Summerhays,15.39,191,1241,+0.115
36,0,36801,Mark Hubbard,15.02,128,852,+0.078
