RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,01876,Greg Norman,10.93,5.17,-.31,.06
2,0,08793,Tiger Woods,10.76,4.52,0
3,0,06522,Ernie Els,10.14,5.54,.24
4,0,01968,Nick Price,9.78,4.37,-.03,.06
5,0,01706,Davis Love III,9.58,4.82,-.08,.34
6,0,08635,Colin Montgomerie,9.33,4.89,-.06,.58
7,0,01810,Phil Mickelson,8.96,4.19,-.01,.12
8,0,01677,Tom Lehman,8.08,4.25,-.03,.06
9,0,01906,Masashi Jumbo Ozaki,8.05,3.46,0
10,0,01887,Mark O'Meara,7.44,3.83,-.26,0
11,0,10860,Justin Leonard,7.00,4.13,0
12,0,09011,David Duval,6.87,3.64,0
13,0,01329,Brad Faxon,6.66,3.13,0
14,0,01313,Steve Elkington,6.66,2.66,-.05,.12
15,0,06567,Vijay Singh,6.52,3.66,-.01,0
16,0,01527,Scott Hoch,6.31,3.77,-.30,0
17,0,01326,Nick Faldo,6.29,2.77,-.13,0
18,0,01226,Fred Couples,5.60,2.35,.06
19,0,12660,Jesper Parnevik,5.59,2.85,0
20,0,02256,Tom Watson,5.47,2.19,0
21,0,10809,Jim Furyk,5.40,3.26,-.02,0
22,0,20396,Lee Westwood,5.26,3.42,0
23,0,01666,Bernhard Langer,5.22,2.64,-.03,0
24,0,01599,Steve Jones,5.21,2.97,0
25,0,02300,Ian Woosnam,4.96,2.68,0
26,0,02010,Loren Roberts,4.92,2.44,-.03,0
27,0,10457,Frank Nobilo,4.83,2.56,0
28,0,01161,Mark Calcavecchia,4.47,2.65,-.01,0
29,0,01724,Jeff Maggert,4.38,2.32,0
30,0,01796,Mark McNulty,4.12,1.69,0
31,0,08375,Paul Stankowski,4.09,2.29,0
32,0,06613,Tommy Tolles,3.96,2.14,0
33,0,12680,Shigeki Maruyama,3.73,2.37,-.06,0
34,0,01219,John Cook,3.70,2.07,0
35,0,19825,Darren Clarke,3.69,2.19,.06
36,0,01577,Lee Janzen,3.67,2.12,-.10,0
37,0,02257,Brian Watts,3.64,1.82,0
38,0,01633,Tom Kite,3.59,1.58,0
39,0,02133,Craig Stadler,3.51,1.51,0
40,0,01920,Craig Parry,3.49,2.27,0
41,0,01418,Bill Glasson,3.47,1.39,0
42,0,06373,José María Olazábal,3.32,1.46,0
43,0,20098,Stuart Appleby,3.29,2.07,0
43,0,10585,Scott McCarron,3.29,1.84,0
45,0,06527,Steve Stricker,3.22,1.45,0
46,0,01905,Joe Ozaki,3.22,2.06,0
47,0,02146,Payne Stewart,3.15,1.67,-.03,0
48,0,08633,Per-Ulrik Johansson,3.13,1.41,0
49,0,12702,Costantino Rocca,3.06,1.90,.12
50,0,01116,Michael Bradley,2.96,1.51,0
51,0,10885,Robert Allenby,2.91,1.66,0
52,0,02223,Bob Tway,2.88,1.52,-.08,0
53,0,02020,Eduardo Romero,2.84,1.22,0
54,0,01378,David Frost,2.83,1.70,-.06,0
55,0,20229,Stewart Cink,2.79,1.45,0
56,0,02104,Jeff Sluman,2.78,1.78,0
57,0,01457,Jay Haas,2.72,1.36,0
58,0,02246,Duffy Waldorf,2.63,1.30,-.04,0
59,0,12823,Carlos Franco,2.58,1.11,0
60,0,20157,Retief Goosen,2.56,1.74,0
61,0,01891,David Ogrin,2.56,1.56,0
62,0,01132,Mark Brooks,2.54,1.70,0
63,0,01024,Billy Andrade,2.48,1.44,0
64,0,01945,Kenny Perry,2.42,1.23,-.02,0
65,0,20634,Peter Lonard,2.38,1.14,0
66,0,06573,Brandt Jobe,2.36,1.04,0
67,0,02214,Kirk Triplett,2.36,1.18,0
68,0,01381,Fred Funk,2.31,1.59,-.02,0
69,0,11106,Frankie Minoza,2.23,1.07,0
70,0,12782,Tim Herron,2.23,1.47,0
71,0,06377,Jet Ozaki,2.22,1.09,0
72,0,01723,Andrew Magee,2.22,1.29,0
73,0,10944,Thomas Bjørn,2.18,1.20,0
74,0,01096,Phil Blackmar,2.15,1.18,0
75,0,06643,Paul Goydos,2.15,1.33,0
76,0,01928,Corey Pavin,2.04,1.00,-.04,0
77,0,07269,Greg Turner,2.04,1.00,0
78,0,20766,Padraig Harrington,2.03,1.22,0
79,0,06575,Dudley Hart,2.02,.99,0
80,0,19970,Robert Karlsson,2.00,.86,0
81,0,20473,Ignacio Garrido,1.94,.99,0
82,0,06004,Stephen Ames,1.94,.97,0
83,0,01750,Miguel Angel Martin,1.87,.86,0
84,0,01886,Peter O'Malley,1.87,1.12,0
85,0,19905,Andrew Coltart,1.84,1.18,0
86,0,01331,Rick Fehr,1.84,.81,0
87,0,01361,Dan Forsman,1.82,.89,0
88,0,01797,Rocco Mediate,1.80,.81,0
89,0,01157,Tom Byrum,1.78,.96,0
90,0,01572,Mark James,1.77,.85,0
91,0,01803,Hajime Meshiai,1.74,.81,.18
92,0,01514,Eduardo Herrera,1.72,.79,0
93,0,01610,Yoshinori Kaneko,1.70,1.04,0
94,0,01864,Larry Nelson,1.70,.73,0
95,0,01707,Steve Lowery,1.67,1.05,0
96,0,02076,Peter Senior,1.66,.93,0
97,0,01098,Jay Don Blake,1.64,.90,0
98,0,02170,Hal Sutton,1.63,.95,-.02,0
99,0,01823,Larry Mize,1.63,.78,0
100,0,20869,Raymond Russell,1.62,.94,0
101,0,01203,Russ Cochran,1.61,1.00,0
102,0,02206,David Toms,1.58,.90,0
103,0,12461,Paul McGinley,1.57,.96,0
104,0,01943,Chris Perry,1.55,.82,0
105,0,08191,Paul Broadhurst,1.52,.96,0
106,0,19972,José Coceres,1.52,.76,0
107,0,01042,Paul Azinger,1.51,.65,0
108,0,02271,Wayne Westner,1.51,.83,0
109,0,01014,Fulton Allem,1.48,.65,0
110,0,20502,Michael Long,1.48,.62,0
111,0,01975,Tom Purtzer,1.47,.72,0
112,0,19830,Joakim Haeggman,1.47,.69,0
113,0,02279,Mark Wiebe,1.46,.73,0
114,0,01783,Mark McCumber,1.45,.61,-.03,0
115,0,06595,Kevin Sutherland,1.45,.84,0
116,0,01960,Don Pooley,1.44,.59,0
117,0,01748,Doug Martin,1.42,.85,0
118,0,20927,Shoichi Kuwabara,1.40,.77,0
118,0,02023,Clarence Rose,1.40,.84,0
120,0,01766,Billy Mayfair,1.40,.83,-.02,0
121,0,19881,Robert Damron,1.39,.78,0
122,0,20569,Richard Green,1.39,.71,0
123,0,01185,Brandel Chamblee,1.38,.72,0
124,0,01569,Peter Jacobsen,1.38,.65,0
125,0,21284,Hiroyuki Fujita,1.38,.55,0
126,0,01320,Bob Estes,1.36,.64,0
127,0,01143,Brad Bryant,1.35,.75,-.06,0
128,0,10569,Mike Brisky,1.35,.77,0
128,0,02207,Sam Torrance,1.35,.80,-.09,.06
130,0,19958,Miguel Angel Jiménez,1.33,.75,-.03,0
131,0,01473,Todd Hamilton,1.32,.70,0
132,0,20820,Patrik Sjöland,1.31,.67,0
133,0,01323,Brad Fabel,1.29,.75,0
134,0,20881,Jamie Spence,1.29,.62,0
135,0,20992,Kazuhiko Hosokawa,1.28,.79,.12
136,0,12645,Brent Geiberger,1.28,.64,0
137,0,20382,Stephen Leaney,1.27,.51,0
138,0,20387,Jarmo Sandelin,1.27,.71,0
139,0,19965,Peter Mitchell,1.26,.73,0
140,0,01553,John Huston,1.25,.69,0
141,0,20043,Edward Fryatt,1.25,.50,0
142,0,01560,David Ishii,1.25,.71,0
143,0,01996,Mike Reid,1.21,.58,0
144,0,01549,Mike Hulbert,1.21,.76,0
145,0,09071,David Gilford,1.20,.59,0
146,0,20939,Keiichiro Fukabori,1.20,.66,0
147,0,20259,Hisayuki Sasaki,1.19,.87,-.12,0
148,0,08931,Glen Day,1.19,.70,0
149,0,20771,Steven Alker,1.17,.47,0
149,0,02267,D.A. Weibring,1.17,.49,-.02,0
151,0,12682,Hirofumi Miyase,1.17,.69,0
152,0,01510,Nolan Henke,1.16,.58,0
153,0,12675,Toshi Odate,1.16,.51,0
154,0,20772,Toru Suzuki,1.15,.70,.06
155,0,02321,Fuzzy Zoeller,1.15,.46,0
156,0,02245,Grant Waite,1.14,.72,0
157,0,01201,Lennie Clements,1.14,.58,0
157,0,19904,Paul Lawrie,1.14,.58,0
159,0,19974,Roger Chapman,1.13,.61,0
160,0,01139,Olin Browne,1.13,.70,0
161,0,01306,David Edwards,1.13,.54,0
162,0,20848,Ángel Cabrera,1.12,.47,0
163,0,06617,Brian Henninger,1.11,.60,0
164,0,06431,Jean Van de Velde,1.09,.59,0
165,0,11156,Tsukasa Watanabe,1.08,.68,0
166,0,02008,Lee Rinker,1.08,.69,0
167,0,20118,Eiji Mizoguchi,1.07,.60,0
167,0,20471,Sven Struver,1.07,.60,0
169,0,11678,Peter Teravainen,1.07,.61,0
170,0,20925,Mitsutaka Kusakabe,1.07,.46,0
171,0,20593,Greg Chalmers,1.06,.54,0
171,0,12663,Phil Tataurangi,1.06,.54,0
173,0,08075,Jerry Kelly,1.06,.73,0
174,0,08973,Wayne Riley,1.05,.62,0
175,0,01682,Wayne Levi,1.05,.43,0
176,0,01761,Len Mattiace,1.05,.67,0
177,0,02099,Scott Simpson,1.02,.50,0
178,0,19902,Russell Claydon,1.02,.52,0
179,0,20583,David Carter,1.02,.58,0
180,0,20548,Hidemichi Tanaka,1.02,.61,.06
181,0,01388,Robert Gamez,1.00,.57,0
181,0,01475,Donnie Hammond,1.00,.42,0
183,0,20467,Jean Louis Guepy,.98,.42,0
184,0,10821,Toshi Izawa,.96,.44,0
185,0,02159,Curtis Strange,.95,.42,0
186,0,20940,Kenichi Kuboya,.95,.38,0
187,0,12546,Peter Baker,.95,.56,0
188,0,20565,Shinichi Yokota,.95,.53,0
189,0,01093,Ronnie Black,.94,.51,0
190,0,06315,Pete Jordan,.93,.55,0
190,0,02101,Joey Sindelar,.93,.55,0
192,0,07235,John Morse,.93,.55,-.02,0
193,0,10964,Clinton Whitelaw,.93,.39,0
194,0,20929,Katsunori Kuwabara,.92,.59,0
195,0,01175,Jim Carter,.92,.55,0
196,0,20761,Ross McFarlane,.92,.54,0
197,0,01824,Yoshinori Mizumaki,.91,.50,0
