RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,08793,Tiger Woods,$662770,9941563
2,0,10809,Jim Furyk,$300554,7213315
3,0,24502,Adam Scott,$262045,4978857
4,0,01810,Phil Mickelson,$224026,4256505
5,0,22046,Geoff Ogilvy,$217748,4354969
6,0,23983,Luke Donald,$176522,3177408
7,0,06567,Vijay Singh,$170459,4602416
8,0,29718,Anthony Kim,$169033,338066
9,0,22378,Trevor Immelman,$160174,3844188
10,0,21498,Hideto Tanihara,$155415,310830
11,0,20098,Stuart Appleby,$150889,3470457
12,0,20157,Retief Goosen,$145414,2617452
13,0,02206,David Toms,$132326,2911186
14,0,06522,Ernie Els,$129234,2326220
15,0,23322,Brett Wetterich,$120927,3023184
16,0,01706,Davis Love III,$119443,2747205
17,0,23621,Rory Sabbatini,$119239,2861750
18,0,06373,José María Olazábal,$117801,2120422
19,0,06004,Stephen Ames,$114055,2395155
20,0,12510,Chad Campbell,$112442,2811067
21,0,20572,Rod Pampling,$111028,2664673
22,0,20628,Arron Oberholser,$107294,2467771
23,0,06527,Steve Stricker,$106577,1811811
24,0,20229,Stewart Cink,$105996,2755911
25,0,24138,Ian Poulter,$103593,1553906
26,0,06621,Joe Durant,$100397,2811139
27,0,25345,Carl Pettersson,$94570,2647982
28,0,21209,Sergio Garcia,$91807,1560733
29,0,24357,K.J. Choi,$91405,2376547
30,0,24024,Zach Johnson,$90824,2452250
31,0,23135,Tim Clark,$89769,1974931
32,0,20766,Padraig Harrington,$89311,1339675
33,0,25562,Andres Romero,$88612,177224
34,0,22621,Ben Curtis,$86781,2256325
35,0,01677,Tom Lehman,$84604,1692080
36,0,24956,Mikko Ilonen,$83655,83655
36,0,26539,Robert Rock,$83655,83655
36,0,23797,Brett Rumford,$83655,83655
39,0,25900,Lucas Glover,$83483,2587982
40,0,23353,J.J. Henry,$82195,2301480
41,0,07749,Brett Quigley,$79315,2617418
42,0,10423,Mike Weir,$78488,1883724
43,0,26287,Roland Thatcher,$74250,74250
44,0,12602,Dean Wilson,$73819,2509857
45,0,01941,Tom Pernice Jr.,$72622,2396547
46,0,24925,Jonathan Byrd,$70420,1408418
47,0,02239,Scott Verplank,$69172,1729318
48,0,20104,Ken Duke,$69115,138230
49,0,23325,Vaughn Taylor,$68613,1783944
50,0,10885,Robert Allenby,$68344,1503581
51,0,22348,Nick O'Hern,$66349,995235
52,0,12782,Tim Herron,$65783,1776142
53,0,20608,David Howell,$65174,912437
54,0,25732,S.K. Ho,$64445,128890
55,0,08635,Colin Montgomerie,$62656,501249
56,0,21461,Kenneth Ferrie,$61085,183255
57,0,22371,Aaron Baddeley,$60660,1516512
58,0,19825,Darren Clarke,$60081,660897
59,0,27770,Camilo Villegas,$60072,1742111
60,0,06251,Chris DiMarco,$59150,1537925
61,0,20645,John Senden,$58952,1650673
62,0,21528,Henrik Stenson,$58230,582302
63,0,22405,Justin Rose,$58188,1629288
64,0,24507,Jason Bohn,$57823,1676892
65,0,23541,Ben Crane,$57272,1489092
66,0,27141,J.B. Holmes,$57215,1487603
67,0,11032,Frank Lickliter II,$57092,1655678
68,0,01928,Corey Pavin,$56873,1308084
69,0,23718,Nathan Green,$56693,1700803
70,0,06515,Shaun Micheel,$56304,1632842
71,0,08075,Jerry Kelly,$56058,1737799
72,0,27120,Troy Matteson,$55581,1778597
73,0,01724,Jeff Maggert,$55014,1430376
74,0,20691,Greg Owen,$54861,1316684
75,0,12660,Jesper Parnevik,$54512,1308309
76,0,01381,Fred Funk,$54477,1579837
77,0,25321,Lee Slattery,$54096,54096
78,0,26420,Richard Johnson,$53633,1555376
79,0,01320,Bob Estes,$53609,1340243
80,0,22913,John Rollins,$53529,1498827
81,0,20859,Anders Hansen,$53100,53100
82,0,20848,Ángel Cabrera,$51958,623504
83,0,21961,Charles Howell III,$51770,1553104
84,0,26596,Ryan Moore,$51005,1122117
85,0,01142,Bart Bryant,$50620,1316131
86,0,26758,David Hearn,$50437,50437
87,0,11123,Chris Couch,$50249,1356731
88,0,23623,Bo Van Pelt,$49640,1389926
89,0,01766,Billy Mayfair,$47172,1367997
90,0,24140,Sean O'Hair,$47046,1411387
91,0,20850,Daniel Chopra,$46377,1530454
92,0,01226,Fred Couples,$45903,780361
93,0,19824,Craig Barlow,$45751,1006537
94,0,20396,Lee Westwood,$45040,630565
95,0,01024,Billy Andrade,$44080,1057926
96,0,23048,Eric Axley,$43951,1274579
97,0,21731,Freddie Jacobson,$43820,788763
98,0,02104,Jeff Sluman,$43173,1252024
99,0,22540,Anthony Wall,$42963,128890
100,0,07457,Steve Flesch,$42958,1417615
101,0,27095,Nick Watney,$42890,1243816
102,0,02214,Kirk Triplett,$42588,766593
103,0,19958,Miguel Angel Jiménez,$41751,334011
104,0,20574,Mathew Goggin,$41390,1076141
105,0,19972,José Coceres,$40199,522591
106,0,22293,Heath Slocum,$39356,1180681
107,0,12680,Shigeki Maruyama,$38470,1154115
108,0,12716,Charley Hoffman,$38454,1115192
109,0,21470,Daisuke Maruyama,$38274,956873
110,0,24781,Hunter Mahan,$38188,1107456
111,0,20634,Peter Lonard,$38046,837017
112,0,07867,Woody Austin,$38042,1179321
113,0,24361,Pat Perez,$37868,719507
114,0,25804,Bubba Watson,$37750,1019263
115,0,23349,Charles Warren,$37734,1018840
116,0,01945,Kenny Perry,$37213,818698
117,0,19991,Peter Hedblom,$37126,74252
118,0,06643,Paul Goydos,$37099,890391
119,0,21949,Joe Ogilvie,$37003,1073110
120,0,08537,J.P. Hayes,$36917,701432
121,0,21959,Ted Purdy,$36861,1216428
122,0,24083,Marcus Fraser,$36482,36482
123,0,23320,Ryan Palmer,$36428,1092853
124,0,01707,Steve Lowery,$36288,1124949
125,0,20498,Briny Baird,$33781,844547
126,0,02010,Loren Roberts,$33642,134571
127,0,19846,Brian Gay,$33470,1037599
128,0,21350,Ryuji Imada,$32843,1018140
129,0,20400,Michael Campbell,$32398,323982
130,0,23788,D.J. Trahan,$31370,1035242
131,0,21805,Harrison Frazar,$30655,889022
132,0,24912,Will MacKenzie,$30343,879965
133,0,10860,Justin Leonard,$30067,781756
134,0,24924,Bill Haas,$29567,887023
135,0,25720,Chad Collins,$29459,29459
135,0,28310,Lee Williams,$29459,29459
137,0,01219,John Cook,$29295,644505
138,0,23656,Jason Caron,$29260,29260
139,0,06573,Brandt Jobe,$28658,802431
140,0,02101,Joey Sindelar,$27672,802507
141,0,20382,Stephen Leaney,$27657,746747
142,0,22986,Søren Kjeldsen,$27619,27619
143,0,20105,Jeff Gove,$27361,793476
144,0,21753,Brian Davis,$27224,762281
145,0,10733,Kent Jones,$26898,860766
146,0,23903,Stephen Gangluff,$26792,53584
147,0,08385,Omar Uresti,$26532,583704
148,0,06575,Dudley Hart,$26301,762736
149,0,23540,Jason Allred,$26250,52500
150,0,25364,Paul Casey,$26175,209401
151,0,06350,Bob May,$26129,548711
152,0,01161,Mark Calcavecchia,$26122,705315
153,0,06595,Kevin Sutherland,$25918,751625
154,0,24748,WC Liang,$25850,25850
155,0,01685,J.L. Lewis,$25804,438668
156,0,01139,Olin Browne,$25135,754061
157,0,28089,Jason Day,$24929,174508
158,0,07223,Brian Bateman,$24813,645153
159,0,22892,Jason Gore,$24724,717004
160,0,23614,Rich Beem,$24378,658225
161,0,21646,David Branshaw,$24356,706345
162,0,25572,Graeme McDowell,$23860,357901
163,0,19970,Robert Karlsson,$23656,118282
164,0,01042,Paul Azinger,$23402,702089
165,0,01666,Bernhard Langer,$23396,561512
166,0,01457,Jay Haas,$23342,163398
167,0,24957,Simon Khan,$22772,45545
168,0,20378,Mathias Grönberg,$22466,674002
169,0,02246,Duffy Waldorf,$22339,625513
170,0,25818,Scott Piercy,$22007,132042
171,0,24191,Andrew Marshall,$21577,21577
172,0,01329,Brad Faxon,$20910,543680
173,0,28475,Jeff Overton,$20611,577131
174,0,10505,Shane Bertsch,$20501,697058
175,0,24537,Philip Archer,$20482,20482
176,0,26360,Bubba Dickerson,$20322,650313
177,0,08845,Scott Sterling,$20280,20280
178,0,06034,Marco Dawson,$20188,545076
179,0,01948,Tim Petrovic,$20064,601928
180,0,01619,Skip Kendall,$19996,439933
181,0,24980,Scott Gutschewski,$19973,379487
182,0,01261,Jay Delsing,$19746,276447
183,0,12645,Brent Geiberger,$19682,590478
184,0,02110,Jerry Smith,$19593,568213
185,0,10213,Dicky Pride,$19408,174674
186,0,24358,Robert Garrigus,$19199,537594
187,0,01920,Craig Parry,$18885,283282
188,0,06197,Michael Allen,$18837,470945
189,0,01577,Lee Janzen,$18721,524197
190,0,21878,Mark Wilson,$18513,444317
191,0,08835,Kris Cox,$18494,517835
192,0,20127,Chris Riley,$18344,495313
193,0,20480,Marco Ruiz,$18125,18125
194,0,20094,Jonathan Kaye,$18084,578713
195,0,12652,Cameron Beckman,$18026,288427
196,0,20472,Alex Cejka,$17516,525483
197,0,24449,Parker McLachlin,$17337,34674
198,0,08123,Jeff Brehaut,$16927,558593
199,0,21407,Arjun Atwal,$16682,550535
200,0,08993,Franklin Langham,$16642,16642
201,0,12760,Danny Ellis,$16630,382500
202,0,01388,Robert Gamez,$16454,493640
203,0,01235,Ben Crenshaw,$16030,32060
204,0,01553,John Huston,$15963,431024
205,0,22946,Henrik Bjornstad,$15840,491043
206,0,20433,Mark Hensby,$15742,251883
207,0,21007,Gabriel Hjertstedt,$15702,251235
208,0,12823,Carlos Franco,$15668,454384
209,0,20631,David McKenzie,$15186,425227
210,0,22110,Thaworn Wiratchant,$15181,45545
211,0,23497,Tag Ridings,$15098,498242
212,0,01313,Steve Elkington,$15011,255196
213,0,10944,Thomas Bjørn,$14967,104773
214,0,25686,Jason Dufner,$14729,29459
215,0,22363,Don Yrene,$14619,29238
216,0,19881,Robert Damron,$14558,451299
217,0,08375,Paul Stankowski,$14527,319596
218,0,12461,Paul McGinley,$14526,130734
219,0,25240,D.A. Points,$14499,405983
220,0,01035,Tommy Armour III,$14097,352446
221,0,23821,Yusaku Miyazato,$14081,28162
222,0,25679,B.J. Staten,$14060,253088
223,0,22951,Azuma Yano,$14007,14007
224,0,20099,Doug Barron,$13865,388225
225,0,20218,Shingo Katayama,$13710,82262
226,0,26331,Charl Schwartzel,$13535,108281
227,0,08191,Paul Broadhurst,$13524,54096
228,0,25396,Kevin Na,$13281,146099
229,0,09011,David Duval,$13261,318276
230,0,24610,Stuart Deane,$13140,13140
231,0,01968,Nick Price,$13058,208938
232,0,10565,Ian Leggatt,$13031,377902
233,0,07013,Wes Short Jr.,$12803,422505
234,0,01609,Jim Kane,$12725,12725
235,0,26679,Kevin Stadler,$12662,75972
236,0,24878,Chris Parra,$12152,12152
237,0,02245,Grant Waite,$12118,96950
238,0,01823,Larry Mize,$12109,217971
239,0,29365,Kane Webber,$12045,12045
240,0,02223,Bob Tway,$11989,299725
241,0,10585,Scott McCarron,$11715,175727
242,0,27215,Patrick Damron,$11660,11660
