RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,10809,Jim Furyk,76.67,23,30
2,0,01887,Mark O'Meara,76.47,13,17
3,0,08793,Tiger Woods,72.73,16,22
4,0,01139,Olin Browne,72.41,21,29
5,0,06373,José María Olazábal,71.43,10,14
6,0,24502,Adam Scott,70.00,7,10
7,0,10425,Jay Williamson,69.23,18,26
8,0,24361,Pat Perez,68.75,22,32
9,0,07749,Brett Quigley,68.57,24,35
10,0,21949,Joe Ogilvie,68.42,26,38
11,0,06567,Vijay Singh,67.44,29,43
12,0,23541,Ben Crane,65.38,17,26
13,0,23621,Rory Sabbatini,64.71,11,17
14,0,02214,Kirk Triplett,64.29,9,14
15,0,24357,K.J. Choi,63.64,21,33
15,0,20157,Retief Goosen,63.64,7,11
17,0,06595,Kevin Sutherland,62.86,22,35
18,0,26420,Richard Johnson,62.50,10,16
19,0,10860,Justin Leonard,60.71,17,28
20,0,23036,Chris Anderson,60.00,21,35
20,0,20098,Stuart Appleby,60.00,15,25
20,0,23983,Luke Donald,60.00,12,20
20,0,20127,Chris Riley,60.00,15,25
20,0,02104,Jeff Sluman,60.00,24,40
25,0,22046,Geoff Ogilvy,59.38,19,32
26,0,20474,Phillip Price,57.89,22,38
27,0,01941,Tom Pernice Jr.,57.50,23,40
28,0,20382,Stephen Leaney,57.14,20,35
29,0,23409,James Driscoll,56.76,21,37
29,0,08385,Omar Uresti,56.76,21,37
31,0,06004,Stephen Ames,56.67,17,30
31,0,23135,Tim Clark,56.67,17,30
33,0,01024,Billy Andrade,56.52,13,23
34,0,02206,David Toms,56.00,14,25
35,0,12826,Paul Claxton,55.56,15,27
35,0,01388,Robert Gamez,55.56,20,36
37,0,01313,Steve Elkington,55.17,16,29
38,0,24912,Will MacKenzie,55.00,11,20
39,0,01810,Phil Mickelson,54.84,17,31
39,0,12454,Mario Tiziani,54.84,17,31
41,0,19972,José Coceres,54.55,12,22
42,0,06197,Michael Allen,54.29,19,35
43,0,12645,Brent Geiberger,54.17,13,24
43,0,01823,Larry Mize,54.17,13,24
43,0,02223,Bob Tway,54.17,13,24
46,0,20572,Rod Pampling,53.57,15,28
46,0,23788,D.J. Trahan,53.57,15,28
48,0,08725,Tom Gillis,53.33,16,30
49,0,11032,Frank Lickliter II,53.13,17,32
50,0,02106,Chris Smith,52.94,18,34
51,0,23497,Tag Ridings,52.78,19,36
52,0,02010,Loren Roberts,52.63,10,19
53,0,19881,Robert Damron,52.50,21,40
53,0,23623,Bo Van Pelt,52.50,21,40
55,0,23614,Rich Beem,52.38,11,21
55,0,23108,Matt Kuchar,52.38,11,21
57,0,24227,Justin Bolli,52.00,13,25
57,0,01666,Bernhard Langer,52.00,13,25
57,0,12602,Dean Wilson,52.00,13,25
60,0,20645,John Senden,51.61,16,31
61,0,21633,Steve Allan,51.52,17,33
62,0,01619,Skip Kendall,51.43,18,35
63,0,20850,Daniel Chopra,51.35,19,37
63,0,02101,Joey Sindelar,51.35,19,37
65,0,22405,Justin Rose,51.28,20,39
66,0,07867,Woody Austin,51.22,21,41
67,0,24925,Jonathan Byrd,51.02,25,49
68,0,01761,Len Mattiace,50.88,29,57
69,0,20498,Briny Baird,50.00,19,38
69,0,20623,Gavin Coles,50.00,14,28
69,0,08931,Glen Day,50.00,18,36
69,0,19846,Brian Gay,50.00,21,42
69,0,21961,Charles Howell III,50.00,19,38
69,0,24024,Zach Johnson,50.00,15,30
69,0,01706,Davis Love III,50.00,10,20
69,0,01948,Tim Petrovic,50.00,21,42
69,0,24138,Ian Poulter,50.00,11,22
69,0,26679,Kevin Stadler,50.00,22,44
79,0,25240,D.A. Points,48.39,15,31
80,0,21209,Sergio Garcia,48.15,13,27
81,0,08123,Jeff Brehaut,47.83,11,23
82,0,01487,Jeff Hart,47.37,9,19
83,0,24140,Sean O'Hair,47.22,17,36
84,0,01249,John Daly,47.06,8,17
85,0,01161,Mark Calcavecchia,46.88,15,32
86,0,25345,Carl Pettersson,46.67,21,45
87,0,07457,Steve Flesch,46.43,13,28
87,0,10423,Mike Weir,46.43,13,28
89,0,12782,Tim Herron,46.15,18,39
89,0,01945,Kenny Perry,46.15,12,26
89,0,20160,Charlie Wi,46.15,18,39
92,0,06034,Marco Dawson,45.95,17,37
93,0,01928,Corey Pavin,45.83,11,24
94,0,22371,Aaron Baddeley,45.71,16,35
94,0,24781,Hunter Mahan,45.71,16,35
96,0,21959,Ted Purdy,45.65,21,46
97,0,20766,Padraig Harrington,45.45,10,22
97,0,01685,J.L. Lewis,45.45,20,44
97,0,20691,Greg Owen,45.45,15,33
100,0,06332,Neal Lancaster,45.16,14,31
100,0,23320,Ryan Palmer,45.16,14,31
102,0,19824,Craig Barlow,45.00,9,20
102,0,01381,Fred Funk,45.00,9,20
102,0,10962,Bradley Hughes,45.00,9,20
102,0,01553,John Huston,45.00,18,40
106,0,20433,Mark Hensby,44.44,8,18
106,0,21350,Ryuji Imada,44.44,16,36
