RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,23983,Luke Donald,75.76,25,33
2,0,20812,Tjaart van der Walt,75.68,28,37
3,0,23135,Tim Clark,74.36,29,39
4,0,12680,Shigeki Maruyama,73.33,55,75
5,0,01706,Davis Love III,70.73,29,41
6,0,24361,Pat Perez,70.15,47,67
7,0,20099,Doug Barron,69.57,32,46
8,0,06004,Stephen Ames,67.35,33,49
9,0,01361,Dan Forsman,66.67,26,39
9,0,22293,Heath Slocum,66.67,42,63
9,0,02214,Kirk Triplett,66.67,20,30
9,0,21878,Mark Wilson,66.67,38,57
13,0,20474,Phillip Price,66.00,33,50
14,0,01132,Mark Brooks,65.57,40,61
15,0,06595,Kevin Sutherland,65.31,32,49
16,0,26420,Richard Johnson,65.22,15,23
17,0,12645,Brent Geiberger,63.64,21,33
18,0,21949,Joe Ogilvie,63.51,47,74
19,0,01175,Jim Carter,63.16,24,38
20,0,02239,Scott Verplank,63.08,41,65
21,0,01724,Jeff Maggert,62.79,27,43
22,0,20157,Retief Goosen,62.50,20,32
22,0,01823,Larry Mize,62.50,25,40
24,0,01577,Lee Janzen,62.22,28,45
25,0,01810,Phil Mickelson,62.16,23,37
26,0,20382,Stephen Leaney,62.07,36,58
27,0,20623,Gavin Coles,61.97,44,71
28,0,01677,Tom Lehman,61.90,26,42
29,0,25345,Carl Pettersson,61.76,42,68
30,0,20229,Stewart Cink,61.40,35,57
31,0,19881,Robert Damron,61.19,41,67
32,0,21753,Brian Davis,61.02,36,59
33,0,01666,Bernhard Langer,60.98,25,41
34,0,01723,Andrew Magee,60.94,39,64
35,0,10885,Robert Allenby,60.78,31,51
36,0,06034,Marco Dawson,60.61,40,66
37,0,20160,Charlie Wi,60.38,32,53
38,0,12652,Cameron Beckman,60.27,44,73
39,0,01127,Danny Briggs,60.00,42,70
39,0,01226,Fred Couples,60.00,21,35
39,0,01928,Corey Pavin,60.00,33,55
42,0,08537,J.P. Hayes,59.52,25,42
43,0,20121,Todd Fischer,59.42,41,69
43,0,12782,Tim Herron,59.42,41,69
45,0,24357,K.J. Choi,59.32,35,59
46,0,07457,Steve Flesch,59.26,32,54
47,0,23725,Brendan Jones,59.18,29,49
48,0,07749,Brett Quigley,59.14,55,93
49,0,21961,Charles Howell III,59.09,39,66
49,0,10423,Mike Weir,59.09,26,44
51,0,19846,Brian Gay,59.04,49,83
52,0,01381,Fred Funk,58.89,53,90
53,0,01685,J.L. Lewis,58.82,30,51
54,0,06567,Vijay Singh,58.62,34,58
55,0,06373,José María Olazábal,58.54,24,41
56,0,21350,Ryuji Imada,58.46,38,65
56,0,22295,Darron Stiles,58.46,38,65
58,0,01766,Billy Mayfair,58.33,49,84
59,0,10860,Justin Leonard,58.14,25,43
60,0,23541,Ben Crane,58.00,29,50
61,0,22046,Geoff Ogilvy,57.89,44,76
62,0,02104,Jeff Sluman,57.65,49,85
63,0,01157,Tom Byrum,57.63,34,59
64,0,25240,D.A. Points,57.14,40,70
64,0,21498,Hideto Tanihara,57.14,24,42
66,0,25396,Kevin Na,56.98,49,86
67,0,22371,Aaron Baddeley,56.67,34,60
68,0,21731,Freddie Jacobson,56.45,35,62
69,0,01320,Bob Estes,56.25,36,64
70,0,23063,Scott Hend,56.16,41,73
71,0,08993,Franklin Langham,56.14,32,57
72,0,21209,Sergio Garcia,56.10,23,41
73,0,01142,Bart Bryant,56.00,28,50
73,0,08931,Glen Day,56.00,28,50
73,0,12823,Carlos Franco,56.00,28,50
76,0,01219,John Cook,55.93,33,59
77,0,08793,Tiger Woods,55.81,24,43
78,0,21633,Steve Allan,55.70,44,79
79,0,20766,Padraig Harrington,55.56,15,27
80,0,20691,Greg Owen,55.41,41,74
81,0,01329,Brad Faxon,55.32,26,47
82,0,24140,Sean O'Hair,55.29,47,85
83,0,20127,Chris Riley,55.26,21,38
84,0,20850,Daniel Chopra,55.13,43,78
85,0,20548,Hidemichi Tanaka,55.06,49,89
86,0,02223,Bob Tway,54.72,29,53
87,0,20472,Alex Cejka,54.69,35,64
88,0,02010,Loren Roberts,54.55,18,33
89,0,01042,Paul Azinger,54.24,32,59
90,0,01024,Billy Andrade,54.05,40,74
91,0,10809,Jim Furyk,54.00,27,50
91,0,06527,Steve Stricker,54.00,27,50
93,0,24507,Jason Bohn,53.97,34,63
94,0,10201,Matt Gogel,53.85,35,65
94,0,23108,Matt Kuchar,53.85,21,39
96,0,06251,Chris DiMarco,53.70,29,54
97,0,21806,Paul Gow,53.57,45,84
98,0,01761,Len Mattiace,53.52,38,71
99,0,01927,Dennis Paulson,53.49,23,43
100,0,20645,John Senden,53.42,39,73
101,0,23614,Rich Beem,53.33,24,45
101,0,01707,Steve Lowery,53.33,40,75
101,0,12602,Dean Wilson,53.33,32,60
104,0,23788,D.J. Trahan,52.94,27,51
105,0,08385,Omar Uresti,52.83,28,53
106,0,23320,Ryan Palmer,52.70,39,74
107,0,01161,Mark Calcavecchia,52.63,40,76
108,0,23621,Rory Sabbatini,52.00,26,50
109,0,20663,Brenden Pappas,51.85,14,27
110,0,06575,Dudley Hart,51.79,29,56
111,0,08725,Tom Gillis,51.72,30,58
112,0,23497,Tag Ridings,51.67,31,60
113,0,24227,Justin Bolli,51.61,32,62
114,0,08545,Glen Hnatiuk,51.28,20,39
115,0,22405,Justin Rose,51.25,41,80
116,0,02206,David Toms,51.16,22,43
117,0,10912,Craig Perks,51.06,24,47
118,0,01249,John Daly,50.94,27,53
119,0,10733,Kent Jones,50.68,37,73
120,0,01035,Tommy Armour III,50.00,31,62
120,0,24604,Hunter Haas,50.00,30,60
120,0,10117,Bob Heintz,50.00,32,64
120,0,23552,Hank Kuehne,50.00,39,78
120,0,20502,Michael Long,50.00,23,46
120,0,20572,Rod Pampling,50.00,32,64
120,0,23325,Vaughn Taylor,50.00,38,76
127,0,06332,Neal Lancaster,49.43,43,87
128,0,08075,Jerry Kelly,49.15,29,59
129,0,23409,James Driscoll,49.12,28,57
130,0,20094,Jonathan Kaye,49.09,27,55
131,0,12454,Mario Tiziani,49.02,25,51
132,0,19972,José Coceres,48.94,23,47
132,0,22621,Ben Curtis,48.94,23,47
134,0,20378,Mathias Grönberg,48.89,22,45
135,0,19824,Craig Barlow,48.84,21,43
135,0,20433,Mark Hensby,48.84,21,43
135,0,01887,Mark O'Meara,48.84,21,43
138,0,24925,Jonathan Byrd,48.81,41,84
139,0,01553,John Huston,48.57,34,70
140,0,01418,Bill Glasson,48.48,16,33
141,0,21407,Arjun Atwal,48.28,28,58
142,0,20634,Peter Lonard,48.21,27,56
143,0,23322,Brett Wetterich,48.15,26,54
144,0,01487,Jeff Hart,47.92,23,48
145,0,21959,Ted Purdy,47.78,43,90
146,0,12510,Chad Campbell,47.69,31,65
147,0,23540,Jason Allred,47.27,26,55
148,0,25847,Rob Rashell,46.94,23,49
149,0,23623,Bo Van Pelt,46.77,29,62
150,0,01388,Robert Gamez,46.75,36,77
151,0,26758,David Hearn,46.67,21,45
151,0,01599,Steve Jones,46.67,14,30
153,0,01473,Todd Hamilton,46.55,27,58
154,0,06197,Michael Allen,46.27,31,67
155,0,23353,J.J. Henry,46.15,30,65
155,0,24024,Zach Johnson,46.15,30,65
157,0,01797,Rocco Mediate,45.65,21,46
158,0,10585,Scott McCarron,45.59,31,68
159,0,26679,Kevin Stadler,45.45,35,77
160,0,20628,Arron Oberholser,45.28,24,53
160,0,12660,Jesper Parnevik,45.28,24,53
162,0,28088,Matt Davidson,45.24,19,42
163,0,02101,Joey Sindelar,44.93,31,69
164,0,12826,Paul Claxton,44.90,22,49
165,0,07867,Woody Austin,44.83,39,87
166,0,01313,Steve Elkington,44.74,17,38
166,0,01457,Jay Haas,44.74,17,38
168,0,23349,Charles Warren,44.44,28,63
169,0,22913,John Rollins,44.30,35,79
170,0,01139,Olin Browne,43.94,29,66
171,0,11032,Frank Lickliter II,43.55,27,62
172,0,01619,Skip Kendall,43.10,25,58
173,0,24781,Hunter Mahan,42.53,37,87
174,0,21805,Harrison Frazar,42.50,34,80
175,0,02246,Duffy Waldorf,42.42,28,66
176,0,01941,Tom Pernice Jr.,42.31,33,78
177,0,25900,Lucas Glover,41.79,28,67
178,0,20498,Briny Baird,41.56,32,77
179,0,24912,Will MacKenzie,41.46,17,41
180,0,27095,Nick Watney,41.38,24,58
181,0,10425,Jay Williamson,41.30,19,46
182,0,06573,Brandt Jobe,41.27,26,63
183,0,20098,Stuart Appleby,40.82,20,49
184,0,20396,Lee Westwood,40.74,11,27
185,0,01948,Tim Petrovic,40.58,28,69
186,0,24980,Scott Gutschewski,40.32,25,62
187,0,23036,Chris Anderson,40.00,20,50
187,0,24138,Ian Poulter,40.00,16,40
189,0,02106,Chris Smith,39.68,25,63
190,0,07223,Brian Bateman,38.81,26,67
191,0,06515,Shaun Micheel,36.96,17,46
192,0,12662,Thomas Levet,36.36,12,33
192,0,26287,Roland Thatcher,36.36,16,44
194,0,22548,Patrick Sheehan,35.96,32,89
195,0,24502,Adam Scott,35.90,14,39
196,0,24290,D.J. Brigman,35.85,19,53
197,0,10962,Bradley Hughes,35.42,17,48
198,0,06621,Joe Durant,34.69,17,49
199,0,06599,John Elliott,34.55,19,55
200,0,01945,Kenny Perry,34.48,10,29
201,0,08123,Jeff Brehaut,33.33,13,39
202,0,21951,Joey Snyder III,29.27,24,82
