RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,24361,Pat Perez,74.07,60,81
2,0,26420,Richard Johnson,73.33,22,30
3,0,23983,Luke Donald,72.00,36,50
4,0,01706,Davis Love III,67.86,38,56
5,0,06004,Stephen Ames,67.06,57,85
6,0,06595,Kevin Sutherland,65.82,52,79
7,0,02214,Kirk Triplett,65.22,30,46
8,0,21949,Joe Ogilvie,64.35,74,115
9,0,06567,Vijay Singh,64.04,57,89
10,0,22046,Geoff Ogilvy,62.38,63,101
11,0,19824,Craig Barlow,62.30,38,61
12,0,07749,Brett Quigley,62.16,69,111
13,0,10809,Jim Furyk,61.73,50,81
14,0,01810,Phil Mickelson,61.29,38,62
15,0,20766,Padraig Harrington,61.11,22,36
16,0,12680,Shigeki Maruyama,61.06,69,113
17,0,06373,José María Olazábal,60.87,28,46
18,0,20812,Tjaart van der Walt,60.38,32,53
19,0,19972,José Coceres,60.32,38,63
20,0,21753,Brian Davis,60.00,45,75
21,0,21878,Mark Wilson,59.77,52,87
22,0,20160,Charlie Wi,59.09,52,88
23,0,08385,Omar Uresti,59.04,49,83
24,0,01887,Mark O'Meara,58.90,43,73
25,0,20850,Daniel Chopra,58.62,68,116
25,0,19881,Robert Damron,58.62,68,116
27,0,23541,Ben Crane,58.33,49,84
27,0,21350,Ryuji Imada,58.33,49,84
29,0,23614,Rich Beem,58.21,39,67
30,0,23409,James Driscoll,58.11,43,74
31,0,23135,Tim Clark,57.75,41,71
32,0,23108,Matt Kuchar,57.41,31,54
33,0,25345,Carl Pettersson,57.39,66,115
34,0,12645,Brent Geiberger,57.38,35,61
35,0,01761,Len Mattiace,57.14,76,133
35,0,20474,Phillip Price,57.14,56,98
35,0,02223,Bob Tway,57.14,48,84
35,0,08793,Tiger Woods,57.14,36,63
39,0,19846,Brian Gay,56.93,78,137
40,0,20127,Chris Riley,56.72,38,67
41,0,20382,Stephen Leaney,56.70,55,97
42,0,21209,Sergio Garcia,56.60,30,53
42,0,01823,Larry Mize,56.60,30,53
44,0,10885,Robert Allenby,56.52,39,69
45,0,06034,Marco Dawson,56.47,48,85
46,0,01024,Billy Andrade,56.44,57,101
47,0,24357,K.J. Choi,56.25,45,80
48,0,02239,Scott Verplank,56.18,50,89
49,0,08931,Glen Day,56.00,42,75
50,0,21731,Freddie Jacobson,55.91,52,93
51,0,23725,Brendan Jones,55.88,38,68
52,0,01381,Fred Funk,55.83,67,120
53,0,12782,Tim Herron,55.77,58,104
54,0,10423,Mike Weir,55.70,44,79
