RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,06044,Scott Gump,43,3
2,0,06140,Sean Murphy,39,2
3,0,06004,Stephen Ames,35,0
4,0,01282,Trevor Dodds,33,0
4,0,08045,Perry Moss,33,3
6,0,01024,Billy Andrade,32,4
6,0,12645,Brent Geiberger,32,0
6,0,01926,Steve Pate,32,2
9,0,06014,Eric Booker,31,2
9,0,07749,Brett Quigley,31,0
9,0,11011,Mike Sposa,31,6
12,0,01042,Paul Azinger,30,1
12,0,06809,Bob Burns,30,4
12,0,09011,David Duval,30,2
12,0,01306,David Edwards,30,1
12,0,06012,Greg Kraft,30,0
12,0,01996,Mike Reid,30,6
12,0,06078,Esteban Toledo,30,0
19,0,01157,Tom Byrum,29,2
19,0,06643,Paul Goydos,29,2
19,0,01766,Billy Mayfair,29,3
22,0,19846,Brian Gay,28,2
22,0,01928,Corey Pavin,28,3
22,0,01945,Kenny Perry,28,6
22,0,02010,Loren Roberts,28,0
26,0,01203,Russ Cochran,27,7
26,0,01381,Fred Funk,27,0
26,0,08993,Franklin Langham,27,6
26,0,06527,Steve Stricker,27,4
26,0,02279,Mark Wiebe,27,12
31,0,20124,Alan Bratton,26,4
31,0,07457,Steve Flesch,26,0
31,0,01577,Lee Janzen,26,8
31,0,01891,David Ogrin,26,3
35,0,01219,John Cook,25,3
35,0,01346,Ed Fiori,25,3
35,0,01682,Wayne Levi,25,6
35,0,08547,John Maginnes,25,3
35,0,01887,Mark O'Meara,25,0
35,0,02007,Larry Rinker,25,3
41,0,01014,Fulton Allem,24,1
41,0,06036,Scott Dunlap,24,5
41,0,01435,Wayne Grady,24,3
41,0,01468,Gary Hallberg,24,4
41,0,01633,Tom Kite,24,2
41,0,01724,Jeff Maggert,24,5
41,0,08553,Lee Porter,24,0
41,0,02223,Bob Tway,24,0
41,0,08385,Omar Uresti,24,3
50,0,01063,Ben Bates,23,6
50,0,19881,Robert Damron,23,7
50,0,10809,Jim Furyk,23,0
50,0,01823,Larry Mize,23,4
50,0,12660,Jesper Parnevik,23,3
50,0,02135,Mike Standly,23,0
50,0,12663,Phil Tataurangi,23,1
50,0,10425,Jay Williamson,23,3
50,0,02300,Ian Woosnam,23,6
59,0,01127,Danny Briggs,22,1
59,0,01132,Mark Brooks,22,2
59,0,01139,Olin Browne,22,12
59,0,08931,Glen Day,22,1
59,0,01329,Brad Faxon,22,18
59,0,08537,J.P. Hayes,22,0
59,0,11032,Frank Lickliter II,22,20
59,0,01707,Steve Lowery,22,6
59,0,01920,Craig Parry,22,0
59,0,20127,Chris Riley,22,4
59,0,02190,Doug Tewell,22,3
59,0,02246,Duffy Waldorf,22,0
71,0,01098,Jay Don Blake,21,1
71,0,07569,Mark Carnevale,21,0
71,0,20229,Stewart Cink,21,1
71,0,11123,Chris Couch,21,2
71,0,06621,Joe Durant,21,0
71,0,01376,Bob Friend,21,2
71,0,01510,Nolan Henke,21,3
71,0,10860,Justin Leonard,21,1
71,0,01690,Bruce Lietzke,21,3
71,0,01761,Len Mattiace,21,3
