RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,29221,Webb Simpson,33.96,1766,52
2,0,40026,Daniel Berger,34.31,2196,64
3,0,48081,Xander Schauffele,34.43,2410,70
4,-1,47959,Bryson DeChambeau,34.55,2142,62
4,4,28237,Rory McIlroy,34.55,2073,60
4,1,24502,Adam Scott,34.55,1313,38
7,-1,56762,Will Gordon,34.59,1107,32
7,0,46970,Jon Rahm,34.59,2006,58
9,-1,46046,Scottie Scheffler,34.61,2838,82
10,0,33448,Justin Thomas,34.62,2285,66
11,4,30925,Dustin Johnson,34.67,1699,49
11,0,24138,Ian Poulter,34.67,1664,48
13,0,29725,Tony Finau,34.68,2497,72
14,0,32839,Hideki Matsuyama,34.69,2567,74
15,-3,27349,Alex Noren,34.70,1943,56
16,1,34360,Patrick Reed,34.77,2573,74
17,4,45526,Abraham Ancer,34.81,2576,74
17,-1,34363,Tyrrell Hatton,34.81,1462,42
19,6,34099,Harris English,34.83,2647,76
20,-2,50525,Collin Morikawa,34.84,2787,80
21,-3,29535,Brice Garnett,34.86,2022,58
21,-3,34098,Russell Henley,34.86,2196,63
23,-1,27644,Brian Harman,34.90,2722,78
24,0,35450,Patrick Cantlay,34.91,1606,46
25,-3,25396,Kevin Na,34.92,2479,71
26,0,28089,Jason Day,34.94,1852,53
26,0,30692,Scott Stallings,34.94,2341,67
28,0,25804,Bubba Watson,34.95,2307,66
29,0,53165,Doc Redman,34.96,2867,82
30,0,49771,J.T. Poston,34.97,2728,78
31,0,36871,Matthew NeSmith,35.00,2380,68
32,2,23320,Ryan Palmer,35.01,2381,68
33,-1,46402,Talor Gooch,35.02,2907,83
33,-1,36801,Mark Hubbard,35.02,3012,86
35,-1,33667,Carlos Ortiz,35.03,2522,72
36,5,29478,Kevin Kisner,35.04,2558,73
36,0,27649,Brandt Snedeker,35.04,1857,53
38,-1,34076,Joel Dahmen,35.05,2769,79
38,-1,32102,Rickie Fowler,35.05,1542,44
38,-1,23108,Matt Kuchar,35.05,1963,56
41,5,39971,Sungjae Im,35.06,3296,94
41,0,33419,Cameron Tringale,35.06,2209,63
43,-6,48822,Sebastián Muñoz,35.07,2946,84
44,0,33597,Harry Higgs,35.08,2912,83
44,-3,30927,Brendon Todd,35.08,3017,86
46,-1,34563,Chesson Hadley,35.09,2035,58
47,-1,46435,Austin Cook,35.10,2106,60
47,10,35506,Mackenzie Hughes,35.10,2457,70
47,-1,27330,Josh Teater,35.10,1439,41
50,-1,33948,Byeong Hun An,35.11,2633,75
50,-1,46550,Brandon Hagy,35.11,1615,46
50,-1,37275,Sam Ryder,35.11,2458,70
50,-1,37189,Harold Varner III,35.11,2598,74
54,-1,29974,Branden Grace,35.12,1440,41
55,0,24024,Zach Johnson,35.13,2143,61
55,0,30110,Kyle Stanley,35.13,1862,53
57,0,21209,Sergio Garcia,35.14,1546,44
57,0,01810,Phil Mickelson,35.14,1792,51
57,0,27064,Jhonattan Vegas,35.14,1757,50
60,1,25349,Tim Wilkinson,35.15,1617,46
60,1,31323,Gary Woodland,35.15,2179,62
62,1,33141,Keegan Bradley,35.16,2391,68
62,8,46717,Viktor Hovland,35.16,2602,74
62,1,29518,Brendan Steele,35.16,2250,64
62,1,47128,Richy Werenski,35.16,1969,56
66,0,45157,Cam Davis,35.17,2040,58
67,0,35532,Tom Hoge,35.18,2603,74
67,0,35449,Adam Long,35.18,3096,88
67,0,35658,Kris Ventura,35.18,1548,44
70,0,45609,Tyler Duncan,35.19,2921,83
70,0,34213,Grayson Murray,35.19,1267,36
70,0,28252,Seamus Power,35.19,1126,32
73,1,36689,Brooks Koepka,35.20,1408,40
73,1,56278,Matthew Wolff,35.20,2605,74
