RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
42,0,20436,Garrett Willis,25' 0",14830.417,593
48,0,24924,Bill Haas,25' 1",15896.583,634
48,0,31557,Jim Herman,25' 1",11148.583,445
48,0,27963,Chris Stroud,25' 1",15699.500,626
48,0,33419,Cameron Tringale,25' 1",20091.167,802
52,0,24361,Pat Perez,25' 2",15262.917,606
52,0,26668,Marc Turnesa,25' 2",9974.667,397
54,0,07457,Steve Flesch,25' 3",16504.917,653
54,0,32102,Rickie Fowler,25' 3",13069.250,518
54,0,30926,Chris Kirk,25' 3",14864.750,588
54,0,23108,Matt Kuchar,25' 3",16034.833,636
54,0,01766,Billy Mayfair,25' 3",20754.833,823
54,0,25396,Kevin Na,25' 3",13551.333,537
54,0,22348,Nick O'Hern,25' 3",19173.000,759
61,0,28087,Kris Blanks,25' 4",18113.833,715
61,0,33141,Keegan Bradley,25' 4",16307.417,644
61,0,20229,Stewart Cink,25' 4",10400.250,410
61,0,25686,Jason Dufner,25' 4",14813.417,584
61,0,01706,Davis Love III,25' 4",10987.917,434
61,0,29221,Webb Simpson,25' 4",17945.667,709
67,0,24357,K.J. Choi,25' 5",12946.250,509
67,0,30711,Colt Knost,25' 5",15599.917,613
67,0,27933,John Merrick,25' 5",14174.167,557
67,0,27214,Kevin Streelman,25' 5",16164.750,635
71,0,10505,Shane Bertsch,25' 6",12328.167,484
71,0,01116,Michael Bradley,25' 6",11495.750,451
71,0,34255,Joseph Bramlett,25' 6",12510.833,491
71,0,23409,James Driscoll,25' 6",11500.583,451
71,0,19846,Brian Gay,25' 6",18850.667,739
71,0,27936,Martin Laird,25' 6",12743.000,499
71,0,24490,George McNeill,25' 6",12192.250,478
71,0,20572,Rod Pampling,25' 6",14171.000,555
79,0,29910,Blake Adams,25' 7",24192.583,947
79,0,19970,Robert Karlsson,25' 7",9039.333,353
79,0,26331,Charl Schwartzel,25' 7",8771.917,343
82,0,10885,Robert Allenby,25' 8",16042.250,625
82,0,20157,Retief Goosen,25' 8",8508.583,332
82,0,30110,Kyle Stanley,25' 8",16641.250,649
85,0,10809,Jim Furyk,25' 9",17568.583,683
85,0,28620,Aron Price,25' 9",12160.833,472
85,0,22913,John Rollins,25' 9",16769.583,652
85,0,26287,Roland Thatcher,25' 9",12879.417,500
89,0,23614,Rich Beem,25' 10",10296.667,398
89,0,28089,Jason Day,25' 10",11639.500,450
89,0,06522,Ernie Els,25' 10",12897.417,500
89,0,26758,David Hearn,25' 10",17264.000,669
89,0,26881,Jarrod Lyle,25' 10",15074.500,583
89,0,25818,Scott Piercy,25' 10",12488.333,483
89,0,22405,Justin Rose,25' 10",14342.667,555
89,0,22293,Heath Slocum,25' 10",19663.667,762
97,0,28679,Fabián Gómez,25' 11",15352.500,593
97,0,27330,Josh Teater,25' 11",20035.083,774
97,0,31323,Gary Woodland,25' 11",14317.917,552
100,0,24290,D.J. Brigman,26' 0",10955.667,421
100,0,20593,Greg Chalmers,26' 0",17572.667,675
100,0,06573,Brandt Jobe,26' 0",18995.667,731
100,0,24140,Sean O'Hair,26' 0",11998.417,462
100,0,25240,D.A. Points,26' 0",17250.250,663
105,0,24846,Ricky Barnes,26' 1",13196.500,506
105,0,25572,Graeme McDowell,26' 1",9112.000,349
105,0,26596,Ryan Moore,26' 1",13564.417,520
105,0,32876,Martin Piller,26' 1",10027.083,384
105,0,20645,John Senden,26' 1",19427.917,744
105,0,23788,D.J. Trahan,26' 1",17520.833,672
105,0,27064,Jhonattan Vegas,26' 1",13392.083,513
112,0,22371,Aaron Baddeley,26' 2",12427.167,475
112,0,12510,Chad Campbell,26' 2",20214.667,773
112,0,30692,Scott Stallings,26' 2",13993.333,534
115,0,21350,Ryuji Imada,26' 3",16526.667,629
115,0,26851,Marc Leishman,26' 3",15706.333,598
115,0,01797,Rocco Mediate,26' 3",12258.667,467
115,0,23325,Vaughn Taylor,26' 3",19080.083,727
119,0,07867,Woody Austin,26' 4",12013.500,456
119,0,12652,Cameron Beckman,26' 4",14126.750,536
119,0,06251,Chris DiMarco,26' 4",19826.917,754
119,0,32698,Bobby Gates,26' 4",14377.250,546
119,0,35087,Bio Kim,26' 4",10886.583,414
119,0,01948,Tim Petrovic,26' 4",17770.333,675
119,0,25457,Alexandre Rocha,26' 4",10958.833,416
119,0,08375,Paul Stankowski,26' 4",13820.000,525
127,0,25274,Steven Bowditch,26' 5",15163.250,574
127,0,23541,Ben Crane,26' 5",15256.083,578
127,0,26951,Johnson Wagner,26' 5",17098.083,647
130,0,20098,Stuart Appleby,26' 6",12692.417,479
130,0,23638,Brendon de Jonge,26' 6",21602.917,814
130,0,24980,Scott Gutschewski,26' 6",11669.750,440
130,0,27466,Spencer Levin,26' 6",21875.417,825
134,0,20498,Briny Baird,26' 7",12252.833,461
134,0,23718,Nathan Green,26' 7",15126.250,569
134,0,12716,Charley Hoffman,26' 7",16052.583,604
134,0,27120,Troy Matteson,26' 7",17020.000,640
134,0,27939,Matt McQuillan,26' 7",11428.750,430
134,0,06527,Steve Stricker,26' 7",12459.667,468
140,0,23800,Bryce Molder,26' 8",17394.667,652
140,0,25345,Carl Pettersson,26' 8",20703.583,777
142,0,33911,Nate Smith,26' 9",11808.583,441
142,0,25632,Jimmy Walker,26' 9",14908.750,558
144,0,11123,Chris Couch,26' 10",16310.083,607
144,0,09011,David Duval,26' 10",10988.583,409
144,0,10585,Scott McCarron,26' 10",12730.667,474
144,0,20160,Charlie Wi,26' 10",17596.500,656
148,0,24358,Robert Garrigus,26' 11",13742.583,510
148,0,06643,Paul Goydos,26' 11",19047.333,707
148,0,29718,Anthony Kim,26' 11",10242.333,380
148,0,24781,Hunter Mahan,26' 11",18057.833,670
148,0,20127,Chris Riley,26' 11",17778.000,661
153,0,32640,Troy Merritt,27' 0",13053.417,483
153,0,32150,Michael Thompson,27' 0",15448.250,573
153,0,12602,Dean Wilson,27' 0",13651.667,505
156,0,06004,Stephen Ames,27' 1",15151.917,560
156,0,24024,Zach Johnson,27' 1",17275.333,638
156,0,22046,Geoff Ogilvy,27' 1",12392.833,457
159,0,23353,J.J. Henry,27' 3",19440.917,714
159,0,26300,Matt Jones,27' 3",13182.000,484
161,0,24507,Jason Bohn,27' 4",17233.667,630
161,0,20848,Ángel Cabrera,27' 4",7052.667,258
163,0,26420,Richard Johnson,27' 5",13056.083,476
164,0,20766,Padraig Harrington,27' 6",9101.833,331
164,0,23548,Bill Lunde,27' 6",17575.667,639
164,0,06515,Shaun Micheel,27' 6",13778.917,501
167,0,10860,Justin Leonard,27' 7",18404.917,668
168,0,28486,Michael Putnam,27' 8",10587.250,383
169,0,24925,Jonathan Byrd,27' 9",16691.667,601
170,0,24604,Hunter Haas,27' 10",20605.500,740
170,0,22378,Trevor Immelman,27' 10",15567.250,559
172,0,29720,Andres Gonzales,28' 1",11080.250,395
173,0,23497,Tag Ridings,28' 2",15982.833,568
174,0,23673,Michael Connell,28' 3",18478.250,654
174,0,27141,J.B. Holmes,28' 3",9348.333,331
176,0,21407,Arjun Atwal,28' 4",18482.333,652
176,0,25834,Daniel Summerhays,28' 4",15889.000,561
178,0,08537,J.P. Hayes,28' 7",12077.083,423
179,0,24138,Ian Poulter,28' 11",10228.667,354
180,0,23320,Ryan Palmer,29' 0",12643.167,436
181,0,27797,Derek Lamely,29' 3",11517.417,394
182,0,25804,Bubba Watson,29' 4",13592.667,463
183,0,01577,Lee Janzen,29' 6",12806.167,434
184,0,20070,Matt Bettencourt,30' 0",17794.667,593
185,0,01313,Steve Elkington,30' 3",12157.750,402
185,0,31401,Zack Miller,30' 3",17914.167,592
