RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,22621,Ben Curtis,7.75,67,865,+0.07
2,0,29420,Billy Horschel,9.64,83,861,+0.19
3,0,24507,Jason Bohn,9.83,92,936,+0.25
4,0,06621,Joe Durant,10.08,89,883,+0.13
5,0,20436,Garrett Willis,10.16,90,886,+0.20
6,0,22293,Heath Slocum,10.17,105,1032,+0.15
7,0,23673,Michael Connell,10.36,104,1004,+0.27
8,0,06643,Paul Goydos,10.41,107,1028,+0.22
9,0,22348,Nick O'Hern,10.43,110,1055,+0.14
10,0,25444,Justin Hicks,10.60,65,613,+0.37
11,0,20127,Chris Riley,10.72,101,942,+0.12
12,0,26679,Kevin Stadler,10.77,108,1003,+0.01
13,0,25572,Graeme McDowell,11.24,58,516,-0.09
14,0,23983,Luke Donald,11.40,82,719,-0.05
15,0,08075,Jerry Kelly,11.44,108,944,+0.28
16,0,24024,Zach Johnson,11.56,103,891,+0.10
17,0,20572,Rod Pampling,11.62,97,835,+0.11
18,0,19846,Brian Gay,11.63,119,1023,+0.20
19,0,01706,Davis Love III,11.67,84,720,+0.04
20,0,10809,Jim Furyk,11.79,115,975,+0.12
21,0,24502,Adam Scott,11.90,75,630,+0.05
22,0,24138,Ian Poulter,11.93,65,545,-0.03
23,0,23614,Rich Beem,12.06,76,630,+0.21
24,0,23353,J.J. Henry,12.14,133,1096,+0.16
25,0,23325,Vaughn Taylor,12.18,140,1149,+0.04
26,0,24924,Bill Haas,12.22,122,998,+0.02
27,0,01766,Billy Mayfair,12.28,145,1181,+0.08
28,0,01313,Steve Elkington,12.52,73,583,+0.25
29,0,25900,Lucas Glover,12.56,106,844,+0.19
30,0,20472,Alex Cejka,12.58,81,644,-0.04
31,0,07867,Woody Austin,12.61,87,690,+0.05
32,0,08537,J.P. Hayes,12.65,84,664,+0.11
33,0,20645,John Senden,12.69,142,1119,+0.14
34,0,23541,Ben Crane,12.73,110,864,+0.07
35,0,21407,Arjun Atwal,12.74,145,1138,+0.17
35,0,10505,Shane Bertsch,12.74,92,722,+0.10
37,0,26420,Richard Johnson,12.75,96,753,+0.22
38,0,12602,Dean Wilson,12.80,100,781,+0.13
38,0,24663,Y.E. Yang,12.80,74,578,+0.11
40,0,27649,Brandt Snedeker,12.90,120,930,-0.02
41,0,23108,Matt Kuchar,12.92,128,991,+0.16
42,0,10585,Scott McCarron,12.95,97,749,+0.25
43,0,01797,Rocco Mediate,12.97,87,671,+0.15
44,0,25240,D.A. Points,12.98,133,1025,+0.03
45,0,30711,Colt Knost,13.10,122,931,+0.20
46,0,28620,Aron Price,13.13,89,678,+0.16
47,0,06004,Stephen Ames,13.19,110,834,+0.05
48,0,27466,Spencer Levin,13.22,172,1301,+0.06
49,0,10860,Justin Leonard,13.32,136,1021,+0.11
50,0,21878,Mark Wilson,13.33,129,968,+0.06
51,0,01948,Tim Petrovic,13.34,141,1057,+0.14
52,0,20498,Briny Baird,13.38,91,680,+0.12
53,0,10885,Robert Allenby,13.40,130,970,+0.14
54,0,29221,Webb Simpson,13.41,154,1148,+0.08
55,0,01577,Lee Janzen,13.46,93,691,+0.18
55,0,26951,Johnson Wagner,13.46,131,973,+0.15
57,0,06251,Chris DiMarco,13.47,153,1136,+0.12
58,0,24781,Hunter Mahan,13.49,143,1060,+0.08
59,0,06527,Steve Stricker,13.51,100,740,-0.03
60,0,29518,Brendan Steele,13.53,144,1064,+0.25
61,0,02206,David Toms,13.55,111,819,-0.01
62,0,23638,Brendon de Jonge,13.58,173,1274,+0.03
62,0,26476,Chez Reavie,13.58,155,1141,+0.15
64,0,10733,Kent Jones,13.70,127,927,+0.19
65,0,25345,Carl Pettersson,13.78,172,1248,+0.08
66,0,20766,Padraig Harrington,13.79,84,609,-0.06
67,0,12510,Chad Campbell,13.84,166,1199,+0.08
67,0,24604,Hunter Haas,13.84,163,1178,+0.07
67,0,08375,Paul Stankowski,13.84,124,896,+0.15
70,0,33141,Keegan Bradley,13.89,147,1058,+0.10
71,0,11123,Chris Couch,13.90,129,928,-0.02
72,0,21753,Brian Davis,13.93,177,1271,+0.12
73,0,22961,David Mathis,13.98,136,973,+0.04
73,0,26596,Ryan Moore,13.98,116,830,+0.22
75,0,12652,Cameron Beckman,14.06,123,875,+0.15
76,0,33413,Ben Martin,14.14,127,898,+0.17
77,0,26287,Roland Thatcher,14.32,120,838,+0.16
78,0,25562,Andres Romero,14.36,134,933,+0.19
79,0,24846,Ricky Barnes,14.42,127,881,+0.17
80,0,08725,Tom Gillis,14.45,101,699,+0.25
81,0,20848,Ángel Cabrera,14.49,70,483,+0.23
82,0,25274,Steven Bowditch,14.54,154,1059,+0.12
83,0,29478,Kevin Kisner,14.58,115,789,+0.11
84,0,26289,Boo Weekley,14.65,116,792,+0.11
85,0,23623,Bo Van Pelt,14.66,145,989,+0.14
86,0,22405,Justin Rose,14.69,129,878,+0.09
87,0,06573,Brandt Jobe,14.72,165,1121,+0.04
88,0,07457,Steve Flesch,14.74,159,1079,+0.06
88,0,29720,Andres Gonzales,14.74,93,631,+0.11
90,0,33911,Nate Smith,14.83,109,735,+0.27
91,0,31202,William McGirt,14.87,189,1271,+0.10
92,0,25396,Kevin Na,14.96,139,929,+0.07
93,0,24361,Pat Perez,14.99,145,967,+0.12
94,0,21731,Freddie Jacobson,15.04,146,971,+0.07
95,0,01810,Phil Mickelson,15.07,121,803,-0.02
96,0,22378,Trevor Immelman,15.08,139,922,+0.05
97,0,23800,Bryce Molder,15.15,148,977,+0.08
98,0,06522,Ernie Els,15.17,125,824,+0.18
98,0,22046,Geoff Ogilvy,15.17,113,745,+0.01
100,0,30946,Alex Prugh,15.21,148,973,+0.14
101,0,27933,John Merrick,15.23,127,834,+0.17
101,0,25457,Alexandre Rocha,15.23,104,683,+0.26
103,0,24357,K.J. Choi,15.28,123,805,+0.14
104,0,29910,Blake Adams,15.34,223,1454,+0.12
105,0,28087,Kris Blanks,15.35,175,1140,+0.11
105,0,24980,Scott Gutschewski,15.35,117,762,+0.15
107,0,27095,Nick Watney,15.37,132,859,-0.03
108,0,01116,Michael Bradley,15.40,124,805,+0.06
108,0,20229,Stewart Cink,15.40,109,708,E
110,0,24925,Jonathan Byrd,15.43,154,998,+0.12
110,0,32876,Martin Piller,15.43,110,713,+0.15
112,0,30750,Tommy Gainey,15.45,194,1256,+0.10
113,0,21209,Sergio Garcia,15.48,96,620,+0.11
114,0,12716,Charley Hoffman,15.51,158,1019,-0.03
115,0,20070,Matt Bettencourt,15.52,164,1057,+0.08
116,0,20098,Stuart Appleby,15.53,128,824,+0.07
117,0,28158,Steve Marino,15.54,133,856,+0.07
118,0,23409,James Driscoll,15.55,130,836,+0.21
119,0,22913,John Rollins,15.56,154,990,+0.14
120,0,09011,David Duval,15.66,124,792,+0.09
121,0,19970,Robert Karlsson,15.69,96,612,-0.01
122,0,21350,Ryuji Imada,15.73,166,1055,+0.22
123,0,33419,Cameron Tringale,15.83,212,1339,+0.08
124,0,20157,Retief Goosen,15.85,87,549,+0.10
125,0,28679,Fabián Gómez,15.86,150,946,+0.16
126,0,24140,Sean O'Hair,15.88,132,831,+0.18
127,0,32698,Bobby Gates,15.94,146,916,+0.08
128,0,34072,Will Strickler,15.96,94,589,+0.26
129,0,06515,Shaun Micheel,16.03,142,886,+0.18
130,0,27939,Matt McQuillan,16.04,107,667,+0.14
131,0,28475,Jeff Overton,16.10,162,1006,+0.10
132,0,21949,Joe Ogilvie,16.15,136,842,+0.04
133,0,23788,D.J. Trahan,16.18,183,1131,+0.12
134,0,25834,Daniel Summerhays,16.23,147,906,+0.33
135,0,06567,Vijay Singh,16.26,160,984,+0.11
136,0,27936,Martin Laird,16.31,138,846,+0.08
137,0,27797,Derek Lamely,16.56,129,779,+0.15
138,0,25686,Jason Dufner,16.63,150,902,+0.09
139,0,31323,Gary Woodland,16.70,159,952,+0.03
140,0,23718,Nathan Green,16.77,163,972,+0.18
141,0,23548,Bill Lunde,16.85,180,1068,+0.13
141,0,31193,Jim Renner,16.85,123,730,+0.08
143,0,27214,Kevin Streelman,16.90,167,988,+0.07
144,0,23320,Ryan Palmer,16.91,138,816,+0.09
145,0,27141,J.B. Holmes,16.93,108,638,+0.06
146,0,20160,Charlie Wi,16.97,180,1061,+0.04
147,0,32640,Troy Merritt,16.99,133,783,+0.31
148,0,25804,Bubba Watson,17.00,137,806,-0.01
149,0,21805,Harrison Frazar,17.05,96,563,-0.03
150,0,26668,Marc Turnesa,17.09,108,632,+0.11
151,0,23621,Rory Sabbatini,17.11,143,836,-0.06
152,0,27330,Josh Teater,17.14,218,1272,+0.13
153,0,28486,Michael Putnam,17.15,124,723,+0.15
154,0,32102,Rickie Fowler,17.16,157,915,+0.08
155,0,31557,Jim Herman,17.17,136,792,+0.13
156,0,12782,Tim Herron,17.23,183,1062,+0.06
156,0,32150,Michael Thompson,17.23,163,946,+0.15
158,0,26331,Charl Schwartzel,17.27,96,556,+0.18
159,0,26881,Jarrod Lyle,17.29,171,989,+0.22
160,0,24290,D.J. Brigman,17.31,131,757,+0.19
161,0,29718,Anthony Kim,17.35,135,778,+0.07
162,0,27120,Troy Matteson,17.39,193,1110,+0.08
163,0,27974,Sung Kang,17.45,123,705,+0.15
164,0,26758,David Hearn,17.47,184,1053,+0.16
165,0,34255,Joseph Bramlett,17.63,147,834,+0.14
166,0,27064,Jhonattan Vegas,17.70,169,955,+0.14
167,0,30926,Chris Kirk,17.83,189,1060,+0.12
168,0,26300,Matt Jones,17.89,156,872,+0.15
169,0,30110,Kyle Stanley,17.93,197,1099,-0.01
170,0,27770,Camilo Villegas,17.98,141,784,+0.18
171,0,30925,Dustin Johnson,18.16,136,749,-0.01
172,0,23497,Tag Ridings,18.25,186,1019,+0.15
173,0,20593,Greg Chalmers,18.31,199,1087,+0.10
174,0,27963,Chris Stroud,18.49,199,1076,+0.07
175,0,32366,Kevin Chappell,18.57,156,840,+0.07
176,0,28089,Jason Day,18.87,154,816,+0.16
177,0,25632,Jimmy Walker,19.08,198,1038,+0.09
178,0,22371,Aaron Baddeley,19.36,164,847,+0.07
179,0,25818,Scott Piercy,19.56,169,864,+0.10
180,0,24358,Robert Garrigus,19.70,186,944,+0.05
181,0,31401,Zack Miller,19.86,204,1027,+0.22
182,0,24490,George McNeill,19.97,159,796,+0.09
183,0,35087,Bio Kim,20.31,158,778,+0.16
184,0,21961,Charles Howell III,20.56,256,1245,+0.08
185,0,26851,Marc Leishman,20.73,226,1090,+0.08
186,0,30692,Scott Stallings,21.22,201,947,+0.05
