RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,06621,Joe Durant,75.65,727,961
2,0,22293,Heath Slocum,74.92,923,1232
3,0,08075,Jerry Kelly,73.30,818,1116
4,0,19846,Brian Gay,72.77,871,1197
5,0,22621,Ben Curtis,71.91,663,922
6,0,02206,David Toms,71.82,739,1029
7,0,22348,Nick O'Hern,71.67,850,1186
8,0,24024,Zach Johnson,71.06,776,1092
9,0,01766,Billy Mayfair,70.41,885,1257
10,0,21753,Brian Davis,70.33,1029,1463
11,0,28620,Aron Price,70.29,511,727
12,0,20127,Chris Riley,70.19,704,1003
13,0,25444,Justin Hicks,69.88,508,727
14,0,01313,Steve Elkington,69.58,485,697
15,0,06643,Paul Goydos,69.00,779,1129
16,0,01797,Rocco Mediate,68.91,512,743
17,0,20498,Briny Baird,68.74,519,755
18,0,10809,Jim Furyk,68.00,818,1203
19,0,20436,Garrett Willis,67.85,652,961
20,0,21878,Mark Wilson,67.63,819,1211
21,0,24507,Jason Bohn,67.48,664,984
22,0,06004,Stephen Ames,67.44,611,906
23,0,26951,Johnson Wagner,67.35,724,1075
24,0,26476,Chez Reavie,67.32,863,1282
25,0,27933,John Merrick,67.31,593,881
26,0,23541,Ben Crane,67.06,688,1026
27,0,10505,Shane Bertsch,67.05,525,783
28,0,22913,John Rollins,66.84,772,1155
29,0,22961,David Mathis,66.82,719,1076
29,0,20645,John Senden,66.82,876,1311
31,0,26289,Boo Weekley,66.74,578,866
32,0,20572,Rod Pampling,66.70,597,895
33,0,06251,Chris DiMarco,66.67,828,1242
34,0,23800,Bryce Molder,66.46,741,1115
35,0,25240,D.A. Points,66.45,826,1243
36,0,23353,J.J. Henry,66.43,851,1281
37,0,20472,Alex Cejka,66.42,544,819
38,0,25572,Graeme McDowell,66.31,439,662
39,0,29420,Billy Horschel,66.22,637,962
40,0,07867,Woody Austin,66.21,488,737
41,0,10733,Kent Jones,66.13,654,989
42,0,30711,Colt Knost,66.02,682,1033
43,0,06573,Brandt Jobe,65.87,882,1339
44,0,25686,Jason Dufner,65.81,714,1085
45,0,29910,Blake Adams,65.79,1027,1561
45,0,23673,Michael Connell,65.79,698,1061
47,0,10860,Justin Leonard,65.29,745,1141
48,0,12602,Dean Wilson,65.27,562,861
49,0,11123,Chris Couch,64.96,660,1016
50,0,29518,Brendan Steele,64.83,787,1214
51,0,24138,Ian Poulter,64.76,465,718
52,0,23108,Matt Kuchar,64.75,799,1234
53,0,01948,Tim Petrovic,64.73,758,1171
54,0,10585,Scott McCarron,64.63,550,851
55,0,27939,Matt McQuillan,64.45,495,768
56,0,08537,J.P. Hayes,64.36,484,752
57,0,23983,Luke Donald,64.29,603,938
58,0,23325,Vaughn Taylor,64.22,797,1241
59,0,08725,Tom Gillis,64.11,493,769
60,0,23638,Brendon de Jonge,64.04,901,1407
61,0,27649,Brandt Snedeker,64.02,758,1184
62,0,24502,Adam Scott,63.98,531,830
63,0,23614,Rich Beem,63.87,472,739
64,0,24604,Hunter Haas,63.76,818,1283
65,0,27214,Kevin Streelman,63.72,801,1257
66,0,24361,Pat Perez,63.64,674,1059
67,0,24924,Bill Haas,63.59,819,1288
67,0,23623,Bo Van Pelt,63.59,800,1258
69,0,27466,Spencer Levin,63.53,965,1519
70,0,26420,Richard Johnson,63.46,514,810
71,0,33413,Ben Martin,63.43,621,979
72,0,26758,David Hearn,63.36,709,1119
73,0,12510,Chad Campbell,63.31,856,1352
74,0,22405,Justin Rose,63.27,682,1078
75,0,26679,Kevin Stadler,63.25,704,1113
76,0,28087,Kris Blanks,63.11,792,1255
77,0,26596,Ryan Moore,63.10,660,1046
78,0,28679,Fabián Gómez,63.08,668,1059
79,0,01577,Lee Janzen,63.04,493,782
80,0,26668,Marc Turnesa,62.93,455,723
81,0,10885,Robert Allenby,62.91,731,1162
82,0,22046,Geoff Ogilvy,62.89,578,919
83,0,24781,Hunter Mahan,62.85,785,1249
84,0,25834,Daniel Summerhays,62.83,639,1017
85,0,06527,Steve Stricker,62.47,606,970
