RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,10809,Jim Furyk,3.6,35,975,+0.200
1,0,24024,Zach Johnson,3.6,32,891,+0.156
1,0,26951,Johnson Wagner,3.6,35,973,+0.229
4,0,20498,Briny Baird,3.8,26,680,+0.423
4,0,26289,Boo Weekley,3.8,30,792,+0.467
6,0,06621,Joe Durant,3.9,34,883,+0.382
7,0,08075,Jerry Kelly,4.0,38,944,+0.368
7,0,01797,Rocco Mediate,4.0,27,671,+0.519
7,0,22293,Heath Slocum,4.0,41,1032,+0.244
7,0,20436,Garrett Willis,4.0,35,886,+0.714
11,0,21753,Brian Davis,4.1,52,1271,+0.192
11,0,25444,Justin Hicks,4.1,25,613,+0.640
11,0,01766,Billy Mayfair,4.1,48,1181,+0.125
11,0,28620,Aron Price,4.1,28,678,+0.143
11,0,31323,Gary Woodland,4.1,39,952,+0.154
16,0,12602,Dean Wilson,4.2,33,781,+0.212
17,0,28679,Fabián Gómez,4.3,41,946,+0.512
18,0,24507,Jason Bohn,4.5,42,936,+0.071
19,0,10885,Robert Allenby,4.6,45,970,+0.511
19,0,22348,Nick O'Hern,4.6,49,1055,+0.265
19,0,23497,Tag Ridings,4.6,47,1019,+0.149
22,0,08725,Tom Gillis,4.7,33,699,+0.485
22,0,10585,Scott McCarron,4.7,35,749,+0.229
22,0,24663,Y.E. Yang,4.7,27,578,+0.148
25,0,11123,Chris Couch,4.8,45,928,+0.178
25,0,27974,Sung Kang,4.8,34,705,+0.235
25,0,31401,Zack Miller,4.8,49,1027,+0.347
25,0,08375,Paul Stankowski,4.8,43,896,+0.140
29,0,06004,Stephen Ames,4.9,41,834,+0.366
29,0,24358,Robert Garrigus,4.9,46,944,+0.283
29,0,23718,Nathan Green,4.9,48,972,+0.208
29,0,24502,Adam Scott,4.9,31,630,+0.097
33,0,25274,Steven Bowditch,5.1,54,1059,+0.019
33,0,22621,Ben Curtis,5.1,44,865,+0.318
33,0,32698,Bobby Gates,5.1,47,916,+0.489
33,0,19846,Brian Gay,5.1,52,1023,+0.096
33,0,10860,Justin Leonard,5.1,52,1021,+0.346
33,0,26596,Ryan Moore,5.1,42,830,+0.286
33,0,27649,Brandt Snedeker,5.1,47,930,+0.532
40,0,07867,Woody Austin,5.2,36,690,+0.250
