RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,46046,Scottie Scheffler,66.81,1069,16
2,0,35891,Cameron Smith,67.83,814,12
3,0,49964,Aaron Wise,68.30,1366,20
4,0,46402,Talor Gooch,68.52,1439,21
5,0,47504,Sam Burns,68.56,1097,16
5,0,33448,Justin Thomas,68.56,1097,16
7,0,28237,Rory McIlroy,68.57,480,7
8,0,50525,Collin Morikawa,68.75,1375,20
9,0,48081,Xander Schauffele,68.80,1032,15
10,0,57366,Cameron Young,68.88,1102,16
11,0,34046,Jordan Spieth,69.11,1313,19
12,0,34256,Andrew Putnam,69.12,1797,26
13,0,29926,Danny Lee,69.13,1106,16
14,0,45486,Joaquin Niemann,69.20,1384,20
15,0,45609,Tyler Duncan,69.21,2007,29
16,0,30692,Scott Stallings,69.23,1800,26
17,0,47988,Nick Hardy,69.24,1177,17
18,0,28775,Nate Lashley,69.25,1385,20
19,0,45540,Jared Wolfe,69.30,693,10
20,0,49771,J.T. Poston,69.31,2218,32
21,0,47529,Mito Pereira,69.33,2080,30
22,0,30911,Tommy Fleetwood,69.38,1110,16
22,0,47483,Will Zalatoris,69.38,1110,16
24,0,37189,Harold Varner III,69.40,1041,15
25,0,51890,Greyson Sigg,69.43,2083,30
26,0,32150,Michael Thompson,69.44,2500,36
27,0,27064,Jhonattan Vegas,69.47,1042,15
28,0,31646,Emiliano Grillo,69.48,1876,27
29,0,29725,Tony Finau,69.50,2085,30
29,0,21961,Charles Howell III,69.50,1112,16
29,0,28252,Seamus Power,69.50,1807,26
32,0,39997,Corey Conners,69.52,2294,33
32,0,39971,Sungjae Im,69.52,1460,21
34,0,48822,Sebastián Muñoz,69.53,2225,32
34,0,48699,Callum Tarren,69.53,1043,15
36,0,46340,Alex Smalley,69.55,1530,22
37,0,40250,Taylor Pendrith,69.57,1461,21
38,0,47995,Davis Riley,69.60,1740,25
39,0,27936,Martin Laird,69.62,1810,26
40,0,32839,Hideki Matsuyama,69.63,1323,19
40,0,29221,Webb Simpson,69.63,1323,19
42,0,55708,Hayden Buckley,69.64,1532,22
42,0,36884,Ben Kohles,69.64,975,14
44,0,35532,Tom Hoge,69.66,2020,29
44,0,39546,Keith Mitchell,69.66,2438,35
46,0,46717,Viktor Hovland,69.67,1463,21
47,0,33204,Shane Lowry,69.69,906,13
48,0,27129,Luke List,69.71,2161,31
49,0,35449,Adam Long,69.72,2231,32
50,0,33141,Keegan Bradley,69.73,1813,26
50,0,46601,Trey Mullinax,69.73,2092,30
52,0,32791,K.H. Lee,69.77,3000,43
52,0,47993,Denny McCarthy,69.77,2163,31
52,0,51634,Sahith Theegala,69.77,2163,31
55,0,34098,Russell Henley,69.78,1605,23
56,0,46442,Maverick McNealy,69.79,2024,29
57,0,22056,Cameron Percy,69.81,1117,16
58,0,33122,Russell Knox,69.83,2095,30
59,0,33490,Bo Hoag,69.86,978,14
59,0,10381,Curtis Thompson,69.86,1467,21
59,0,32139,Danny Willett,69.86,1537,22
62,0,45522,Christiaan Bezuidenhout,69.91,2307,33
63,0,23108,Matt Kuchar,69.94,1259,18
64,0,24024,Zach Johnson,69.95,1539,22
64,0,23621,Rory Sabbatini,69.95,1329,19
64,0,31560,Brian Stuard,69.95,1539,22
67,0,34466,Peter Malnati,69.97,2659,38
67,0,33419,Cameron Tringale,69.97,2519,36
69,0,28089,Jason Day,70.00,980,14
69,0,46970,Jon Rahm,70.00,1190,17
69,0,53165,Doc Redman,70.00,2030,29
69,0,40115,Adam Svensson,70.00,1680,24
73,0,23983,Luke Donald,70.04,1891,27
74,0,27644,Brian Harman,70.06,2522,36
75,0,47856,Seth Reeves,70.07,981,14
76,0,35450,Patrick Cantlay,70.09,771,11
77,0,29478,Kevin Kisner,70.10,1402,20
78,0,34431,Robert Streb,70.12,2384,34
79,0,39977,Max Homa,70.13,1683,24
79,0,27214,Kevin Streelman,70.13,2174,31
81,0,25818,Scott Piercy,70.15,1403,20
82,0,47983,Chad Ramey,70.16,1333,19
83,0,22405,Justin Rose,70.18,1193,17
83,0,25493,Nick Taylor,70.18,2316,33
85,0,30926,Chris Kirk,70.19,2246,32
85,0,26851,Marc Leishman,70.19,1825,26
85,0,24502,Adam Scott,70.19,1474,21
88,0,40098,Matt Fitzpatrick,70.21,983,14
88,0,33399,Adam Hadwin,70.21,1685,24
88,0,29420,Billy Horschel,70.21,1685,24
91,0,29908,C.T. Pan,70.23,2177,31
92,0,54783,Dylan Wu,70.26,1616,23
93,0,35461,Beau Hossler,70.28,1265,18
93,0,34174,John Huh,70.28,2038,29
95,0,54628,Lee Hodges,70.31,1828,26
95,0,32816,Satoshi Kodaira,70.31,1125,16
97,0,49766,Hank Lebioda,70.32,1547,22
97,0,39953,Chase Seiffert,70.32,1336,19
99,0,45157,Cam Davis,70.33,2321,33
99,0,27349,Alex Noren,70.33,1266,18
101,0,36801,Mark Hubbard,70.36,1759,25
102,0,51894,Vince Whaley,70.40,2112,30
103,0,32333,Kevin Tway,70.43,1972,28
104,0,30978,Kiradech Aphibarnrat,70.47,1057,15
105,0,52374,Brandon Wu,70.48,1903,27
106,0,35310,Lanto Griffin,70.50,1974,28
106,0,49947,Taylor Moore,70.50,1833,26
106,0,50095,Austin Smotherman,70.50,1692,24
109,0,30927,Brendon Todd,70.51,2468,35
110,0,34255,Joseph Bramlett,70.52,2327,33
111,0,23325,Vaughn Taylor,70.53,1340,19
