RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,34431,Robert Streb,8.86,39,440,+0.18
2,0,33204,Shane Lowry,9.36,47,502,-0.06
3,0,52375,Doug Ghim,9.72,38,391,+0.08
4,0,23108,Matt Kuchar,9.90,68,687,+0.03
5,1,19803,Ryan Armour,10.17,64,629,+0.17
6,1,26476,Chez Reavie,10.89,87,799,+0.16
7,1,32150,Michael Thompson,10.90,85,780,+0.13
8,-3,29478,Kevin Kisner,10.91,86,788,+0.05
9,0,26596,Ryan Moore,10.92,52,476,+0.21
10,0,27214,Kevin Streelman,11.07,88,795,+0.10
11,0,21407,Arjun Atwal,11.11,31,279,+0.23
12,0,10809,Jim Furyk,11.13,56,503,+0.11
13,0,31560,Brian Stuard,11.17,100,895,+0.14
14,1,39546,Keith Mitchell,11.27,79,701,+0.19
15,1,35732,Wes Roach,11.40,35,307,+0.09
16,1,30163,Henrik Norlander,11.48,90,784,+0.01
17,1,23325,Vaughn Taylor,11.56,71,614,+0.11
18,-4,30927,Brendon Todd,11.61,122,1051,+0.17
19,0,24024,Zach Johnson,11.67,88,754,+0.08
20,0,27556,Ted Potter Jr.,11.70,55,470,+0.09
21,0,46435,Austin Cook,11.83,79,668,+0.11
22,0,53165,Doc Redman,11.84,116,980,+0.15
23,2,29221,Webb Simpson,11.94,85,712,+0.09
24,0,22056,Cameron Percy,11.96,55,460,-0.05
25,1,40098,Matt Fitzpatrick,12.09,74,612,+0.07
26,2,25364,Paul Casey,12.28,76,619,+0.03
27,2,27064,Jhonattan Vegas,12.30,63,512,+0.03
27,2,25349,Tim Wilkinson,12.30,55,447,+0.05
29,2,49298,Kramer Hickok,12.33,62,503,+0.13
30,2,29479,Scott Brown,12.36,86,696,+0.17
31,2,29908,C.T. Pan,12.42,74,596,+0.28
32,2,31557,Jim Herman,12.50,91,728,+0.30
33,3,34563,Chesson Hadley,12.54,80,638,+0.13
34,-11,29420,Billy Horschel,12.80,105,820,+0.19
34,3,27330,Josh Teater,12.80,48,375,+0.25
36,2,23788,D.J. Trahan,12.83,59,460,+0.20
37,2,56278,Matthew Wolff,12.97,113,871,-0.02
38,7,46717,Viktor Hovland,13.09,106,810,+0.04
38,-11,30925,Dustin Johnson,13.09,86,657,-0.01
40,0,33490,Bo Hoag,13.18,90,683,+0.02
41,0,45609,Tyler Duncan,13.22,130,983,+0.15
41,0,46441,Robby Shelton,13.22,105,794,+0.17
43,3,48081,Xander Schauffele,13.23,113,854,-0.02
44,-1,25493,Nick Taylor,13.34,93,697,+0.18
45,-1,36871,Matthew NeSmith,13.35,100,749,+0.05
46,6,34099,Harris English,13.38,127,949,-0.02
47,-1,39977,Max Homa,13.41,107,798,+0.11
48,0,01810,Phil Mickelson,13.44,70,521,-0.07
49,0,28775,Nate Lashley,13.45,85,632,+0.16
50,1,32791,K.H. Lee,13.51,102,755,+0.07
51,2,31646,Emiliano Grillo,13.56,91,671,+0.03
52,2,27644,Brian Harman,13.61,135,992,+0.06
53,2,33404,Chris Baker,13.64,63,462,+0.21
54,2,34098,Russell Henley,13.70,111,810,+0.04
55,2,21209,Sergio Garcia,13.71,61,445,+0.10
56,2,25900,Lucas Glover,13.75,96,698,+0.08
57,8,39971,Sungjae Im,13.76,151,1097,+0.15
58,1,56762,Will Gordon,13.77,42,305,+0.07
59,1,47347,Adam Schenk,13.86,106,765,+0.08
60,1,26758,David Hearn,13.89,70,504,+0.07
61,1,35450,Patrick Cantlay,13.94,86,617,+0.06
