RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
63,0,29221,Webb Simpson,27.64,199,720,+0.85
63,0,29518,Brendan Steele,27.64,238,861,+0.88
65,0,51950,Max McGreevy,27.66,213,770,+0.94
66,0,34174,John Huh,27.68,232,838,+1.21
67,0,31420,Anirban Lahiri,27.74,238,858,+1.18
68,0,49960,Sepp Straka,27.78,292,1051,+1.40
69,0,47529,Mito Pereira,27.82,296,1064,-0.34
70,0,28252,Seamus Power,27.83,229,823,-0.22
71,0,36801,Mark Hubbard,27.95,211,755,+0.24
72,0,24024,Zach Johnson,28.03,213,760,+1.78
72,0,47983,Chad Ramey,28.03,213,760,+1.27
74,0,40115,Adam Svensson,28.07,325,1158,+0.80
75,0,32102,Rickie Fowler,28.11,233,829,+1.03
76,0,39971,Sungjae Im,28.12,302,1074,-0.07
77,0,51890,Greyson Sigg,28.13,279,992,+1.08
78,0,33141,Keegan Bradley,28.27,266,941,+0.79
79,0,48822,Sebastián Muñoz,28.32,277,978,+1.30
79,0,48887,Matt Wallace,28.32,196,692,+1.17
81,0,46717,Viktor Hovland,28.36,228,804,+0.88
82,0,49766,Hank Lebioda,28.40,265,933,+0.72
83,0,20229,Stewart Cink,28.42,274,964,+0.77
84,0,29908,C.T. Pan,28.43,278,978,+1.04
85,0,52374,Brandon Wu,28.44,211,742,+0.62
86,0,49947,Taylor Moore,28.45,307,1079,+0.42
87,0,35450,Patrick Cantlay,28.48,221,776,E
88,0,34264,Hudson Swafford,28.53,188,659,+0.85
89,0,30163,Henrik Norlander,28.62,237,828,+1.31
90,0,30944,Jason Kokrak,28.69,210,732,+0.33
91,0,23320,Ryan Palmer,28.84,214,742,+0.93
92,0,46402,Talor Gooch,28.85,221,766,-0.09
93,0,32139,Danny Willett,28.86,174,603,+1.03
94,0,39977,Max Homa,28.89,297,1028,+0.13
94,0,27349,Alex Noren,28.89,206,713,+0.15
96,0,23983,Luke Donald,28.96,214,739,+0.61
97,0,27974,Sung Kang,29.03,245,844,+0.16
98,0,53165,Doc Redman,29.05,253,871,+0.79
99,0,45522,Christiaan Bezuidenhout,29.15,237,813,+0.80
100,0,32448,James Hahn,29.16,242,830,+0.29
101,0,37275,Sam Ryder,29.32,317,1081,+1.39
102,0,54783,Dylan Wu,29.34,206,702,+1.41
103,0,35532,Tom Hoge,29.38,310,1055,+0.68
103,0,25198,Francesco Molinari,29.38,171,582,+2.11
105,0,49771,J.T. Poston,29.39,325,1106,+0.09
106,0,36884,Ben Kohles,29.61,183,618,+0.71
107,0,34360,Patrick Reed,29.83,210,704,+1.14
108,0,34431,Robert Streb,29.96,308,1028,+0.94
109,0,46046,Scottie Scheffler,30.00,282,940,-0.28
110,0,32662,Michael Gligic,30.03,236,786,+0.72
111,0,49964,Aaron Wise,30.11,318,1056,-0.06
112,0,40162,Justin Lower,30.19,224,742,+1.34
112,0,46340,Alex Smalley,30.19,327,1083,+0.31
114,0,47856,Seth Reeves,30.24,205,678,+0.34
115,0,27895,Jonas Blixt,30.26,174,575,+1.38
116,0,47995,Davis Riley,30.28,340,1123,+0.97
117,0,35310,Lanto Griffin,30.33,283,933,+0.46
117,0,33490,Bo Hoag,30.33,155,511,+1.81
117,0,24361,Pat Perez,30.33,212,699,+0.33
120,0,32839,Hideki Matsuyama,30.39,251,826,+0.16
121,0,33204,Shane Lowry,30.44,200,657,+0.75
122,0,22056,Cameron Percy,30.45,134,440,-0.52
122,0,39953,Chase Seiffert,30.45,155,509,+1.23
124,0,33667,Carlos Ortiz,30.56,217,710,+0.83
125,0,33486,Roger Sloan,30.64,258,842,+0.47
126,0,36799,Stephan Jaeger,30.65,312,1018,+0.96
127,0,34466,Peter Malnati,30.73,366,1191,+0.85
127,0,27064,Jhonattan Vegas,30.73,264,859,-0.19
129,0,34563,Chesson Hadley,30.96,274,885,+0.29
130,0,34046,Jordan Spieth,30.97,280,904,-0.07
130,0,33419,Cameron Tringale,30.97,328,1059,+0.37
132,0,28114,Dawie van der Walt,30.99,203,655,+1.63
133,0,35110,Brett Drewitt,31.05,177,570,+1.24
134,0,24924,Bill Haas,31.14,289,928,-0.07
135,0,25493,Nick Taylor,31.23,312,999,+1.28
136,0,54628,Lee Hodges,31.27,358,1145,+1.65
137,0,57366,Cameron Young,31.33,312,996,+0.45
138,0,32757,Patton Kizzire,31.60,358,1133,+0.36
139,0,47128,Richy Werenski,31.65,220,695,+0.86
140,0,37212,Paul Barjon,31.79,275,865,+0.87
141,0,25686,Jason Dufner,31.84,171,537,+1.11
142,0,51766,Wyndham Clark,31.86,339,1064,+0.27
143,0,36852,Jim Knous,31.90,156,489,+0.45
144,0,48117,Kurt Kitayama,31.96,217,679,+0.37
145,0,47504,Sam Burns,31.97,321,1004,+0.28
146,0,35891,Cameron Smith,32.05,233,727,+0.09
147,0,29926,Danny Lee,32.11,175,545,+1.37
148,0,34363,Tyrrell Hatton,32.16,228,709,+0.26
149,0,27129,Luke List,32.23,293,909,+0.51
150,0,26300,Matt Jones,32.24,227,704,+0.18
151,0,32366,Kevin Chappell,32.28,194,601,+0.41
152,0,27770,Camilo Villegas,32.34,227,702,+1.01
153,0,47347,Adam Schenk,32.39,345,1065,+1.19
154,0,45540,Jared Wolfe,32.45,209,644,+0.72
155,0,45157,Cam Davis,32.48,341,1050,+0.70
156,0,45486,Joaquin Niemann,32.51,278,855,-0.29
157,0,31323,Gary Woodland,32.56,266,817,+0.30
158,0,40250,Taylor Pendrith,32.64,267,818,+0.37
159,0,25818,Scott Piercy,32.72,301,920,+1.20
160,0,24980,Scott Gutschewski,32.76,171,522,+0.53
161,0,28237,Rory McIlroy,32.87,235,715,-0.81
162,0,33448,Justin Thomas,32.95,288,874,-0.49
162,0,27095,Nick Watney,32.95,289,877,+0.97
164,0,29970,Dylan Frittelli,33.27,351,1055,+0.20
165,0,47988,Nick Hardy,33.39,208,623,+1.20
166,0,51997,Andrew Novak,33.42,256,766,+0.43
167,0,35506,Mackenzie Hughes,33.55,312,930,+0.99
168,0,26851,Marc Leishman,33.67,303,900,+0.59
169,0,52372,Cameron Champ,33.80,218,645,+0.83
170,0,12716,Charley Hoffman,33.88,287,847,+0.84
171,0,36689,Brooks Koepka,33.89,182,537,+0.38
172,0,30692,Scott Stallings,34.12,392,1149,+0.46
173,0,32333,Kevin Tway,34.17,313,916,+0.67
174,0,35461,Beau Hossler,34.30,308,898,+0.91
175,0,29725,Tony Finau,34.39,337,980,-0.45
176,0,35617,Martin Trainer,34.49,288,835,+0.56
177,0,51634,Sahith Theegala,34.57,446,1290,-0.13
178,0,33597,Harry Higgs,34.74,322,927,+0.87
179,0,39058,Lucas Herbert,34.80,198,569,+1.01
180,0,51894,Vince Whaley,35.13,320,911,+0.84
181,0,37189,Harold Varner III,35.25,276,783,+0.47
182,0,48084,Wesley Bryan,35.28,181,513,+0.72
183,0,10381,Curtis Thompson,35.29,210,595,+0.95
184,0,46601,Trey Mullinax,35.33,318,900,+0.19
185,0,24502,Adam Scott,35.40,309,873,-0.29
186,0,36699,Patrick Rodgers,35.74,347,971,-0.35
187,0,29289,S.Y. Noh,36.12,220,609,-0.18
188,0,27139,David Skinns,36.39,258,709,+0.35
189,0,34255,Joseph Bramlett,36.81,335,910,+0.48
190,0,56278,Matthew Wolff,37.07,192,518,+0.57
191,0,47483,Will Zalatoris,37.25,304,816,+0.10
192,0,46550,Brandon Hagy,37.70,302,801,+0.99
193,0,48699,Callum Tarren,39.30,301,766,+0.23
