RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,19803,Ryan Armour,9.27,47,507,+0.02
2,0,54421,Garrick Higgo,10.36,57,550,+0.14
3,0,52375,Doug Ghim,10.69,106,992,+0.13
4,0,34076,Joel Dahmen,11.01,116,1054,+0.13
5,0,30926,Chris Kirk,11.02,102,926,-0.05
6,0,54783,Dylan Wu,11.11,78,702,+0.19
7,0,47529,Mito Pereira,11.28,120,1064,+0.05
8,0,24138,Ian Poulter,11.47,60,523,-0.03
9,0,34431,Robert Streb,12.06,124,1028,+0.07
10,0,50525,Collin Morikawa,12.07,84,696,+0.13
11,0,25900,Lucas Glover,12.10,142,1174,+0.18
12,0,39997,Corey Conners,12.13,126,1039,+0.10
13,0,32816,Satoshi Kodaira,12.15,69,568,+0.16
14,0,40006,Erik van Rooyen,12.16,71,584,+0.14
15,0,30978,Kiradech Aphibarnrat,12.31,64,520,-0.02
15,0,27214,Kevin Streelman,12.31,136,1105,+0.11
17,0,39546,Keith Mitchell,12.40,130,1048,-0.02
18,0,48887,Matt Wallace,12.43,86,692,+0.12
19,0,46414,Aaron Rai,12.44,121,973,+0.10
20,0,46435,Austin Cook,12.45,91,731,+0.02
21,0,31646,Emiliano Grillo,12.59,121,961,+0.02
22,0,31560,Brian Stuard,12.64,120,949,+0.19
23,0,23325,Vaughn Taylor,12.70,70,551,+0.17
24,0,35449,Adam Long,12.79,134,1048,+0.08
25,0,29535,Brice Garnett,12.81,107,835,+0.04
26,0,50095,Austin Smotherman,12.82,111,866,+0.11
27,0,29420,Billy Horschel,12.88,103,800,+0.13
27,0,27936,Martin Laird,12.88,109,846,+0.06
29,0,26476,Chez Reavie,12.89,133,1032,+0.14
30,0,39436,Joshua Creel,12.92,66,511,+0.20
31,0,30927,Brendon Todd,13.00,126,969,+0.10
32,0,29478,Kevin Kisner,13.09,100,764,+0.14
33,0,34098,Russell Henley,13.10,115,878,+0.02
34,0,36871,Matthew NeSmith,13.11,145,1106,+0.15
35,0,30911,Tommy Fleetwood,13.31,80,601,-0.04
36,0,23983,Luke Donald,13.40,99,739,+0.05
37,0,33122,Russell Knox,13.45,145,1078,+0.10
38,0,29221,Webb Simpson,13.47,97,720,+0.06
39,0,31557,Jim Herman,13.49,80,593,+0.24
39,0,22405,Justin Rose,13.49,78,578,+0.18
41,0,33490,Bo Hoag,13.70,70,511,+0.10
42,0,34046,Jordan Spieth,13.72,124,904,-0.05
43,0,27644,Brian Harman,13.73,148,1078,+0.02
43,0,28252,Seamus Power,13.73,113,823,-0.02
45,0,35461,Beau Hossler,13.81,124,898,+0.03
46,0,35879,Kelly Kraft,13.83,108,781,+0.11
46,0,46046,Scottie Scheffler,13.83,130,940,-0.04
48,0,28089,Jason Day,13.92,98,704,+0.01
49,0,32791,K.H. Lee,13.94,171,1227,+0.09
50,0,55708,Hayden Buckley,13.96,149,1067,+0.14
51,0,45609,Tyler Duncan,13.97,125,895,+0.11
52,0,34610,Matthias Schwab,14.04,107,762,+0.01
53,0,27895,Jonas Blixt,14.09,81,575,+0.06
53,0,27649,Brandt Snedeker,14.09,95,674,+0.21
55,0,25493,Nick Taylor,14.11,141,999,+0.06
56,0,47856,Seth Reeves,14.16,96,678,-0.09
57,0,32640,Troy Merritt,14.21,153,1077,+0.10
58,0,33399,Adam Hadwin,14.27,150,1051,+0.09
59,0,23320,Ryan Palmer,14.29,106,742,+0.16
60,0,33204,Shane Lowry,14.31,94,657,+0.10
61,0,20229,Stewart Cink,14.32,138,964,+0.09
62,0,27770,Camilo Villegas,14.39,101,702,+0.10
63,0,24925,Jonathan Byrd,14.41,85,590,+0.02
64,0,35450,Patrick Cantlay,14.43,112,776,-0.02
64,0,47995,Davis Riley,14.43,162,1123,+0.14
66,0,24361,Pat Perez,14.45,101,699,+0.07
67,0,45526,Abraham Ancer,14.49,93,642,+0.26
68,0,46717,Viktor Hovland,14.55,117,804,+0.09
69,0,47993,Denny McCarthy,14.56,175,1202,+0.13
70,0,32150,Michael Thompson,14.66,150,1023,+0.01
71,0,34174,John Huh,14.68,123,838,+0.07
72,0,40098,Matt Fitzpatrick,14.69,105,715,+0.06
73,0,53165,Doc Redman,14.70,128,871,+0.02
74,0,36852,Jim Knous,14.72,72,489,-0.01
75,0,33141,Keegan Bradley,14.77,139,941,+0.18
76,0,30944,Jason Kokrak,14.89,109,732,+0.03
77,0,28775,Nate Lashley,14.92,125,838,-0.03
78,0,22056,Cameron Percy,15.00,66,440,+0.02
79,0,40115,Adam Svensson,15.03,174,1158,+0.01
80,0,21961,Charles Howell III,15.05,98,651,-0.04
81,0,23108,Matt Kuchar,15.06,133,883,-0.02
82,0,32139,Danny Willett,15.09,91,603,+0.07
83,0,36799,Stephan Jaeger,15.13,154,1018,+0.10
84,0,57366,Cameron Young,15.16,151,996,+0.09
85,0,36326,David Lipsky,15.18,155,1021,+0.10
86,0,51950,Max McGreevy,15.19,117,770,+0.13
87,0,35110,Brett Drewitt,15.26,87,570,+0.07
88,0,27129,Luke List,15.29,139,909,+0.09
89,0,32448,James Hahn,15.30,127,830,+0.06
90,0,34563,Chesson Hadley,15.37,136,885,E
90,0,46442,Maverick McNealy,15.37,164,1067,+0.09
92,0,45522,Christiaan Bezuidenhout,15.38,125,813,+0.14
92,0,46970,Jon Rahm,15.38,126,819,+0.12
94,0,49960,Sepp Straka,15.41,162,1051,+0.19
95,0,29518,Brendan Steele,15.45,133,861,+0.11
96,0,35891,Cameron Smith,15.54,113,727,+0.04
96,0,47128,Richy Werenski,15.54,108,695,+0.03
98,0,49947,Taylor Moore,15.57,168,1079,+0.10
99,0,33419,Cameron Tringale,15.58,165,1059,+0.01
100,0,30163,Henrik Norlander,15.70,130,828,+0.18
101,0,49298,Kramer Hickok,15.73,160,1017,+0.13
102,0,29908,C.T. Pan,15.75,154,978,+0.12
103,0,39977,Max Homa,15.76,162,1028,+0.02
104,0,46340,Alex Smalley,15.79,171,1083,+0.08
105,0,32102,Rickie Fowler,15.80,131,829,+0.12
105,0,10381,Curtis Thompson,15.80,94,595,+0.17
107,0,49964,Aaron Wise,15.81,167,1056,-0.04
108,0,51890,Greyson Sigg,15.83,157,992,+0.09
108,0,39324,J.J. Spaun,15.83,168,1061,+0.17
110,0,48081,Xander Schauffele,15.86,134,845,+0.10
111,0,34360,Patrick Reed,15.91,112,704,+0.04
112,0,39971,Sungjae Im,15.92,171,1074,+0.02
113,0,35617,Martin Trainer,16.05,134,835,+0.02
114,0,37212,Paul Barjon,16.07,139,865,+0.12
115,0,25198,Francesco Molinari,16.32,95,582,+0.25
116,0,36884,Ben Kohles,16.34,101,618,+0.04
116,0,28114,Dawie van der Walt,16.34,107,655,+0.29
118,0,48822,Sebastián Muñoz,16.36,160,978,+0.11
119,0,23621,Rory Sabbatini,16.40,114,695,E
120,0,27064,Jhonattan Vegas,16.41,141,859,-0.04
121,0,46402,Talor Gooch,16.45,126,766,+0.01
122,0,31420,Anirban Lahiri,16.55,142,858,+0.11
123,0,37455,Si Woo Kim,16.57,192,1159,+0.06
124,0,52374,Brandon Wu,16.58,123,742,+0.03
125,0,52372,Cameron Champ,16.59,107,645,+0.20
125,0,27974,Sung Kang,16.59,140,844,+0.05
127,0,34363,Tyrrell Hatton,16.64,118,709,-0.05
127,0,49771,J.T. Poston,16.64,184,1106,+0.04
129,0,29970,Dylan Frittelli,16.68,176,1055,+0.05
130,0,34256,Andrew Putnam,16.76,188,1122,+0.02
131,0,29974,Branden Grace,16.77,109,650,-0.02
131,0,35506,Mackenzie Hughes,16.77,156,930,+0.08
133,0,47983,Chad Ramey,16.84,128,760,+0.13
134,0,54628,Lee Hodges,16.86,193,1145,+0.18
135,0,51894,Vince Whaley,16.90,154,911,+0.14
136,0,24024,Zach Johnson,17.11,130,760,+0.21
136,0,37275,Sam Ryder,17.11,185,1081,+0.19
138,0,34264,Hudson Swafford,17.15,113,659,+0.13
139,0,28237,Rory McIlroy,17.20,123,715,-0.09
140,0,34466,Peter Malnati,17.21,205,1191,+0.02
141,0,47504,Sam Burns,17.23,173,1004,+0.04
142,0,33667,Carlos Ortiz,17.32,123,710,+0.07
143,0,45540,Jared Wolfe,17.39,112,644,+0.10
144,0,29926,Danny Lee,17.43,95,545,+0.19
145,0,26300,Matt Jones,17.47,123,704,+0.05
145,0,49766,Hank Lebioda,17.47,163,933,+0.07
145,0,32333,Kevin Tway,17.47,160,916,+0.04
148,0,27349,Alex Noren,17.53,125,713,-0.03
149,0,47347,Adam Schenk,17.56,187,1065,+0.11
150,0,51766,Wyndham Clark,17.58,187,1064,+0.02
151,0,27139,David Skinns,17.63,125,709,+0.03
152,0,48117,Kurt Kitayama,17.67,120,679,+0.08
153,0,37189,Harold Varner III,17.75,139,783,+0.04
154,0,29725,Tony Finau,17.76,174,980,-0.04
155,0,46601,Trey Mullinax,17.78,160,900,+0.04
156,0,32366,Kevin Chappell,17.80,107,601,-0.03
157,0,31323,Gary Woodland,17.87,146,817,-0.01
158,0,40250,Taylor Pendrith,17.97,147,818,+0.12
159,0,35310,Lanto Griffin,18.01,168,933,+0.07
159,0,35532,Tom Hoge,18.01,190,1055,+0.04
161,0,25686,Jason Dufner,18.06,97,537,+0.10
162,0,40162,Justin Lower,18.19,135,742,+0.11
163,0,32757,Patton Kizzire,18.36,208,1133,+0.01
164,0,36801,Mark Hubbard,18.41,139,755,+0.01
164,0,33486,Roger Sloan,18.41,155,842,+0.03
164,0,48699,Callum Tarren,18.41,141,766,+0.03
