RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,39997,Corey Conners,18' 8",5733.917,307
2,0,30927,Brendon Todd,19' 5",5539.583,285
3,0,32816,Satoshi Kodaira,20' 3",2731.083,135
4,0,23325,Vaughn Taylor,20' 4",3515.917,173
5,0,36326,David Lipsky,20' 6",7048.500,344
6,0,45526,Abraham Ancer,20' 7",3662.417,178
7,0,26476,Chez Reavie,20' 8",6135.500,297
8,0,55708,Hayden Buckley,21' 1",6665.917,316
9,0,27936,Martin Laird,21' 3",5409.750,255
10,0,34076,Joel Dahmen,21' 4",6196.500,291
10,0,39977,Max Homa,21' 4",7503.917,352
12,0,25900,Lucas Glover,21' 5",7687.833,359
13,0,50525,Collin Morikawa,21' 6",4196.083,195
14,0,27644,Brian Harman,21' 7",7184.250,333
15,0,34098,Russell Henley,21' 9",5529.083,254
15,0,23108,Matt Kuchar,21' 9",6317.917,291
17,0,19803,Ryan Armour,21' 10",2423.167,111
18,0,33122,Russell Knox,21' 11",7089.750,324
19,0,35449,Adam Long,22' 0",7553.167,343
20,0,39971,Sungjae Im,22' 1",7510.333,340
21,0,29535,Brice Garnett,22' 2",5822.750,263
22,0,31557,Jim Herman,22' 5",4142.250,185
23,0,39436,Joshua Creel,22' 6",3915.000,174
24,0,31420,Anirban Lahiri,22' 8",7003.083,309
25,0,45609,Tyler Duncan,22' 9",5962.500,262
26,0,40115,Adam Svensson,22' 10",9393.667,411
27,0,39953,Chase Seiffert,23' 1",3825.833,166
28,0,35879,Kelly Kraft,23' 3",5788.417,249
29,0,36801,Mark Hubbard,23' 5",6188.667,264
29,0,34174,John Huh,23' 5",6771.167,289
31,0,37455,Si Woo Kim,23' 6",8707.250,371
32,0,35450,Patrick Cantlay,23' 7",5928.500,251
32,0,46414,Aaron Rai,23' 7",6944.917,295
34,0,39324,J.J. Spaun,23' 9",8611.417,363
35,0,46340,Alex Smalley,23' 10",9409.167,395
35,0,27214,Kevin Streelman,23' 10",7602.583,319
37,0,33490,Bo Hoag,23' 11",4091.833,171
37,0,47993,Denny McCarthy,23' 11",9421.667,394
39,0,29420,Billy Horschel,24' 0",6002.417,250
39,0,31560,Brian Stuard,24' 0",6315.583,263
41,0,30926,Chris Kirk,24' 1",7081.833,294
42,0,49947,Taylor Moore,24' 2",9583.667,396
43,0,29478,Kevin Kisner,24' 3",5777.250,238
43,0,32791,K.H. Lee,24' 3",9871.417,407
43,0,33419,Cameron Tringale,24' 3",9206.583,380
46,0,45522,Christiaan Bezuidenhout,24' 4",7019.250,288
47,0,29974,Branden Grace,24' 5",5177.917,212
47,0,49298,Kramer Hickok,24' 5",8190.750,336
47,0,32640,Troy Merritt,24' 5",8355.333,342
50,0,28775,Nate Lashley,24' 6",7230.167,295
51,0,32150,Michael Thompson,24' 7",8373.250,341
51,0,52374,Brandon Wu,24' 7",6091.167,248
53,0,30978,Kiradech Aphibarnrat,24' 8",3800.500,154
53,0,40006,Erik van Rooyen,24' 8",4339.500,176
55,0,25198,Francesco Molinari,24' 9",4775.583,193
56,0,48822,Sebastián Muñoz,24' 10",8193.417,330
56,0,22056,Cameron Percy,24' 10",4171.500,168
56,0,46970,Jon Rahm,24' 10",6259.167,252
59,0,25686,Jason Dufner,24' 11",5406.333,217
59,0,23621,Rory Sabbatini,24' 11",6529.250,262
61,0,35532,Tom Hoge,25' 0",9305.750,372
62,0,40098,Matt Fitzpatrick,25' 2",5378.167,214
62,0,32839,Hideki Matsuyama,25' 2",7246.750,288
62,0,49771,J.T. Poston,25' 2",11088.333,440
62,0,47983,Chad Ramey,25' 2",7014.500,279
66,0,37275,Sam Ryder,25' 4",10638.333,420
67,0,34256,Andrew Putnam,25' 5",9077.583,357
68,0,21961,Charles Howell III,25' 6",5893.750,231
68,0,24024,Zach Johnson,25' 6",6911.417,271
68,0,29518,Brendan Steele,25' 6",7848.417,308
71,0,33141,Keegan Bradley,25' 8",8293.583,323
71,0,35310,Lanto Griffin,25' 8",8975.667,350
71,0,46717,Viktor Hovland,25' 8",6669.167,260
71,0,36871,Matthew NeSmith,25' 8",8825.167,344
71,0,29908,C.T. Pan,25' 8",9399.500,366
76,0,46402,Talor Gooch,25' 9",6978.500,271
76,0,46442,Maverick McNealy,25' 9",10054.917,391
76,0,51997,Andrew Novak,25' 9",7622.083,296
76,0,25818,Scott Piercy,25' 9",9724.250,378
80,0,33399,Adam Hadwin,25' 10",8918.083,345
81,0,52375,Doug Ghim,26' 0",7971.917,307
81,0,32448,James Hahn,26' 0",7889.000,303
83,0,51890,Greyson Sigg,26' 4",9674.583,367
83,0,27770,Camilo Villegas,26' 4",7658.583,291
85,0,47529,Mito Pereira,26' 6",9581.250,361
86,0,30163,Henrik Norlander,26' 8",7807.500,293
87,0,36884,Ben Kohles,26' 9",6198.500,232
88,0,34431,Robert Streb,26' 11",10246.000,381
89,0,29926,Danny Lee,27' 0",5913.083,219
89,0,45486,Joaquin Niemann,27' 0",8211.917,304
89,0,34610,Matthias Schwab,27' 0",8051.000,298
89,0,50095,Austin Smotherman,27' 0",8010.000,297
89,0,57366,Cameron Young,27' 0",9945.417,368
94,0,48081,Xander Schauffele,27' 1",6688.667,247
94,0,27649,Brandt Snedeker,27' 1",6391.250,236
96,0,24980,Scott Gutschewski,27' 2",5843.500,215
96,0,47988,Nick Hardy,27' 2",6138.500,226
98,0,29725,Tony Finau,27' 3",10270.667,377
99,0,28252,Seamus Power,27' 4",7207.167,264
99,0,47856,Seth Reeves,27' 4",6741.833,247
101,0,31646,Emiliano Grillo,27' 5",8955.500,327
101,0,49964,Aaron Wise,27' 5",10507.500,383
103,0,46435,Austin Cook,27' 6",6512.833,237
103,0,35506,Mackenzie Hughes,27' 6",9508.917,346
103,0,24361,Pat Perez,27' 6",7414.667,270
103,0,47995,Davis Riley,27' 6",10468.000,381
107,0,28089,Jason Day,27' 7",7138.167,259
107,0,54628,Lee Hodges,27' 7",11589.583,420
107,0,39546,Keith Mitchell,27' 7",9542.083,346
107,0,27349,Alex Noren,27' 7",6984.667,253
107,0,53165,Doc Redman,27' 7",8989.750,326
107,0,46046,Scottie Scheffler,27' 7",9602.000,348
107,0,25493,Nick Taylor,27' 7",10524.417,381
114,0,51950,Max McGreevy,27' 9",7433.083,268
115,0,33204,Shane Lowry,27' 10",6843.083,246
115,0,23320,Ryan Palmer,27' 10",7478.417,269
117,0,32662,Michael Gligic,27' 11",8426.250,302
118,0,37189,Harold Varner III,28' 0",9376.250,335
119,0,26300,Matt Jones,28' 1",8657.333,308
120,0,40162,Justin Lower,28' 2",7920.750,281
120,0,29221,Webb Simpson,28' 2",6668.417,237
120,0,49960,Sepp Straka,28' 2",10289.417,365
123,0,47504,Sam Burns,28' 3",10347.917,366
123,0,34264,Hudson Swafford,28' 3",7225.417,256
125,0,27974,Sung Kang,28' 8",8983.750,313
126,0,49766,Hank Lebioda,28' 9",10000.250,348
127,0,24502,Adam Scott,28' 11",10111.750,350
128,0,27064,Jhonattan Vegas,29' 0",9530.333,329
129,0,47347,Adam Schenk,29' 4",12219.667,416
130,0,27895,Jonas Blixt,29' 6",6223.500,211
130,0,48699,Callum Tarren,29' 6",9360.667,317
130,0,54783,Dylan Wu,29' 6",8398.167,285
133,0,40250,Taylor Pendrith,29' 7",9924.250,335
133,0,47483,Will Zalatoris,29' 7",9650.917,326
135,0,34563,Chesson Hadley,29' 8",10735.333,362
136,0,35110,Brett Drewitt,29' 10",7076.250,237
136,0,30911,Tommy Fleetwood,29' 10",5823.417,195
136,0,33448,Justin Thomas,29' 10",9766.417,327
139,0,12716,Charley Hoffman,30' 1",10849.250,361
140,0,32102,Rickie Fowler,30' 2",9181.167,304
140,0,34360,Patrick Reed,30' 2",7381.333,245
140,0,22405,Justin Rose,30' 2",4671.583,155
143,0,37212,Paul Barjon,30' 3",10176.667,336
143,0,28114,Dawie van der Walt,30' 3",7597.167,251
143,0,47128,Richy Werenski,30' 3",8571.250,283
143,0,32139,Danny Willett,30' 3",6617.167,219
147,0,52372,Cameron Champ,30' 4",8014.250,264
147,0,33597,Harry Higgs,30' 4",12196.083,402
147,0,26851,Marc Leishman,30' 4",10532.083,347
147,0,28237,Rory McIlroy,30' 4",8016.833,264
147,0,35891,Cameron Smith,30' 4",8375.083,276
152,0,20229,Stewart Cink,30' 6",10306.583,338
153,0,32757,Patton Kizzire,30' 7",14193.167,464
154,0,24138,Ian Poulter,30' 8",5546.083,181
154,0,34046,Jordan Spieth,30' 8",10069.167,328
156,0,23983,Luke Donald,30' 9",9133.000,297
157,0,33667,Carlos Ortiz,31' 1",8827.667,284
157,0,51634,Sahith Theegala,31' 1",17924.750,576
159,0,48887,Matt Wallace,31' 2",7699.583,247
160,0,30944,Jason Kokrak,31' 3",7753.417,248
160,0,34466,Peter Malnati,31' 3",15778.083,505
162,0,36699,Patrick Rodgers,31' 4",13097.917,418
162,0,31323,Gary Woodland,31' 4",9743.500,311
164,0,45540,Jared Wolfe,32' 1",8843.833,276
165,0,36799,Stephan Jaeger,32' 2",12901.333,401
166,0,34363,Tyrrell Hatton,32' 3",8487.750,263
167,0,35461,Beau Hossler,32' 5",12121.333,374
168,0,27129,Luke List,32' 6",11844.000,364
169,0,45157,Cam Davis,32' 9",14544.583,444
169,0,36689,Brooks Koepka,32' 9",7009.000,214
171,0,29970,Dylan Frittelli,32' 10",15319.583,466
172,0,24925,Jonathan Byrd,33' 0",7134.500,216
173,0,24924,Bill Haas,33' 1",13063.167,395
173,0,51894,Vince Whaley,33' 1",14180.417,429
175,0,27095,Nick Watney,33' 8",12603.083,374
176,0,36852,Jim Knous,33' 9",6611.917,196
176,0,33486,Roger Sloan,33' 9",10773.917,319
