RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
176,0,35617,Martin Trainer,33' 9",12600.583,373
179,0,27139,David Skinns,33' 10",11074.250,327
180,0,32366,Kevin Chappell,34' 2",8984.750,263
181,0,46601,Trey Mullinax,34' 5",13725.667,399
181,0,30692,Scott Stallings,34' 5",16982.917,493
183,0,34255,Joseph Bramlett,35' 6",13581.500,383
184,0,48117,Kurt Kitayama,35' 7",8900.917,250
185,0,32333,Kevin Tway,35' 10",15542.167,434
186,0,10381,Curtis Thompson,36' 3",10069.750,278
187,0,56278,Matthew Wolff,37' 3",9135.583,245
188,0,54421,Garrick Higgo,37' 4",7350.083,197
189,0,51766,Wyndham Clark,37' 11",16297.250,430
190,0,39058,Lucas Herbert,38' 0",9270.250,244
191,0,46550,Brandon Hagy,38' 5",15084.917,393
192,0,29289,S.Y. Noh,38' 10",12315.917,317
193,0,48084,Wesley Bryan,41' 2",10453.167,254
