RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,01014,Fulton Allem,100.00,1,1
1,0,06621,Joe Durant,100.00,1,1
1,0,06522,Ernie Els,100.00,1,1
1,0,07457,Steve Flesch,100.00,1,1
1,0,01707,Steve Lowery,100.00,2,2
1,0,01968,Nick Price,100.00,1,1
1,0,02170,Hal Sutton,100.00,1,1
1,0,20566,Kaname Yokoo,100.00,1,1
9,0,08339,Spike McRoy,50.00,1,2
10,0,20098,Stuart Appleby,.00,0,1
10,0,20099,Doug Barron,.00,0,1
10,0,12652,Cameron Beckman,.00,0,1
10,0,01098,Jay Don Blake,.00,0,1
10,0,01157,Tom Byrum,.00,0,1
10,0,01161,Mark Calcavecchia,.00,0,1
10,0,01175,Jim Carter,.00,0,1
10,0,01185,Brandel Chamblee,.00,0,1
10,0,01219,John Cook,.00,0,1
10,0,06251,Chris DiMarco,.00,0,1
10,0,01320,Bob Estes,.00,0,1
10,0,01329,Brad Faxon,.00,0,1
10,0,10809,Jim Furyk,.00,0,1
10,0,06643,Paul Goydos,.00,0,1
10,0,23353,J.J. Henry,.00,0,1
10,0,06315,Pete Jordan,.00,0,1
10,0,01706,Davis Love III,.00,0,1
10,0,01771,Blaine McCallister,.00,0,1
10,0,22122,Andrew McLardy,.00,0,1
10,0,20095,Carl Paulson,.00,0,1
10,0,01943,Chris Perry,.00,0,1
10,0,23621,Rory Sabbatini,.00,0,1
10,0,02106,Chris Smith,.00,0,1
10,0,11011,Mike Sposa,.00,0,1
10,0,08375,Paul Stankowski,.00,0,1
10,0,06613,Tommy Tolles,.00,0,1
