RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,36689,Brooks Koepka,$9684006
2,0,28237,Rory McIlroy,$7785286
3,0,23108,Matt Kuchar,$6329190
4,0,35450,Patrick Cantlay,$6268988
5,0,46970,Jon Rahm,$5990110
6,0,31323,Gary Woodland,$5817632
7,0,48081,Xander Schauffele,$5736123
8,0,30925,Dustin Johnson,$5674619
9,0,33448,Justin Thomas,$5122084
10,0,29725,Tony Finau,$4744380
11,0,29221,Webb Simpson,$4690572
12,0,22405,Justin Rose,$4608849
13,0,26851,Marc Leishman,$4365327
14,0,25364,Paul Casey,$4257040
15,0,32102,Rickie Fowler,$4093310
16,0,24502,Adam Scott,$4084541
17,0,30911,Tommy Fleetwood,$3853651
18,0,34360,Patrick Reed,$3708844
19,0,26476,Chez Reavie,$3660909
20,0,29478,Kevin Kisner,$3599144
21,0,33204,Shane Lowry,$3541264
22,0,25198,Francesco Molinari,$3467143
23,0,32839,Hideki Matsuyama,$3435137
24,0,08793,Tiger Woods,$3304615
25,0,47959,Bryson DeChambeau,$3295232
26,0,45526,Abraham Ancer,$3167375
27,0,27649,Brandt Snedeker,$3122936
28,0,21961,Charles Howell III,$3039049
29,0,39997,Corey Conners,$2919864
30,0,23320,Ryan Palmer,$2873316
31,0,39971,Sungjae Im,$2851134
32,0,27974,Sung Kang,$2801650
33,0,28089,Jason Day,$2743480
34,0,25818,Scott Piercy,$2679915
35,0,10809,Jim Furyk,$2669938
36,0,25900,Lucas Glover,$2613965
37,0,26329,Louis Oosthuizen,$2539183
38,0,39546,Keith Mitchell,$2475360
39,0,49771,J.T. Poston,$2461215
40,0,01810,Phil Mickelson,$2440221
41,0,34256,Andrew Putnam,$2439137
42,0,23621,Rory Sabbatini,$2382298
43,0,29908,C.T. Pan,$2362399
44,0,30944,Jason Kokrak,$2330212
45,0,37455,Si Woo Kim,$2318058
46,0,32333,Kevin Tway,$2300050
47,0,25396,Kevin Na,$2257309
48,0,29420,Billy Horschel,$2257249
49,0,24138,Ian Poulter,$2254806
50,0,33399,Adam Hadwin,$2220012
51,0,33141,Keegan Bradley,$2149797
52,0,27141,J.B. Holmes,$2147065
53,0,39977,Max Homa,$2133606
54,0,34046,Jordan Spieth,$2124192
55,0,40098,Matt Fitzpatrick,$2124146
56,0,33948,Byeong Hun An,$2116283
57,0,28775,Nate Lashley,$2030287
58,0,35891,Cameron Smith,$1983570
59,0,34076,Joel Dahmen,$1949958
60,0,26499,Rafa Cabrera Bello,$1926935
61,0,26596,Ryan Moore,$1838788
62,0,21209,Sergio Garcia,$1793027
63,0,50525,Collin Morikawa,$1754890
64,0,31646,Emiliano Grillo,$1752114
65,0,23325,Vaughn Taylor,$1723910
66,0,52372,Cameron Champ,$1695748
67,0,25572,Graeme McDowell,$1671523
68,0,30978,Kiradech Aphibarnrat,$1667073
69,0,25804,Bubba Watson,$1667014
70,0,35449,Adam Long,$1648007
71,0,34363,Tyrrell Hatton,$1609896
72,0,29970,Dylan Frittelli,$1608974
73,0,27064,Jhonattan Vegas,$1593410
74,0,27214,Kevin Streelman,$1588881
75,0,21528,Henrik Stenson,$1572370
76,0,37189,Harold Varner III,$1553149
77,0,48887,Matt Wallace,$1549150
78,0,32640,Troy Merritt,$1531143
79,0,29926,Danny Lee,$1524126
80,0,12716,Charley Hoffman,$1468855
