RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,20593,Greg Chalmers,98.52,949,935
2,0,21099,David Lynn,98.09,785,770
3,0,29425,Andrew Svoboda,98.03,508,498
4,0,23108,Matt Kuchar,97.76,981,959
4,0,28135,Aaron Watkins,97.76,491,480
6,0,29518,Brendan Steele,97.69,1127,1101
7,0,06573,Brandt Jobe,97.63,761,743
7,0,24781,Hunter Mahan,97.63,972,949
9,0,28475,Jeff Overton,97.58,1032,1007
10,0,06522,Ernie Els,97.55,694,677
11,0,24138,Ian Poulter,97.53,567,553
12,0,25572,Graeme McDowell,97.51,522,509
13,0,21731,Freddie Jacobson,97.49,638,622
14,0,27963,Chris Stroud,97.47,1108,1080
15,0,20443,Jin Park,97.46,630,614
16,0,10860,Justin Leonard,97.43,1090,1062
17,0,23638,Brendon de Jonge,97.41,1388,1352
18,0,23800,Bryce Molder,97.40,1001,975
19,0,22792,Peter Hanson,97.35,453,441
20,0,23320,Ryan Palmer,97.34,976,950
20,0,31323,Gary Woodland,97.34,1165,1134
22,0,36884,Ben Kohles,97.33,862,839
22,0,34360,Patrick Reed,97.33,1050,1022
24,0,33141,Keegan Bradley,97.29,1034,1006
24,0,29479,Scott Brown,97.29,811,789
26,0,06004,Stephen Ames,97.24,617,600
27,0,01320,Bob Estes,97.23,903,878
28,0,27895,Jonas Blixt,97.22,971,944
29,0,26951,Johnson Wagner,97.19,748,727
30,0,23983,Luke Donald,97.18,638,620
31,0,06527,Steve Stricker,97.16,493,479
32,0,21961,Charles Howell III,97.14,1155,1122
33,0,30926,Chris Kirk,97.12,1111,1079
33,0,32150,Michael Thompson,97.12,765,743
35,0,34261,Scott Langley,97.11,935,908
36,0,22371,Aaron Baddeley,97.06,850,825
36,0,27095,Nick Watney,97.06,1055,1024
38,0,10809,Jim Furyk,97.02,939,911
38,0,35139,Richard Lee,97.02,1007,977
40,0,24227,Justin Bolli,97.01,670,650
40,0,23409,James Driscoll,97.01,871,845
42,0,20572,Rod Pampling,96.99,531,515
42,0,34431,Robert Streb,96.99,898,871
44,0,27408,Martin Kaymer,96.98,596,578
44,0,01810,Phil Mickelson,96.98,794,770
46,0,34099,Harris English,96.95,1148,1113
47,0,10213,Dicky Pride,96.94,850,824
48,0,22056,Cameron Percy,96.93,815,790
48,0,23623,Bo Van Pelt,96.93,783,759
50,0,32448,James Hahn,96.89,965,935
51,0,23325,Vaughn Taylor,96.87,575,557
52,0,23497,Tag Ridings,96.85,858,831
53,0,20098,Stuart Appleby,96.83,1134,1098
53,0,19846,Brian Gay,96.83,1009,977
55,0,21753,Brian Davis,96.82,1162,1125
56,0,32698,Bobby Gates,96.80,562,544
57,0,24024,Zach Johnson,96.76,956,925
58,0,21209,Sergio Garcia,96.75,677,655
59,0,08793,Tiger Woods,96.74,613,593
60,0,23353,J.J. Henry,96.72,1097,1061
60,0,12716,Charley Hoffman,96.72,1037,1003
60,0,27214,Kevin Streelman,96.72,977,945
60,0,25804,Bubba Watson,96.72,854,826
64,0,31557,Jim Herman,96.70,636,615
65,0,27436,Graham DeLaet,96.69,1177,1138
66,0,32200,Roberto Castro,96.68,1266,1224
66,0,20104,Ken Duke,96.68,1083,1047
68,0,28307,Matt Every,96.67,1141,1103
69,0,30925,Dustin Johnson,96.64,743,718
70,0,31560,Brian Stuard,96.63,921,890
71,0,28237,Rory McIlroy,96.62,591,571
72,0,28679,Fabián Gómez,96.61,797,770
72,0,29420,Billy Horschel,96.61,1149,1110
74,0,25834,Daniel Summerhays,96.60,1119,1081
75,0,22621,Ben Curtis,96.59,675,652
75,0,27330,Josh Teater,96.59,881,851
77,0,26300,Matt Jones,96.58,1023,988
77,0,25345,Carl Pettersson,96.58,907,876
77,0,24502,Adam Scott,96.58,644,622
80,0,23541,Ben Crane,96.56,786,759
80,0,28500,Martin Flores,96.56,1106,1068
82,0,12782,Tim Herron,96.55,638,616
82,0,27649,Brandt Snedeker,96.55,811,783
84,0,24924,Bill Haas,96.53,981,947
85,0,28089,Jason Day,96.52,891,860
85,0,19970,Robert Karlsson,96.52,546,527
87,0,08075,Jerry Kelly,96.51,917,885
88,0,29740,Brad Fritsch,96.50,971,937
89,0,02206,David Toms,96.48,455,439
89,0,21878,Mark Wilson,96.48,739,713
91,0,26497,Casey Wittenberg,96.47,878,847
92,0,32102,Rickie Fowler,96.46,819,790
92,0,27644,Brian Harman,96.46,1102,1063
94,0,34409,David Lingmerth,96.41,807,778
95,0,23452,Nicolas Colsaerts,96.39,526,507
95,0,27503,Steve LeBrun,96.39,748,721
97,0,27933,John Merrick,96.37,992,956
97,0,33418,Shawn Stefani,96.37,717,691
99,0,26476,Chez Reavie,96.35,959,924
100,0,30750,Tommy Gainey,96.31,1056,1017
100,0,22806,Doug LaBelle II,96.31,812,782
100,0,25632,Jimmy Walker,96.31,1056,1017
103,0,24358,Robert Garrigus,96.30,729,702
