RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,01444,Ken Green,51.06,169,331
2,0,02133,Craig Stadler,48.21,121,251
3,0,01876,Greg Norman,48.04,86,179
4,0,01072,Chip Beck,48.00,156,325
5,0,01226,Fred Couples,47.41,174,367
6,0,02049,Gene Sauers,46.70,163,349
7,0,01378,David Frost,46.34,133,287
8,0,01783,Mark McCumber,45.99,126,274
9,0,01161,Mark Calcavecchia,45.73,193,422
10,0,01690,Bruce Lietzke,45.28,139,307
11,0,01553,John Huston,45.18,150,332
12,0,01662,Greg Ladehoff,45.11,157,348
13,0,01418,Bill Glasson,44.73,140,313
14,0,02146,Payne Stewart,44.70,156,349
15,0,01717,Sandy Lyle,44.19,95,215
16,0,01310,Dave Eichelberger,43.75,147,336
17,0,01945,Kenny Perry,43.49,157,361
18,0,01884,Mac O'Grady,43.29,100,231
19,0,01941,Tom Pernice Jr.,43.27,135,312
20,0,01958,Dan Pohl,43.26,138,319
21,0,01361,Dan Forsman,43.22,188,435
22,0,01887,Mark O'Meara,42.94,143,333
23,0,01706,Davis Love III,42.86,138,322
24,0,01093,Ronnie Black,42.67,131,307
25,0,02090,Tom Sieckmann,42.16,113,268
26,0,01414,Bob Gilder,42.07,130,309
27,0,01096,Phil Blackmar,41.89,111,265
28,0,02101,Joey Sindelar,41.78,160,383
29,0,02241,Bobby Wadkins,41.77,165,395
30,0,01527,Scott Hoch,41.75,162,388
31,0,01725,John Mahaffey,41.69,153,367
32,0,01755,Dick Mast,41.55,150,361
33,0,02192,Steve Thomas,41.54,108,260
34,0,01968,Nick Price,41.32,119,288
35,0,01077,Mike Bender,41.30,114,276
36,0,01864,Larry Nelson,41.25,99,240
37,0,01156,Curt Byrum,41.11,141,343
38,0,02321,Fuzzy Zoeller,40.79,113,277
39,0,01132,Mark Brooks,40.77,137,336
40,0,02033,Dave Rummells,40.70,162,398
41,0,01035,Tommy Armour III,40.66,135,332
42,0,01175,Jim Carter,40.61,134,330
43,0,01837,Gil Morgan,40.38,107,265
44,0,01926,Steve Pate,40.33,148,367
45,0,02225,Howard Twitty,40.21,152,378
46,0,01639,Kenny Knox,40.20,162,403
47,0,02242,Lanny Wadkins,40.19,129,321
48,0,01133,Billy Ray Brown,39.94,139,348
49,0,02256,Tom Watson,39.90,83,208
50,0,01457,Jay Haas,39.83,137,344
51,0,01846,Jodie Mudd,39.78,144,362
52,0,01042,Paul Azinger,39.75,126,317
52,0,02246,Duffy Waldorf,39.75,128,322
54,0,02223,Bob Tway,39.58,150,379
55,0,02023,Clarence Rose,39.49,156,395
56,0,01975,Tom Purtzer,39.36,111,282
57,0,02148,Ray Stewart,39.18,125,319
58,0,01549,Mike Hulbert,39.04,155,397
59,0,01469,Dan Halldorson,38.90,135,347
60,0,01385,Jim Gallagher Jr.,38.89,84,216
61,0,01475,Donnie Hammond,38.81,137,353
62,0,01771,Blaine McCallister,38.79,147,379
63,0,01723,Andrew Magee,38.77,126,325
64,0,01715,Mark Lye,38.55,128,332
65,0,02159,Curtis Strange,38.51,119,309
66,0,01329,Brad Faxon,38.49,122,317
67,0,02279,Mark Wiebe,38.23,151,395
68,0,01682,Wayne Levi,38.18,113,296
69,0,01984,Sam Randolph,38.17,100,262
70,0,02313,Bruce Zabriski,38.14,111,291
71,0,02229,Brett Upper,37.98,109,287
72,0,02007,Larry Rinker,37.97,131,345
73,0,01235,Ben Crenshaw,37.84,126,333
73,0,02239,Scott Verplank,37.84,126,333
75,0,01964,Greg Powers,37.68,78,207
76,0,01157,Tom Byrum,37.59,153,407
77,0,02041,Bill Sander,37.54,110,293
78,0,01129,Bill Britton,37.50,132,352
79,0,01098,Jay Don Blake,37.47,148,395
80,0,01633,Tom Kite,37.41,110,294
81,0,01203,Russ Cochran,37.40,135,361
82,0,01599,Steve Jones,37.37,111,297
83,0,01143,Brad Bryant,37.32,106,284
84,0,01346,Ed Fiori,37.28,145,389
85,0,01024,Billy Andrade,37.24,124,333
