RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,25632,Jimmy Walker,18.11,69,381
2,0,26596,Ryan Moore,18.07,60,332
3,0,30925,Dustin Johnson,17.78,40,225
3,0,28132,Tyrone Van Aswegen,17.78,56,315
5,0,29479,Scott Brown,17.71,71,401
6,0,34099,Harris English,17.57,65,370
7,0,26331,Charl Schwartzel,17.34,43,248
8,0,23621,Rory Sabbatini,16.93,54,319
9,0,30750,Tommy Gainey,16.67,47,282
10,0,10885,Robert Allenby,16.41,54,329
11,0,30927,Brendon Todd,16.40,72,439
12,0,23623,Bo Van Pelt,16.32,55,337
13,0,31202,William McGirt,16.20,63,389
14,0,23135,Tim Clark,16.17,49,303
15,0,26679,Kevin Stadler,16.16,58,359
16,0,24912,Will MacKenzie,16.12,54,335
17,0,28237,Rory McIlroy,16.02,41,256
18,0,32640,Troy Merritt,16.00,40,250
19,0,24846,Ricky Barnes,15.97,57,357
20,0,21209,Sergio Garcia,15.95,37,232
21,0,20229,Stewart Cink,15.76,58,368
22,0,35732,Wes Roach,15.63,40,256
23,0,35541,John Peterson,15.57,38,244
24,0,30852,Ryo Ishikawa,15.36,47,306
25,0,12716,Charley Hoffman,15.30,58,379
25,0,27963,Chris Stroud,15.30,54,353
27,0,33141,Keegan Bradley,15.25,54,354
28,0,25191,Gonzalo Fernandez-Castaño,15.24,50,328
29,0,27408,Martin Kaymer,15.23,39,256
30,0,23541,Ben Crane,15.15,50,330
31,0,27644,Brian Harman,15.08,68,451
32,0,26329,Louis Oosthuizen,15.05,28,186
33,0,25834,Daniel Summerhays,15.04,60,399
34,0,34046,Jordan Spieth,15.01,59,393
35,0,35139,Richard Lee,14.87,47,316
36,0,32150,Michael Thompson,14.81,44,297
37,0,35539,Luke Guthrie,14.78,51,345
37,0,34261,Scott Langley,14.78,56,379
39,0,24358,Robert Garrigus,14.72,48,326
40,0,30944,Jason Kokrak,14.66,39,266
41,0,24490,George McNeill,14.64,47,321
42,0,30110,Kyle Stanley,14.63,49,335
43,0,23320,Ryan Palmer,14.58,50,343
43,0,27770,Camilo Villegas,14.58,56,384
45,0,29926,Danny Lee,14.51,47,324
45,0,26851,Marc Leishman,14.51,47,324
47,0,31560,Brian Stuard,14.49,51,352
48,0,29425,Andrew Svoboda,14.47,45,311
49,0,12510,Chad Campbell,14.42,31,215
50,0,28307,Matt Every,14.41,50,347
51,0,01810,Phil Mickelson,14.39,41,285
52,0,10860,Justin Leonard,14.38,44,306
53,0,20104,Ken Duke,14.33,45,314
53,0,26300,Matt Jones,14.33,48,335
55,0,21731,Freddie Jacobson,14.29,53,371
55,0,34264,Hudson Swafford,14.29,41,287
57,0,26758,David Hearn,14.25,56,393
58,0,24502,Adam Scott,14.18,38,268
59,0,20098,Stuart Appleby,14.17,52,367
60,0,36689,Brooks Koepka,14.16,32,226
61,0,25444,Justin Hicks,14.14,57,403
62,0,33122,Russell Knox,14.13,53,375
63,0,27436,Graham DeLaet,14.06,45,320
64,0,23983,Luke Donald,14.04,32,228
65,0,34174,John Huh,14.03,47,335
66,0,34098,Russell Henley,13.97,51,365
67,0,27649,Brandt Snedeker,13.96,49,351
67,0,30692,Scott Stallings,13.96,43,308
69,0,20645,John Senden,13.90,56,403
70,0,32366,Kevin Chappell,13.88,54,389
71,0,24024,Zach Johnson,13.87,53,382
72,0,25720,Chad Collins,13.86,42,303
73,0,30926,Chris Kirk,13.80,57,413
74,0,20498,Briny Baird,13.79,28,203
75,0,32839,Hideki Matsuyama,13.75,44,320
76,0,29420,Billy Horschel,13.69,49,358
77,0,20848,Ángel Cabrera,13.67,38,278
77,0,22293,Heath Slocum,13.67,38,278
79,0,02206,David Toms,13.55,34,251
80,0,29222,Billy Hurley III,13.54,47,347
81,0,06522,Ernie Els,13.52,43,318
82,0,28486,Michael Putnam,13.49,56,415
83,0,33461,Morgan Hoffmann,13.47,54,401
84,0,24361,Pat Perez,13.41,46,343
85,0,25240,D.A. Points,13.40,39,291
86,0,23108,Matt Kuchar,13.35,47,352
87,0,29740,Brad Fritsch,13.33,26,195
88,0,32334,Charlie Beljan,13.31,39,293
89,0,24507,Jason Bohn,13.29,44,331
90,0,27466,Spencer Levin,13.28,32,241
91,0,25364,Paul Casey,13.27,30,226
92,0,10423,Mike Weir,13.26,35,264
93,0,37273,Derek Ernst,13.20,40,303
94,0,31557,Jim Herman,13.19,31,235
95,0,20157,Retief Goosen,13.11,48,366
96,0,25396,Kevin Na,13.05,50,383
97,0,25349,Tim Wilkinson,13.03,43,330
98,0,35300,Andrew Loupe,13.01,32,246
99,0,28475,Jeff Overton,12.99,40,308
100,0,21528,Henrik Stenson,12.96,28,216
100,0,27095,Nick Watney,12.96,39,301
102,0,29518,Brendan Steele,12.87,44,342
