RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,28237,Rory McIlroy,4.58,293,64
2,0,24502,Adam Scott,4.24,288,68
3,0,25632,Jimmy Walker,4.18,401,96
4,0,30925,Dustin Johnson,4.05,231,57
5,0,26331,Charl Schwartzel,4.02,249,62
6,0,34046,Jordan Spieth,3.97,389,98
7,0,21528,Henrik Stenson,3.96,214,54
7,0,25804,Bubba Watson,3.96,289,73
9,0,23320,Ryan Palmer,3.93,334,85
10,0,12716,Charley Hoffman,3.89,362,93
10,0,30852,Ryo Ishikawa,3.89,292,75
10,0,32839,Hideki Matsuyama,3.89,311,80
10,0,27963,Chris Stroud,3.89,342,88
14,0,32102,Rickie Fowler,3.88,330,85
15,0,21209,Sergio Garcia,3.86,224,58
16,0,24358,Robert Garrigus,3.84,307,80
16,0,36689,Brooks Koepka,3.84,215,56
18,0,33141,Keegan Bradley,3.82,336,88
18,0,32366,Kevin Chappell,3.82,367,96
18,0,23108,Matt Kuchar,3.82,336,88
21,0,26596,Ryan Moore,3.80,319,84
22,0,34099,Harris English,3.79,349,92
23,0,30944,Jason Kokrak,3.78,246,65
24,0,27436,Graham DeLaet,3.77,298,79
25,0,22405,Justin Rose,3.76,256,68
26,0,01810,Phil Mickelson,3.75,266,71
26,0,29221,Webb Simpson,3.75,315,84
28,0,27141,J.B. Holmes,3.73,321,86
28,0,35732,Wes Roach,3.73,235,63
30,0,35300,Andrew Loupe,3.72,227,61
30,0,24490,George McNeill,3.72,294,79
30,0,27770,Camilo Villegas,3.72,353,95
33,0,25364,Paul Casey,3.71,208,56
33,0,29926,Danny Lee,3.71,297,80
35,0,33461,Morgan Hoffmann,3.70,366,99
35,0,31560,Brian Stuard,3.70,322,87
35,0,20396,Lee Westwood,3.70,207,56
38,0,27408,Martin Kaymer,3.69,236,64
38,0,25396,Kevin Na,3.69,347,94
40,0,28259,Sangmoon Bae,3.68,280,76
40,0,20848,Ángel Cabrera,3.68,254,69
40,0,30926,Chris Kirk,3.68,383,104
40,0,34431,Robert Streb,3.68,261,71
44,0,34563,Chesson Hadley,3.67,308,84
45,0,08075,Jerry Kelly,3.66,293,80
45,0,32150,Michael Thompson,3.66,271,74
47,0,35539,Luke Guthrie,3.65,310,85
47,0,21961,Charles Howell III,3.65,387,106
47,0,31323,Gary Woodland,3.65,336,92
50,0,29478,Kevin Kisner,3.64,309,85
51,0,25686,Jason Dufner,3.63,196,54
51,0,24138,Ian Poulter,3.63,203,56
53,0,28307,Matt Every,3.62,308,85
54,0,29479,Scott Brown,3.61,361,100
54,0,24024,Zach Johnson,3.61,347,96
54,0,25572,Graeme McDowell,3.61,224,62
54,0,26679,Kevin Stadler,3.61,321,89
58,0,20098,Stuart Appleby,3.60,324,90
58,0,29518,Brendan Steele,3.60,306,85
58,0,27214,Kevin Streelman,3.60,281,78
61,0,29420,Billy Horschel,3.59,323,90
61,0,28475,Jeff Overton,3.59,273,76
63,0,28089,Jason Day,3.58,172,48
64,0,24912,Will MacKenzie,3.57,293,82
65,0,24924,Bill Haas,3.56,374,105
65,0,02206,David Toms,3.56,221,62
67,0,30750,Tommy Gainey,3.55,245,69
67,0,30927,Brendon Todd,3.55,383,108
67,0,27095,Nick Watney,3.55,266,75
70,0,22371,Aaron Baddeley,3.54,255,72
70,0,26851,Marc Leishman,3.54,283,80
70,0,23621,Rory Sabbatini,3.54,276,78
73,0,34098,Russell Henley,3.53,325,92
73,0,29461,Jamie Lovemark,3.53,212,60
75,0,29740,Brad Fritsch,3.52,169,48
75,0,25562,Andres Romero,3.52,271,77
77,0,24846,Ricky Barnes,3.50,308,88
77,0,27644,Brian Harman,3.50,389,111
77,0,33413,Ben Martin,3.50,280,80
80,0,31202,William McGirt,3.49,335,96
80,0,29289,S.Y. Noh,3.49,321,92
80,0,34360,Patrick Reed,3.49,314,90
83,0,21731,Freddie Jacobson,3.48,317,91
83,0,27936,Martin Laird,3.48,216,62
83,0,25345,Carl Pettersson,3.48,317,91
