RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,29725,Tony Finau,73.08,133,182,-0.28
1,0,30925,Dustin Johnson,73.08,114,156,-0.23
3,0,27141,J.B. Holmes,72.30,107,148,-0.08
4,0,35300,Andrew Loupe,70.67,106,150,-0.17
5,0,25804,Bubba Watson,70.00,91,130,-0.26
6,0,30944,Jason Kokrak,68.54,122,178,-0.20
7,0,27129,Luke List,66.23,102,154,-0.32
8,0,29518,Brendan Steele,64.38,103,160,-0.25
9,0,28237,Rory McIlroy,62.93,73,116,-0.30
10,0,31323,Gary Woodland,62.65,104,166,-0.32
11,0,29461,Jamie Lovemark,62.64,114,182,-0.27
12,0,34264,Hudson Swafford,62.50,125,200,-0.21
13,0,24502,Adam Scott,60.29,82,136,-0.22
14,0,24358,Robert Garrigus,59.23,77,130,-0.32
15,0,23320,Ryan Palmer,58.72,101,172,-0.40
16,0,28089,Jason Day,57.25,79,138,-0.25
17,0,27064,Jhonattan Vegas,56.99,106,186,-0.22
18,0,21961,Charles Howell III,56.90,99,174,-0.27
19,0,33448,Justin Thomas,56.82,100,176,-0.08
20,0,22405,Justin Rose,56.45,70,124,-0.21
21,0,24140,Sean O'Hair,55.06,98,178,-0.18
22,0,36689,Brooks Koepka,52.86,74,140,-0.12
23,0,21209,Sergio Garcia,52.33,45,86,-0.16
24,0,32102,Rickie Fowler,51.37,75,146,-0.25
25,0,36699,Patrick Rodgers,51.18,87,170,-0.17
26,0,34099,Harris English,51.12,91,178,-0.27
27,0,25632,Jimmy Walker,50.61,83,164,-0.35
28,0,20691,Greg Owen,49.35,76,154,-0.09
29,0,27436,Graham DeLaet,48.48,64,132,-0.17
30,0,25900,Lucas Glover,48.00,72,150,-0.32
31,0,37189,Harold Varner III,47.83,88,184,-0.36
32,0,12716,Charley Hoffman,47.73,84,176,-0.20
33,0,27936,Martin Laird,47.44,74,156,-0.18
34,0,33141,Keegan Bradley,46.79,73,156,-0.25
35,0,40026,Daniel Berger,46.30,75,162,-0.35
35,0,35451,Scott Pinckney,46.30,75,162,-0.29
37,0,33667,Carlos Ortiz,45.77,65,142,-0.18
38,0,46440,Smylie Kaufman,45.45,80,176,-0.20
39,0,20229,Stewart Cink,44.74,51,114,-0.33
40,0,33204,Shane Lowry,44.00,44,100,-0.02
41,0,26331,Charl Schwartzel,43.94,58,132,-0.16
42,0,29289,S.Y. Noh,43.83,71,162,-0.32
43,0,25818,Scott Piercy,43.42,66,152,-0.32
44,0,32366,Kevin Chappell,42.70,76,178,-0.33
45,0,32618,Rhein Gibson,42.59,46,108,-0.24
46,0,25364,Paul Casey,41.67,55,132,-0.29
47,0,29974,Branden Grace,41.35,43,104,-0.14
48,0,29720,Andres Gonzales,40.38,63,156,-0.35
48,0,26851,Marc Leishman,40.38,63,156,-0.33
50,0,34563,Chesson Hadley,40.00,60,150,-0.07
51,0,34046,Jordan Spieth,39.58,57,144,-0.35
52,0,32839,Hideki Matsuyama,39.55,53,134,-0.13
53,0,34098,Russell Henley,39.47,60,152,-0.33
53,0,24781,Hunter Mahan,39.47,45,114,E
55,0,30692,Scott Stallings,39.29,55,140,-0.18
56,0,29485,Brett Stegmaier,38.82,66,170,-0.29
57,0,34360,Patrick Reed,38.71,72,186,-0.19
58,0,25493,Nick Taylor,38.67,58,150,-0.36
59,0,26329,Louis Oosthuizen,38.46,40,104,-0.23
60,0,35732,Wes Roach,38.18,42,110,-0.24
61,0,37273,Derek Ernst,37.72,43,114,-0.35
62,0,26300,Matt Jones,37.50,54,144,-0.13
62,0,01810,Phil Mickelson,37.50,54,144,-0.35
64,0,20848,Ángel Cabrera,37.10,46,124,+0.07
65,0,29420,Billy Horschel,36.43,51,140,-0.29
66,0,34431,Robert Streb,36.18,55,152,-0.35
67,0,33461,Morgan Hoffmann,35.71,45,126,-0.22
68,0,22046,Geoff Ogilvy,35.59,42,118,-0.33
69,0,29479,Scott Brown,35.12,59,168,-0.27
70,0,31646,Emiliano Grillo,34.88,60,172,-0.25
71,0,27649,Brandt Snedeker,34.83,62,178,-0.18
72,0,25686,Jason Dufner,34.69,68,196,-0.24
72,0,33410,Andrew Landry,34.69,34,98,-0.29
74,0,31420,Anirban Lahiri,34.43,42,122,-0.40
75,0,32757,Patton Kizzire,33.71,60,178,-0.43
76,0,25274,Steven Bowditch,33.33,42,126,-0.26
77,0,29223,Sam Saunders,33.08,43,130,-0.23
78,0,06522,Ernie Els,33.06,41,124,-0.20
79,0,27974,Sung Kang,32.76,57,174,-0.35
80,0,37455,Si Woo Kim,32.57,71,218,-0.42
81,0,28158,Steve Marino,32.35,44,136,-0.14
82,0,34265,Will Wilcox,32.31,42,130,-0.33
83,0,22371,Aaron Baddeley,32.02,57,178,-0.21
84,0,32448,James Hahn,31.48,51,162,-0.20
85,0,20766,Padraig Harrington,31.00,31,100,-0.03
86,0,32150,Michael Thompson,30.88,42,136,-0.48
87,0,33418,Shawn Stefani,30.46,53,174,-0.21
88,0,23621,Rory Sabbatini,30.00,30,100,-0.27
89,0,24924,Bill Haas,29.88,49,164,-0.22
90,0,24461,Thomas Aiken,29.84,37,124,-0.27
91,0,29268,Bronson Burgoon,29.75,47,158,-0.04
92,0,27895,Jonas Blixt,28.95,44,152,-0.36
93,0,31557,Jim Herman,28.65,51,178,-0.22
94,0,22892,Jason Gore,27.86,39,140,-0.31
94,0,28114,Dawie van der Walt,27.86,39,140,-0.36
96,0,26289,Boo Weekley,27.71,46,166,-0.28
97,0,24846,Ricky Barnes,27.42,51,186,-0.53
98,0,12510,Chad Campbell,27.33,47,172,-0.26
98,0,29478,Kevin Kisner,27.33,47,172,-0.30
100,0,35532,Tom Hoge,27.27,42,154,-0.19
101,0,27747,Hiroshi Iwata,27.22,43,158,-0.33
102,0,32876,Martin Piller,27.19,31,114,-0.06
103,0,35545,Blayne Barber,26.88,43,160,-0.37
104,0,23353,J.J. Henry,26.52,35,132,-0.31
105,0,27770,Camilo Villegas,25.95,41,158,-0.12
106,0,37454,Whee Kim,25.64,40,156,-0.08
107,0,27644,Brian Harman,25.50,51,200,-0.24
108,0,35539,Luke Guthrie,25.45,28,110,-0.14
109,0,31416,Derek Fathauer,25.00,47,188,-0.28
109,0,31202,William McGirt,25.00,49,196,-0.20
109,0,26476,Chez Reavie,25.00,43,172,-0.33
109,0,20645,John Senden,25.00,41,164,-0.27
109,0,06567,Vijay Singh,25.00,36,144,-0.19
114,0,30163,Henrik Norlander,24.63,33,134,-0.30
115,0,27214,Kevin Streelman,24.39,40,164,-0.20
116,0,30110,Kyle Stanley,24.16,43,178,-0.19
117,0,24494,Erik Compton,23.81,30,126,-0.27
118,0,35879,Kelly Kraft,23.73,28,118,-0.18
119,0,33399,Adam Hadwin,23.66,44,186,-0.43
120,0,26951,Johnson Wagner,23.26,40,172,-0.30
121,0,28132,Tyrone Van Aswegen,23.04,47,204,-0.36
122,0,20572,Rod Pampling,23.00,23,100,-0.09
123,0,25892,Steve Wheatcroft,22.84,37,162,-0.38
124,0,28679,Fabián Gómez,22.78,36,158,-0.42
125,0,26596,Ryan Moore,22.73,35,154,-0.17
126,0,25198,Francesco Molinari,22.66,29,128,-0.24
127,0,33122,Russell Knox,22.22,36,162,-0.22
128,0,25834,Daniel Summerhays,21.43,39,182,-0.28
129,0,20157,Retief Goosen,20.91,23,110,-0.26
130,0,29926,Danny Lee,20.83,35,168,-0.37
130,0,33413,Ben Martin,20.83,35,168,-0.29
130,0,23325,Vaughn Taylor,20.83,30,144,-0.17
133,0,23638,Brendon de Jonge,20.78,32,154,-0.03
134,0,29221,Webb Simpson,20.71,29,140,-0.41
135,0,24490,George McNeill,20.59,21,102,-0.38
136,0,30926,Chris Kirk,20.37,33,162,-0.24
137,0,24912,Will MacKenzie,20.00,32,160,-0.41
137,0,28475,Jeff Overton,20.00,26,130,-0.19
139,0,35891,Cameron Smith,19.67,24,122,-0.50
140,0,23108,Matt Kuchar,19.27,37,192,-0.54
141,0,29476,Kyle Reifers,19.16,41,214,-0.39
142,0,34261,Scott Langley,19.05,24,126,-0.08
143,0,29745,Tyler Aldridge,18.99,30,158,-0.17
144,0,39975,Michael Kim,18.75,36,192,-0.06
145,0,33419,Cameron Tringale,18.49,27,146,-0.41
146,0,27963,Chris Stroud,18.13,29,160,-0.34
147,0,21731,Freddie Jacobson,18.02,31,172,-0.16
148,0,32640,Troy Merritt,17.81,26,146,-0.35
149,0,25240,D.A. Points,17.65,18,102,-0.39
150,0,34409,David Lingmerth,17.12,25,146,-0.20
151,0,10809,Jim Furyk,16.35,17,104,-0.41
152,0,34174,John Huh,15.88,27,170,-0.37
153,0,23983,Luke Donald,15.75,23,146,-0.26
154,0,10885,Robert Allenby,15.69,16,102,-0.44
155,0,32200,Roberto Castro,14.95,29,194,-0.24
156,0,27466,Spencer Levin,14.58,28,192,-0.57
157,0,30927,Brendon Todd,14.29,18,126,-0.39
158,0,10213,Dicky Pride,14.15,15,106,-0.27
159,0,20098,Stuart Appleby,13.77,19,138,-0.21
160,0,26758,David Hearn,13.74,25,182,-0.28
161,0,34466,Peter Malnati,13.53,23,170,-0.30
162,0,20472,Alex Cejka,13.49,17,126,-0.59
163,0,23800,Bryce Molder,13.46,21,156,-0.19
164,0,27942,Rob Oppenheim,12.70,16,126,-0.31
165,0,45526,Abraham Ancer,12.50,12,96,+0.17
165,0,25349,Tim Wilkinson,12.50,17,136,-0.24
167,0,25396,Kevin Na,12.35,21,170,-0.62
168,0,25720,Chad Collins,12.33,18,146,-0.11
169,0,28092,D.H. Lee,12.28,14,114,-0.50
170,0,31560,Brian Stuard,12.12,16,132,+0.25
171,0,20104,Ken Duke,12.04,13,108,-0.23
172,0,23541,Ben Crane,11.81,17,144,-0.18
173,0,08075,Jerry Kelly,11.11,16,144,-0.56
174,0,29222,Billy Hurley III,10.61,14,132,-0.29
175,0,25572,Graeme McDowell,10.00,12,120,-0.17
176,0,36801,Mark Hubbard,9.79,19,194,-0.42
177,0,24507,Jason Bohn,8.96,12,134,-0.25
178,0,06527,Steve Stricker,8.49,9,106,-0.33
179,0,24357,K.J. Choi,8.22,12,146,-0.50
180,0,24024,Zach Johnson,8.14,14,172,-0.29
181,0,34262,Jon Curran,7.89,15,190,-0.27
182,0,40058,Zac Blair,6.04,11,182,-0.55
183,0,21878,Mark Wilson,5.65,7,124,-0.43
184,0,30711,Colt Knost,3.66,6,164,-0.83
185,0,02206,David Toms,3.23,4,124,-0.75
