RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,08793,Tiger Woods,3042667
2,0,06527,Steve Stricker,2055000
3,0,01810,Phil Mickelson,1620150
4,0,07457,Steve Flesch,1291314
5,0,10860,Justin Leonard,1271645
6,0,27649,Brandt Snedeker,1154833
7,0,01161,Mark Calcavecchia,1005113
8,0,24490,George McNeill,925793
9,0,01766,Billy Mayfair,807892
10,0,24140,Sean O'Hair,800648
11,0,28475,Jeff Overton,752866
12,0,23322,Brett Wetterich,749654
13,0,12510,Chad Campbell,748560
14,0,24024,Zach Johnson,734717
15,0,22293,Heath Slocum,711925
16,0,06197,Michael Allen,704655
17,0,20628,Arron Oberholser,659124
18,0,27060,John Mallinger,618762
19,0,24358,Robert Garrigus,590990
20,0,02239,Scott Verplank,579663
21,0,26951,Johnson Wagner,571833
22,0,12652,Cameron Beckman,560196
23,0,01948,Tim Petrovic,557003
24,0,20229,Stewart Cink,537335
25,0,23623,Bo Van Pelt,491942
26,0,23788,D.J. Trahan,467783
27,0,24925,Jonathan Byrd,441714
28,0,24924,Bill Haas,425277
29,0,01388,Robert Gamez,424420
30,0,23614,Rich Beem,417602
31,0,26289,Boo Weekley,416619
32,0,22892,Jason Gore,409009
33,0,24781,Hunter Mahan,408188
34,0,12716,Charley Hoffman,406143
35,0,10733,Kent Jones,405618
36,0,27963,Chris Stroud,403561
37,0,07867,Woody Austin,396176
38,0,20104,Ken Duke,369269
39,0,10809,Jim Furyk,355780
40,0,25900,Lucas Glover,354536
41,0,19803,Ryan Armour,346461
42,0,08075,Jerry Kelly,335962
43,0,20498,Briny Baird,334283
44,0,24449,Parker McLachlin,324550
45,0,12602,Dean Wilson,321866
46,0,01035,Tommy Armour III,298045
47,0,27095,Nick Watney,287488
48,0,23349,Charles Warren,286804
49,0,26596,Ryan Moore,285391
50,0,23497,Tag Ridings,275340
51,0,24361,Pat Perez,259760
52,0,22913,John Rollins,253587
53,0,21646,David Branshaw,253138
54,0,19846,Brian Gay,248164
55,0,26679,Kevin Stadler,238975
56,0,21961,Charles Howell III,238242
57,0,01320,Bob Estes,237732
58,0,23800,Bryce Molder,234143
59,0,10213,Dicky Pride,225568
60,0,08537,J.P. Hayes,221015
61,0,23325,Vaughn Taylor,218812
62,0,12705,Cliff Kresge,215653
63,0,27120,Troy Matteson,212333
64,0,24912,Will MacKenzie,210427
65,0,01724,Jeff Maggert,209630
66,0,06012,Greg Kraft,199840
67,0,21878,Mark Wilson,188782
68,0,06034,Marco Dawson,186635
69,0,20127,Chris Riley,186415
70,0,25190,Jeff Quinney,183627
71,0,06515,Shaun Micheel,180558
72,0,21949,Joe Ogilvie,180473
73,0,11032,Frank Lickliter II,178254
74,0,20105,Jeff Gove,176355
75,0,23353,J.J. Henry,175600
76,0,01142,Bart Bryant,173571
77,0,27141,J.B. Holmes,171960
78,0,06350,Bob May,171205
79,0,25804,Bubba Watson,161172
80,0,12782,Tim Herron,157995
81,0,20436,Garrett Willis,157292
82,0,27933,John Merrick,155198
83,0,10117,Bob Heintz,150875
84,0,01361,Dan Forsman,150165
85,0,25396,Kevin Na,147192
86,0,01707,Steve Lowery,146158
87,0,06621,Joe Durant,144729
88,0,25686,Jason Dufner,135055
89,0,12714,Chris Tidland,133238
90,0,02101,Joey Sindelar,132900
91,0,29718,Anthony Kim,131901
92,0,01941,Tom Pernice Jr.,119562
93,0,24290,D.J. Brigman,116333
94,0,01553,John Huston,111896
95,0,28158,Steve Marino,110327
96,0,23320,Ryan Palmer,100930
97,0,23108,Matt Kuchar,100370
98,0,01797,Rocco Mediate,94150
99,0,21805,Harrison Frazar,93720
100,0,07547,Craig Kanada,91470
101,0,10425,Jay Williamson,90477
102,0,23541,Ben Crane,88329
103,0,01945,Kenny Perry,87283
104,0,01261,Jay Delsing,86308
105,0,02206,David Toms,85260
106,0,06595,Kevin Sutherland,76820
107,0,08881,Tripp Isenhour,75299
108,0,29476,Kyle Reifers,73391
109,0,22806,Doug LaBelle II,71578
110,0,02214,Kirk Triplett,71222
111,0,24980,Scott Gutschewski,69580
112,0,23048,Eric Axley,69026
113,0,19824,Craig Barlow,66204
114,0,23933,Michael Boyd,63689
115,0,01024,Billy Andrade,63150
116,0,21660,Jason Schultz,62589
117,0,01381,Fred Funk,61323
118,0,02246,Duffy Waldorf,61093
119,0,07363,Craig Bowden,60205
120,0,02223,Bob Tway,56218
121,0,06643,Paul Goydos,55775
122,0,27702,Matt Hendrix,53521
123,0,25892,Steve Wheatcroft,49980
124,0,23613,Rich Barcelo,49803
125,0,21959,Ted Purdy,49293
126,0,07749,Brett Quigley,49035
127,0,08123,Jeff Brehaut,44299
128,0,06332,Neal Lancaster,43583
129,0,12645,Brent Geiberger,41870
130,0,01132,Mark Brooks,40395
131,0,01928,Corey Pavin,39893
132,0,08931,Glen Day,37067
