RANK,MOVEMENT,PLAYER_ID,PLAYER,%
117,0,02101,Joey Sindelar,47.83
119,0,11032,Frank Lickliter II,47.37
119,0,23320,Ryan Palmer,47.37
121,0,24357,K.J. Choi,47.06
121,0,20634,Peter Lonard,47.06
121,0,24502,Adam Scott,47.06
124,0,01249,John Daly,46.67
124,0,20433,Mark Hensby,46.67
124,0,23621,Rory Sabbatini,46.67
127,0,21806,Paul Gow,46.15
128,0,12826,Paul Claxton,45.45
128,0,01457,Jay Haas,45.45
128,0,20645,John Senden,45.45
131,0,20850,Daniel Chopra,45.00
131,0,20572,Rod Pampling,45.00
133,0,06004,Stephen Ames,44.44
133,0,20498,Briny Baird,44.44
133,0,06034,Marco Dawson,44.44
133,0,23063,Scott Hend,44.44
133,0,23108,Matt Kuchar,44.44
133,0,12662,Thomas Levet,44.44
133,0,01823,Larry Mize,44.44
133,0,01945,Kenny Perry,44.44
141,0,21407,Arjun Atwal,43.75
142,0,22046,Geoff Ogilvy,43.48
142,0,23623,Bo Van Pelt,43.48
144,0,01418,Bill Glasson,42.86
144,0,24604,Hunter Haas,42.86
144,0,01599,Steve Jones,42.86
144,0,01723,Andrew Magee,42.86
144,0,21959,Ted Purdy,42.86
144,0,25847,Rob Rashell,42.86
144,0,02106,Chris Smith,42.86
144,0,23788,D.J. Trahan,42.86
144,0,27095,Nick Watney,42.86
153,0,22913,John Rollins,42.11
154,0,24912,Will MacKenzie,41.67
154,0,26287,Roland Thatcher,41.67
156,0,01042,Paul Azinger,40.00
156,0,19824,Craig Barlow,40.00
156,0,01132,Mark Brooks,40.00
156,0,12823,Carlos Franco,40.00
156,0,26758,David Hearn,40.00
156,0,21350,Ryuji Imada,40.00
156,0,24138,Ian Poulter,40.00
156,0,20127,Chris Riley,40.00
156,0,06527,Steve Stricker,40.00
165,0,01707,Steve Lowery,38.89
165,0,24361,Pat Perez,38.89
167,0,07867,Woody Austin,38.10
168,0,23036,Chris Anderson,37.50
168,0,01724,Jeff Maggert,37.50
168,0,10585,Scott McCarron,37.50
168,0,02246,Duffy Waldorf,37.50
172,0,21633,Steve Allan,36.84
172,0,06595,Kevin Sutherland,36.84
174,0,20378,Mathias Grönberg,36.36
174,0,12454,Mario Tiziani,36.36
174,0,20160,Charlie Wi,36.36
177,0,21731,Freddie Jacobson,35.71
178,0,01388,Robert Gamez,35.29
178,0,10733,Kent Jones,35.29
180,0,01161,Mark Calcavecchia,35.00
181,0,22621,Ben Curtis,33.33
181,0,28088,Matt Davidson,33.33
181,0,01487,Jeff Hart,33.33
181,0,12660,Jesper Parnevik,33.33
181,0,10912,Craig Perks,33.33
181,0,07749,Brett Quigley,33.33
181,0,21498,Hideto Tanihara,33.33
181,0,02214,Kirk Triplett,33.33
189,0,07457,Steve Flesch,31.25
190,0,20472,Alex Cejka,30.77
190,0,20623,Gavin Coles,30.77
190,0,20474,Phillip Price,30.77
193,0,19972,José Coceres,28.57
193,0,08993,Franklin Langham,28.57
195,0,06515,Shaun Micheel,27.27
196,0,01887,Mark O'Meara,25.00
197,0,12602,Dean Wilson,23.53
198,0,22295,Darron Stiles,23.08
199,0,01761,Len Mattiace,20.00
200,0,20396,Lee Westwood,18.18
201,0,23322,Brett Wetterich,10.00
202,0,23540,Jason Allred,.00
