RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,08793,Tiger Woods,74.15,694,936,-0.34
2,0,20105,Jeff Gove,72.03,1128,1566,-0.22
3,0,20645,John Senden,71.15,1191,1674,-0.25
4,0,10809,Jim Furyk,70.71,1120,1584,-0.29
5,0,20498,Briny Baird,70.20,973,1386,-0.26
6,0,06621,Joe Durant,69.75,1268,1818,-0.26
7,0,21646,David Branshaw,69.67,1229,1764,-0.24
8,0,24925,Jonathan Byrd,69.61,827,1188,-0.30
8,0,01313,Steve Elkington,69.61,639,918,-0.21
10,0,02106,Chris Smith,69.32,836,1206,-0.23
11,0,20628,Arron Oberholser,69.27,985,1422,-0.26
12,0,24502,Adam Scott,69.12,846,1224,-0.28
13,0,06350,Bob May,69.09,771,1116,-0.25
14,0,22378,Trevor Immelman,69.06,1069,1548,-0.28
15,0,01945,Kenny Perry,68.75,891,1296,-0.22
16,0,01142,Bart Bryant,68.67,1063,1548,-0.22
17,0,02101,Joey Sindelar,68.64,1112,1620,-0.23
18,0,20691,Greg Owen,68.54,950,1386,-0.25
19,0,20094,Jonathan Kaye,68.42,1133,1656,-0.21
20,0,06595,Kevin Sutherland,68.29,1180,1728,-0.25
21,0,01810,Phil Mickelson,68.28,848,1242,-0.34
22,0,23353,J.J. Henry,68.16,1141,1674,-0.26
23,0,24357,K.J. Choi,68.12,1128,1656,-0.25
24,0,06527,Steve Stricker,68.01,759,1116,-0.30
25,0,24912,Will MacKenzie,67.99,1077,1584,-0.25
26,0,11032,Frank Lickliter II,67.98,1187,1746,-0.27
26,0,21878,Mark Wilson,67.98,930,1368,-0.27
28,0,23349,Charles Warren,67.96,1101,1620,-0.25
29,0,10885,Robert Allenby,67.89,941,1386,-0.30
29,0,22405,Justin Rose,67.89,1161,1710,-0.29
31,0,07749,Brett Quigley,67.83,1282,1890,-0.26
31,0,06567,Vijay Singh,67.83,1221,1800,-0.29
33,0,23322,Brett Wetterich,67.82,1001,1476,-0.30
34,0,22293,Heath Slocum,67.80,1135,1674,-0.25
35,0,20472,Alex Cejka,67.70,1109,1638,-0.26
36,0,06515,Shaun Micheel,67.62,1132,1674,-0.26
37,0,21209,Sergio Garcia,67.47,668,990,-0.26
38,0,12510,Chad Campbell,67.43,1056,1566,-0.25
39,0,24781,Hunter Mahan,67.40,1189,1764,-0.28
40,0,25900,Lucas Glover,67.33,1224,1818,-0.30
41,0,08123,Jeff Brehaut,67.30,1163,1728,-0.26
42,0,06573,Brandt Jobe,67.23,1065,1584,-0.25
43,0,01619,Skip Kendall,67.21,871,1296,-0.24
44,0,20574,Mathew Goggin,67.14,846,1260,-0.23
45,0,20382,Stephen Leaney,67.13,1015,1512,-0.25
46,0,08075,Jerry Kelly,67.11,1208,1800,-0.25
47,0,21959,Ted Purdy,67.05,1219,1818,-0.25
48,0,27943,Matt Hansen,66.92,795,1188,-0.20
49,0,24024,Zach Johnson,66.86,1059,1584,-0.25
50,0,25804,Bubba Watson,66.74,949,1422,-0.29
51,0,01320,Bob Estes,66.73,1021,1530,-0.26
52,0,24980,Scott Gutschewski,66.67,612,918,-0.28
53,0,12716,Charley Hoffman,66.61,1175,1764,-0.30
54,0,01706,Davis Love III,66.59,911,1368,-0.30
55,0,01766,Billy Mayfair,66.55,1126,1692,-0.24
55,0,02110,Jerry Smith,66.55,1102,1656,-0.24
57,0,20378,Mathias Grönberg,66.54,1066,1602,-0.26
58,0,06004,Stephen Ames,66.49,742,1116,-0.29
59,0,10423,Mike Weir,66.47,1017,1530,-0.28
60,0,06251,Chris DiMarco,66.45,933,1404,-0.26
60,0,23623,Bo Van Pelt,66.45,1220,1836,-0.28
62,0,01024,Billy Andrade,66.44,885,1332,-0.24
63,0,08835,Kris Cox,66.39,968,1458,-0.26
64,0,08385,Omar Uresti,66.38,705,1062,-0.22
65,0,01381,Fred Funk,66.35,1254,1890,-0.24
66,0,27120,Troy Matteson,66.34,1206,1818,-0.25
67,0,01219,John Cook,66.33,800,1206,-0.23
68,0,21470,Daisuke Maruyama,66.24,942,1422,-0.26
68,0,02246,Duffy Waldorf,66.24,1097,1656,-0.25
70,0,23614,Rich Beem,66.20,989,1494,-0.26
71,0,02206,David Toms,66.18,822,1242,-0.28
72,0,11123,Chris Couch,66.15,893,1350,-0.27
73,0,22913,John Rollins,66.12,1083,1638,-0.29
74,0,23983,Luke Donald,66.05,749,1134,-0.29
75,0,24138,Ian Poulter,66.03,618,936,-0.27
75,0,19913,Ron Whittaker,66.03,939,1422,-0.23
77,0,26420,Richard Johnson,66.02,1117,1692,-0.26
77,0,02239,Scott Verplank,66.02,1022,1548,-0.27
79,0,07457,Steve Flesch,65.99,1366,2070,-0.26
80,0,23135,Tim Clark,65.96,938,1422,-0.27
81,0,01677,Tom Lehman,65.93,712,1080,-0.21
82,0,12662,Thomas Levet,65.90,605,918,-0.18
83,0,21961,Charles Howell III,65.89,1103,1674,-0.23
84,0,24507,Jason Bohn,65.87,1233,1872,-0.24
