RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,08793,Tiger Woods,81.23,541,666,-177.00
2,0,10809,Jim Furyk,78.92,966,1224,-273.00
3,0,20498,Briny Baird,77.70,979,1260,-229.00
4,0,01945,Kenny Perry,77.22,834,1080,-173.00
5,0,20105,Jeff Gove,77.14,1124,1457,-233.00
6,0,24502,Adam Scott,76.69,704,918,-184.00
7,0,20691,Greg Owen,76.34,852,1116,-188.00
8,0,20645,John Senden,76.00,1080,1421,-250.00
9,0,22378,Trevor Immelman,75.95,998,1314,-260.00
10,0,21646,David Branshaw,75.86,1188,1566,-241.00
10,0,23349,Charles Warren,75.86,1106,1458,-240.00
12,0,01142,Bart Bryant,75.72,967,1277,-195.00
12,0,01313,Steve Elkington,75.72,627,828,-112.00
14,0,06621,Joe Durant,75.64,1307,1728,-294.00
15,0,20628,Arron Oberholser,75.45,842,1116,-196.00
16,0,01810,Phil Mickelson,75.41,638,846,-197.00
17,0,06567,Vijay Singh,75.20,1137,1512,-303.00
18,0,27770,Camilo Villegas,75.14,1109,1476,-278.00
19,0,08075,Jerry Kelly,75.13,1136,1512,-251.00
20,0,02239,Scott Verplank,75.08,919,1224,-216.00
21,0,02101,Joey Sindelar,75.05,1026,1367,-188.00
22,0,24925,Jonathan Byrd,75.00,729,972,-194.00
23,0,20094,Jonathan Kaye,74.85,1158,1547,-216.00
24,0,01381,Fred Funk,74.69,1142,1529,-246.00
24,0,02106,Chris Smith,74.69,791,1059,-157.00
26,0,24357,K.J. Choi,74.68,1062,1422,-245.00
27,0,23353,J.J. Henry,74.60,1034,1386,-241.00
27,0,22293,Heath Slocum,74.60,1128,1512,-259.00
29,0,20766,Padraig Harrington,74.56,510,684,-138.00
30,0,01320,Bob Estes,74.52,1006,1350,-233.00
31,0,01619,Skip Kendall,74.50,789,1059,-172.00
32,0,10885,Robert Allenby,74.49,803,1078,-224.00
33,0,06595,Kevin Sutherland,74.46,1166,1566,-256.00
34,0,06350,Bob May,74.43,722,970,-167.00
35,0,22405,Justin Rose,74.35,1151,1548,-294.00
36,0,06527,Steve Stricker,74.33,695,935,-200.00
37,0,11032,Frank Lickliter II,74.31,1137,1530,-287.00
37,0,21959,Ted Purdy,74.31,1070,1440,-265.00
39,0,23623,Bo Van Pelt,74.07,1200,1620,-292.00
39,0,21878,Mark Wilson,74.07,960,1296,-231.00
41,0,21961,Charles Howell III,74.05,1053,1422,-219.00
42,0,07749,Brett Quigley,74.04,1252,1691,-313.00
43,0,24912,Will MacKenzie,73.93,998,1350,-218.00
44,0,20472,Alex Cejka,73.89,1064,1440,-246.00
45,0,20574,Mathew Goggin,73.85,771,1044,-156.00
45,0,24781,Hunter Mahan,73.85,1183,1602,-292.00
47,0,06515,Shaun Micheel,73.79,1036,1404,-243.00
48,0,25900,Lucas Glover,73.77,1142,1548,-311.00
49,0,06004,Stephen Ames,73.74,584,792,-152.00
50,0,01766,Billy Mayfair,73.59,1020,1386,-217.00
51,0,08123,Jeff Brehaut,73.53,1125,1530,-237.00
52,0,12510,Chad Campbell,73.30,884,1206,-204.00
52,0,24024,Zach Johnson,73.30,1016,1386,-234.00
54,0,08385,Omar Uresti,73.20,672,918,-123.00
55,0,06251,Chris DiMarco,73.13,803,1098,-169.00
56,0,23135,Tim Clark,73.08,763,1044,-185.00
57,0,08835,Kris Cox,73.07,947,1296,-221.00
57,0,25804,Bubba Watson,73.07,947,1296,-250.00
59,0,12662,Thomas Levet,73.03,631,864,-88.00
59,0,20631,David McKenzie,73.03,907,1242,-194.00
61,0,20382,Stephen Leaney,73.02,1012,1386,-228.00
62,0,23322,Brett Wetterich,72.98,959,1314,-266.00
63,0,02206,David Toms,72.94,814,1116,-222.00
64,0,20378,Mathias Grönberg,72.93,1037,1422,-246.00
65,0,02246,Duffy Waldorf,72.90,1076,1476,-235.00
66,0,21470,Daisuke Maruyama,72.86,918,1260,-203.00
67,0,24507,Jason Bohn,72.85,1167,1602,-275.00
68,0,01666,Bernhard Langer,72.79,773,1062,-173.00
69,0,26420,Richard Johnson,72.75,1113,1530,-260.00
70,0,27095,Nick Watney,72.74,1126,1548,-265.00
71,0,22913,John Rollins,72.66,994,1368,-251.00
72,0,21209,Sergio Garcia,72.65,510,702,-130.00
72,0,28475,Jeff Overton,72.65,1137,1565,-247.00
74,0,11123,Chris Couch,72.64,876,1206,-197.00
75,0,06573,Brandt Jobe,72.62,915,1260,-214.00
75,0,02110,Jerry Smith,72.62,1098,1512,-235.00
77,0,27943,Matt Hansen,72.61,758,1044,-132.00
77,0,01706,Davis Love III,72.61,745,1026,-203.00
79,0,22621,Ben Curtis,72.51,873,1204,-190.00
80,0,24138,Ian Poulter,72.49,548,756,-150.00
81,0,01724,Jeff Maggert,72.47,887,1224,-174.00
82,0,02214,Kirk Triplett,72.45,639,882,-155.00
83,0,21753,Brian Davis,72.43,1056,1458,-234.00
84,0,01024,Billy Andrade,72.41,782,1080,-160.00
85,0,06373,José María Olazábal,72.36,508,702,-127.00
86,0,01677,Tom Lehman,72.34,612,846,-118.00
87,0,12645,Brent Geiberger,72.29,1169,1617,-254.00
87,0,10733,Kent Jones,72.29,1145,1584,-287.00
89,0,07457,Steve Flesch,72.26,1339,1853,-320.00
90,0,01707,Steve Lowery,72.16,1078,1494,-257.00
91,0,06643,Paul Goydos,72.14,831,1152,-177.00
92,0,27141,J.B. Holmes,72.11,817,1133,-208.00
93,0,23614,Rich Beem,72.05,843,1170,-219.00
93,0,10423,Mike Weir,72.05,817,1134,-195.00
95,0,26360,Bubba Dickerson,72.03,1115,1548,-270.00
96,0,19913,Ron Whittaker,71.91,919,1278,-186.00
97,0,27120,Troy Matteson,71.89,1138,1583,-236.00
98,0,28780,Nicholas Thompson,71.87,1009,1404,-184.00
99,0,12716,Charley Hoffman,71.86,1149,1599,-331.00
100,0,24361,Pat Perez,71.83,543,756,-121.00
101,0,02104,Jeff Sluman,71.75,1072,1494,-267.00
102,0,24140,Sean O'Hair,71.71,981,1368,-220.00
103,0,01219,John Cook,71.62,709,990,-139.00
104,0,01139,Olin Browne,71.58,1108,1548,-263.00
104,0,01941,Tom Pernice Jr.,71.58,1121,1566,-291.00
106,0,01928,Corey Pavin,71.54,734,1026,-143.00
107,0,23048,Eric Axley,71.52,1017,1422,-271.00
107,0,01161,Mark Calcavecchia,71.52,1017,1422,-212.00
107,0,08375,Paul Stankowski,71.52,811,1134,-172.00
110,0,20157,Retief Goosen,71.50,592,828,-161.00
111,0,20608,David Howell,71.48,386,540,-108.00
112,0,20229,Stewart Cink,71.46,939,1314,-252.00
113,0,19881,Robert Damron,71.41,1054,1476,-221.00
114,0,23320,Ryan Palmer,71.34,1053,1476,-252.00
115,0,21949,Joe Ogilvie,71.30,1001,1404,-241.00
116,0,22946,Henrik Bjornstad,71.29,1142,1602,-239.00
117,0,23325,Vaughn Taylor,71.28,988,1386,-282.00
118,0,23788,D.J. Trahan,71.27,975,1368,-226.00
118,0,12602,Dean Wilson,71.27,1193,1674,-309.00
120,0,20812,Tjaart van der Walt,71.26,667,936,-126.00
121,0,23983,Luke Donald,71.19,551,774,-155.00
122,0,23307,Roger Tambellini,71.17,679,954,-129.00
123,0,12660,Jesper Parnevik,71.16,935,1314,-259.00
124,0,24980,Scott Gutschewski,71.11,576,810,-149.00
125,0,01035,Tommy Armour III,71.07,678,954,-168.00
126,0,02223,Bob Tway,71.06,857,1206,-190.00
127,0,23718,Nathan Green,70.98,1201,1692,-303.00
127,0,26596,Ryan Moore,70.98,741,1044,-180.00
129,0,22892,Jason Gore,70.91,919,1296,-198.00
130,0,21805,Harrison Frazar,70.89,957,1350,-267.00
131,0,01388,Robert Gamez,70.87,1046,1476,-219.00
132,0,12680,Shigeki Maruyama,70.83,1020,1440,-250.00
133,0,24358,Robert Garrigus,70.72,942,1332,-240.00
134,0,06034,Marco Dawson,70.71,980,1386,-253.00
134,0,20634,Peter Lonard,70.71,840,1188,-143.00
136,0,06575,Dudley Hart,70.66,903,1278,-194.00
136,0,23621,Rory Sabbatini,70.66,814,1152,-203.00
138,0,24924,Bill Haas,70.58,1118,1584,-272.00
139,0,01042,Paul Azinger,70.56,1014,1437,-222.00
139,0,22548,Patrick Sheehan,70.56,1105,1566,-223.00
141,0,12782,Tim Herron,70.52,787,1116,-162.00
142,0,19824,Craig Barlow,70.50,736,1044,-205.00
143,0,01226,Fred Couples,70.49,406,576,-87.00
143,0,12823,Carlos Franco,70.49,977,1386,-216.00
143,0,08537,J.P. Hayes,70.49,633,898,-161.00
146,0,21731,Freddie Jacobson,70.47,685,972,-172.00
147,0,19846,Brian Gay,70.41,1266,1798,-330.00
148,0,07013,Wes Short Jr.,70.39,1077,1530,-234.00
149,0,10505,Shane Bertsch,70.31,1139,1620,-263.00
150,0,01132,Mark Brooks,70.27,936,1332,-162.00
151,0,07223,Brian Bateman,70.24,746,1062,-159.00
151,0,23673,Michael Connell,70.24,531,756,-97.00
153,0,12760,Danny Ellis,70.19,758,1080,-179.00
154,0,25345,Carl Pettersson,70.15,947,1350,-224.00
155,0,01823,Larry Mize,70.05,517,738,-89.00
156,0,01553,John Huston,70.00,819,1170,-182.00
156,0,10860,Justin Leonard,70.00,819,1170,-191.00
158,0,06522,Ernie Els,69.98,592,846,-165.00
159,0,20098,Stuart Appleby,69.97,806,1152,-227.00
160,0,07867,Woody Austin,69.95,1171,1674,-266.00
161,0,06012,Greg Kraft,69.90,843,1206,-180.00
162,0,21350,Ryuji Imada,69.88,1093,1564,-257.00
163,0,25240,D.A. Points,69.72,891,1278,-200.00
164,0,20121,Todd Fischer,69.63,1128,1620,-267.00
165,0,01577,Lee Janzen,69.53,851,1224,-180.00
166,0,20850,Daniel Chopra,69.43,1124,1619,-344.00
167,0,01599,Steve Jones,69.32,861,1242,-176.00
168,0,21407,Arjun Atwal,69.31,1023,1476,-243.00
169,0,22046,Geoff Ogilvy,69.30,648,935,-176.00
170,0,21660,Jason Schultz,69.15,809,1170,-167.00
170,0,25632,Jimmy Walker,69.15,697,1008,-166.00
172,0,25936,Alex Aragon,69.03,671,972,-123.00
173,0,06197,Michael Allen,68.98,894,1296,-232.00
174,0,10565,Ian Leggatt,68.97,869,1260,-198.00
175,0,11011,Mike Sposa,68.87,719,1044,-149.00
176,0,20099,Doug Barron,68.82,830,1206,-163.00
177,0,01948,Tim Petrovic,68.81,1028,1494,-210.00
178,0,20572,Rod Pampling,68.80,805,1170,-227.00
179,0,23541,Ben Crane,68.76,755,1098,-216.00
180,0,23497,Tag Ridings,68.40,1108,1620,-267.00
181,0,23409,James Driscoll,68.27,934,1368,-188.00
182,0,25842,Jon Mills,68.11,662,972,-119.00
183,0,01249,John Daly,67.89,501,738,-109.00
184,0,01685,J.L. Lewis,67.22,605,900,-112.00
185,0,09011,David Duval,67.19,641,954,-164.00
186,0,20127,Chris Riley,67.15,834,1242,-204.00
187,0,12755,Vance Veazey,67.08,652,972,-161.00
188,0,01761,Len Mattiace,66.67,624,936,-137.00
189,0,23616,Ryan Hietala,66.12,607,918,-128.00
190,0,01329,Brad Faxon,65.83,865,1314,-190.00
191,0,01887,Mark O'Meara,65.74,426,648,-81.00
192,0,25935,John Engler Jr.,65.61,744,1134,-148.00
193,0,20548,Hidemichi Tanaka,64.96,760,1170,-135.00
194,0,20593,Greg Chalmers,63.94,656,1026,-149.00
195,0,22371,Aaron Baddeley,63.89,782,1224,-224.00
196,0,01473,Todd Hamilton,61.61,621,1008,-134.00
