RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 5 AVG,TOTAL PAR
1,0,06567,Vijay Singh,-172,4.48,1645
2,0,01388,Robert Gamez,-167,4.57,1930
3,0,21961,Charles Howell III,-166,4.56,1870
3,0,20645,John Senden,-166,4.55,1850
5,0,08123,Jeff Brehaut,-158,4.58,1870
5,0,12823,Carlos Franco,-158,4.53,1665
7,0,10809,Jim Furyk,-157,4.52,1630
8,0,24357,K.J. Choi,-156,4.53,1675
9,0,20663,Brenden Pappas,-152,4.57,1775
10,0,07457,Steve Flesch,-150,4.59,1845
11,0,01948,Tim Petrovic,-147,4.57,1710
12,0,20498,Briny Baird,-146,4.59,1775
12,0,12510,Chad Campbell,-146,4.55,1625
14,0,08075,Jerry Kelly,-142,4.60,1795
14,0,01619,Skip Kendall,-142,4.65,2000
16,0,20095,Carl Paulson,-141,4.59,1730
17,0,08931,Glen Day,-138,4.61,1785
18,0,06332,Neal Lancaster,-136,4.64,1885
18,0,20548,Hidemichi Tanaka,-136,4.65,1935
18,0,08793,Tiger Woods,-136,4.38,1100
21,0,20229,Stewart Cink,-135,4.59,1665
21,0,01941,Tom Pernice Jr.,-135,4.62,1770
21,0,02239,Scott Verplank,-135,4.55,1515
24,0,19824,Craig Barlow,-129,4.60,1620
24,0,12660,Jesper Parnevik,-129,4.61,1675
26,0,22046,Geoff Ogilvy,-127,4.57,1465
26,0,02104,Jeff Sluman,-127,4.64,1745
28,0,01139,Olin Browne,-126,4.65,1810
29,0,07867,Woody Austin,-125,4.66,1850
30,0,12782,Tim Herron,-124,4.62,1650
30,0,06595,Kevin Sutherland,-124,4.62,1620
32,0,06251,Chris DiMarco,-123,4.60,1525
32,0,23338,David Gossett,-123,4.63,1645
34,0,24925,Jonathan Byrd,-122,4.64,1680
34,0,20593,Greg Chalmers,-122,4.63,1630
34,0,11032,Frank Lickliter II,-122,4.60,1520
34,0,01706,Davis Love III,-122,4.55,1355
34,0,01945,Kenny Perry,-122,4.61,1565
34,0,22548,Patrick Sheehan,-122,4.63,1650
40,0,01553,John Huston,-121,4.55,1340
40,0,01938,David Peoples,-121,4.64,1670
42,0,06034,Marco Dawson,-120,4.57,1405
42,0,08337,Mike Heinen,-120,4.62,1580
44,0,24361,Pat Perez,-118,4.64,1630
44,0,06078,Esteban Toledo,-118,4.68,1820
46,0,06004,Stephen Ames,-117,4.63,1580
46,0,23983,Luke Donald,-117,4.60,1470
46,0,12705,Cliff Kresge,-117,4.67,1750
46,0,01766,Billy Mayfair,-117,4.67,1770
50,0,01361,Dan Forsman,-116,4.64,1605
51,0,22295,Darron Stiles,-115,4.62,1525
51,0,02246,Duffy Waldorf,-115,4.61,1485
53,0,20121,Todd Fischer,-114,4.66,1670
