RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,06567,Vijay Singh,-51,3.95,4392
2,0,10809,Jim Furyk,-45,3.96,4364
3,0,06004,Stephen Ames,-29,3.97,3680
4,0,20498,Briny Baird,-10,3.99,4660
4,0,01361,Dan Forsman,-10,3.99,4180
6,0,12510,Chad Campbell,-6,3.99,4388
6,0,02214,Kirk Triplett,-6,3.99,3772
8,0,01619,Skip Kendall,-5,4.00,4516
9,0,01569,Peter Jacobsen,-3,4.00,3124
10,0,01945,Kenny Perry,-2,4.00,4136
11,0,07867,Woody Austin,-1,4.00,4316
11,0,01706,Davis Love III,-1,4.00,3312
13,0,20157,Retief Goosen,+1,4.00,2768
14,0,10885,Robert Allenby,+5,4.01,3492
14,0,08931,Glen Day,+5,4.00,4204
16,0,06522,Ernie Els,+6,4.01,2624
17,0,06573,Brandt Jobe,+7,4.01,3240
18,0,01553,John Huston,+8,4.01,3104
18,0,20572,Rod Pampling,+8,4.01,3536
18,0,02104,Jeff Sluman,+8,4.01,4412
18,0,02170,Hal Sutton,+8,4.01,3440
22,0,06621,Joe Durant,+9,4.01,4068
22,0,06643,Paul Goydos,+9,4.01,3508
24,0,01948,Tim Petrovic,+10,4.01,4428
24,0,10423,Mike Weir,+10,4.01,3184
26,0,01388,Robert Gamez,+11,4.01,4796
26,0,01723,Andrew Magee,+11,4.01,3764
26,0,02223,Bob Tway,+11,4.01,3644
29,0,06251,Chris DiMarco,+12,4.01,3996
29,0,21805,Harrison Frazar,+12,4.01,3588
31,0,07721,Pat Bates,+13,4.01,4500
31,0,12652,Cameron Beckman,+13,4.01,3536
31,0,12782,Tim Herron,+13,4.01,4252
31,0,08075,Jerry Kelly,+13,4.01,4360
31,0,01797,Rocco Mediate,+13,4.02,3336
36,0,20628,Arron Oberholser,+14,4.02,3404
37,0,20229,Stewart Cink,+15,4.01,4244
37,0,10860,Justin Leonard,+15,4.02,3200
37,0,02246,Duffy Waldorf,+15,4.02,3604
40,0,20127,Chris Riley,+16,4.02,3884
41,0,08123,Jeff Brehaut,+17,4.02,4460
42,0,20098,Stuart Appleby,+18,4.02,3628
42,0,08725,Tom Gillis,+18,4.02,2884
44,0,21806,Paul Gow,+19,4.03,2628
44,0,08793,Tiger Woods,+19,4.03,2928
46,0,01381,Fred Funk,+20,4.02,4720
47,0,02239,Scott Verplank,+21,4.02,4156
48,0,01320,Bob Estes,+22,4.02,3932
48,0,02002,John Riegger,+22,4.04,2208
50,0,23353,J.J. Henry,+24,4.02,4024
50,0,26420,Richard Johnson,+24,4.03,3764
50,0,10733,Kent Jones,+24,4.03,2956
50,0,06515,Shaun Micheel,+24,4.02,4020
50,0,10107,Deane Pappas,+24,4.03,3044
50,0,22548,Patrick Sheehan,+24,4.02,4196
50,0,11011,Mike Sposa,+24,4.03,2956
57,0,12645,Brent Geiberger,+26,4.05,2148
57,0,01941,Tom Pernice Jr.,+26,4.02,4260
57,0,10213,Dicky Pride,+26,4.03,3076
57,0,07749,Brett Quigley,+26,4.03,3688
57,0,02206,David Toms,+26,4.03,3496
62,0,01378,David Frost,+27,4.03,3356
63,0,20472,Alex Cejka,+28,4.03,3916
63,0,19825,Darren Clarke,+28,4.05,2356
63,0,01968,Nick Price,+28,4.04,2736
66,0,20573,Scott Laycock,+29,4.04,2908
67,0,01024,Billy Andrade,+30,4.03,4204
67,0,23552,Hank Kuehne,+30,4.04,2968
67,0,01938,David Peoples,+30,4.03,3996
67,0,08375,Paul Stankowski,+30,4.04,2756
71,0,01226,Fred Couples,+31,4.04,2848
71,0,06332,Neal Lancaster,+31,4.03,4452
73,0,01161,Mark Calcavecchia,+33,4.04,3572
73,0,07457,Steve Flesch,+33,4.03,4548
73,0,01677,Tom Lehman,+33,4.04,3476
73,0,10585,Scott McCarron,+33,4.04,3404
73,0,23034,Brent Schwarzrock,+33,4.05,2424
78,0,21633,Steve Allan,+34,4.06,2096
79,0,21961,Charles Howell III,+35,4.03,4940
79,0,08633,Per-Ulrik Johansson,+35,4.03,4060
79,0,20548,Hidemichi Tanaka,+35,4.03,4704
