RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,08793,Tiger Woods,-25,2.91,879
2,0,20229,Stewart Cink,-19,2.95,1122
3,0,02170,Hal Sutton,-12,2.97,1050
4,0,01381,Fred Funk,-10,2.98,1317
4,0,06078,Esteban Toledo,-10,2.98,1356
6,0,01677,Tom Lehman,-7,2.97,807
6,0,01996,Mike Reid,-7,2.98,870
6,0,02223,Bob Tway,-7,2.98,1071
9,0,06515,Shaun Micheel,-6,2.98,1110
10,0,10809,Jim Furyk,-5,2.99,1107
10,0,12660,Jesper Parnevik,-5,2.98,783
12,0,01810,Phil Mickelson,-2,2.99,942
12,0,02104,Jeff Sluman,-2,3.00,1314
14,0,01226,Fred Couples,-1,3.00,834
14,0,02239,Scott Verplank,-1,3.00,1263
16,0,06595,Kevin Sutherland,E,3.00,1134
17,0,01098,Jay Don Blake,+1,3.00,1122
17,0,01945,Kenny Perry,+1,3.00,942
19,0,21209,Sergio Garcia,+2,3.01,603
19,0,01549,Mike Hulbert,+2,3.01,984
19,0,02133,Craig Stadler,+2,3.01,810
22,0,01527,Scott Hoch,+3,3.01,1269
22,0,20094,Jonathan Kaye,+3,3.01,1350
22,0,02214,Kirk Triplett,+3,3.01,1146
25,0,01329,Brad Faxon,+4,3.01,1155
25,0,08993,Franklin Langham,+4,3.01,1110
25,0,02246,Duffy Waldorf,+4,3.01,888
28,0,24356,Jason Buha,+5,3.02,999
28,0,09011,David Duval,+5,3.02,774
28,0,12645,Brent Geiberger,+5,3.02,891
31,0,01418,Bill Glasson,+6,3.02,1137
31,0,01928,Corey Pavin,+6,3.02,900
33,0,10885,Robert Allenby,+7,3.02,1107
33,0,01157,Tom Byrum,+7,3.02,1080
33,0,20593,Greg Chalmers,+7,3.02,1107
33,0,01797,Rocco Mediate,+7,3.02,882
33,0,06613,Tommy Tolles,+7,3.03,738
38,0,06522,Ernie Els,+8,3.03,780
38,0,01577,Lee Janzen,+8,3.02,1095
38,0,01771,Blaine McCallister,+8,3.02,1269
38,0,01926,Steve Pate,+8,3.02,1101
38,0,01968,Nick Price,+8,3.03,732
43,0,06621,Joe Durant,+9,3.02,1155
43,0,10649,Tom Scherrer,+9,3.02,1212
45,0,06004,Stephen Ames,+10,3.03,1155
45,0,06332,Neal Lancaster,+10,3.03,1164
45,0,06090,Jim McGovern,+10,3.05,645
45,0,11011,Mike Sposa,+10,3.03,897
49,0,19824,Craig Barlow,+11,3.03,1170
49,0,01203,Russ Cochran,+11,3.04,879
49,0,10457,Frank Nobilo,+11,3.03,1152
49,0,01887,Mark O'Meara,+11,3.05,639
49,0,01920,Craig Parry,+11,3.04,816
49,0,07749,Brett Quigley,+11,3.04,771
49,0,02110,Jerry Smith,+11,3.03,1230
56,0,01042,Paul Azinger,+12,3.04,843
56,0,01378,David Frost,+12,3.05,732
56,0,08545,Glen Hnatiuk,+12,3.03,1092
56,0,06350,Bob May,+12,3.03,1083
56,0,07753,Kevin Wentworth,+12,3.04,984
61,0,20098,Stuart Appleby,+13,3.04,936
61,0,01040,Emlyn Aubrey,+13,3.05,777
61,0,01142,Bart Bryant,+13,3.04,891
61,0,01161,Mark Calcavecchia,+13,3.04,1092
61,0,01219,John Cook,+13,3.04,1074
61,0,01823,Larry Mize,+13,3.05,840
61,0,02131,Mike Springer,+13,3.04,993
61,0,10423,Mike Weir,+13,3.03,1122
61,0,10425,Jay Williamson,+13,3.03,1248
70,0,01313,Steve Elkington,+14,3.06,663
70,0,01331,Rick Fehr,+14,3.05,867
70,0,01388,Robert Gamez,+14,3.05,927
70,0,08045,Perry Moss,+14,3.06,651
74,0,01139,Olin Browne,+15,3.04,1200
74,0,01307,Joel Edwards,+15,3.04,1200
74,0,01361,Dan Forsman,+15,3.04,1083
74,0,01599,Steve Jones,+15,3.05,837
74,0,01905,Joe Ozaki,+15,3.07,627
74,0,10912,Craig Perks,+15,3.04,1011
80,0,24357,K.J. Choi,+16,3.04,1089
80,0,08931,Glen Day,+16,3.04,1104
80,0,01320,Bob Estes,+16,3.07,735
80,0,10201,Matt Gogel,+16,3.05,1032
80,0,10213,Dicky Pride,+16,3.04,1143
80,0,02206,David Toms,+16,3.04,1290
86,0,01072,Chip Beck,+17,3.09,591
86,0,07763,Doug Dunakey,+17,3.05,975
86,0,01326,Nick Faldo,+17,3.09,576
86,0,12782,Tim Herron,+17,3.05,1119
86,0,01553,John Huston,+17,3.05,963
86,0,11032,Frank Lickliter II,+17,3.04,1290
86,0,01941,Tom Pernice Jr.,+17,3.04,1158
86,0,01975,Tom Purtzer,+17,3.07,684
86,0,02279,Mark Wiebe,+17,3.04,1134
95,0,01175,Jim Carter,+18,3.05,1128
95,0,07457,Steve Flesch,+18,3.04,1434
95,0,06044,Scott Gump,+18,3.04,1281
95,0,01569,Peter Jacobsen,+18,3.07,804
95,0,01619,Skip Kendall,+18,3.04,1374
100,0,23125,Brad Elder,+19,3.04,1344
100,0,08075,Jerry Kelly,+19,3.04,1362
100,0,01723,Andrew Magee,+19,3.06,900
100,0,08547,John Maginnes,+19,3.05,1212
100,0,08375,Paul Stankowski,+19,3.06,882
105,0,06315,Pete Jordan,+20,3.05,1245
105,0,07101,Dave Stockton Jr.,+20,3.06,1068
105,0,02257,Brian Watts,+20,3.06,1083
108,0,11653,Paul Curry,+21,3.08,792
108,0,12753,David Morland IV,+21,3.06,1053
108,0,21593,Keith Nolan,+21,3.09,699
108,0,06062,Charles Raulerson,+21,3.05,1197
108,0,02101,Joey Sindelar,+21,3.06,1035
108,0,06431,Jean Van de Velde,+21,3.08,783
114,0,01093,Ronnie Black,+22,3.07,963
114,0,06643,Paul Goydos,+22,3.06,1176
114,0,01533,P.H. Horgan III,+22,3.08,795
114,0,06567,Vijay Singh,+22,3.06,1071
114,0,22064,Craig Spence,+22,3.06,1038
119,0,01724,Jeff Maggert,+23,3.07,963
119,0,06527,Steve Stricker,+23,3.09,735
121,0,20029,Notah Begay III,+24,3.08,903
