RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,51,01030,Isao Aoki,28.13,1491,53,16
2,53,01443,Hubert Green,28.31,2095,74,21
3,53,01495,Morris Hatalsky,28.32,1954,69,23
3,53,02104,Jeff Sluman,28.32,2096,74,22
5,55,02007,Larry Rinker,28.41,2472,87,22
6,58,01553,John Huston,28.48,2421,85,12
7,77,01960,Don Pooley,28.53,2168,76,23
8,77,01033,George Archer,28.56,1828,64,22
9,77,01235,Ben Crenshaw,28.58,2229,78,20
9,77,01331,Rick Fehr,28.58,2029,71,20
9,77,02146,Payne Stewart,28.58,2429,85,10
12,77,02294,Willie Wood,28.59,1458,51,22
13,77,01599,Steve Jones,28.61,2661,93,23
14,78,01639,Kenny Knox,28.63,3121,109,18
15,78,01175,Jim Carter,28.64,3036,106,21
16,78,01666,Bernhard Langer,28.67,1577,55,24
17,80,01072,Chip Beck,28.68,2237,78,21
18,80,01378,David Frost,28.71,2613,91,23
19,80,01346,Ed Fiori,28.75,2875,100,22
19,80,02159,Curtis Strange,28.75,2300,80,15
21,82,02167,Mike Sullivan,28.76,2272,79,24
22,82,01475,Donnie Hammond,28.77,2589,90,22
23,84,01633,Tom Kite,28.84,2567,89,23
24,84,01928,Corey Pavin,28.86,2857,99,22
25,84,01968,Nick Price,28.87,2714,94,22
26,84,01457,Jay Haas,28.88,2628,91,16
27,84,01887,Mark O'Meara,28.89,2600,90,21
28,84,01226,Fred Couples,28.91,2573,89,23
29,84,02010,Loren Roberts,28.92,3268,113,23
30,84,01355,Raymond Floyd,28.96,1593,55,25
31,84,01823,Larry Mize,28.97,2752,95,23
32,84,01682,Wayne Levi,28.99,2493,86,23
33,84,01925,Jerry Pate,29.00,1479,51,15
34,106,01320,Bob Estes,29.01,2176,75,23
35,107,01129,Bill Britton,29.03,3106,107,22
35,107,01527,Scott Hoch,29.03,2845,98,24
37,107,01284,Mike Donald,29.05,3341,115,20
37,107,01755,Dick Mast,29.05,2527,87,23
39,107,01557,John Inman,29.06,2499,86,24
39,107,01717,Sandy Lyle,29.06,1540,53,24
41,107,01706,Davis Love III,29.08,2414,83,23
41,107,02033,Dave Rummells,29.08,2850,98,23
43,107,01790,Pat McGowan,29.10,2648,91,23
43,107,02100,Tim Simpson,29.10,3172,109,16
45,108,01390,Buddy Gardner,29.12,3232,111,23
45,108,01414,Bob Gilder,29.12,2504,86,24
47,109,01157,Tom Byrum,29.14,2943,101,22
48,109,01197,Bobby Clampett,29.16,2566,88,24
49,109,01096,Phil Blackmar,29.17,2450,84,22
49,109,02049,Gene Sauers,29.17,2392,82,22
51,110,01161,Mark Calcavecchia,29.18,2539,87,24
51,110,01984,Sam Randolph,29.18,1634,56,7
51,110,02041,Bill Sander,29.18,2860,98,24
54,110,01771,Blaine McCallister,29.20,3008,103,20
54,110,01773,Ronnie McCann,29.20,1752,60,15
56,112,01736,Roger Maltbie,29.21,2249,77,24
57,112,01943,Chris Perry,29.22,3127,107,23
58,114,01326,Nick Faldo,29.23,1783,61,24
59,114,01042,Paul Azinger,29.24,2719,93,24
59,114,01499,Mark Hayes,29.24,2485,85,21
59,114,02095,Larry Silveira,29.24,2281,78,23
62,119,01507,Webb Heintzelman,29.26,2985,102,22
62,119,01641,Gary Koch,29.26,1902,65,25
62,119,01837,Gil Morgan,29.26,2516,86,6
65,119,01571,Barry Jaeckel,29.27,1844,63,22
65,119,02225,Howard Twitty,29.27,2429,83,14
67,119,02242,Lanny Wadkins,29.28,2401,82,24
68,120,01162,Rex Caldwell,29.29,2021,69,23
69,120,01093,Ronnie Black,29.30,2520,86,22
69,120,01569,Peter Jacobsen,29.30,2520,86,24
69,120,01715,Mark Lye,29.30,2637,90,25
69,120,02279,Mark Wiebe,29.30,2871,98,23
73,120,02133,Craig Stadler,29.31,2345,80,20
74,120,01306,David Edwards,29.32,2639,90,22
74,120,01489,Steve Hart,29.32,2228,76,11
76,120,01098,Jay Don Blake,29.33,2552,87,18
76,120,01168,David Canipe,29.33,2698,92,24
76,120,01614,Jack Kay Jr.,29.33,2053,70,24
79,126,01926,Steve Pate,29.34,3227,110,24
80,126,01935,Calvin Peete,29.35,1497,51,19
80,126,02101,Joey Sindelar,29.35,2788,95,24
82,126,01049,Ian Baker-Finch,29.37,1762,60,22
82,126,01662,Greg Ladehoff,29.37,2291,78,23
82,126,01891,David Ogrin,29.37,2731,93,23
85,126,02186,Brian Tennyson,29.38,2997,102,24
