RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,19825,Darren Clarke,$484026,1452078
2,0,23983,Luke Donald,$351748,6683214
3,0,01219,John Cook,$251600,251600
4,0,29221,Webb Simpson,$244128,6347353
5,0,27095,Nick Watney,$240485,5290673
6,0,06527,Steve Stricker,$210146,3992784
7,0,24502,Adam Scott,$209155,3764796
8,0,30925,Dustin Johnson,$205236,4309961
9,0,24357,K.J. Choi,$201576,4434690
10,0,28237,Rory McIlroy,$190560,1905609
11,0,28089,Jason Day,$188697,3962646
12,0,01810,Phil Mickelson,$179213,3763488
13,0,23108,Matt Kuchar,$176413,4233919
14,0,26331,Charl Schwartzel,$173637,2604558
15,0,02206,David Toms,$167743,3858089
16,0,25804,Bubba Watson,$158082,3477810
17,0,24924,Bill Haas,$157255,4088636
18,0,22405,Justin Rose,$147887,3401419
19,0,23135,Tim Clark,$142750,571000
20,0,22371,Aaron Baddeley,$140667,3094692
21,0,24781,Hunter Mahan,$140141,3503539
22,0,27649,Brandt Snedeker,$137969,3587205
23,0,31323,Gary Woodland,$137943,3448590
24,0,33141,Keegan Bradley,$134235,3758599
25,0,25686,Jason Dufner,$132950,3057859
26,0,24663,Y.E. Yang,$128603,2314864
27,0,21878,Mark Wilson,$121479,3158476
28,0,27936,Martin Laird,$116369,2676508
29,0,24925,Jonathan Byrd,$113035,2938920
30,0,28937,George Coetzee,$109712,109712
31,0,20832,Raphael Jacquelin,$104872,209744
32,0,23621,Rory Sabbatini,$100860,2420655
33,0,21731,Freddie Jacobson,$99532,2488324
34,0,19970,Robert Karlsson,$98878,1779815
35,0,20396,Lee Westwood,$97044,970445
36,0,21209,Sergio Garcia,$95255,1524091
37,0,06567,Vijay Singh,$94841,2371049
38,0,34021,Bud Cauley,$91893,735149
39,0,22046,Geoff Ogilvy,$91285,1916994
40,0,25396,Kevin Na,$89883,2336965
41,0,12680,Shigeki Maruyama,$88687,177375
